Time,Hx,Hy,Hz,Ax,Ay,Az,Heading,PID_Output,Integral,Setpoint
1.05,-0.27625,-0.42875,0.4855834,0.25,0.22,0.7,237.6279,1300,-93.80275,300,62.21574
1.1,-0.2493333,-0.4216667,0.41,0.19,0.03,1.24,238.2809,1300,-93.80275,300,62.21574
1.15,-0.2814167,-0.41125,0.4268333,-0.16,-0.35,1.15,237.4087,1300,-87.63084,300,61.71907
1.2,-0.2843333,-0.39625,0.4383333,-0.16,-0.27,0.68,236.4529,1300,-87.63084,300,61.71907
1.25,-0.2626667,-0.3516667,0.4575,0.04,0.48,0.5,234.3993,1300,-81.27613,300,63.54712
1.3,-0.2670834,-0.32,0.4570833,0.1,-0.23,0.85,232.5773,1300,-74.71606,300,65.60071
1.35,-0.25475,-0.2455833,0.4708333,0.07,-0.11,0.9700001,229.1147,1300,-74.71606,300,65.60071
1.4,-0.2104167,-0.1929167,0.4508333,-0.08,0.05,0.92,225.5388,1300,-67.62753,300,70.88531
1.45,-0.1366667,-0.1708333,0.4570833,-0.3,-0.33,1.08,225.9354,1300,-67.62753,300,70.88531
1.5,-0.04308333,-0.14625,0.4639167,0.05,-0.55,1.35,235.8138,1300,-60.22106,300,74.06462
1.55,0.001833333,-0.1768333,0.4716667,0.15,-0.29,0.85,251.84,1300,-53.80244,300,64.18616
1.6,0.1139167,-0.1951667,0.4655833,-0.31,0.06,0.72,274.8171,1300,-53.80244,300,64.18616
1.65,0.1901667,-0.2768333,0.4775,-0.06,-0.6,1.25,291.7841,265.7208,-51.28416,300,25.18286
1.699999,0.1741667,-0.3668333,0.4995833,0.17,0.16,0.74,300.052,265.7208,-51.28416,300,25.18286
1.749999,0.1893333,-0.4576667,0.4954167,-0.2,-0.09,0.95,297.4529,0,-51.28935,300,-0.05197144
1.799999,0.1241667,-0.5635,0.5,-0.1,-0.17,0.93,290.0995,74.3101,-51.03465,300,2.547089
1.849999,0.02333333,-0.5830833,0.4914166,0.46,0.07,1.14,282.3976,74.3101,-51.03465,300,2.547089
1.899999,-0.02041667,-0.6141667,0.4391666,0.18,0.02,0.57,274.2714,563.2408,-49.2744,300,17.60245
1.949999,-0.07891667,-0.6133333,0.4295834,0.15,-0.18,0.9700001,267.6853,563.2408,-49.2744,300,17.60245
1.999999,-0.1320833,-0.5855833,0.41375,0.19,-0.03,0.61,262.6844,928.7679,-46.04293,300,32.31473
2.049999,-0.2108333,-0.551,0.4495833,0.44,0.47,1.08,256.3395,967.3184,-42.31137,300,37.31555
2.099999,-0.2683333,-0.49225,0.4595833,0.06,-0.52,1.13,249.2516,967.3184,-42.31137,300,37.31555
2.149999,-0.2654166,-0.4404167,0.4655833,-0.36,-0.38,0.71,243.1302,1300,-37.23653,300,50.74835
2.199999,-0.2666667,-0.36975,0.4554167,-0.2,-0.34,0.84,238.1766,1300,-37.23653,300,50.74835
2.249999,-0.2745833,-0.3130833,0.4391666,-0.0,0.14,0.58,233.9579,1300,-31.0542,300,61.82338
2.299999,-0.1745833,-0.20975,0.4693333,0.18,0.33,0.63,231.059,1300,-24.44998,300,66.04211
2.349999,-0.1068333,-0.17875,0.4901667,0.06,-0.14,0.86,232.7036,1300,-17.55588,300,68.94104
2.399999,-0.04433333,-0.1691667,0.4770833,0.26,-0.17,0.93,241.5591,1300,-17.55588,300,68.94104
2.449999,0.05875,-0.1751667,0.4655833,0.06,-0.04,0.82,260.9969,1300,-11.71179,300,58.44086
2.499999,0.1439167,-0.2430833,0.47875,-0.28,-0.32,0.9700001,281.4945,1300,-11.71179,300,58.44086
2.549999,0.191,-0.33125,0.4639167,-0.14,-0.21,1.16,296.3789,100.7538,-9.861244,300,18.50549
2.599999,0.1876667,-0.4408333,0.48725,0.37,0.01,1.07,297.8851,0,-9.499132,300,3.621124
2.649999,0.12625,-0.5264167,0.4570833,0.31,0.14,0.86,292.1714,0,-9.499132,300,3.621124
2.699999,0.08875,-0.5830833,0.45375,-0.31,-0.06,0.88,285.0669,231.4026,-8.716274,300,7.828583
2.749999,-0.0005833333,-0.6029167,0.45875,-0.24,-0.14,0.82,277.3618,231.4026,-8.716274,300,7.828583
2.799999,-0.05183333,-0.6125,0.4426667,-0.26,-0.3,0.56,271.2539,697.6279,-6.452456,300,22.63818
2.849998,-0.09125,-0.58475,0.4329167,0.43,0.58,1.05,265.4127,772.728,-3.577849,300,28.74606
2.899998,-0.16625,-0.5816667,0.4745833,-0.02,-0.08,0.98,260.1142,772.728,-3.577849,300,28.74606
2.949998,-0.2164167,-0.5497499,0.4901667,-0.4,-0.93,0.67,254.564,1097.505,0.4107313,300,39.8858
2.999998,-0.2130833,-0.5276667,0.4366667,0.3,0.65,0.9,250.1905,1097.505,0.4107313,300,39.8858
3.049998,-0.2630833,-0.5068333,0.455,-0.17,-0.6,0.99,246.3632,1300,5.391681,300,49.80949
3.099998,-0.2354167,-0.4654167,0.4766666,-0.29,-0.64,0.91,244.5821,1300,10.75536,300,53.63676
3.149998,-0.2366667,-0.41475,0.4264167,0.36,0.5,0.9599999,242.0087,1300,10.75536,300,53.63676
3.199998,-0.25725,-0.3693333,0.4439167,0.14,0.38,0.77,239.5335,1300,16.55449,300,57.99129
3.249998,-0.2679167,-0.35375,0.4401667,-0.03,-0.29,0.95,236.0976,1300,16.55449,300,57.99129
3.299998,-0.2555833,-0.31625,0.4668333,-0.11,-0.54,1.05,233.0196,1300,22.94473,300,63.9024
3.349998,-0.2489167,-0.2651667,0.4741667,-0.09,-0.48,1.06,230.2425,1300,29.64277,300,66.98039
3.399998,-0.2151667,-0.22625,0.4741667,-0.22,-0.31,0.93,228.1016,1300,29.64277,300,66.98039
3.449998,-0.156,-0.1980833,0.466,-0.08,-0.17,1.17,228.3422,1300,36.83261,300,71.89842
3.499998,-0.09208334,-0.1868333,0.4745833,0.3,-0.0,1.3,233.9931,1300,36.83261,300,71.89842
3.549998,-0.06125,-0.1714167,0.491,0.48,-0.01,1.0,241.9594,1300,43.4333,300,66.00694
3.599998,-0.025,-0.1635,0.5008333,-0.11,-0.32,0.85,251.8023,1300,49.23736,300,58.04057
3.649998,0.05583333,-0.1614167,0.4664166,-0.38,-0.65,0.9700001,266.9081,1300,49.23736,300,58.04057
3.699998,0.1226667,-0.2076667,0.4914166,0.24,0.25,0.9,283.6523,615.8967,52.54655,300,33.09192
3.749998,0.1493333,-0.25,0.461,-0.07,-0.19,0.9700001,296.8339,615.8967,52.54655,300,33.09192
3.799998,0.1818333,-0.2876667,0.4889167,0.14,-0.32,1.14,301.2394,0,52.86317,300,3.166138
3.849998,0.1683333,-0.3420833,0.5080833,-0.04,-0.22,0.77,299.7831,0,52.73923,300,-1.23938
3.899998,0.195,-0.3701667,0.4880833,-0.51,-0.32,0.74,298.7592,0,52.73923,300,-1.23938
3.949997,0.2054167,-0.4239167,0.4651667,0.01,-0.17,0.93,296.6114,66.55585,52.8633,300,1.240753
3.999997,0.2066667,-0.4401667,0.4508333,-0.04,-0.21,0.93,296.2614,66.55585,52.8633,300,1.240753
4.049997,0.1776667,-0.4726667,0.4741667,0.09,0.17,0.89,293.8682,129.2565,53.23717,300,3.738647
4.099998,0.1666667,-0.4766666,0.4689167,0.36,0.62,0.87,291.6745,188.2961,53.85035,300,6.131805
4.149998,0.1670833,-0.47875,0.4995833,0.14,0.2,0.99,289.7038,188.2961,53.85035,300,6.131805
4.199998,0.1958333,-0.4779167,0.48225,-0.4,-0.8,0.84,290.2644,308.6036,54.87997,300,10.29617
4.249998,0.1695833,-0.475,0.47125,0.21,0.07,0.92,290.3895,308.6036,54.87997,300,10.29617
4.299998,0.1629167,-0.49475,0.491,-0.15,-0.18,1.24,290.0519,248.0518,55.84102,300,9.610504
4.349998,0.1768333,-0.4589167,0.4779167,0.02,0.12,0.49,289.6489,265.9484,56.83582,300,9.948059
4.399999,0.1645833,-0.4670834,0.5375,-0.05,-0.73,1.4,289.57,265.9484,56.83582,300,9.948059
4.449999,0.1901667,-0.4404167,0.4818334,0.24,0.64,0.67,291.2793,279.558,57.87883,300,10.43002
4.499999,0.1885,-0.4225,0.495,0.15,-0.04,0.7,292.2697,217.3225,58.7509,300,8.720734
4.549999,0.1835,-0.3893333,0.4664166,-0.42,-0.44,0.78,294.2112,217.3225,58.7509,300,8.720734
4.599999,0.1830833,-0.3693333,0.4830833,0.03,-0.87,1.5,295.2159,133.1636,59.32978,300,5.788757
4.65,0.2029167,-0.3480834,0.4933333,0.11,0.13,1.08,297.2813,125.5112,59.80818,300,4.784058
4.7,0.186,-0.33225,0.5,0.27,0.99,0.73,298.6165,125.5112,59.80818,300,4.784058
4.75,0.1580833,-0.3118333,0.5183333,0.28,0.2,0.81,298.788,18.9696,59.94653,300,1.383514
4.8,0.13,-0.2958333,0.5145833,-0.09,-0.7,0.52,296.6154,18.9696,59.94653,300,1.383514
4.85,0.1414167,-0.2733333,0.4689167,-0.24,-0.74,0.54,295.9871,117.6975,60.285,300,3.384644
4.900001,0.11225,-0.2283333,0.4818334,-0.13,-0.06,0.61,295.7525,121.1497,60.68629,300,4.012939
4.950001,0.09625,-0.2158333,0.4651667,-0.02,-0.31,0.75,295.8564,121.1497,60.68629,300,4.012939
5.000001,0.07516666,-0.1868333,0.48725,-0.08,-0.44,0.73,294.0431,120.0396,61.10065,300,4.143555
5.050001,0.02916667,-0.15625,0.4814167,-0.05,-0.18,0.59,288.8412,120.0396,61.10065,300,4.143555
5.100001,-0.01516667,-0.1751667,0.4851666,0.19,0.58,1.15,279.1803,357.6608,62.21653,300,11.15878
5.150002,-0.04183333,-0.1501667,0.4868333,0.06,-0.08,1.5,266.6861,623.5155,64.29849,300,20.8197
5.200002,-0.046,-0.1441667,0.4970833,-0.25,-0.78,1.26,257.2627,623.5155,64.29849,300,20.8197
5.250002,-0.08391666,-0.1454167,0.4741667,-0.24,-1.03,0.85,248.9161,1282.833,68.57222,300,42.73727
5.300002,-0.1514167,-0.17,0.4880833,0.14,-0.42,0.72,240.2081,1282.833,68.57222,300,42.73727
5.350002,-0.1404167,-0.1791667,0.4129167,0.29,0.13,0.92,233.4114,1300,74.55141,300,59.79195
5.400002,-0.2016667,-0.1820833,0.4595833,0.18,0.18,0.91,227.4337,1300,81.21027,300,66.58861
5.450003,-0.21225,-0.2154167,0.43625,0.19,0.68,0.61,226.4721,1300,81.21027,300,66.58861
5.500003,-0.2114167,-0.221,0.42725,0.23,0.33,0.68,224.5908,1300,88.56306,300,73.52788
5.550003,-0.21,-0.2479167,0.4435,-0.38,-0.91,0.78,227.1424,1300,88.56306,300,73.52788
5.600003,-0.251,-0.2668333,0.4579167,-0.19,-0.07,1.27,227.5848,1300,95.84882,300,72.85756
5.650003,-0.2054167,-0.2326667,0.4325,-0.08,0.07,1.31,228.3481,1300,103.0903,300,72.41521
5.700004,-0.2104167,-0.231,0.4835,0.18,0.69,0.61,227.6602,1300,103.0903,300,72.41521
5.750004,-0.2041667,-0.21625,0.4375,-0.39,-0.9700001,0.91,227.6252,1300,110.3243,300,72.33983
5.800004,-0.1645833,-0.2125,0.4916667,0.18,-0.02,0.82,228.8527,1300,110.3243,300,72.33983
5.850004,-0.1443333,-0.1955833,0.4476667,0.31,-0.43,1.32,230.8207,1300,117.4391,300,71.14734
5.900004,-0.1375,-0.1908333,0.461,-0.19,-0.79,1.04,233.3474,1300,124.357,300,69.17926
5.950005,-0.08641666,-0.1839167,0.4925,0.06,-0.12,0.92,237.5444,1300,124.357,300,69.17926
6.000005,-0.046,-0.1626667,0.4901667,0.38,0.0,0.9,244.4229,1300,130.6026,300,62.45564
6.050005,-0.016,-0.16625,0.4979167,0.29,-0.06,1.01,254.5151,1300,130.6026,300,62.45564
6.100005,0.05416667,-0.1933333,0.48475,0.17,0.44,0.64,268.1213,1018.175,135.151,300,45.48494
6.150005,0.1185,-0.2166667,0.495,0.28,0.19,0.99,282.9431,709.0948,138.3389,300,31.87866
6.200006,0.1341667,-0.25875,0.4979167,0.15,0.29,1.03,293.9114,709.0948,138.3389,300,31.87866
6.250006,0.1580833,-0.3070833,0.50125,0.46,0.06,1.0,297.7739,0,138.9478,300,6.088562
6.300006,0.1835,-0.3616667,0.4814167,0.41,-0.1,1.0,297.1829,75.79303,139.2295,300,2.817139
6.350006,0.18225,-0.4075,0.4791667,0.16,-0.03,0.94,296.079,75.79303,139.2295,300,2.817139
6.400006,0.191,-0.455,0.4905833,0.03,-0.28,0.9700001,294.5899,142.8648,139.6216,300,3.92099
6.450006,0.181,-0.47875,0.5016666,-0.31,-0.71,0.93,292.5259,142.8648,139.6216,300,3.92099
6.500007,0.1979167,-0.4839167,0.4401667,-0.19,-0.21,0.61,291.9086,253.9224,140.369,300,7.474091
6.550007,0.1789167,-0.5180833,0.4614167,0.19,-0.11,1.14,290.6687,243.1364,141.1781,300,8.091431
6.600007,0.1826667,-0.5043333,0.48475,-0.27,-0.87,0.94,290.4021,243.1364,141.1781,300,8.091431
6.650007,0.1591667,-0.5076666,0.4626667,0.44,0.6,1.14,288.7899,289.0413,142.1379,300,9.597931
6.700007,0.1620833,-0.5329166,0.5030833,-0.44,-0.81,0.71,288.0782,289.0413,142.1379,300,9.597931
6.750008,0.1670833,-0.526,0.4480834,-0.36,-0.51,0.91,287.3156,354.7939,143.3301,300,11.92184
6.800008,0.165,-0.49475,0.5043333,0.24,-0.17,1.23,287.6609,360.1232,144.5986,300,12.68442
6.850008,0.14225,-0.4795833,0.4864167,0.2,0.75,0.62,287.529,346.3149,145.8457,300,12.47098
6.900008,0.1708333,-0.4480834,0.466,-0.21,-0.75,0.5,288.6114,346.3149,145.8457,300,12.47098
6.950008,0.181,-0.4416667,0.4885,-0.22,-0.54,0.9,289.8916,311.7211,146.9845,300,11.38864
7.000009,0.19875,-0.43725,0.491,-0.16,-0.73,1.35,292.5326,311.7211,146.9845,300,11.38864
7.050009,0.1754167,-0.4051667,0.5230833,-0.09,0.18,1.17,293.3795,188.3259,147.7313,300,7.467377
7.100009,0.1514167,-0.40625,0.5166667,0.27,0.74,1.31,292.7652,215.8916,148.4547,300,7.234833
7.150009,0.1905833,-0.3789167,0.51375,-0.1,0.0,1.2,293.5175,215.8916,148.4547,300,7.234833
7.200009,0.165,-0.3676667,0.5030833,0.22,0.63,0.98,293.7706,192.5677,149.103,300,6.482513
7.25001,0.1501667,-0.346,0.52725,0.25,0.73,1.12,294.7772,192.5677,149.103,300,6.482513
7.30001,0.1345833,-0.3089167,0.5125,-0.29,-1.09,1.14,293.7239,156.6392,149.6253,300,5.222809
7.35001,0.1654167,-0.2845833,0.491,-0.37,-0.41,0.75,295.7233,135.9169,150.0529,300,4.276733
7.40001,0.1468333,-0.2595833,0.5043333,-0.04,-0.25,0.71,297.7344,135.9169,150.0529,300,4.276733
7.45001,0.11975,-0.2120833,0.51225,0.21,-0.05,0.74,299.7043,76.10845,150.2795,300,2.265564
7.50001,0.105,-0.2068333,0.5051666,0.31,0.13,0.82,298.6201,76.10845,150.2795,300,2.265564
7.550011,0.09541666,-0.1718333,0.4725,0.25,0.19,1.01,298.4695,64.13239,150.4175,300,1.379944
7.600011,0.04225,-0.1643333,0.4529167,-0.06,-0.32,1.19,293.4587,77.26178,150.5706,300,1.530548
7.650011,0.01266667,-0.151,0.4614167,-0.36,-0.91,0.9599999,286.0854,77.26178,150.5706,300,1.530548
7.700011,-0.025,-0.14975,0.4291667,-0.2,-0.88,0.58,273.2452,497.3103,151.962,300,13.91455
7.750011,-0.07308333,-0.1485,0.4668333,0.23,0.28,0.43,259.7045,497.3103,151.962,300,13.91455
7.800012,-0.09291667,-0.1493333,0.4783333,0.13,0.67,1.04,247.476,1283.815,155.9916,300,40.29553
7.850012,-0.1476667,-0.1483333,0.4393333,0.07,-0.42,0.73,235.6783,1300,161.244,300,52.52397
7.900012,-0.1754167,-0.1743333,0.4435,0.35,0.55,0.85,229.3538,1300,161.244,300,52.52397
7.950012,-0.1983333,-0.2016667,0.4366667,0.29,0.53,1.09,225.143,1300,168.3086,300,70.64624
8.000012,-0.2214167,-0.22375,0.4239167,0.06,0.29,1.04,225.2001,1300,168.3086,300,70.64624
8.050013,-0.2201667,-0.23625,0.42875,0.23,0.98,1.09,225.932,1300,175.7886,300,74.79991
8.100013,-0.2316667,-0.2289167,0.4525,0.22,0.08,0.78,225.6588,1300,183.1954,300,74.06801
8.150013,-0.2095833,-0.2233333,0.4375,-0.25,-0.1,0.66,226.1651,1300,183.1954,300,74.06801
8.200013,-0.2033333,-0.21625,0.4876667,-0.3,-0.72,1.09,226.0801,1300,190.5789,300,73.8349
8.250013,-0.20875,-0.2058333,0.4525,0.34,0.39,1.07,226.0598,1300,190.5789,300,73.8349
8.300014,-0.151,-0.2041667,0.46975,-0.24,-0.64,0.99,228.2913,1300,197.9729,300,73.9402
8.350014,-0.1551667,-0.1908333,0.4583333,0.36,0.73,1.21,229.6653,1300,205.1438,300,71.70869
8.400014,-0.1085,-0.17475,0.481,-0.36,-0.43,0.94,234.1878,1300,205.1438,300,71.70869
8.450014,-0.06458333,-0.1783333,0.44725,0.5,0.06,1.15,239.714,1300,211.725,300,65.81218
8.500014,-0.02958333,-0.16625,0.4689167,-0.31,-0.8,1.13,249.3889,1300,211.725,300,65.81218
8.550014,0.003916667,-0.186,0.4880833,-0.35,-0.84,0.71,260.4029,1182.664,216.7861,300,50.6111
8.600015,0.046,-0.20725,0.5093333,-0.16,-0.27,0.64,271.2102,945.9892,220.7458,300,39.59714
8.650015,0.1118333,-0.211,0.5018333,0.05,0.42,0.65,283.8816,945.9892,220.7458,300,39.59714
8.700015,0.1551667,-0.2604167,0.5093333,0.3,0.44,0.87,293.7422,247.2411,222.3577,300,16.11841
8.750015,0.1645833,-0.2929167,0.51625,0.32,-0.17,0.9,299.3477,247.2411,222.3577,300,16.11841
8.800015,0.1793333,-0.3716667,0.5125,-0.01,-0.4,0.69,298.6256,0,222.4229,300,0.6522827
8.850016,0.1975,-0.4558333,0.4901667,-0.18,-0.12,0.63,296.1714,96.49982,222.5603,300,1.37442
8.900016,0.1720833,-0.48475,0.4835,0.14,0.17,0.6,292.9094,96.49982,222.5603,300,1.37442
8.950016,0.1435,-0.5280833,0.5093333,0.09,0.36,0.94,289.3909,284.5282,223.2694,300,7.090607
9.000016,0.1193333,-0.5635,0.5125,0.26,0.08,1.27,285.568,352.9776,224.3303,300,10.60913
9.050016,0.1114167,-0.57,0.4804167,-0.16,-0.56,0.83,282.7398,352.9776,224.3303,300,10.60913
9.100017,0.08766666,-0.57725,0.4468333,0.31,0.68,0.9,280.5508,547.8795,226.0563,300,17.26022
9.150017,0.1085,-0.5795834,0.4725,-0.4,-1.05,0.69,280.0996,578.2828,228.0464,300,19.90039
9.200017,0.07808333,-0.5839167,0.4579167,0.37,0.02,1.19,278.9518,578.2828,228.0464,300,19.90039
9.250017,0.09416667,-0.57125,0.4554167,0.19,-0.1,0.8,279.1935,594.0737,230.1512,300,21.04822
9.300017,0.076,-0.5895833,0.5004167,-0.32,-0.65,0.98,278.1075,594.0737,230.1512,300,21.04822
9.350018,0.09041667,-0.57225,0.4605833,0.33,0.42,1.19,278.5615,612.9978,232.3405,300,21.89255
9.400018,0.08558333,-0.551,0.4795833,0.13,0.72,0.83,278.3842,596.5281,234.502,300,21.61575
9.450018,0.1185,-0.5501667,0.5008333,-0.15,-0.74,0.59,279.9876,596.5281,234.502,300,21.61575
9.500018,0.09333333,-0.5579166,0.5243334,-0.37,-0.61,0.8,280.1604,545.0063,236.5033,300,20.01242
9.550018,0.1155833,-0.5393333,0.4933333,-0.24,-0.66,0.52,281.2494,545.0063,236.5033,300,20.01242
9.600019,0.1304167,-0.5035,0.4716667,-0.09,-0.62,0.82,282.0382,517.0025,238.3783,300,18.75058
9.650019,0.1341667,-0.4943333,0.4668333,-0.29,-1.25,0.86,283.9341,501.9904,240.1745,300,17.96182
9.700019,0.1443333,-0.4766666,0.47375,-0.37,-0.71,0.87,285.5175,501.9904,240.1745,300,17.96182
9.750019,0.16875,-0.4489167,0.4570833,-0.22,-0.76,1.03,287.5442,391.1527,241.6228,300,14.48245
9.800019,0.1801667,-0.43975,0.4541667,-0.25,-1.28,1.08,289.9089,391.1527,241.6228,300,14.48245
9.850019,0.1801667,-0.4351666,0.4601666,-0.29,-1.13,0.78,291.7903,273.4131,242.6319,300,10.09109
9.90002,0.1785,-0.39875,0.4791667,-0.3,-0.41,0.65,292.9617,249.1727,243.4528,300,8.209686
9.95002,0.1741667,-0.365,0.5,-0.0,0.13,0.51,294.0384,249.1727,243.4528,300,8.209686
10.00002,0.1580833,-0.3429167,0.49625,0.3,0.51,0.66,294.7914,189.8208,244.049,300,5.961639
10.05002,0.1654167,-0.3130833,0.4864167,0.33,0.49,0.95,296.036,189.8208,244.049,300,5.961639
10.10002,0.1645833,-0.2905833,0.515,-0.35,-0.84,1.05,297.3753,142.2312,244.4454,300,3.963959
10.15002,0.1720833,-0.2526667,0.5004167,-0.31,-0.42,0.69,300.5446,114.742,244.7079,300,2.624725
10.20002,0.1620833,-0.2275,0.4566667,0.14,0.49,0.41,303.0841,114.742,244.7079,300,2.624725
10.25002,0.1101667,-0.1943333,0.4614167,0.22,1.02,0.79,303.0915,0,244.3994,300,-3.084137
10.30002,0.06875,-0.1655833,0.4655833,-0.04,0.49,1.3,299.1883,0,244.3994,300,-3.084137
10.35002,0.0325,-0.1618333,0.4720833,-0.32,-0.58,0.9599999,291.1507,116.4744,244.4806,300,0.811676
10.40002,0.04433333,-0.1485,0.4716667,0.09,0.23,0.5,286.842,354.9116,245.3655,300,8.849274
10.45002,-0.01058333,-0.13725,0.43375,0.22,1.01,0.8,277.8562,354.9116,245.3655,300,8.849274
10.50002,-0.06708333,-0.1605833,0.4218333,-0.17,-0.25,1.27,266.5135,735.1417,247.5799,300,22.14383
10.55002,-0.1241667,-0.1579167,0.4920834,-0.31,-0.29,0.73,248.2469,735.1417,247.5799,300,22.14383
10.60002,-0.1180833,-0.17,0.4639167,0.2,0.75,0.4,238.122,1300,252.7552,300,51.75305
10.65002,-0.16125,-0.1920833,0.43125,-0.22,-0.57,1.49,232.342,1300,258.943,300,61.87799
10.70002,-0.1768333,-0.1855833,0.4741667,-0.31,-1.26,0.93,230.5287,1300,258.943,300,61.87799
10.75002,-0.221,-0.1955833,0.4839167,-0.43,-0.81,0.8,225.9596,1300,265.8901,300,69.47127
10.80002,-0.1620833,-0.206,0.42725,-0.19,-0.9,1.38,226.5652,1300,265.8901,300,69.47127
10.85002,-0.1620833,-0.1951667,0.466,-0.23,-0.32,1.19,227.8678,1300,273.2336,300,73.43481
10.90002,-0.1501667,-0.21375,0.4754167,0.36,0.21,1.12,232.3351,1300,280.4468,300,72.13222
10.95002,-0.1580833,-0.2041667,0.45875,0.03,-0.05,0.62,232.4838,1300,280.4468,300,72.13222
11.00002,-0.1426667,-0.1666667,0.4754167,-0.33,-0.52,1.02,232.199,1300,287.1985,300,67.51619
11.05002,-0.116,-0.1768333,0.5016666,0.1,0.14,0.68,232.8074,1300,287.1985,300,67.51619
11.10002,-0.07225,-0.1618333,0.4758333,-0.12,-0.89,1.32,237.3713,1300,293.9177,300,67.19263
11.15002,-0.05625,-0.1679167,0.4779167,-0.05,-0.2,0.8,244.7191,1300,300.1806,300,62.62866
11.20002,0.01391667,-0.1751667,0.4754167,0.2,0.55,1.13,257.3214,963.5271,304.4485,300,42.67862
11.25002,0.05016666,-0.17875,0.5175,-0.13,-0.41,1.23,270.5664,963.5271,304.4485,300,42.67862
11.30002,0.106,-0.2289167,0.48475,-0.12,-0.7,1.08,285.022,693.4816,307.3918,300,29.43356
11.35003,0.14975,-0.2479167,0.5118333,-0.26,-0.69,0.9599999,293.8856,693.4816,307.3918,300,29.43356
11.40003,0.18975,-0.28725,0.5,-0.36,-0.32,0.67,299.8092,19.98767,308.0033,300,6.11438
11.45003,0.21475,-0.3551667,0.50225,-0.13,-0.14,0.66,301.9134,28.46323,308.0223,300,0.1907959
11.50003,0.1801667,-0.4268333,0.5141666,0.08,-0.5,1.31,299.1638,28.46323,308.0223,300,0.1907959
11.55003,0.1514167,-0.4930833,0.4880833,0.13,-0.19,0.93,293.7048,103.7395,308.106,300,0.8361816
11.60003,0.1218333,-0.5566667,0.455,0.25,0.31,0.8,287.4335,103.7395,308.106,300,0.8361816
11.65003,0.095,-0.5929167,0.45375,-0.04,-0.45,0.92,282.8396,497.0749,309.3626,300,12.56647
11.70003,0.00975,-0.6354167,0.4720833,-0.33,-0.46,0.84,277.4424,548.1251,311.0786,300,17.1604
11.75003,-0.0625,-0.6314167,0.4493333,-0.21,-0.56,1.07,271.443,548.1251,311.0786,300,17.1604
11.80003,-0.1064167,-0.6145833,0.4605833,0.3,0.2,0.83,265.1342,894.9772,313.9343,300,28.55698
11.85003,-0.1851667,-0.5666667,0.4455833,-0.32,-0.7,1.06,258.8093,894.9772,313.9343,300,28.55698
11.90003,-0.23375,-0.5276667,0.475,0.29,0.24,0.9,252.7294,1222.983,318.0534,300,41.19067
11.95003,-0.2514167,-0.4593333,0.4493333,-0.33,-0.62,1.05,246.4392,1300,322.7805,300,47.27058
12.00003,-0.2716667,-0.4343333,0.4643333,0.2,-0.01,0.7,241.796,1300,322.7805,300,47.27058
