x,y,z,heading1,heading2,heading3
-0.30925,0.03191668,0.2711667,-84.10754,6.712903,138.754,3.089998
-0.31325,0.05941668,0.28075,-79.25983,11.9495,138.1317,3.099998
-0.31675,0.08316666,0.2695,-75.28835,17.15002,139.6079,3.109998
-0.3061666,0.1379167,0.2868333,-65.75021,25.67942,136.8673,3.119998
-0.2903333,0.1795833,0.286,-58.26147,32.12528,135.4308,3.129997
-0.2711667,0.2144167,0.2928333,-51.6659,36.21211,132.8,3.139997
-0.2578333,0.24025,0.2840834,-47.02181,40.22128,132.2268,3.149997
-0.21975,0.2785833,0.3049167,-38.26682,42.41599,125.7799,3.159997
-0.2126667,0.2945833,0.3049167,-35.8264,44.01251,124.8942,3.169997
-0.1730833,0.329,0.3005834,-27.74837,47.58432,119.9344,3.179997
-0.11975,0.3583333,0.2964167,-18.47891,50.40213,111.9983,3.189997
-0.09908334,0.3758334,0.3089167,-14.7692,50.58146,107.7833,3.199997
-0.03266667,0.3819167,0.2924167,-4.888809,52.56031,96.37423,3.209997
-0.01616666,0.3906667,0.2940834,-2.369675,53.02855,93.14655,3.219997
0.03550002,0.4044167,0.2985,5.016611,53.56895,83.21777,3.229997
0.04858333,0.4060833,0.2980834,6.822372,53.71966,80.743,3.239997
0.09733335,0.3979167,0.2828333,13.74508,54.59534,71.00977,3.249997
0.1194167,0.39875,0.2768333,16.67178,55.22957,66.66624,3.259997
0.1625834,0.39525,0.2790833,22.35948,54.77434,59.77654,3.269997
0.1921667,0.3919167,0.2715833,26.11988,55.27951,54.71757,3.279997
0.2359167,0.3725,0.2390833,32.34744,57.30626,45.38196,3.289997
0.2521667,0.3773333,0.2274167,33.75426,58.92286,42.04574,3.299997
0.28675,0.3583333,0.1876667,38.66793,62.358,33.20318,3.309997
0.3015,0.3644167,0.1649167,39.60264,65.65088,28.6781,3.319997
0.3381667,0.33775,0.1051667,45.03532,72.70475,17.2752,3.329997
0.3513334,0.31875,0.04325003,47.78386,82.27293,7.017947,3.339997
0.3684167,0.3079167,0.02866668,50.11167,84.68116,4.449246,3.349997
0.4173333,0.2760833,-0.00424999,56.51371,90.88193,-0.5834618,3.359997
0.4284167,0.2441667,-0.009416639,60.31997,92.2086,-1.259164,3.369997
0.4671667,0.1916667,-0.03316665,67.69289,99.81742,-4.060918,3.379997
0.4696667,0.1606667,-0.05925,71.11487,110.2428,-7.190069,3.389997
0.4719166,0.10125,-0.10025,77.89073,134.7157,-11.99315,3.399997
0.47425,0.08025,-0.1235833,80.39569,147.0019,-14.60571,3.409997
0.459,0.02125001,-0.1794167,87.3493,173.2454,-21.34983,3.419997
0.4485833,-0.01891667,-0.21925,92.41472,-175.0688,-26.04757,3.429997
0.41775,-0.05933332,-0.25425,98.08369,-166.8642,-31.32542,3.439997
