Time,Hx,Hy,Hz,Ax,Ay,Az,PID_Output,Integral,Setpoint,XY-Heading,YZ-Heading,ZX-Heading
2.999998,-0.2589167,-0.1035,-0.2801666,0.27,-0.14,1.24,1300,223.0017,230,3.016251,210.7887,249.7246,222.7426
3.049998,-0.2926667,-0.06516666,-0.3070833,-0.01,-0.02,0.88,1300,224.1544,230,19.2113,201.553,258.0189,223.623
3.099998,-0.345,-0.004583336,-0.2854167,0.31,-0.17,1.18,1300,225.8612,230,28.44699,189.7612,269.08,230.3992
3.149998,-0.36475,0.05900001,-0.28375,-0.04,-0.07,0.8,1300,228.2756,230,40.23885,179.8117,281.7461,232.1196
3.199998,-0.3475,0.1158333,-0.2833333,0.18,-0.3,1.13,1300,231.2869,230,50.18828,170.565,292.2359,230.808
3.249998,-0.3380833,0.1854167,-0.2551667,-0.27,-0.09,0.61,1300,234.853,230,59.43495,160.2581,306.004,232.9565
3.299998,-0.3079167,0.2391667,-0.2593333,-0.24,-0.06,0.63,1300,240.6143,230,78.83739,151.1626,312.6834,229.8953
3.349998,-0.27,0.2991667,-0.2616667,-0.01,-0.37,1.06,1300,245.5464,230,88.93353,141.0665,318.8254,225.898
3.399998,-0.221,0.3320833,-0.23975,-0.27,0.06,0.99,1300,251.0509,230,97.35641,132.6436,324.1723,222.6697
3.449998,-0.145,0.3416667,-0.231,-0.17,-0.24,0.81,1300,257.1053,230,108.0041,121.9959,325.9375,212.1167
3.499998,-0.1120833,0.3420833,-0.2454167,0.17,0.05,1.24,1300,263.6826,230,112.8587,117.1413,324.3437,204.5465
3.549998,-0.02941668,0.316,-0.2355833,-0.01,0.06,0.72,1300,270.7106,230,125.6816,104.3184,323.2949,187.1175
3.599998,0.01416665,0.2975,-0.2629167,0.25,-0.32,1.12,1300,278.2515,230,125.6816,96.27369,318.5313,176.9157
3.649998,0.06375,0.2214167,-0.2691667,-0.12,0.0,0.94,1300,286.2751,230,133.7263,82.9379,309.4407,166.6755
3.699998,0.09,0.1716667,-0.251,-0.11,-0.31,0.67,1300,295.0989,230,147.0621,71.33324,304.3694,160.2739
3.749998,0.1164167,0.1205833,-0.2625,0.05,-0.03,1.18,1300,304.6189,230,158.6668,55.00721,294.6724,156.0831
3.799998,0.065,-0.007083334,-0.261,-0.02,0.07,0.76,1300,322.1181,230,174.9928,362.7808,268.4454,166.0154
3.849998,0.01958333,-0.03558333,-0.2976667,0.33,-0.24,1.15,1300,314.1513,230,-132.7808,307.8262,263.1832,176.236
3.899998,0.01499999,-0.07891667,-0.29125,0.02,0.1,0.9700001,1300,309.4818,230,-77.82623,289.7621,254.8393,177.0517
3.949997,-0.03566668,-0.09974999,-0.3018333,-0.01,-0.35,0.74,1300,305.896,230,-59.76205,259.325,251.7123,186.7392
3.999997,-0.08333334,-0.11475,-0.3018333,-0.03,0.01,1.03,1300,304.1365,230,-29.32495,243.0122,249.1844,195.4343
4.049997,-0.1116667,-0.1230833,-0.29125,-0.26,-0.29,0.6,1300,303.3558,230,-13.01224,236.7843,247.0909,200.9771
4.099998,-0.16525,-0.1204167,-0.301,0.02,-0.17,1.17,1300,302.9487,230,-6.784286,225.0806,248.1959,208.7669
4.149998,-0.1851667,-0.1030833,-0.3066667,-0.29,-0.02,0.84,1300,303.2439,230,4.919403,218.1049,251.4204,211.1238
4.199998,-0.24,-0.08541668,-0.2875,0.23,-0.17,1.21,1300,303.9576,230,11.89507,208.5908,253.4532,219.8546
4.249998,-0.2779167,-0.0785,-0.265,0.15,-0.19,1.17,1300,305.2422,230,21.40921,204.7728,253.4993,226.3629
4.299998,-0.29975,-0.0785,-0.281,0.1,0.16,1.11,1300,306.7559,230,25.22719,203.6753,254.3918,226.8492
4.349998,-0.3125,-0.03875001,-0.2989167,0.03,-0.25,0.7,1300,309.0139,230,33.9314,196.0686,262.6137,226.2727
4.399999,-0.32225,-0.011,-0.2955833,0.26,-0.07,1.16,1300,311.1521,230,39.04497,190.955,267.8687,227.4714
4.449999,-0.3191667,0.01833333,-0.2691667,-0.27,-0.01,0.87,1300,313.5997,230,44.28754,185.7125,273.8965,229.8577
4.499999,-0.3355833,0.05733333,-0.2641666,-0.03,-0.27,0.75,1300,316.3851,230,50.69521,179.3048,282.2453,231.7907
4.549999,-0.3339167,0.07541667,-0.2854167,0.0,0.12,1.21,1300,319.4875,230,53.72699,176.273,284.8012,229.4777
4.599999,-0.3508334,0.1054167,-0.2614167,-0.03,0.09,0.79,1300,322.791,230,57.72423,172.2758,291.9618,233.3091
4.65,-0.38625,0.14,-0.2543334,0.31,-0.22,1.17,1300,326.2545,230,57.72423,169.0765,298.831,236.6364
4.7,-0.3420833,0.1595833,-0.2854167,0.25,-0.18,1.18,1300,329.9099,230,60.92354,163.9907,299.2106,230.1601
4.75,-0.34,0.1833333,-0.28225,-0.24,-0.02,0.81,1300,333.8705,230,66.00926,160.6658,303.0054,230.3024
4.8,-0.355,0.20625,-0.2629167,0.05,-0.24,1.1,1300,338.0305,230,69.33424,158.844,308.1131,233.476
4.85,-0.3289167,0.2243333,-0.2645833,-0.03,0.19,0.93,1300,342.2999,230,71.15599,154.7046,310.2938,231.1865
4.900001,-0.286,0.236,-0.2695833,0.26,-0.28,1.1,1300,346.8177,230,75.29544,149.4714,311.1997,226.6925
4.950001,-0.2889167,0.2770833,-0.2445833,-0.11,0.05,0.98,1300,351.6494,230,80.52859,145.1977,318.5649,229.7503
5.000001,-0.2783333,0.27975,-0.2385,-0.08,-0.21,0.9,1300,356.7375,230,84.80229,143.8546,319.5508,229.4072
5.050001,-0.2758333,0.2939167,-0.2629167,0.1,0.17,1.11,1300,361.9062,230,86.14545,142.1821,318.1865,226.3734
5.100001,-0.2630833,0.3135,-0.2585,0.07,-0.3,0.87,1300,367.1753,230,87.8179,139.0027,320.4923,225.5035
5.150002,-0.2180833,0.33125,-0.2458333,0.03,0.09,1.12,1300,372.6351,230,90.99725,132.3595,323.4195,221.5768
5.200002,-0.1979167,0.3464167,-0.25,-0.07,0.06,1.13,1300,378.4936,230,97.6405,128.7404,324.183,218.3675
5.250002,-0.16775,0.3433333,-0.2495833,-0.08,-0.11,0.79,1300,384.5691,230,101.2596,125.0398,323.985,213.9059
5.300002,-0.1516667,0.3533333,-0.2568333,0.25,-0.09,1.19,1300,390.8667,230,104.9602,122.2312,323.9871,210.5629
5.350002,-0.13775,0.3541667,-0.256,-0.25,-0.06,0.78,1300,397.3328,230,107.7688,120.2531,324.1397,208.2841
5.400002,-0.09358334,0.3529167,-0.2126667,0.16,-0.09,1.16,1300,403.9177,230,109.7469,113.8514,328.9269,203.7518
5.450003,-0.08416668,0.34725,-0.2589167,-0.03,0.16,1.07,1300,410.8866,230,116.1486,112.6246,323.291,198.0079
5.500003,-0.06566668,0.3585,-0.25975,-0.02,-0.33,0.88,1300,417.9291,230,117.3754,109.3798,324.0749,194.1875
5.550003,-0.03941667,0.3480833,-0.2254167,0.01,-0.03,1.18,1300,425.1663,230,120.6202,105.4606,327.0732,189.9185
5.600003,-0.01375,0.3380833,-0.23,-0.08,0.15,0.83,1300,432.6387,230,124.5394,101.329,325.7723,183.4212
5.650003,-0.03733334,0.3243333,-0.2339167,0.21,-0.3,1.05,1300,440.3589,230,128.6711,105.5663,324.2,189.068
5.700004,0.003083333,0.2958333,-0.2168333,-0.03,0.18,1.1,1300,452.8023,230,124.4337,98.40285,323.7602,179.1853
5.750004,0.01541667,0.3168333,-0.2589167,0.01,-0.31,0.83,1300,460.6982,230,131.5972,96.21426,320.7443,176.5925
5.800004,0.02208333,0.2966667,-0.22625,0.03,0.12,1.17,1300,468.7254,230,133.7857,94.74285,322.6694,174.4252
5.850004,0.03099999,0.26975,-0.2508333,-0.04,0.04,0.79,1300,476.8408,230,135.2571,92.44426,317.0811,172.9546
5.900004,0.02791666,0.2429167,-0.25,0.26,-0.23,1.16,1300,485.0942,230,137.5557,92.44416,314.1767,173.6284
5.950005,0.03558333,0.2529167,-0.27,-0.24,0.11,0.92,1300,493.3476,230,137.5558,90.99151,313.1288,172.4922
6.000005,0.06891666,0.2368333,-0.2254167,-0.06,-0.17,0.81,1300,501.6881,230,139.0085,82.77541,316.4148,163.0
6.050005,0.065,0.2214167,-0.2616667,0.27,0.02,1.19,1300,510.5216,230,147.2246,82.63965,310.2372,166.0497
6.100005,0.06933332,0.2264167,-0.27725,-0.26,-0.01,0.69,1300,522.3237,230,148.0257,81.97435,309.2368,165.9597
6.150005,0.08016666,0.2093333,-0.2330833,-0.2,0.13,0.9700001,1300,531.2053,230,148.0257,78.04507,311.9272,161.0199
6.200006,0.07558334,0.1993333,-0.261,0.19,-0.23,1.0,1300,540.3226,230,151.9549,78.23424,307.37,163.8494
6.250006,0.09416667,0.195,-0.2641666,0.06,0.06,1.08,1300,549.4286,230,151.7658,73.22382,306.4337,160.3805
6.300006,0.1008333,0.2030833,-0.2576667,-0.23,-0.07,0.77,1300,558.8351,230,156.7762,72.59504,308.2439,158.628
6.350006,0.08833334,0.1583333,-0.2514167,0.3,-0.1,1.22,1300,568.2794,230,157.405,69.84308,302.2013,160.6414
6.400006,0.07224998,0.1664167,-0.2789166,-0.23,-0.02,0.67,1300,577.8887,230,160.1569,75.53188,300.8226,165.4774
6.450006,0.106,0.1695833,-0.26875,-0.08,-0.3,0.8,1300,587.1568,230,154.4681,66.99208,302.2523,158.4748
6.500007,0.116,0.1745833,-0.2401667,0.14,0.17,1.21,1300,596.9372,230,163.0079,65.39838,306.0144,154.2195
6.550007,0.07516667,0.1576667,-0.2420833,-0.03,-0.23,0.68,1300,606.8134,230,164.6016,73.51079,303.0758,162.7505
6.600007,0.09999999,0.1483333,-0.261,0.09,-0.1,1.17,1300,616.2026,230,156.4892,65.01383,299.6107,159.0361
6.650007,0.09125,0.1643333,-0.2576667,0.17,-0.15,1.12,1300,629.3027,230,160.0423,69.95773,302.5287,160.4989
6.700007,0.09833333,0.1643333,-0.2679167,-0.02,0.16,1.1,1300,638.9424,230,161.8953,68.10466,301.5239,159.8454
6.750008,0.1418333,0.1745833,-0.2401667,-0.06,-0.29,0.62,1300,648.82,230,170.0908,59.90923,306.0144,149.4355
6.800008,0.1126667,0.1691667,-0.22375,0.13,-0.05,1.21,1300,658.9169,230,164.664,65.33598,307.0912,153.273
6.850008,0.09375,0.17375,-0.2351667,-0.06,0.12,0.83,1300,668.7967,230,164.664,70.6501,306.4584,158.2651
6.900008,0.09208334,0.1793333,-0.2641666,-0.0,-0.23,0.9599999,1300,678.3577,230,159.3499,71.82059,304.1712,160.7824
6.950008,0.09583333,0.1720833,-0.2504167,-0.1,0.19,1.01,1300,687.8484,230,158.1794,69.88653,304.4964,159.0584
7.000009,0.08541664,0.1604167,-0.2670834,-0.0,-0.15,0.7,1300,697.4553,230,160.1135,70.96615,300.9901,162.2651
7.050009,0.11475,0.1785,-0.2539167,-0.03,0.01,1.12,1300,706.9973,230,159.0338,66.26477,305.1067,155.6808
7.100009,0.08958334,0.17125,-0.23475,0.19,0.16,1.23,1300,716.8214,230,163.7352,71.38528,306.1107,159.1125
7.150009,0.1004167,0.1833333,-0.2589167,-0.11,-0.04,0.65,1300,726.3383,230,158.6147,70.28928,305.3015,158.802
7.200009,0.1035,0.191,-0.2155833,0.08,-0.1,1.21,1300,735.921,230,159.7107,70.54741,311.5399,154.3547
7.25001,0.06583333,0.16,-0.2764167,-0.06,0.06,0.86,1300,745.488,230,159.4526,76.63487,300.0638,166.6036
7.30001,0.09333333,0.1729167,-0.2495833,0.12,-0.29,1.13,1300,754.69,230,153.3651,70.64164,304.7151,159.4964
7.35001,0.07891667,0.1608333,-0.2429167,-0.09,0.16,1.03,1300,764.2516,230,159.3584,72.86403,303.5082,162.0025
7.40001,0.06849999,0.1595833,-0.2475,0.13,-0.3,0.88,1300,773.6797,230,157.136,75.76891,302.8132,164.5296
7.45001,0.1076667,0.1708333,-0.24125,-0.19,0.11,0.98,1300,782.9335,230,154.2311,66.77907,305.303,155.9494
7.50001,0.10725,0.1708333,-0.245,-0.03,-0.2,0.76,1300,792.7267,230,163.2209,66.8792,304.8873,156.3584
7.550011,0.08266666,0.1695833,-0.28875,0.09,-0.07,1.14,1300,802.5139,230,163.1208,73.01218,300.4258,164.024
7.600011,0.0975,0.1945833,-0.26375,0.07,0.09,1.06,1300,818.2127,230,156.9878,72.38589,306.4183,159.7122
7.650011,0.1039166,0.185,-0.265,-0.14,-0.2,0.77,1300,827.6696,230,157.6141,69.67657,304.9194,158.5879
7.700011,0.12625,0.1845833,-0.2180833,0.27,0.11,1.24,1300,837.289,230,160.3234,64.62892,310.2442,149.9331
7.750011,0.1155833,0.19375,-0.2376667,-0.21,-0.26,0.65,1300,847.2113,230,165.3711,68.18142,309.1875,154.0652
7.800012,0.1233333,0.185,-0.2225,0.22,-0.11,1.23,1300,856.9205,230,161.8186,65.30994,309.7422,151.0001
7.850012,0.09166667,0.1685,-0.2518333,-0.14,0.02,0.69,1300,866.8019,230,164.6901,70.45311,303.7862,159.9986
7.900012,0.12,0.176,-0.2585,0.04,-0.15,1.1,1300,876.3747,230,159.5469,64.71312,304.249,155.0985
7.950012,0.116,0.1616667,-0.2508333,-0.03,0.1,0.94,1300,886.2919,230,165.2869,63.33958,302.8025,155.1814
8.000012,0.1291667,0.1725,-0.2564167,0.02,-0.27,1.05,1300,896.2914,230,166.6604,62.17441,303.93,153.2639
8.050013,0.09,0.1620833,-0.23,0.19,-0.16,0.9599999,1300,906.361,230,167.8256,69.9579,305.1727,158.6294
8.100013,0.09541666,0.1543333,-0.2825,0.0,0.09,1.0,1300,915.9636,230,160.0421,67.27354,298.6483,161.3372
8.150013,0.1068333,0.1635,-0.2393333,-0.2,-0.11,0.66,1300,925.7271,230,162.7265,65.83879,304.3388,155.945
8.200013,0.07141665,0.1530833,-0.2955833,0.28,0.03,1.24,1300,935.5767,230,164.1612,73.98994,297.3798,166.4169
8.250013,0.1130833,0.1435,-0.2433333,-0.14,0.03,0.89,1300,944.9373,230,156.0101,60.76057,300.529,155.0745
8.300014,0.09833333,0.1625,-0.2425,0.06,-0.16,1.02,1300,958.3351,230,162.1793,67.82068,303.8262,157.9275
8.350014,0.08141666,0.1455833,-0.2535,0.13,0.04,1.12,1300,968.0267,230,160.2159,69.78413,299.8685,162.1945
8.400014,0.1043333,0.16475,-0.2518333,-0.27,-0.11,0.72,1300,977.7023,230,163.3454,66.65463,303.1928,157.496
8.450014,0.08583334,0.1568333,-0.2530833,0.3,-0.09,1.14,1300,987.4299,230,159.6915,70.30854,301.7861,161.2656
8.500014,0.1014166,0.1629167,-0.2658334,-0.21,0.06,1.02,1300,997.0757,230,162.9025,67.09747,301.5022,159.1179
8.550014,0.08225,0.1551667,-0.2751667,-0.18,0.17,0.99,1300,1006.85,230,162.9025,71.07304,299.4187,163.3581
8.600015,0.0925,0.1651667,-0.2764167,0.02,-0.06,0.71,1300,1016.385,230,158.927,69.7494,300.8595,161.4977
8.650015,0.08349999,0.15725,-0.2891667,0.12,-0.03,1.17,1300,1026.0,230,160.2506,71.03162,298.5375,163.8933
8.700015,0.1051667,0.1729167,-0.2355833,-0.1,0.14,0.82,1300,1035.538,230,158.9684,67.69234,306.2784,155.9436
8.750015,0.07266665,0.1579167,-0.2726667,0.13,-0.21,1.01,1300,1045.277,230,162.3077,74.29009,300.0775,165.0773
8.800015,0.1068333,0.1680833,-0.25475,-0.18,0.15,0.9599999,1300,1054.62,230,155.7099,66.56006,303.4167,157.2485
8.850016,0.09666666,0.1691667,-0.2683333,0.16,-0.28,1.02,1300,1064.426,230,163.4399,69.25511,302.2288,160.1885
8.900016,0.1008333,0.1793333,-0.2789166,-0.14,0.12,1.12,1300,1074.07,230,160.7449,69.65236,302.7396,160.1242
8.950016,0.09833333,0.1301667,-0.2404167,-0.02,-0.04,0.75,1300,1083.691,230,160.3476,61.93107,298.4321,157.7548
9.000016,0.10225,0.1235,-0.25975,-0.16,-0.27,0.65,1300,1093.775,230,168.0689,59.37745,295.4291,158.513
9.050016,0.09583333,0.0815,-0.2445833,0.2,-0.13,1.24,1300,1104.013,230,170.6226,49.379,288.4291,158.6036
9.100017,0.09916666,0.05775,-0.296,-0.09,0.04,0.91,1300,1114.85,230,180.621,39.21451,281.0398,161.478
9.150017,0.09083334,0.02524999,-0.2539167,0.02,-0.21,1.05,1300,1126.297,230,190.7855,24.53495,275.679,160.3164
9.200017,0.05791665,-0.002916671,-0.2504167,0.15,0.08,1.15,1300,1138.625,230,205.4651,366.117,269.3327,166.9775
9.250017,0.081,-0.01266667,-0.28375,-0.2,-0.05,0.64,1300,1130.458,230,-136.117,360.1122,267.444,164.0679
9.300017,0.09875,-0.02308334,-0.2564167,0.05,-0.2,1.11,1300,1122.651,230,-130.1122,355.843,264.856,158.9375
9.350018,0.06124998,-0.036,-0.2305833,-0.04,0.21,1.07,1300,1115.1,230,-125.843,338.5549,261.1263,165.124
9.400018,0.04833333,-0.04875,-0.2904167,0.03,-0.08,0.71,1300,1106.712,230,-93.75409,323.7541,260.471,170.551
9.450018,0.04958333,-0.0625,-0.27975,0.17,-0.18,1.07,1300,1101.213,230,-87.42615,317.4261,257.4062,169.9492
9.500018,0.0175,-0.065,-0.2814167,-0.03,0.07,0.89,1300,1094.219,230,-87.42615,294.0685,256.9942,176.4416
9.550018,0.006416664,-0.07808333,-0.2908333,0.1,-0.25,0.95,1300,1090.375,230,-64.06848,283.6978,254.9716,178.7361
9.600019,0.009749993,-0.07125001,-0.2879167,-0.05,0.11,1.11,1300,1087.153,230,-53.69785,286.7921,256.1004,178.0605
9.650019,-0.01083334,-0.07891667,-0.2925,-0.17,-0.06,0.81,1300,1083.745,230,-56.79208,271.1835,254.9011,182.1211
9.700019,-0.03108335,-0.08416666,-0.3001667,0.28,-0.07,1.15,1300,1080.699,230,-28.73047,258.7305,254.3365,185.9121
9.750019,-0.01,-0.07541667,-0.2925,-0.07,0.05,0.9700001,1300,1078.721,230,-41.44684,271.4468,255.5421,181.9581
9.800019,-0.01625001,-0.08141666,-0.2654166,-0.2,-0.19,0.7,1300,1076.309,230,-37.71262,267.7126,252.9466,183.5036
9.850019,-0.03441668,-0.09458333,-0.2968333,0.23,0.05,1.25,1300,1074.22,230,-29.00473,259.0047,252.326,186.6137
9.90002,-0.03483334,-0.09875,-0.2764167,-0.12,0.07,0.91,1300,1072.469,230,-29.57007,259.5701,250.3407,187.1824
9.95002,-0.008333341,-0.08333332,-0.2858333,-0.22,0.05,0.78,1300,1070.695,230,-29.57007,273.2894,253.7462,181.67
10.00002,-0.007500008,-0.08416666,-0.2718333,-0.03,-0.2,0.94,1300,1068.097,230,-43.28943,273.9079,252.7961,181.5804
10.05002,-0.05333334,-0.1075,-0.27,0.2,0.07,1.2,1300,1065.463,230,-43.9079,252.6129,248.2901,191.1739
10.10002,-0.01083334,-0.0725,-0.2801666,-0.1,-0.17,0.7,1300,1064.106,230,-22.6129,270.5014,255.4916,182.2144
10.15002,-0.03275001,-0.1026667,-0.2883333,0.1,0.0,1.2,1300,1061.676,230,-40.50143,261.3076,250.4008,186.4801
10.20002,-0.05041668,-0.1018333,-0.2989167,-0.07,0.12,0.82,1300,1059.797,230,-31.30765,252.6605,251.1873,189.5737
10.25002,-0.01666668,-0.08891667,-0.2943333,0.18,-0.18,1.06,1300,1058.438,230,-22.66046,268.3836,253.1907,183.2409
10.30002,0.0035,-0.08850001,-0.2605834,-0.29,0.13,0.87,1300,1056.134,230,-38.38361,281.2648,251.2414,179.2305
10.35002,-0.003166676,-0.08183333,-0.2543334,0.05,-0.18,0.87,1300,1053.059,230,-51.26477,276.784,252.1641,180.7133
