Time,Hx,Hy,Hz,Ax,Ay,Az,Heading,PID_Output,Integral,Setpoint
10.90002,0.2045833,-0.4779167,0.37975,-0.17,-0.84,1.14,293.347,0,-1918.759,148
10.95002,0.2095833,-0.4814167,0.35725,0.31,-0.47,1.16,293.095,0,-1933.268,148
11.00002,0.2320833,-0.46975,0.3418333,0.16,-0.14,1.06,294.3307,0,-1933.268,148
11.05002,0.21975,-0.4851666,0.345,0.48,0.28,1.02,294.7284,0,-1947.901,148
11.10002,0.2276667,-0.46375,0.3564167,0.3,0.63,0.85,295.6024,0,-1947.901,148
11.15002,0.2420833,-0.46625,0.3585,0.06,0.72,0.72,295.9847,0,-1962.662,148
11.20002,0.2155833,-0.4791667,0.3855834,-0.39,0.23,0.72,295.9367,0,-1977.455,148
11.25002,0.2083333,-0.4783333,0.3883333,0.37,0.1,1.01,295.0659,0,-1977.455,148
11.30002,0.2104167,-0.50875,0.3826667,0.06,0.04,0.79,293.4095,0,-1992.162,148
11.35003,0.1966667,-0.4839167,0.3789167,-0.07,0.03,0.71,292.7073,0,-1992.162,148
11.40003,0.2079167,-0.4851666,0.36475,-0.3,0.06,0.64,292.5948,0,-2006.633,148
11.45003,0.2139167,-0.4670834,0.3483333,-0.4,0.02,0.76,293.3072,0,-2021.163,148
11.50003,0.2264167,-0.46875,0.3364167,-0.35,-0.23,0.94,294.5287,0,-2021.163,148
11.55003,0.2139167,-0.46975,0.3643333,-0.33,-0.41,1.18,294.9575,0,-2035.816,148
11.60003,0.24,-0.4718333,0.35375,-0.16,0.06,1.34,295.7419,0,-2035.816,148
11.65003,0.23875,-0.4835,0.36875,0.11,0.12,1.32,295.908,0,-2050.59,148
11.70003,0.21225,-0.4904167,0.3875,0.29,0.13,1.2,295.5477,0,-2065.345,148
11.75003,0.19875,-0.4705833,0.4039166,0.18,0.1,0.98,294.1931,0,-2065.345,148
11.80003,0.2083333,-0.4866667,0.361,0.09,-0.02,0.83,293.1581,0,-2079.965,148
11.85003,0.2083333,-0.4895833,0.3635,-0.04,-0.4,0.68,293.041,0,-2079.965,148
11.90003,0.2235,-0.4701666,0.3626667,0.01,0.66,0.71,293.8836,0,-2094.469,148
11.95003,0.2004167,-0.4714167,0.37375,-0.27,0.27,0.76,293.8361,0,-2109.052,148
12.00003,0.2168333,-0.4730834,0.3491667,-0.18,-0.06,0.82,294.3602,0,-2109.052,148
12.05003,0.235,-0.46625,0.3651667,-0.44,-0.45,0.88,294.8017,0,-2123.688,148
12.10003,0.2304167,-0.4658333,0.375,-0.31,-0.77,1.02,295.8972,0,-2123.688,148
12.15003,0.21975,-0.4791667,0.3708333,-0.09,-0.95,1.19,295.9014,0,-2138.478,148
12.20003,0.2185,-0.4585,0.3954167,0.34,-0.53,1.21,295.4785,0,-2153.226,148
12.25003,0.2139167,-0.4566667,0.3635,0.48,-0.08,1.15,295.0722,0,-2153.226,148
12.30003,0.1851667,-0.4505834,0.39375,0.51,0.24,1.02,294.3068,0,-2167.933,148
12.35003,0.20625,-0.4118333,0.381,0.44,0.59,0.89,294.6807,0,-2167.933,148
12.40003,0.2118333,-0.3476667,0.3643333,0.23,0.81,0.81,296.7654,0,-2182.601,148
12.45003,0.1905833,-0.3179167,0.3925,-0.15,0.69,0.7,299.6326,0,-2197.764,148
12.50003,0.20875,-0.2854167,0.38225,-0.4,0.23,0.72,302.8256,0,-2197.764,148
12.55003,0.2029167,-0.2439167,0.3666667,0.14,0.16,0.99,305.6268,0,-2213.247,148
12.60003,0.1843333,-0.2285,0.3725,0.05,0.06,0.87,308.2774,0,-2213.247,148
12.65003,0.156,-0.1955833,0.4035,-0.04,0.0,0.75,309.0758,0,-2229.275,148
12.70003,0.1218333,-0.21725,0.4079166,-0.2,-0.02,0.66,305.5845,0,-2245.033,148
12.75003,0.09958333,-0.1743333,0.3976667,-0.4,-0.65,0.64,302.532,0,-2245.033,148
12.80003,0.09333333,-0.1595833,0.39725,-0.22,-0.55,0.8,299.7804,0,-2260.487,148
12.85003,0.07183333,-0.1679167,0.37725,-0.11,-0.24,0.99,297.7394,0,-2260.487,148
12.90003,0.0575,-0.1354167,0.3789167,0.03,-0.01,1.05,295.4964,0,-2275.46,148
12.95003,0.04975,-0.1268333,0.3818333,0.17,0.08,1.14,292.5284,0,-2289.913,148
13.00003,0.03416667,-0.12125,0.3754167,0.31,0.08,1.25,290.0538,0,-2289.913,148
13.05003,0.055,-0.1193333,0.3614167,0.25,0.06,1.11,290.6331,0,-2304.119,148
13.10003,0.04683333,-0.1116667,0.3785,0.17,0.23,0.9,291.0784,0,-2304.119,148
13.15003,0.03558333,-0.1155833,0.3970833,-0.28,-0.21,0.91,291.5365,0,-2318.427,148
13.20003,0.02041667,-0.1255833,0.38875,0.32,0.41,1.13,286.3663,0,-2332.78,148
13.25003,0.01958333,-0.12,0.3605833,0.21,0.33,1.06,281.8714,0,-2332.78,148
13.30003,0.04266667,-0.11725,0.3414166,0.31,0.12,0.93,282.833,0,-2346.167,148
13.35003,0.04516667,-0.1204167,0.3525,-0.11,-0.06,0.82,286.6084,0,-2359.651,148
13.40003,0.04058333,-0.1354167,0.355,-0.27,-0.2,0.72,289.0799,0,-2359.651,148
13.45003,0.05291667,-0.1329167,0.3576667,-0.4,-0.16,0.66,289.6506,0,-2373.759,148
13.50003,0.07475,-0.1316667,0.3614167,-0.32,-0.57,0.87,292.6587,0,-2373.759,148
13.55003,0.06708333,-0.1493333,0.3830833,-0.28,-0.13,1.1,295.1612,0,-2388.225,148
13.60003,0.07475,-0.1501667,0.3945833,-0.12,0.13,1.25,296.7461,0,-2402.941,148
13.65003,0.06875,-0.1539167,0.39975,0.32,0.3,1.13,294.9076,0,-2402.941,148
