Time,Hx,Hy,Hz,Ax,Ay,Az,PID_Output,Integral,Setpoint,XY-Heading,YZ-Heading,ZX-Heading
2.199999,0.2168333,0.2093333,-0.3275,-0.14,-0.07,1.07,1000,267.141,264,198.4463,52.99177,302.5861,146.492
2.249999,0.2555833,0.16225,-0.3426666,0.25,-0.26,1.25,1000,288.2419,264,211.0082,41.40829,295.3372,143.282
2.299999,0.2758333,0.09224999,-0.3716667,-0.18,-0.4,1.08,1000,288.2419,264,211.0082,27.49205,283.9395,143.4189
2.349999,0.3008333,0.04766666,-0.3479167,0.12,-0.45,1.03,1000,311.8926,264,236.5079,18.00359,277.8013,139.151
2.399999,0.2468333,-0.04725,-0.3835,-0.07,-0.54,1.07,1000,311.8926,264,236.5079,358.1633,262.9761,147.2333
2.449999,0.2329167,-0.1204167,-0.3895833,0.1,0.31,0.83,0,302.4763,264,-94.16327,341.6613,252.8241,149.1264
2.499999,0.1675,-0.141,-0.401,-0.17,0.03,0.88,0,294.7102,264,-77.66129,328.9096,250.6273,157.3294
2.549999,0.1308333,-0.1808333,-0.3801667,-0.1,-0.25,1.1,0,294.7102,264,-77.66129,314.8858,244.561,161.0092
2.599999,0.04891667,-0.1764167,-0.37725,0.05,0.07,1.19,0,289.6216,264,-50.88583,294.4976,244.9374,172.6119
2.649999,0.0175,-0.1808333,-0.4005833,0.08,0.26,1.22,0,287.5688,264,-20.52753,284.5275,245.7044,177.4985
2.699999,-0.02625,-0.1643333,-0.4133333,-0.1,0.16,1.15,0,287.5688,264,-20.52753,269.9245,248.3182,183.6339
2.749999,-0.065,-0.12975,-0.3780833,-0.25,-0.19,0.86,0,286.9764,264,-5.924469,252.3908,251.0589,189.7549
2.799999,-0.1045833,-0.08433333,-0.3970833,-0.28,-0.54,0.7,0,286.9764,264,-5.924469,227.8818,258.0096,194.7554
2.849998,-0.1085,-0.07183333,-0.4391666,0.19,-0.12,1.06,667.0515,290.5882,264,36.11818,222.5069,260.7105,193.8775
2.899998,-0.146,-0.03975,-0.406,-0.3,-0.63,0.88,719.4849,294.7375,264,41.4931,204.2302,264.4082,199.7789
2.949998,-0.1501667,-0.02516667,-0.38475,0.24,0.03,1.19,719.4849,294.7375,264,41.4931,198.5139,266.2576,201.3205
2.999998,-0.1270833,0.00625,-0.4230834,-0.38,-0.21,0.73,1000,301.2862,264,65.48611,186.1844,270.8463,196.7189
3.049998,-0.1535,0.01308333,-0.3976667,0.19,-0.2,1.02,1000,301.2862,264,65.48611,184.1283,271.8844,201.1067
3.099998,-0.1279167,0.04333333,-0.3855834,-0.18,-0.45,1.04,1000,309.2733,264,79.87175,170.2856,276.4122,198.3532
3.149998,-0.16375,0.07708334,-0.39975,0.03,0.36,0.92,1000,318.6448,264,93.71445,163.7918,280.9143,202.2755
3.199998,-0.1580833,0.07875,-0.3843333,0.11,0.28,1.01,1000,318.6448,264,93.71445,162.5196,281.5797,202.3583
3.249998,-0.12225,0.125,-0.3904166,-0.23,-0.3,0.85,1000,328.7928,264,101.4804,143.3628,287.7535,197.3867
3.299998,-0.09083334,0.1458333,-0.39125,-0.33,-0.47,0.66,1000,328.7928,264,101.4804,130.917,290.4423,193.0704
3.349998,-0.1139167,0.1768333,-0.3916667,-0.07,-0.09,0.72,1000,342.1011,264,133.083,131.7898,294.2987,196.2171
3.399998,-0.05541667,0.2045833,-0.3729167,0.1,0.32,1.23,1000,355.3221,264,132.2102,114.1563,298.7493,188.4525
3.449998,-0.04933333,0.2205833,-0.3868333,0.0,0.0,1.23,1000,355.3221,264,132.2102,111.6067,299.693,187.2678
3.499998,0.008916667,0.241,-0.3695833,-0.09,-0.16,1.09,1000,370.5615,264,152.3933,96.8811,303.1078,178.6179
3.549998,0.01875,0.27,-0.3679167,-0.07,-0.53,1.07,1000,370.5615,264,152.3933,95.0275,306.2735,177.0826
3.599998,0.05458333,0.2716667,-0.3585,-0.06,-0.61,0.91,1000,387.4587,264,168.9725,87.63937,307.1544,171.3429
3.649998,0.0785,0.2691667,-0.33125,-0.13,-0.41,0.86,1000,405.0948,264,176.3606,82.74115,309.0966,166.6679
3.699998,0.1295833,0.2455833,-0.3401667,0.05,0.22,1.03,1000,405.0948,264,176.3606,71.1814,305.8274,159.1461
3.749998,0.1493333,0.2395833,-0.3525,0.25,0.25,1.26,1000,424.3766,264,192.8186,67.06453,304.2027,157.0405
3.799998,0.18725,0.2326667,-0.3345833,0.12,-0.33,1.0,1000,424.3766,264,192.8186,60.1729,304.8145,150.7664
3.849998,0.2589167,0.1708333,-0.3275,-0.32,-0.6,0.71,1000,444.7594,264,203.8271,42.41684,297.5478,141.6706
3.899998,0.275,0.11,-0.3601667,-0.29,0.05,0.88,1000,466.9177,264,221.5832,30.80141,286.9834,142.637
3.949997,0.326,0.04541667,-0.3295834,0.3,-0.08,1.19,1000,490.2375,264,233.1986,16.93111,277.8459,135.3132
3.999997,0.30375,-0.009583333,-0.3541667,-0.19,-0.34,0.75,1000,490.2375,264,233.1986,367.1929,268.45,139.382
4.049997,0.26225,-0.04333333,-0.3875,-0.27,0.08,1.02,0,479.9183,264,-103.1929,359.6174,263.6193,145.9109
4.099998,0.2568333,-0.1030833,-0.3725,0.29,-0.39,1.2,0,479.9183,264,-103.1929,347.1313,254.5314,145.4143
4.149998,0.1930833,-0.1426667,-0.37725,0.12,-0.29,0.91,0,471.6051,264,-83.13132,332.5398,249.2846,152.8958
4.199998,0.156,-0.18725,-0.3916667,0.07,0.05,0.86,0,464.7512,264,-68.53979,318.798,244.4482,158.2827
4.249998,0.09666666,-0.1779167,-0.3851667,0.08,0.39,0.93,0,464.7512,264,-68.53979,307.5164,245.2068,165.9113
4.299998,0.09333333,-0.1876667,-0.3966667,0.21,0.43,1.25,0,460.3995,264,-43.51636,305.4428,244.6808,166.7595
4.349998,0.05291667,-0.1770833,-0.3954167,-0.22,-0.67,0.98,0,460.3995,264,-43.51636,295.6374,245.8753,172.3777
4.399999,-0.008083333,-0.1755833,-0.40225,-0.06,-0.39,0.86,0,457.2358,264,-31.63739,276.3641,246.4186,181.1512
4.449999,0.0135,-0.1635,-0.4170833,0.19,-0.29,1.2,0,455.9994,264,-12.36414,283.7202,248.5944,178.1461
4.499999,-0.01141667,-0.1618333,-0.4414167,-0.22,-0.49,0.94,0,455.9994,264,-12.36414,274.9647,249.8659,181.4816
4.549999,-0.025,-0.1591667,-0.3683333,0.27,0.38,1.21,0,454.9029,264,-10.96472,270.0736,246.6295,183.8829
4.599999,-0.03725,-0.1414167,-0.41975,-0.38,-0.17,0.78,0,454.9029,264,-10.96472,264.2432,251.381,185.0713
4.65,-0.04308333,-0.1475,-0.4255833,0.02,-0.08,0.9599999,52.19721,454.8786,264,-0.2431641,262.7174,250.8846,185.7806
4.7,-0.07516666,-0.1370833,-0.4375,0.15,-0.2,0.9,68.18869,455.0069,264,1.282562,250.2628,252.6025,189.7488
4.75,-0.05016666,-0.1354167,-0.43625,-0.22,-0.23,0.89,68.18869,455.0069,264,1.282562,258.6723,252.7551,186.5599
4.8,-0.09958333,-0.1429167,-0.4055833,-0.2,-0.18,0.88,137.5067,455.5396,264,5.327728,244.1315,250.5889,193.795
4.85,-0.08516666,-0.1393333,-0.3976667,-0.3,-0.24,0.89,388.1237,457.5265,264,19.8685,247.5649,250.6907,192.0882
4.900001,-0.06916667,-0.12975,-0.4418334,-0.06,-0.53,1.12,388.1237,457.5265,264,19.8685,250.939,253.6345,188.8971
4.950001,-0.03641667,-0.1320833,-0.4095833,0.11,0.21,1.16,254.5823,458.8326,264,13.061,263.5859,252.1264,185.0809
5.000001,-0.04516667,-0.1614167,-0.4043333,0.2,-0.35,1.06,254.5823,458.8326,264,13.061,263.3676,248.2373,186.3739
5.050001,-0.03725,-0.1489167,-0.3875,0.25,0.45,1.1,43.89532,458.8958,264,0.6323853,264.9562,248.9782,185.4909
5.100001,-0.02125,-0.1630833,-0.4133333,0.28,-0.24,1.1,28.51347,458.8002,264,-0.9562378,271.5761,248.468,182.9431
5.150002,-0.02,-0.1829167,-0.39725,0.26,0.33,0.88,28.51347,458.8002,264,-0.9562378,272.7601,245.276,182.8822
5.200002,-0.01791667,-0.1718333,-0.39625,0.24,0.27,1.2,0,457.9242,264,-8.760101,273.0474,246.5561,182.5889
5.250002,0.0275,-0.1885,-0.4226666,-0.32,-0.31,0.94,0,457.9242,264,-8.760101,287.3003,245.9642,176.2774
5.300002,0.01058333,-0.1795833,-0.3875,-0.34,-0.49,0.9700001,0,455.5942,264,-23.30026,282.3727,245.1351,178.4355
5.350002,0.05625,-0.1830833,-0.4201667,-0.33,-0.47,0.88,0,453.7569,264,-18.37271,296.0789,246.4553,172.3748
5.400002,0.05583333,-0.1808333,-0.4026667,-0.2,0.24,0.66,0,453.7569,264,-18.37271,296.1584,245.8157,172.1058
5.450003,0.07475,-0.1925,-0.4076666,0.18,0.6,1.08,0,450.541,264,-32.15839,300.2218,244.7234,169.6096
5.500003,0.1025,-0.176,-0.4018333,0.27,0.2,1.17,0,450.541,264,-32.15839,309.2159,246.347,165.6901
5.550003,0.121,-0.1704167,-0.42725,-0.0,-0.48,1.05,0,446.0194,264,-45.21594,314.3757,248.2545,164.1875
5.600003,0.1068333,-0.1839167,-0.3851667,-0.29,-0.7,0.85,0,440.9819,264,-50.37567,309.1514,244.4756,164.4976
5.650003,0.12625,-0.1804167,-0.3989167,-0.35,0.14,0.72,0,440.9819,264,-50.37567,313.9832,245.6644,162.4383
5.700004,0.1535,-0.1768333,-0.3745833,0.09,0.66,0.9,0,435.9836,264,-49.98315,319.9596,244.7289,157.7167
5.750004,0.1501667,-0.1543333,-0.3805833,0.13,-0.31,0.94,0,430.3876,264,-55.95959,323.216,247.9266,158.4673
5.800004,0.18725,-0.1329167,-0.35725,-0.45,-0.63,0.84,0,430.3876,264,-55.95959,333.6315,249.592,152.339
5.850004,0.23375,-0.1229167,-0.41125,0.01,0.62,0.77,0,423.4244,264,-69.63153,341.2625,253.3594,150.3866
5.900004,0.2243333,-0.1168333,-0.4035,0.18,0.17,1.16,0,415.6982,264,-77.26251,341.4894,253.8517,150.9273
5.950005,0.2280833,-0.12125,-0.37975,-0.38,-0.47,0.92,0,415.6982,264,-77.26251,341.0047,252.2923,149.0104
6.000005,0.2630833,-0.09,-0.38225,0.08,0.48,1.05,0,407.9977,264,-77.0047,350.1143,256.7511,145.4623
6.050005,0.2416667,-0.07458334,-0.3780833,0.13,-0.38,1.19,0,407.9977,264,-77.0047,351.8487,258.8407,147.4137
6.100005,0.2670834,-0.06016667,-0.3920834,-0.34,-0.45,0.9700001,0,399.2128,264,-87.84869,356.3047,261.2758,145.7377
6.150005,0.2589167,-0.04891667,-0.3626667,0.31,0.03,1.14,0,389.9824,264,-92.30472,358.3013,262.3183,144.476
6.200006,0.3045833,-0.02958333,-0.3958333,-0.21,-0.22,0.67,0,389.9824,264,-92.30472,363.4524,265.7258,142.4227
6.250006,0.2679167,-0.01958333,-0.34875,0.25,0.12,0.95,0,380.0371,264,-99.45242,364.8194,266.7861,142.4678
6.300006,0.3033333,0.0135,-0.3670833,-0.46,-0.63,0.81,0,380.0371,264,-99.45242,11.5483,272.1062,140.4319
6.350006,0.2835,0.04,-0.37125,0.23,0.58,0.86,1000,405.2823,264,252.4517,17.03105,276.1496,142.6333
6.400006,0.2580833,0.04975,-0.3418333,-0.17,-0.21,1.02,1000,429.9792,264,246.9689,19.91091,278.2806,142.9473
6.450006,0.28975,0.06416667,-0.34225,-0.34,-0.43,0.91,1000,429.9792,264,246.9689,21.48693,280.6188,139.7486
6.500007,0.2951667,0.06291667,-0.3725,-0.05,-0.31,0.8,1000,454.2305,264,242.5131,21.03288,279.587,141.6069
6.550007,0.2980833,0.06583333,-0.3830833,0.03,0.59,0.84,1000,454.2305,264,242.5131,21.45416,279.7511,142.1129
6.600007,0.29725,0.046,-0.3916667,0.22,-0.09,0.98,1000,478.4851,264,242.5458,17.79685,276.6985,142.8038
6.650007,0.3004167,0.05416667,-0.3283334,0.16,0.5,1.16,1000,503.1054,264,246.2032,19.22091,279.368,137.5423
6.700007,0.2964167,0.03975,-0.325,0.09,-0.02,1.21,1000,503.1054,264,246.2032,16.6379,276.9731,137.6336
6.750008,0.2795833,0.01225,-0.3426666,0.14,0.33,1.02,1000,527.8416,264,247.3621,11.50882,272.0474,140.7888
6.800008,0.27125,-0.01083333,-0.3733333,0.11,0.03,0.83,1000,553.0908,264,252.4912,366.7129,268.3379,143.9993
6.850008,0.2795833,-0.02558333,-0.3851667,-0.22,-0.36,0.79,1000,553.0908,264,252.4912,363.7717,266.1999,144.025
6.900008,0.2666667,-0.05058333,-0.36475,-0.1,-0.69,1.13,0,543.1136,264,-99.7717,358.2593,262.1046,143.8297
6.950008,0.24725,-0.09391666,-0.3741667,0.28,0.14,1.2,0,543.1136,264,-99.7717,348.201,255.9097,146.5432
7.000009,0.2420833,-0.1043333,-0.3933333,0.02,0.44,0.92,0,534.6935,264,-84.20096,345.6849,255.1442,148.3891
7.050009,0.2235,-0.1345833,-0.3954167,-0.31,-0.06,0.73,0,526.525,264,-81.68488,337.9452,251.2036,150.5237
7.100009,0.2091667,-0.13625,-0.3933333,-0.33,-0.7,0.85,0,526.525,264,-81.68488,335.92,250.894,151.9969
7.150009,0.15725,-0.1595833,-0.3945833,-0.16,-0.54,1.16,0,519.333,264,-71.92001,323.5781,247.9799,158.2716
7.200009,0.16875,-0.1483333,-0.4064167,-0.27,-0.43,0.9700001,0,519.333,264,-71.92001,327.6841,249.949,157.4511
7.25001,0.1493333,-0.15875,-0.4141666,-0.37,-0.43,0.89,0,512.9646,264,-63.68414,322.2493,249.0282,160.1725
7.30001,0.1505833,-0.1475,-0.4083333,-0.28,-0.81,1.05,0,507.1397,264,-58.24927,324.5927,250.1391,159.7572
7.35001,0.1443333,-0.155,-0.4205833,-0.36,-0.27,0.95,0,507.1397,264,-58.24927,321.9591,249.7694,161.0591
7.40001,0.1489167,-0.1558333,-0.39975,-0.35,-0.81,0.93,0,501.3438,264,-57.95914,322.6998,248.7028,159.5684
7.45001,0.125,-0.1683333,-0.4018333,-0.39,-0.31,0.86,0,501.3438,264,-57.95914,315.5966,247.2705,162.7204
7.50001,0.1155833,-0.16875,-0.3976667,-0.28,-0.33,0.94,0,496.1841,264,-51.59662,313.4088,247.006,163.7933
7.550011,0.1176667,-0.1605833,-0.421,-0.16,0.22,0.69,0,491.2432,264,-49.40875,315.2319,249.1215,164.3847
7.600011,0.1254167,-0.17225,-0.4276667,0.24,0.11,0.86,0,491.2432,264,-49.40875,315.0587,248.0621,163.6558
7.650011,0.125,-0.1675,-0.381,0.31,-0.17,1.11,0,486.1373,264,-51.05869,315.7328,246.2682,161.8362
7.700011,0.141,-0.17,-0.3891666,-0.18,-0.35,0.9,0,480.9641,264,-51.73282,318.6727,246.4028,160.0839
7.750011,0.1526667,-0.1639167,-0.4166667,-0.38,-0.31,0.93,0,480.9641,264,-51.73282,321.9648,248.5253,159.8772
7.800012,0.1604167,-0.17,-0.42225,-0.11,-0.04,0.98,0,475.1676,264,-57.96481,322.3387,248.07,159.1977
7.850012,0.1530833,-0.17475,-0.39975,0.29,0.0,0.94,0,469.3337,264,-58.33868,320.2188,246.3875,159.0458
7.900012,0.1654167,-0.1739167,-0.40475,-0.17,-0.22,0.91,0,469.3337,264,-58.33868,322.5651,246.7473,157.7707
7.950012,0.1905833,-0.155,-0.4133333,-0.4,-0.08,0.88,0,463.4772,264,-58.56509,329.8788,249.444,155.2461
8.000012,0.14725,-0.1618333,-0.3785,0.11,0.41,1.03,0,457.7473,264,-57.29865,321.2986,246.8502,158.7422
8.050013,0.1464167,-0.1618333,-0.3741667,0.04,-0.68,1.07,0,457.7473,264,-57.29865,321.1368,246.6107,158.6289
8.100013,0.2020833,-0.1470833,-0.3818333,-0.35,-0.61,0.85,0,452.0337,264,-57.13681,332.9516,248.9332,152.1102
8.150013,0.2095833,-0.1293333,-0.3904166,-0.01,0.11,1.12,0,452.0337,264,-57.13681,337.3214,251.6715,151.7722
8.200013,0.2029167,-0.1483333,-0.4235,-0.37,-0.34,0.94,0,444.7015,264,-73.32138,332.833,250.6969,154.3989
8.250013,0.2,-0.17475,-0.3725,0.33,0.17,1.09,0,437.8182,264,-68.83298,327.8547,244.8674,151.7681
8.300014,0.245,-0.1316667,-0.4264167,-0.18,-0.79,0.94,0,437.8182,264,-68.83298,340.7458,252.8406,150.1202
8.350014,0.1958333,-0.12975,-0.375,-0.1,0.02,0.83,0,430.1437,264,-76.74576,335.4734,250.9144,152.4254
8.400014,0.22225,-0.1151667,-0.3589167,0.25,-0.17,0.95,0,430.1437,264,-76.74576,341.6075,252.21,148.2332
8.450014,0.2468333,-0.09125,-0.3966667,-0.37,-0.61,0.82,0,422.3829,264,-77.60748,348.7115,257.045,148.1073
8.500014,0.2143333,-0.081,-0.356,0.29,0.43,0.89,0,413.9118,264,-84.71152,348.2976,257.1818,148.9495
8.550014,0.2476667,-0.08916666,-0.3605833,-0.36,-0.55,0.9,0,413.9118,264,-84.71152,349.1998,256.1103,145.5168
8.600015,0.2454167,-0.07958333,-0.3818333,0.06,0.61,0.72,0,405.3918,264,-85.19977,351.0332,258.2267,147.2698
8.650015,0.2641666,-0.07708334,-0.3655833,-0.31,-0.08,0.92,0,405.3918,264,-85.19977,352.7328,258.0936,144.1485
8.700015,0.2708333,-0.05708333,-0.3630833,0.21,0.04,1.14,0,396.5185,264,-88.73285,357.098,261.0652,143.2798
8.750015,0.2464167,-0.06849999,-0.3418333,-0.35,-0.28,0.9700001,0,387.2087,264,-93.09802,353.4649,258.6686,144.2134
8.800015,0.31725,-0.01475,-0.3785,0.24,-0.04,1.12,0,387.2087,264,-93.09802,366.338,267.7683,140.031
8.850016,0.27625,-0.02083333,-0.3764167,-0.33,-0.33,0.9700001,0,376.9749,264,-102.338,364.6872,266.8321,143.7253
8.900016,0.27875,-0.01083333,-0.3389167,0.31,-0.12,1.2,0,376.9749,264,-102.338,366.7744,268.1692,140.5636
8.950016,0.2775,0.009166666,-0.37125,-0.31,-0.37,0.98,0,366.6974,264,-102.7744,10.89196,271.4144,143.2228
9.000016,0.2930833,0.008333334,-0.356,0.23,-0.24,1.18,1000,392.0082,264,253.108,10.62867,271.3409,140.5365
9.050016,0.2855834,0.02266667,-0.39,-0.31,-0.38,0.98,1000,392.0082,264,253.108,13.53804,273.3263,143.786
9.100017,0.2876667,0.01308333,-0.3655833,-0.14,-0.3,0.88,1000,417.0544,264,250.462,11.60407,272.0496,141.8018
9.150017,0.291,0.01683333,-0.3655833,-0.27,-0.05,0.87,1000,417.0544,264,250.462,12.31067,272.6363,141.4806
9.200017,0.2976667,0.02808333,-0.3555833,0.19,-0.01,1.01,1000,442.2234,264,251.6893,14.38961,274.5157,140.0665
9.250017,0.2720833,0.01125,-0.3745833,0.17,0.34,1.02,1000,467.1844,264,249.6104,11.3677,271.7203,144.0067
9.300017,0.2876667,-0.01433333,-0.3843333,0.14,-0.52,1.1,1000,467.1844,264,249.6104,366.1475,267.8642,143.1858
9.350018,0.2804167,-0.01791667,-0.3958333,-0.05,-0.01,1.03,0,456.9697,264,-102.1475,365.3442,267.4084,144.6854
9.400018,0.2968333,-0.03558333,-0.4079166,-0.13,-0.82,1.0,0,447.1533,264,-98.16422,362.1642,265.0146,143.9573
9.450018,0.2754167,-0.05891666,-0.3814167,-0.32,-0.28,0.94,0,447.1533,264,-98.16422,356.9254,261.2191,144.1674
9.500018,0.2779167,-0.08433333,-0.3933333,-0.33,-0.47,0.83,0,437.8607,264,-92.92538,352.1197,257.8986,144.7562
9.550018,0.2333333,-0.096,-0.3785,0.03,0.4,0.94,0,437.8607,264,-92.92538,346.6363,255.768,148.3475
9.600019,0.2489167,-0.09833334,-0.3818333,-0.26,-0.58,0.87,0,429.5971,264,-82.63632,347.4437,255.5585,146.8997
9.650019,0.2358333,-0.11125,-0.3916667,-0.21,0.02,0.9,0,421.2527,264,-83.44373,343.7453,254.1432,148.9467
9.700019,0.2268333,-0.1120833,-0.39375,0.17,0.0,0.9,0,413.3822,264,-78.70502,342.705,254.1107,150.0544
9.750019,0.2118333,-0.1225,-0.3758333,0.14,0.24,1.03,0,413.3822,264,-78.70502,338.9599,251.947,150.5928
9.800019,0.2029167,-0.116,-0.361,-0.28,-0.58,1.05,0,405.8862,264,-74.95987,339.245,252.1862,150.6598
9.850019,0.2358333,-0.1108333,-0.3941667,-0.28,-0.35,0.84,0,405.8862,264,-74.95987,343.8281,254.2949,149.1075
9.90002,0.2079167,-0.11375,-0.3868333,0.28,0.29,0.88,0,397.9034,264,-79.82813,340.3172,253.6138,151.7427
9.95002,0.2118333,-0.145,-0.3875,-0.17,-0.26,1.03,0,390.2717,264,-76.3172,334.6083,249.4845,151.336
10.00002,0.1991667,-0.13725,-0.37625,-0.22,-0.16,0.98,0,390.2717,264,-76.3172,334.4284,249.9588,152.1056
10.05002,0.2235,-0.11375,-0.3875,-0.06,-0.33,0.89,0,383.2289,264,-70.42844,342.0262,253.6405,150.0247
10.10002,0.2029167,-0.12975,-0.3830833,-0.27,-0.01,0.81,0,383.2289,264,-70.42844,336.4041,251.2888,152.0901
10.15002,0.2239167,-0.12725,-0.3704167,0.27,0.66,1.16,0,375.9884,264,-72.40414,339.3908,251.0408,148.847
10.20002,0.2325,-0.1055833,-0.3976667,-0.2,-0.81,1.08,0,368.4493,264,-75.39078,344.5762,255.1306,149.6869
10.25002,0.2316667,-0.1051667,-0.3941667,-0.1,-0.09,0.9700001,0,368.4493,264,-75.39078,344.584,255.0611,149.5556
10.30002,0.22875,-0.1204167,-0.3780833,0.28,-0.34,1.03,0,360.3909,264,-80.58401,341.2372,252.3337,148.825
10.35002,0.2379167,-0.106,-0.3945833,-0.33,-0.76,0.85,0,360.3909,264,-80.58401,344.9854,254.9632,148.9118
