Time,Hx,Hy,Hz,Ax,Ay,Az,Heading,PID_Output,Integral,Setpoint
4.399999,0.01516667,-0.6880834,0.2368333,0.37,0.36,0.91,272.2755,0,-650.7065,148,-126.4857
4.449999,0.04766666,-0.6691667,0.2658334,-0.09,0.04,1.3,272.5012,0,-663.134,148,-124.2755
4.499999,0.06458333,-0.6768333,0.2185,-0.02,-1.09,0.59,273.5959,0,-675.5842,148,-124.5012
4.549999,0.03125,-0.6704166,0.2458333,0.28,0.73,1.14,274.0646,0,-675.5842,148,-124.5012
4.599999,0.03516667,-0.6708333,0.23,-0.48,-1.19,0.9,273.7068,0,-688.1906,148,-126.0646
4.65,0.03725,-0.6595833,0.2016667,-0.22,-0.34,1.06,272.9673,0,-700.7613,148,-125.7068
4.7,0.03333333,-0.6793333,0.231,0.11,-0.8,0.67,273.0141,0,-700.7613,148,-125.7068
4.75,0.02375,-0.6595833,0.2433333,0.17,1.16,1.1,272.7012,0,-713.2627,148,-125.0141
4.8,0.04141667,-0.6676667,0.1939167,-0.29,-1.37,0.9599999,272.807,0,-725.7328,148,-124.7012
4.85,0.02458333,-0.6689167,0.2275,0.39,0.54,0.89,272.5722,0,-725.7328,148,-124.7012
4.900001,0.0135,-0.6804166,0.22125,-0.22,0.08,1.09,272.2637,0,-738.19,148,-124.5722
4.950001,0.02333333,-0.6526667,0.23225,-0.11,-1.11,0.99,271.763,0,-738.19,148,-124.5722
5.000001,-0.008083333,-0.7033333,0.2385,0.25,0.79,0.71,270.8419,0,-750.5663,148,-123.763
5.050001,0.03,-0.65725,0.256,-0.1,-0.58,1.41,271.3341,0,-762.8505,148,-122.8419
5.100001,0.02916667,-0.6664166,0.2291667,0.1,-0.13,0.58,271.487,0,-762.8505,148,-122.8419
5.150002,0.01558333,-0.6668334,0.265,0.13,0.38,1.14,272.1527,0,-775.1992,148,-123.487
5.200002,0.05416667,-0.6829166,0.24125,-0.29,-0.7,1.05,272.7933,0,-775.1992,148,-123.487
5.250002,0.0035,-0.66475,0.2233333,-0.19,0.49,1.33,272.0585,0,-787.6785,148,-124.7933
5.300002,0.02041667,-0.6608334,0.2870833,-0.18,-1.37,0.61,272.2021,0,-800.0843,148,-124.0585
5.350002,0.05291667,-0.6555833,0.23725,0.36,1.08,1.09,272.2287,0,-800.0843,148,-124.0585
5.400002,0.01833333,-0.64875,0.2675,-0.51,-0.93,0.94,272.6677,0,-812.5071,148,-124.2287
5.450003,0.06333333,-0.6630833,0.2726667,0.3,-0.21,0.86,273.8965,0,-812.5071,148,-124.2287
5.500003,0.03333333,-0.6708333,0.2318333,0.16,0.78,1.03,273.3065,0,-825.0968,148,-125.8965
5.550003,0.01266667,-0.6676667,0.2466667,-0.24,-1.43,1.03,273.1292,0,-837.6274,148,-125.3065
5.600003,0.0675,-0.6568334,0.2593333,0.28,0.81,0.77,273.2663,0,-837.6274,148,-125.3065
5.650003,0.04725,-0.6825,0.2335,-0.31,-0.56,1.22,273.6382,0,-850.1541,148,-125.2663
5.700004,0.01958333,-0.6768333,0.2208333,0.1,-0.35,0.85,273.8284,0,-850.1541,148,-125.2663
5.750004,0.02375,-0.6564167,0.23225,0.29,0.72,0.95,272.5633,0,-862.7369,148,-125.8284
5.800004,0.03516667,-0.6801667,0.2601667,0.04,-0.24,0.43,272.2297,0,-875.1932,148,-124.5633
5.850004,0.03,-0.6591667,0.2568333,-0.06,0.62,1.47,272.5459,0,-875.1932,148,-124.5633
5.900004,0.03125,-0.6629167,0.2539167,-0.31,-0.31,0.57,272.7549,0,-887.6478,148,-124.5459
5.950005,0.04266667,-0.6704166,0.2916667,0.39,0.44,1.12,272.9821,0,-887.6478,148,-124.5459
6.000005,0.07891667,-0.6504167,0.251,-0.33,-0.71,1.0,274.4195,0,-900.146,148,-124.9821
6.050005,0.03458333,-0.6680833,0.2291667,0.29,0.03,0.5,274.5076,0,-912.788,148,-126.4195
6.100005,0.07183333,-0.6676667,0.245,-0.19,0.43,1.51,275.3407,0,-912.788,148,-126.4195
6.150005,0.04725,-0.6629167,0.2004167,-0.17,-1.05,0.52,274.3936,0,-925.522,148,-127.3407
6.200006,0.02041667,-0.6889167,0.21725,0.34,0.8,1.2,273.9717,0,-925.522,148,-127.3407
6.250006,0.01391667,-0.6518333,0.2368333,-0.49,-0.67,0.95,272.3325,0,-938.1192,148,-125.9717
6.300006,0.03333333,-0.6755834,0.2339167,0.29,-0.32,0.62,271.9151,0,-950.5524,148,-124.3325
6.350006,0.01141667,-0.67,0.2683333,-0.02,0.94,1.28,271.6747,0,-950.5524,148,-124.3325
6.400006,0.05141666,-0.6518333,0.2580833,0.27,0.91,0.75,272.7704,0,-962.9199,148,-123.6747
6.450006,0.04141667,-0.6395833,0.2380833,-0.33,-1.29,0.88,273.0638,0,-975.4263,148,-125.0638
6.500007,0.06833333,-0.6555833,0.2785,0.4,0.26,0.91,274.7219,0,-975.4263,148,-125.0638
6.550007,0.03683333,-0.6704166,0.23225,0.08,0.44,1.09,274.2668,0,-988.0985,148,-126.7219
6.600007,0.0005833333,-0.685,0.2666667,-0.14,-1.47,0.95,273.048,0,-988.0985,148,-126.7219
6.650007,0.07058334,-0.6405833,0.2658334,0.26,1.09,0.83,273.1605,0,-1000.603,148,-125.048
6.700007,0.03975,-0.6583333,0.2726667,-0.34,-1.46,1.21,273.264,0,-1013.13,148,-125.264
6.750008,0.05416667,-0.6608334,0.27225,0.26,0.58,0.79,274.8097,0,-1013.13,148,-125.264
6.800008,0.06291667,-0.6491666,0.2195833,-0.03,-0.03,1.08,274.559,0,-1025.811,148,-126.8097
6.850008,0.041,-0.6689167,0.2266667,-0.02,-1.2,0.85,274.5764,0,-1025.811,148,-126.8097
6.900008,0.04766666,-0.6451667,0.261,0.2,1.04,0.9,274.4229,0,-1038.468,148,-126.5764
6.950008,0.07225,-0.65475,0.2616667,-0.43,-1.01,0.53,274.6766,0,-1051.111,148,-126.4229
7.000009,0.06208333,-0.6595833,0.2543334,0.34,0.62,1.11,275.2998,0,-1051.111,148,-126.4229
7.050009,0.05016666,-0.67375,0.2730833,-0.46,-0.77,1.09,275.3108,0,-1063.841,148,-127.2998
7.100009,0.07141667,-0.6595833,0.2270833,0.24,0.18,0.52,275.2717,0,-1076.572,148,-127.3108
7.150009,0.03766667,-0.6689167,0.2070833,-0.23,0.21,1.52,274.5536,0,-1076.572,148,-127.3108
7.200009,0.04641667,-0.6655833,0.2301667,-0.09,-0.82,0.46,274.464,0,-1089.227,148,-126.5536
7.25001,0.01875,-0.6620833,0.2189167,0.27,0.71,1.24,272.9448,0,-1089.227,148,-126.5536
7.30001,0.01516667,-0.6539166,0.2339167,-0.47,-0.73,0.93,272.3134,0,-1101.722,148,-124.9448
7.35001,0.06125,-0.67,0.2470833,0.33,0.46,0.57,272.7247,0,-1114.153,148,-124.3134
7.40001,0.05875,-0.6543334,0.2233333,-0.12,-0.12,1.5,273.8942,0,-1114.153,148,-124.3134
7.45001,0.04975,-0.6793333,0.225,-0.23,-0.56,0.59,274.8475,0,-1126.743,148,-125.8942
7.50001,0.02958333,-0.6604167,0.196,0.17,0.65,1.35,273.9613,0,-1126.743,148,-125.8942
7.550011,0.03,-0.6716667,0.2433333,0.42,0.52,0.94,273.1036,0,-1139.339,148,-125.9613
7.600011,0.05541667,-0.6691667,0.2829167,-0.4,-0.33,1.23,273.2855,0,-1151.849,148,-125.1036
7.650011,0.0385,-0.6729167,0.2475,0.2,-0.62,0.45,273.522,0,-1151.849,148,-125.1036
7.700011,0.03975,-0.6741667,0.2368333,0.08,1.02,1.38,273.7943,0,-1164.401,148,-125.522
7.750011,0.03641667,-0.66475,0.2155833,-0.38,-0.66,0.68,273.2615,0,-1176.927,148,-125.2615
7.800012,0.03933333,-0.6575,0.2466667,0.43,0.54,1.14,273.3112,0,-1176.927,148,-125.2615
7.850012,0.05266667,-0.65225,0.285,-0.4,-0.56,1.15,273.7252,0,-1189.459,148,-125.3112
7.900012,0.06708333,-0.6789167,0.2564167,0.06,-0.29,0.43,274.561,0,-1189.459,148,-125.3112
7.950012,0.05058333,-0.6808333,0.2504167,-0.07,0.75,1.48,274.8362,0,-1202.115,148,-126.561
8.000012,0.05058333,-0.67,0.2475,-0.29,-0.39,0.58,274.7365,0,-1214.798,148,-126.8362
8.050013,0.0575,-0.6629167,0.2491667,0.39,0.47,1.11,274.5079,0,-1214.798,148,-126.8362
8.100013,0.01916667,-0.66125,0.2814167,-0.47,-0.72,1.04,273.645,0,-1227.449,148,-126.5079
8.150013,0.08958333,-0.6491666,0.2504167,-0.23,0.45,1.29,274.8249,0,-1227.449,148,-126.5079
8.200013,0.04641667,-0.6920834,0.2526667,-0.13,-0.57,0.64,274.4514,0,-1240.132,148,-126.8249
8.250013,0.081,-0.6583333,0.2518333,0.31,0.84,1.09,276.2361,0,-1252.777,148,-126.4514
8.300014,0.05333333,-0.6495833,0.22375,-0.49,-1.07,0.89,275.1817,0,-1252.777,148,-126.4514
8.350014,0.03416667,-0.6491666,0.2504167,0.36,0.38,0.9,274.907,0,-1265.495,148,-127.1817
8.400014,0.06125,-0.6401667,0.25975,-0.35,0.03,1.32,274.3906,0,-1265.495,148,-127.1817
8.450014,0.05016666,-0.6643333,0.26375,0.22,-0.27,0.37,274.2655,0,-1278.134,148,-126.3906
8.500014,0.0785,-0.6804166,0.2585,-0.02,0.55,1.48,275.455,0,-1290.76,148,-126.2655
8.550014,0.076,-0.656,0.2318333,-0.29,-0.91,0.58,275.836,0,-1290.76,148,-126.2655
8.600015,0.05541667,-0.6747499,0.2530833,0.34,0.49,1.0,275.9616,0,-1303.544,148,-127.836
8.650015,0.06,-0.646,0.205,-0.38,-0.24,1.27,275.5367,0,-1303.544,148,-127.836
8.700015,0.03766667,-0.6591667,0.2254167,-0.2,0.54,1.48,274.424,0,-1316.298,148,-127.5367
8.750015,0.01308333,-0.6820833,0.2279167,-0.16,-1.26,0.52,273.2253,0,-1328.94,148,-126.424
8.800015,0.03166667,-0.6539166,0.2168333,0.24,0.49,0.95,272.3806,0,-1328.94,148,-126.424
8.850016,0.025,-0.6864167,0.245,-0.54,-0.75,0.92,271.9857,0,-1341.378,148,-124.3806
8.900016,-0.007666667,-0.6725,0.2283333,0.27,0.2,0.66,271.4017,0,-1353.719,148,-123.4017
8.950016,-0.03083333,-0.691,0.2058333,-0.25,0.36,1.47,269.6259,0,-1353.719,148,-123.4017
9.000016,-0.08308333,-0.6691667,0.23475,-0.11,-1.05,0.48,266.5715,0,-1365.881,148,-121.6259
9.050016,-0.04975,-0.6685,0.25475,0.33,0.8,1.21,265.3705,0,-1365.881,148,-121.6259
9.100017,-0.09291667,-0.6568334,0.1889167,-0.48,-0.62,0.94,263.5382,0,-1377.618,148,-117.3705
9.150017,-0.12375,-0.65875,0.2593333,0.3,0.28,0.64,262.351,0,-1389.053,148,-114.351
9.200017,-0.1168333,-0.6595833,0.176,-0.03,0.14,1.52,260.4214,0,-1389.053,148,-114.351
9.250017,-0.1451667,-0.65,0.2241667,-0.05,-0.77,0.45,258.9088,0,-1400.295,148,-112.4214
9.300017,-0.15225,-0.6568334,0.20625,-0.3,-0.71,1.09,258.1052,0,-1411.386,148,-110.9088
9.350018,-0.1789167,-0.6185,0.1743333,0.01,-0.48,0.92,256.0754,0,-1411.386,148,-110.9088
9.400018,-0.2054167,-0.6301666,0.2270833,0.15,1.05,1.11,254.2538,0,-1422.194,148,-108.0754
9.450018,-0.1764167,-0.5955833,0.2225,-0.28,-1.58,1.32,253.104,0,-1422.194,148,-108.0754
9.500018,-0.21725,-0.5955833,0.1951667,0.36,0.85,0.9,251.8018,0,-1432.704,148,-105.104
9.550018,-0.2614167,-0.5908333,0.2220833,-0.03,-0.44,1.06,249.8642,0,-1443.084,148,-103.8018
9.600019,-0.2264167,-0.57875,0.2466667,0.1,-0.81,0.89,248.2421,0,-1443.084,148,-103.8018
9.650019,-0.2468333,-0.5670834,0.17225,0.21,1.05,0.61,247.0815,0,-1453.109,148,-100.2421
9.700019,-0.28225,-0.54625,0.2091667,-0.27,-1.13,1.51,245.9287,0,-1453.109,148,-100.2421
9.750019,-0.2543334,-0.5329166,0.20975,0.25,0.39,0.62,244.5466,0,-1462.901,148,-97.92873
9.800019,-0.2679167,-0.5305833,0.1926667,-0.14,-0.06,1.22,243.4568,0,-1472.556,148,-96.54659
9.850019,-0.2468333,-0.5268333,0.1918333,0.3,0.6,0.89,244.1973,0,-1472.556,148,-96.54659
9.90002,-0.2985,-0.4891667,0.16975,-0.36,-0.85,1.4,242.2374,0,-1482.176,148,-96.19727
9.95002,-0.2818333,-0.4930833,0.2189167,0.14,0.16,0.47,241.2508,0,-1491.501,148,-93.25078
10.00002,-0.2641666,-0.4529167,0.2058333,-0.16,0.07,1.49,239.5344,0,-1491.501,148,-93.25078
10.05002,-0.2779167,-0.4626667,0.2066667,-0.12,-0.58,0.59,239.6677,0,-1500.654,148,-91.53442
10.10002,-0.27125,-0.4735,0.2266667,0.26,0.5,1.05,239.6492,0,-1500.654,148,-91.53442
10.15002,-0.2645833,-0.4485,0.16725,-0.38,-0.44,1.21,239.5544,0,-1509.819,148,-91.64917
10.20002,-0.31375,-0.4605833,0.2008333,0.06,-0.36,0.4,238.4643,0,-1518.866,148,-90.46431
10.25002,-0.2770833,-0.45725,0.20125,-0.07,0.71,1.47,237.9949,0,-1518.866,148,-90.46431
10.30002,-0.2935,-0.4554167,0.1583333,-0.4,-1.18,0.55,237.2407,0,-1527.865,148,-89.99492
10.35002,-0.3029167,-0.4601666,0.1795833,0.44,0.69,0.94,237.5429,0,-1527.865,148,-89.99492
10.40002,-0.2766667,-0.4433333,0.1751667,-0.33,-0.48,1.08,237.2924,0,-1536.819,148,-89.54292
10.45002,-0.3066667,-0.4441667,0.1885,-0.01,0.88,1.0,236.685,0,-1545.749,148,-89.29236
10.50002,-0.2851667,-0.45725,0.2091667,-0.2,-1.49,1.05,237.1537,0,-1545.749,148,-89.29236
10.55002,-0.27625,-0.44975,0.1768333,0.27,0.91,0.76,237.2894,0,-1554.664,148,-89.15367
10.60002,-0.305,-0.4743333,0.1816667,-0.33,-0.71,1.24,237.9164,0,-1554.664,148,-89.15367
10.65002,-0.2770833,-0.4683333,0.211,-0.18,-0.13,0.75,238.363,0,-1563.656,148,-89.91643
10.70002,-0.3079167,-0.465,0.2008333,0.03,0.64,1.0,237.7122,0,-1572.692,148,-90.36302
10.75002,-0.3020833,-0.47225,0.231,-0.2,-1.1,1.18,237.7574,0,-1572.692,148,-90.36302
10.80002,-0.2818333,-0.47225,0.23725,0.2,0.48,0.57,237.6847,0,-1581.668,148,-89.75739
10.85002,-0.296,-0.4525,0.2176667,0.01,-0.29,1.47,237.7919,0,-1581.668,148,-89.75739
10.90002,-0.3201667,-0.471,0.2351667,-0.33,-0.26,0.6,237.2583,0,-1590.647,148,-89.79187
10.95002,-0.28975,-0.4683333,0.19475,0.15,0.46,1.13,236.953,0,-1599.573,148,-89.25835
11.00002,-0.3070833,-0.496,0.1976667,0.36,-0.01,0.67,237.429,0,-1599.573,148,-89.25835
11.05002,-0.2514167,-0.46625,0.1629167,-0.24,-0.23,1.4,239.3861,0,-1608.516,148,-89.42896
11.10002,-0.2914167,-0.4791667,0.18625,-0.09,-0.42,0.52,239.5319,0,-1608.516,148,-89.42896
11.15002,-0.2889167,-0.50875,0.211,0.3,0.61,1.19,240.2554,0,-1617.669,148,-91.53192
11.20002,-0.26875,-0.49,0.2114167,-0.51,-1.13,0.78,240.1192,0,-1626.894,148,-92.25542
11.25002,-0.3070833,-0.5108333,0.23975,0.41,0.13,0.88,240.2176,0,-1626.894,148,-92.25542
11.30002,-0.2725,-0.4839167,0.225,0.03,0.4,1.15,240.2868,0,-1636.116,148,-92.21758
11.35003,-0.3020833,-0.5016666,0.1955833,-0.21,-1.41,1.17,239.5164,0,-1636.116,148,-92.21758
11.40003,-0.28475,-0.5176666,0.2180833,0.23,1.24,0.66,240.2491,0,-1645.268,148,-91.51636
11.45003,-0.2645833,-0.5233333,0.1591667,-0.26,-1.25,1.35,241.1039,0,-1654.493,148,-92.2491
11.50003,-0.2893333,-0.5225,0.1854167,0.1,0.35,0.77,241.797,0,-1654.493,148,-92.2491
11.55003,-0.2630833,-0.52125,0.1985,0.09,0.24,1.02,242.4746,0,-1663.872,148,-93.797
11.60003,-0.2729167,-0.541,0.2393333,-0.29,-0.65,1.35,242.4915,0,-1673.32,148,-94.47461
11.65003,-0.27,-0.5264167,0.2225,0.21,0.92,0.44,243.0988,0,-1673.32,148,-94.47461
11.70003,-0.2943333,-0.5285,0.2305833,-0.1,-0.76,1.45,242.3209,0,-1682.83,148,-95.0988
11.75003,-0.2425,-0.5293334,0.1866667,-0.18,-0.63,0.64,243.0395,0,-1682.83,148,-95.0988
11.80003,-0.2741667,-0.5329166,0.1645833,0.25,0.46,0.95,243.0159,0,-1692.334,148,-95.03954
11.85003,-0.2770833,-0.5655833,0.1935,-0.35,-0.38,1.28,244.0206,0,-1701.835,148,-95.01593
11.90003,-0.2585,-0.5470833,0.1570833,0.25,-0.39,0.38,243.7948,0,-1701.835,148,-95.01593
11.95003,-0.2666667,-0.5575,0.19225,-0.05,0.67,1.46,244.3485,0,-1711.415,148,-95.79475
12.00003,-0.2416667,-0.5575,0.21225,-0.28,-1.06,0.55,245.2367,0,-1711.415,148,-95.79475
12.05003,-0.24,-0.5618333,0.2343333,0.36,0.61,1.12,245.9567,0,-1721.138,148,-97.23671
12.10003,-0.2543334,-0.5579166,0.25225,-0.46,-0.43,1.08,246.3089,0,-1730.934,148,-97.95674
12.15003,-0.2580833,-0.5385,0.21475,0.29,-0.46,0.52,245.5853,0,-1730.934,148,-97.95674
