Time,Hx,Hy,Hz,Ax,Ay,Az,Heading,PID_Output,Integral,Setpoint
4.75,0.236786,-0.03527296,-0.2933388,-0.08,-1.22,0.93,358.0406,0,-1355.037,4,-352.8394
4.8,0.2729422,-0.04929577,-0.2916507,0.04,0.69,0.87,358.5008,0,-1390.441,4,-354.0406
4.85,0.2341723,-0.04275703,-0.308363,-0.02,-0.76,1.01,359.314,0,-1390.441,4,-354.0406
4.900001,0.2389641,-0.04259948,-0.2817753,0.07,0.63,0.79,358.769,0,-1425.972,4,-355.314
4.950001,0.2711997,-0.03905439,-0.3005133,0.14,-1.72,1.14,359.45,0,-1425.972,4,-355.314
5.000001,0.279215,-0.03251566,-0.2941829,-0.18,1.15,0.74,360.6851,0,-1461.517,4,-355.45
5.050001,0.2530781,-0.02763131,-0.3135961,0.11,-0.85,1.0,361.9774,0,-1497.186,4,-356.6851
5.100001,0.2526425,-0.03566685,-0.2851515,-0.21,0.48,0.87,362.0304,0,-1497.186,4,-356.6851
5.150002,0.2999504,-0.02054112,-0.3228807,-0.5,-0.89,0.91,362.9386,0,-1532.989,4,-358.0304
5.200002,0.2694572,-0.01518409,-0.3113172,0.48,0.32,1.1,363.9405,0,-1532.989,4,-358.0304
5.250002,0.294026,-0.009905842,-0.2912287,-0.66,-0.26,0.73,365.9758,0,-1568.983,4,-359.9405
5.300002,0.2729422,-0.011639,-0.3224586,0.47,0.01,1.2,366.4678,0,-1605.18,4,-361.9758
5.350002,0.2596123,0.007662067,-0.2726595,-0.45,-0.38,0.84,248.1064,0,-1605.18,4,-361.9758
5.400002,0.2866205,0.0005718804,-0.3311524,0.38,0.14,1.0,128.7877,0,-1629.591,4,-244.1064
5.450003,0.2746846,0.02412705,-0.2686925,-0.53,-0.38,0.93,11.27485,0,-1629.591,4,-244.1064
5.500003,0.2787794,0.006480369,-0.296715,0.49,0.53,1.32,11.15522,1260.585,-1630.318,4,-7.274849
5.550003,0.2448014,0.01648541,-0.260674,-0.54,-0.29,0.75,12.40131,0,-1631.034,4,-7.155223
5.600003,0.2777339,0.02987799,-0.2946049,0.37,0.11,1.14,12.77479,0,-1631.034,4,-7.155223
5.650003,0.2616161,0.02570265,-0.2682705,-0.48,-0.6,0.86,14.20126,0,-1631.911,4,-8.774787
5.700004,0.2729422,0.01987295,-0.3005133,0.41,0.98,1.0,14.30518,0,-1631.911,4,-8.774787
5.750004,0.245237,0.01947904,-0.2653163,-0.15,1.28,0.71,13.77229,0,-1632.942,4,-10.30518
5.800004,0.2809575,0.01750955,-0.3131741,-0.17,-1.65,0.9599999,13.09064,0,-1633.919,4,-9.772285
5.850004,0.2363504,0.01829735,-0.279834,-0.14,0.94,0.87,13.17812,0,-1633.919,4,-9.772285
5.900004,0.2668436,0.01372812,-0.307941,-0.22,-0.68,0.91,12.64599,0,-1634.837,4,-9.178116
5.950005,0.2818287,0.004668433,-0.3121612,-0.15,0.51,0.91,11.77362,0,-1634.837,4,-9.178116
6.000005,0.2777339,0.01372812,-0.2781459,0.19,-0.73,1.11,11.24128,0,-1635.614,4,-7.773619
6.050005,0.2398353,-0.01935942,-0.307941,-0.46,0.61,0.7,128.7213,0,-1636.338,4,-7.241279
6.100005,0.2659723,0.005062332,-0.2768798,0.43,-1.1,1.31,128.7684,0,-1636.338,4,-7.241279
6.150005,0.2768627,0.003092835,-0.3328405,-0.37,0.49,0.79,128.0385,0,-1648.815,4,-124.7684
6.200006,0.2787794,-0.003367113,-0.2709714,0.28,-0.35,0.98,129.3461,0,-1648.815,4,-124.7684
6.250006,0.2482863,-0.01778383,-0.2988252,-0.05,0.1,0.86,247.6171,0,-1661.35,4,-125.3461
6.300006,0.2548206,-0.01479019,-0.2653163,-0.52,-1.39,0.95,366.2964,0,-1685.712,4,-243.6171
6.350006,0.2681504,-0.006360746,-0.2984032,0.48,0.51,1.19,366.0741,0,-1685.712,4,-243.6171
6.400006,0.2677148,-0.0104573,-0.3041427,-0.51,-0.26,0.75,366.6941,0,-1721.919,4,-362.0741
6.450006,0.2805219,0.002698937,-0.2971371,0.34,-0.04,1.15,247.9852,0,-1721.919,4,-362.0741
6.500007,0.2522069,0.001123339,-0.2902159,-0.05,0.13,0.87,128.5232,0,-1746.318,4,-243.9852
6.550007,0.2772983,-0.003367113,-0.3231339,0.01,-0.12,1.08,129.0369,0,-1758.77,4,-124.5232
6.600007,0.2478507,-0.007148547,-0.2868396,-0.2,0.79,0.75,248.3025,0,-1758.77,4,-124.5232
6.650007,0.2787794,-0.003761012,-0.3054088,0.31,-1.37,1.27,367.9598,0,-1783.2,4,-244.3025
6.700007,0.245237,0.001517238,-0.3066749,0.08,1.03,0.75,248.3098,0,-1807.631,4,-244.3098
6.750008,0.2677148,0.003880633,-0.2988252,-0.16,-0.9599999,0.89,129.1373,0,-1807.631,4,-244.3098
6.800008,0.2341723,-0.0132146,-0.295449,0.38,0.72,1.01,128.3184,0,-1820.145,4,-125.1373
6.850008,0.2380929,-0.001791514,-0.295027,-0.42,-1.38,0.94,248.0565,0,-1832.577,4,-124.3184
6.900008,0.262923,0.001517238,-0.2768798,0.3,1.54,0.83,247.8899,0,-1832.577,4,-124.3184
6.950008,0.2844424,-0.00454881,-0.308363,-0.39,-1.35,0.76,248.6611,0,-1856.966,4,-243.8899
7.000009,0.2411422,0.0001779813,-0.2756137,0.48,1.06,1.29,128.8189,0,-1869.448,4,-124.8189
7.050009,0.2681504,0.01041936,-0.3070969,-0.37,-0.12,0.82,129.4504,0,-1869.448,4,-124.8189
7.100009,0.2420134,-0.004942709,-0.2768798,0.28,0.25,1.01,129.3658,0,-1881.993,4,-125.4504
7.150009,0.262923,-0.001003718,-0.2864176,-0.37,0.14,0.88,249.2788,0,-1881.993,4,-125.4504
7.200009,0.2711997,-0.0108512,-0.2756137,0.37,-0.23,1.08,367.7733,0,-1906.521,4,-245.2788
7.25001,0.2600479,-0.004942709,-0.3265101,-0.58,0.23,0.68,367.8004,0,-1942.901,4,-363.8004
7.30001,0.2434945,-0.003367113,-0.2726595,0.22,-1.48,1.15,367.6092,0,-1942.901,4,-363.8004
7.35001,0.2835712,0.0001779813,-0.295027,-0.11,0.74,0.78,248.3849,0,-1979.261,4,-363.6092
7.40001,0.2328655,-0.02660717,-0.2881057,0.04,-0.66,0.92,246.5751,0,-1979.261,4,-363.6092
7.45001,0.2772983,-0.006360746,-0.2876837,0.2,0.36,1.02,246.4012,0,-2003.519,4,-242.5751
7.50001,0.262923,-0.0132146,-0.2916507,-0.08,0.28,0.78,365.4301,0,-2027.759,4,-242.4012
7.550011,0.2840068,0.01490981,-0.2937609,0.19,-0.67,1.22,248.6046,0,-2027.759,4,-242.4012
7.600011,0.2866205,-0.0128207,-0.2984032,-0.16,0.62,0.72,248.1889,0,-2052.22,4,-244.6046
7.650011,0.2995148,-0.005179049,-0.3000913,0.03,-1.19,1.0,248.8178,0,-2052.22,4,-244.6046
7.700011,0.2448014,-0.0104573,-0.3121612,-0.01,0.71,0.85,367.0007,0,-2076.701,4,-244.8178
7.750011,0.2711997,0.008843764,-0.2743477,-0.08,-0.85,1.0,248.477,0,-2113.001,4,-363.0007
7.800012,0.2500288,-0.004154913,-0.3165503,0.24,0.88,0.85,248.4899,0,-2113.001,4,-363.0007
7.850012,0.2813931,0.009631563,-0.3017794,-0.16,-1.89,1.08,129.9587,0,-2137.45,4,-244.4899
7.900012,0.2633586,-0.007542444,-0.3032987,0.14,1.63,0.76,248.7893,0,-2137.45,4,-244.4899
7.950012,0.2809575,-0.007148547,-0.2674264,-0.54,-1.13,0.75,248.6208,0,-2161.929,4,-244.7893
8.000012,0.2768627,0.006874267,-0.3045647,-0.12,-0.76,0.9,248.4415,0,-2186.392,4,-244.6208
8.050013,0.2487219,-0.009118041,-0.2640502,0.12,0.71,0.95,248.2885,0,-2186.392,4,-244.6208
8.100013,0.2672792,-0.01029974,-0.3028766,-0.37,-1.2,0.99,248.0387,0,-2210.821,4,-244.2885
8.150013,0.2711997,-0.005572948,-0.2929168,0.23,1.31,0.8,367.1721,0,-2210.821,4,-244.2885
8.200013,0.2659723,-0.003367113,-0.3203485,-0.35,-1.59,0.9599999,367.6302,0,-2247.138,4,-363.1721
8.250013,0.2620518,-0.03409125,-0.2851515,0.27,1.24,0.88,365.8951,0,-2283.501,4,-363.6302
8.300014,0.2398353,-0.03645465,-0.2941829,-0.34,-0.69,0.85,363.4066,0,-2283.501,4,-363.6302
8.350014,0.2637942,-0.04590824,-0.2902159,0.3,0.71,0.9700001,360.3576,0,-2319.441,4,-359.4066
8.400014,0.2302518,-0.05284086,-0.3224586,-0.3,-1.42,1.03,358.5199,0,-2319.441,4,-359.4066
8.450014,0.2234562,-0.08647985,-0.2813533,0.36,1.65,0.88,354.3485,0,-2354.893,4,-354.5199
8.500014,0.2195356,-0.09790295,-0.3100511,-0.48,-1.76,0.87,349.6277,0,-2389.928,4,-350.3485
8.550014,0.2156151,-0.1006602,-0.2937609,0.02,-1.42,0.98,345.5942,0,-2389.928,4,-350.3485
8.600015,0.2195356,-0.1105077,-0.3169723,0.32,0.78,1.03,343.7401,0,-2424.088,4,-341.5942
8.650015,0.1657806,-0.1223247,-0.2933388,-0.38,-0.83,0.9700001,339.6109,0,-2424.088,4,-341.5942
8.700015,0.1803302,-0.1351658,-0.325244,0.25,0.8,0.82,335.6683,0,-2457.649,4,-335.6109
8.750015,0.154019,-0.1505279,-0.3062529,-0.15,-1.41,1.06,329.7937,0,-2490.815,4,-331.6683
8.800015,0.1711823,-0.150134,-0.3294643,0.12,1.68,0.77,328.1838,0,-2490.815,4,-331.6683
8.850016,0.1324124,-0.1625024,-0.2855735,-0.21,-1.27,0.86,323.5263,0,-2523.234,4,-324.1838
8.900016,0.1557615,-0.1542305,-0.3290422,0.42,0.86,1.11,323.4017,0,-2555.187,4,-319.5263
8.950016,0.09974125,-0.1820398,-0.3117392,-0.49,-0.87,0.9700001,316.7253,0,-2555.187,4,-319.5263
9.000016,0.1001769,-0.1584059,-0.3152842,0.43,1.02,0.9,314.4371,0,-2586.459,4,-312.7253
9.050016,0.08736975,-0.1820398,-0.3199265,-0.45,-1.65,0.98,307.8889,0,-2586.459,4,-312.7253
9.100017,0.09041906,-0.1828276,-0.3422939,0.44,0.9700001,1.31,307.0877,0,-2616.848,4,-303.8889
9.150017,0.04947116,-0.1660475,-0.2975591,-0.58,0.33,0.77,301.8481,0,-2647.157,4,-303.0877
9.200017,0.03744816,-0.1743194,-0.3315744,0.11,-0.55,1.03,297.3433,0,-2676.942,4,-297.8481
9.250017,0.03788378,-0.1628963,-0.3152842,-0.11,0.06,0.84,292.9357,0,-2676.942,4,-297.8481
9.300017,0.04032323,-0.1717984,-0.3281982,-0.0,-0.75,1.07,291.8085,0,-2705.835,4,-288.9357
9.350018,0.02960707,-0.1710106,-0.3032987,-0.12,0.81,0.8,291.0411,0,-2705.835,4,-288.9357
9.400018,0.006780798,-0.1853486,-0.3173944,0.2,-1.41,1.25,287.3755,0,-2734.539,4,-287.0411
9.450018,0.01462189,-0.1804642,-0.3152842,0.13,1.66,0.76,284.5166,0,-2762.877,4,-283.3755
9.500018,-0.0008860416,-0.1743194,-0.3332625,-0.23,-1.26,0.85,281.1454,0,-2762.877,4,-283.3755
9.550018,0.0150575,-0.1702229,-0.3173944,0.44,0.91,1.15,282.132,0,-2790.592,4,-277.1454
9.600019,-0.03765203,-0.1632902,-0.2979811,-0.52,-0.74,0.95,276.2598,0,-2790.592,4,-277.1454
9.650019,-0.0341671,-0.1747133,-0.3108952,-0.28,-1.05,0.98,272.6685,0,-2817.818,4,-272.2598
9.700019,-0.0221441,-0.1739255,-0.3427159,0.41,1.17,0.9,268.5648,0,-2844.685,4,-268.6685
9.750019,-0.02127287,-0.1587998,-0.3140181,-0.42,-1.77,0.98,270.3497,0,-2844.685,4,-268.6685
9.800019,-0.009598361,-0.1686472,-0.3488775,0.4,1.3,0.92,272.9523,0,-2871.32,4,-266.3497
9.850019,-0.02301533,-0.1621085,-0.3488775,-0.55,-0.79,0.74,272.6774,0,-2871.32,4,-266.3497
9.90002,-0.02257972,-0.1833791,-0.3410278,0.45,0.46,1.3,272.8808,0,-2898.187,4,-268.6774
9.95002,-0.0548153,-0.1731377,-0.3041427,-0.46,-0.12,0.89,268.1107,0,-2925.075,4,-268.8808
10.00002,-0.05176599,-0.1489523,-0.3376516,0.3,-0.39,1.01,264.4162,0,-2925.075,4,-268.8808
10.05002,-0.05394407,-0.169435,-0.3148622,-0.34,0.23,0.84,260.8693,0,-2951.117,4,-260.4162
10.10002,-0.05350845,-0.150134,-0.3484555,0.24,-0.32,1.06,260.1865,0,-2951.117,4,-260.4162
10.15002,-0.057429,-0.1682534,-0.3235559,-0.07,0.33,0.73,260.2925,0,-2976.736,4,-256.1865
10.20002,-0.0522016,-0.1656536,-0.3514097,0.12,-0.82,1.19,260.3489,0,-3002.365,4,-256.2925
10.25002,-0.04984928,-0.1625024,-0.3228807,0.48,-0.56,1.34,261.2031,0,-3002.365,4,-256.2925
10.30002,-0.015,-0.1505279,-0.3543639,-0.15,0.52,0.74,265.5881,0,-3028.085,4,-257.2031
10.35002,-0.04984928,-0.1572242,-0.3041427,0.01,-0.81,0.98,265.5546,0,-3028.085,4,-257.2031
10.40002,-0.06962624,-0.1398926,-0.3418719,0.31,0.69,0.99,262.4192,0,-3054.24,4,-261.5546
10.45002,-0.06701255,-0.1621085,-0.3121612,-0.38,-0.84,0.9700001,256.8297,0,-3080.083,4,-258.4192
10.50002,-0.04854243,-0.1428075,-0.3530978,0.35,1.09,0.88,256.4357,0,-3080.083,4,-258.4192
10.55002,-0.06657693,-0.1607692,-0.3488775,-0.36,-1.5,0.99,257.7573,0,-3105.326,4,-252.4357
10.60002,-0.06483446,-0.150134,-0.3401838,0.29,1.61,0.8,257.4581,0,-3105.326,4,-252.4357
10.65002,-0.06962624,-0.1435952,-0.3281982,-0.6,-1.29,0.78,255.0934,0,-3130.672,4,-253.4581
10.70002,-0.06919062,-0.1371353,-0.3401838,0.49,0.01,1.29,253.6675,0,-3155.781,4,-251.0934
10.75002,-0.07337254,-0.144777,-0.3235559,-0.6,0.21,0.81,252.4946,0,-3155.781,4,-251.0934
10.80002,-0.07250131,-0.1337478,-0.3157062,-0.41,-0.59,0.84,251.6301,0,-3180.631,4,-248.4946
10.85002,-0.09227827,-0.1534427,-0.3121612,0.43,0.17,0.98,250.2137,0,-3205.252,4,-246.2137
10.90002,-0.08774787,-0.1391048,-0.3338534,-0.5,-0.43,0.89,248.4243,0,-3205.252,4,-246.2137
10.95002,-0.08513417,-0.1542305,-0.3199265,0.43,0.48,1.09,248.2785,0,-3229.694,4,-244.4243
11.00002,-0.100555,-0.1538366,-0.3509876,-0.37,-0.5,0.78,247.5624,0,-3229.694,4,-244.4243
11.05002,-0.08382731,-0.1493462,-0.343138,0.39,0.3,1.33,248.5419,0,-3254.051,4,-243.5624
11.10002,-0.08922896,-0.1435952,-0.343138,-0.41,0.83,0.73,247.5559,0,-3278.505,4,-244.5419
11.15002,-0.1031687,-0.1451709,-0.3161283,0.26,-1.33,1.21,246.8126,0,-3278.505,4,-244.5419
11.20002,-0.07119446,-0.1451709,-0.3265101,-0.18,0.65,0.79,247.873,0,-3302.786,4,-242.8126
11.25002,-0.08687664,-0.1542305,-0.324822,0.07,-0.73,0.86,248.6945,0,-3302.786,4,-242.8126
11.30002,-0.0803424,-0.1375292,-0.3286202,0.25,0.58,0.9599999,250.397,0,-3327.255,4,-244.6945
11.35003,-0.1082218,-0.1481645,-0.3096291,-0.04,-0.35,1.1,247.0567,0,-3351.895,4,-246.397
11.40003,-0.08644102,-0.1375292,-0.3480335,-0.11,1.17,0.77,246.1372,0,-3376.109,4,-242.1372
11.45003,-0.09227827,-0.150134,-0.307941,-0.23,-1.74,0.99,245.7093,0,-3376.109,4,-242.1372
11.50003,-0.06744816,-0.1424136,-0.3492996,0.25,1.44,0.83,249.3101,0,-3400.28,4,-241.7093
11.55003,-0.09750566,-0.1591937,-0.3338534,-0.35,-1.43,0.79,249.5312,0,-3400.28,4,-241.7093
11.60003,-0.08252048,-0.1489523,-0.3608631,0.37,0.77,1.03,250.3945,0,-3424.833,4,-245.5312
11.65003,-0.06701255,-0.1420197,-0.3216146,-0.45,-0.58,0.9599999,250.4218,0,-3449.475,4,-246.4218
11.70003,-0.06831939,-0.1416258,-0.3467674,0.43,0.64,0.99,252.3335,0,-3449.475,4,-246.4218
11.75003,-0.05917146,-0.1416258,-0.3152842,-0.49,-0.37,0.9,254.4373,0,-3474.308,4,-248.3335
11.80003,-0.04549312,-0.164078,-0.3450793,0.41,0.34,0.9599999,257.6918,0,-3474.308,4,-248.3335
