Time,Hx,Hy,Hz,Ax,Ay,Az,Heading,PID_Output,Integral,Setpoint
0.9000002,-0.286,-0.3014167,0.336,0.06,-0.59,0.88,-123.4968,1000,367.4924,238
0.9500002,-0.23375,-0.1825,0.3635,-0.15,-0.31,1.02,-133.6156,1000,367.4924,238
1.0,-0.1029167,-0.1441667,0.3643333,-0.21,-0.08,1.02,-133.6792,1000,404.654,238
1.05,0.05291667,-0.1470833,0.3614167,-0.17,-0.05,0.93,-112.5846,1000,404.654,238
1.1,0.1745833,-0.25475,0.3630833,-0.19,-0.01,0.89,-83.77044,1000,439.7124,238
1.15,0.2180833,-0.3776667,0.3389167,-0.24,0.03,0.94,-61.92834,1000,471.8894,238
1.2,0.19625,-0.52125,0.3870833,-0.23,-0.04,0.95,-61.64704,1000,471.8894,238
1.25,0.09875,-0.6180834,0.35725,-0.25,-0.12,1.05,-70.09571,1000,501.8541,238
1.3,-0.05708333,-0.6568334,0.3695833,0.02,-0.39,0.79,-81.75277,1000,533.8294,238
1.35,-0.1733333,-0.6391666,0.33725,-0.23,-0.02,0.95,-93.6875,1000,533.8294,238
1.4,-0.2791667,-0.53625,0.3230834,-0.09,-0.55,1.09,-105.8803,1000,566.9982,238
1.45,-0.31725,-0.4018333,0.3329167,0.02,-0.46,0.79,-116.9884,1000,566.9982,238
1.5,-0.2818333,-0.2535,0.3270833,-0.16,0.09,1.02,-127.9407,1000,602.497,238
1.55,-0.1945833,-0.1885,0.3875,-0.09,-0.64,1.08,-134.0769,1000,602.497,238
1.6,-0.0485,-0.10725,0.3768333,-0.11,0.21,0.78,-129.4242,1000,639.7047,238
1.65,0.05183333,-0.1185,0.3785,-0.14,-0.66,1.03,-105.5393,1000,676.4471,238
1.699999,0.1543333,-0.2133333,0.3679167,-0.05,0.03,0.84,-78.27487,1000,676.4471,238
1.749999,0.2164167,-0.33475,0.3666667,-0.1,-0.56,1.02,-59.2029,1000,708.0746,238
1.799999,0.2079167,-0.4743333,0.3618333,-0.08,0.23,0.82,-59.18811,1000,708.0746,238
1.849999,0.146,-0.5783333,0.3695833,-0.09,-0.39,0.94,-66.42649,1000,737.7935,238
1.899999,0.02541667,-0.6575,0.3426666,-0.24,-0.18,1.04,-76.6495,1000,768.2361,238
1.949999,-0.08433333,-0.6695833,0.3189167,-0.16,0.07,1.12,-86.93217,1000,768.2361,238
1.999999,-0.2095833,-0.6233334,0.31375,0.08,-0.01,0.8,-97.84966,1000,800.7293,238
2.049999,-0.2830833,-0.5483334,0.3279166,0.1,-0.66,1.15,-107.6894,1000,835.2983,238
2.099999,-0.3154167,-0.4285,0.3205833,-0.04,-0.43,1.06,-117.4154,1000,835.2983,238
2.149999,-0.29225,-0.2976667,0.32875,-0.15,-0.04,0.71,-126.0453,1000,870.8398,238
2.199999,-0.2758333,-0.2105833,0.3351667,-0.19,-0.37,0.84,-134.4903,1000,870.8398,238
2.249999,-0.16375,-0.1579167,0.37725,0.1,-0.29,1.23,-137.7177,1000,908.0889,238
2.299999,-0.07,-0.1116667,0.3818333,0.04,0.07,1.02,-133.5871,1000,908.0889,238
2.349999,0.05291667,-0.145,0.3635,-0.2,-0.3,0.62,-109.3573,1000,945.2476,238
2.399999,0.1493333,-0.2033333,0.4205833,-0.01,-0.47,0.98,-81.91282,1000,979.9833,238
2.449999,0.2118333,-0.2804167,0.37625,0.08,-0.92,1.16,-58.86267,1000,979.9833,238
2.499999,0.2341667,-0.3785,0.3691667,-0.25,0.02,0.91,-54.96445,1000,1009.67,238
2.549999,0.19225,-0.5325,0.3758333,0.11,0.64,1.24,-60.44555,1000,1038.966,238
2.599999,0.1101667,-0.5993333,0.36225,-0.1,0.06,0.75,-69.32977,1000,1038.966,238
2.649999,0.01308333,-0.6716667,0.3508333,-0.11,-0.22,0.85,-79.53909,1000,1069.699,238
2.699999,-0.04641667,-0.6608334,0.35125,0.08,-1.07,1.06,-87.49545,1000,1101.453,238
2.749999,-0.141,-0.6330833,0.3230834,0.02,-0.34,1.11,-95.15262,1000,1101.453,238
2.799999,-0.2441667,-0.58475,0.3295834,-0.08,0.31,0.92,-103.079,1000,1134.768,238
2.849998,-0.2985,-0.51,0.3143333,-0.11,0.57,0.83,-111.8531,1000,1134.768,238
2.899998,-0.3285,-0.44375,0.3205833,-0.13,-0.14,0.71,-119.8385,1000,1169.754,238
2.949998,-0.2943333,-0.3439167,0.3345833,-0.18,-0.56,0.72,-125.8033,1000,1205.537,238
2.999998,-0.2885,-0.2820833,0.32225,-0.06,-0.66,1.06,-130.9047,1000,1205.537,238
3.049998,-0.2695833,-0.1895833,0.35375,0.12,-0.73,1.3,-137.0285,1000,1242.428,238
3.099998,-0.1855833,-0.1543333,0.3545833,-0.1,-0.2,1.06,-140.2601,1000,1242.428,238
3.149998,-0.1020833,-0.12975,0.3843333,0.11,-0.79,1.06,-137.7769,1000,1280.254,238
3.199998,-0.01683333,-0.1043333,0.3666667,-0.1,-0.7,1.07,-122.5375,1000,1317.832,238
3.249998,0.03041667,-0.1405833,0.3916667,0.04,-0.3,1.22,-101.7171,1000,1317.832,238
3.299998,0.1020833,-0.1714167,0.3776667,-0.07,0.26,1.0,-78.72729,1000,1351.803,238
3.349998,0.1489167,-0.2226667,0.3780833,0.0,0.49,0.92,-64.41418,1000,1351.803,238
3.399998,0.221,-0.27,0.37625,-0.15,0.51,0.73,-55.38332,1000,1382.045,238
3.449998,0.1983333,-0.3645833,0.3868333,-0.02,-0.26,0.91,-56.12624,1000,1411.383,238
3.499998,0.2341667,-0.4168334,0.341,-0.18,-0.46,0.92,-57.60888,1000,1411.383,238
3.549998,0.21,-0.4814167,0.3818333,0.03,-0.67,1.11,-62.85339,1000,1440.944,238
3.599998,0.1814167,-0.5445833,0.3568333,0.03,-0.69,1.09,-66.22731,1000,1440.944,238
3.649998,0.12225,-0.5980833,0.3545833,0.04,-0.35,1.15,-72.15195,1000,1471.367,238
3.699998,0.1068333,-0.61975,0.3435,-0.02,-0.21,1.1,-76.74755,1000,1502.382,238
3.749998,-0.004333333,-0.65125,0.3508333,0.04,0.15,0.98,-83.01611,1000,1502.382,238
3.799998,0.01016667,-0.6664166,0.33125,-0.14,-0.68,1.04,-86.57553,1000,1534.483,238
3.849998,-0.1270833,-0.6764167,0.32225,0.1,-0.3,1.27,-93.38258,1000,1534.483,238
3.899998,-0.1505833,-0.6518333,0.3139167,-0.08,-0.32,1.01,-97.59149,1000,1567.622,238
3.949997,-0.19375,-0.615,0.3564167,-0.05,0.15,1.09,-103.7117,1000,1601.181,238
3.999997,-0.2354167,-0.5825,0.3168334,0.01,0.12,1.06,-107.5002,1000,1601.181,238
4.049997,-0.2901667,-0.5316667,0.2845833,-0.07,0.06,0.89,-112.7056,1000,1635.731,238
4.099998,-0.2889167,-0.4935,0.3389167,-0.01,0.49,0.9,-116.9923,1000,1635.731,238
4.149998,-0.3189167,-0.4529167,0.3304167,-0.03,0.3,0.75,-121.3739,1000,1671.23,238
4.199998,-0.34125,-0.4308333,0.3164167,-0.1,0.41,0.77,-124.6264,1000,1707.168,238
4.249998,-0.3335,-0.3629167,0.3258333,-0.01,0.06,0.75,-128.7046,1000,1707.168,238
4.299998,-0.3154167,-0.32225,0.3133333,-0.15,0.11,0.78,-131.783,1000,1743.838,238
4.349998,-0.30375,-0.2954166,0.3295834,-0.0,-0.58,0.9,-134.2547,1000,1743.838,238
4.399999,-0.2530833,-0.2680833,0.3193333,-0.05,0.44,0.8,-134.5114,1000,1781.063,238
4.449999,-0.2468333,-0.2245833,0.36475,-0.02,0.5,0.74,-135.6168,1000,1818.315,238
4.499999,-0.2239167,-0.19125,0.34225,-0.02,0.17,0.72,-136.8509,1000,1818.315,238
4.549999,-0.1954167,-0.1755833,0.3589167,-0.14,-0.3,0.73,-138.4204,1000,1855.8,238
4.599999,-0.1805833,-0.1493333,0.3393333,-0.01,-0.48,0.83,-139.3233,1000,1855.8,238
4.65,-0.1691667,-0.1358333,0.3655833,-0.16,-0.54,0.99,-139.9027,1000,1893.532,238
4.7,-0.1064167,-0.1333333,0.3733333,0.05,-0.6,1.16,-136.7474,1000,1931.322,238
4.75,-0.09291667,-0.1155833,0.33125,-0.13,-0.64,1.03,-132.8756,1000,1931.322,238
4.8,-0.05291667,-0.1176667,0.3793334,0.06,-0.42,1.23,-123.868,1000,1968.41,238
4.85,-0.03416667,-0.1151667,0.3545833,0.04,-0.36,1.18,-116.5113,1000,1968.41,238
4.900001,0.006416667,-0.1208333,0.3541667,-0.02,-0.28,1.18,-102.5662,1000,2003.861,238
4.950001,0.02416667,-0.116,0.3651667,0.08,-0.05,1.25,-90.57202,1000,2037.918,238
5.000001,0.0625,-0.12,0.366,-0.09,-0.09,1.08,-75.89332,1000,2037.918,238
5.050001,0.07891667,-0.1426667,0.3716667,-0.08,-0.39,1.08,-67.25678,1000,2069.307,238
5.100001,0.1004167,-0.17125,0.386,0.0,0.0,1.16,-61.05078,1000,2099.833,238
5.150002,0.1201667,-0.1695833,0.37375,-0.06,0.32,0.9700001,-58.44766,1000,2099.833,238
5.200002,0.14225,-0.1916667,0.3941667,-0.08,0.65,1.03,-55.9035,1000,2129.477,238
5.250002,0.1426667,-0.1920833,0.38875,0.04,0.54,0.9599999,-53.83143,1000,2158.66,238
5.300002,0.191,-0.2085,0.3785,-0.08,0.51,0.73,-51.44129,1000,2158.66,238
5.350002,0.1666667,-0.2375,0.38225,0.01,0.56,0.77,-51.94876,1000,2187.604,238
5.400002,0.1864167,-0.2543334,0.3989167,0.0,-0.04,0.69,-52.0696,1000,2187.604,238
5.450003,0.2130833,-0.2620833,0.3976667,-0.11,-0.04,0.81,-53.19606,1000,2216.611,238
5.500003,0.186,-0.2793333,0.3516667,0.01,-0.23,0.8,-53.66304,1000,2245.778,238
5.550003,0.22225,-0.28375,0.3780833,-0.2,-0.25,0.86,-53.05298,1000,2245.778,238
5.600003,0.1830833,-0.3158333,0.39,0.02,-0.67,1.04,-56.05705,1000,2274.883,238
5.650003,0.226,-0.3175,0.3954167,-0.01,-0.65,1.13,-55.46199,1000,2274.883,238
5.700004,0.2308333,-0.3270833,0.3980833,-0.14,0.31,0.69,-56.41476,1000,2304.229,238
5.750004,0.211,-0.3508333,0.39125,-0.01,0.2,0.81,-56.1069,1000,2333.67,238
5.800004,0.2193333,-0.35475,0.375,-0.03,-0.03,0.76,-57.34562,1000,2333.67,238
5.850004,0.205,-0.3654167,0.3916667,-0.15,-0.53,0.79,-59.31871,1000,2363.205,238
5.900004,0.22725,-0.381,0.3651667,0.04,-0.55,1.12,-59.38856,1000,2363.205,238
5.950005,0.2379167,-0.3754167,0.3818333,-0.17,-0.71,1.02,-59.17636,1000,2392.944,238
6.000005,0.21225,-0.3918333,0.3801667,0.07,-0.5,1.21,-59.45932,1000,2422.69,238
6.050005,0.21975,-0.4039166,0.3768333,0.02,-0.46,1.16,-60.21463,1000,2422.69,238
6.100005,0.2201667,-0.41475,0.3716667,-0.02,-0.48,1.19,-61.68225,1000,2452.511,238
6.150005,0.2201667,-0.4208333,0.3754167,0.05,0.29,1.22,-61.95777,1000,2452.511,238
6.200006,0.2264167,-0.4175,0.3635,-0.06,0.19,0.84,-61.98332,1000,2482.507,238
6.250006,0.2320833,-0.43125,0.4120833,-0.06,0.66,0.89,-61.87455,1000,2512.495,238
6.300006,0.2276667,-0.4220833,0.3585,0.1,-0.62,1.25,-61.63297,1000,2512.495,238
6.350006,0.2555833,-0.4341667,0.37975,-0.06,-0.65,1.1,-60.96209,1000,2542.458,238
6.400006,0.2243333,-0.426,0.3976667,0.04,-0.14,1.27,-61.13411,1000,2542.458,238
6.450006,0.2295833,-0.4220833,0.3655833,0.04,-0.07,1.08,-61.06706,1000,2572.371,238
6.500007,0.2645833,-0.4083333,0.3933333,-0.09,-0.1,1.1,-60.24796,1000,2602.196,238
6.550007,0.2151667,-0.4179167,0.3741667,-0.03,0.27,1.06,-60.42448,1000,2602.196,238
6.600007,0.21475,-0.4251667,0.3355833,-0.02,0.44,0.9,-61.00611,1000,2632.039,238
6.650007,0.23125,-0.4070833,0.3843333,-0.11,0.64,0.74,-62.12016,1000,2632.039,238
6.700007,0.2243333,-0.4079166,0.3635,0.05,0.19,0.77,-61.59795,1000,2662.051,238
6.750008,0.23875,-0.39225,0.3564167,-0.1,0.07,0.69,-60.08817,1000,2691.859,238
6.800008,0.2308333,-0.3979167,0.4189167,-0.08,0.09,0.81,-59.91523,1000,2691.859,238
6.850008,0.2325,-0.4116667,0.3801667,0.0,-0.12,0.87,-59.69915,1000,2721.651,238
6.900008,0.2358333,-0.38975,0.4001667,-0.21,-0.56,0.8,-59.74911,1000,2721.651,238
6.950008,0.2151667,-0.4001667,0.395,-0.07,0.68,0.73,-60.36632,1000,2751.426,238
7.000009,0.23125,-0.3954167,0.36625,0.03,0.47,0.74,-60.07851,1000,2781.234,238
7.050009,0.2280833,-0.3883333,0.3895833,-0.09,0.43,0.69,-60.3286,1000,2781.234,238
7.100009,0.186,-0.4191667,0.3545833,-0.0,-0.05,0.74,-61.77458,1000,2811.066,238
7.150009,0.2193333,-0.3979167,0.3568333,-0.05,-0.19,0.83,-62.26007,1000,2811.066,238
7.200009,0.2308333,-0.4126667,0.3933333,-0.17,-0.66,0.84,-62.66208,1000,2841.093,238
7.25001,0.2070833,-0.4095833,0.3666667,0.06,-0.6,1.16,-61.69799,1000,2871.062,238
7.30001,0.2358333,-0.40475,0.386,-0.12,-0.65,1.04,-61.2433,1000,2871.062,238
7.35001,0.2295833,-0.4351666,0.3976667,0.03,-0.5,1.2,-61.71207,1000,2900.987,238
7.40001,0.2226667,-0.4130834,0.3875,0.05,-0.44,1.2,-61.21029,1000,2900.987,238
7.45001,0.2505833,-0.4091667,0.3891666,-0.06,0.01,1.13,-60.79147,1000,2930.908,238
7.50001,0.2268333,-0.42475,0.37125,0.03,0.29,1.28,-60.69516,1000,2930.908,238
7.550011,0.2226667,-0.4155833,0.3768333,-0.02,0.17,1.08,-60.74321,1000,2960.777,238
7.600011,0.1979167,-0.4280833,0.3675,0.0,0.01,0.81,-62.9671,1000,2990.652,238
7.650011,0.2095833,-0.4135,0.3235,-0.16,-0.0,0.76,-63.37567,1000,3020.748,238
7.700011,0.226,-0.3991667,0.3793334,-0.03,-0.55,0.88,-62.93049,1000,3020.748,238
7.750011,0.22225,-0.40625,0.3639167,-0.04,-0.6,1.06,-61.64067,1000,3050.841,238
7.800012,0.2358333,-0.3930833,0.3776667,-0.12,-0.69,1.04,-60.27944,1000,3050.841,238
7.850012,0.2168333,-0.4135,0.38875,0.1,-0.52,1.2,-60.8947,1000,3080.669,238
7.900012,0.2280833,-0.40625,0.3593333,-0.06,-0.59,1.1,-60.68491,1000,3110.559,238
7.950012,0.24125,-0.3939167,0.37,0.02,0.07,1.28,-60.51059,1000,3110.559,238
8.000012,0.2264167,-0.40625,0.3895833,0.04,0.09,1.03,-60.02375,1000,3140.41,238
8.050013,0.2118333,-0.4030833,0.3605833,-0.09,0.04,0.93,-60.5531,1000,3140.41,238
8.100013,0.23375,-0.41475,0.3941667,-0.02,0.64,1.01,-61.24632,1000,3170.265,238
8.150013,0.2280833,-0.40475,0.4035,0.03,0.46,0.88,-61.15645,1000,3200.189,238
8.200013,0.2291667,-0.3889167,0.366,-0.06,-0.64,1.05,-60.22809,1000,3200.189,238
8.250013,0.2395833,-0.41,0.3958333,0.07,-0.42,1.25,-59.9299,1000,3230.012,238
8.300014,0.211,-0.41,0.3541667,0.02,-0.41,1.15,-60.65326,1000,3230.012,238
8.350014,0.2420833,-0.3918333,0.3855834,-0.04,-0.43,1.15,-60.25318,1000,3259.877,238
8.400014,0.2054167,-0.4039166,0.4145833,0.03,0.33,1.24,-61.36775,1000,3289.703,238
8.450014,0.2070833,-0.41,0.37,-0.04,0.23,0.84,-61.51255,1000,3289.703,238
8.500014,0.2476667,-0.4030833,0.3839167,-0.08,0.48,0.89,-61.55951,1000,3319.654,238
8.550014,0.22475,-0.4225,0.3851667,0.07,0.5,0.86,-61.20794,1000,3319.654,238
8.600015,0.2291667,-0.39875,0.37375,-0.07,0.44,0.69,-60.17825,1000,3349.575,238
8.650015,0.2218333,-0.401,0.3839167,-0.03,0.03,0.74,-61.0504,1000,3379.393,238
8.700015,0.2118333,-0.4126667,0.37975,0.01,-0.14,0.7,-61.32979,1000,3379.393,238
8.750015,0.23625,-0.3995833,0.3626667,-0.18,-0.08,0.81,-61.0942,1000,3409.325,238
8.800015,0.23875,-0.4051667,0.3925,0.02,-0.24,0.98,-60.57489,1000,3409.325,238
8.850016,0.205,-0.4220833,0.3643333,0.04,0.41,0.81,-60.99739,1000,3439.183,238
8.900016,0.2168333,-0.3958333,0.36625,-0.08,0.58,0.79,-61.62401,1000,3469.083,238
8.950016,0.2193333,-0.4018333,0.3855834,0.05,0.46,0.83,-62.2514,1000,3469.083,238
9.000016,0.221,-0.4058333,0.36625,-0.03,0.24,0.67,-61.36284,1000,3499.108,238
9.050016,0.2493333,-0.4014167,0.3780833,-0.14,-0.12,0.7,-60.31874,1000,3499.108,238
9.100017,0.2075,-0.42875,0.366,0.0,-0.27,0.95,-61.25265,1000,3528.939,238
9.150017,0.2079167,-0.3979167,0.3589167,-0.17,-0.66,0.87,-61.58039,1000,3558.865,238
9.200017,0.251,-0.39225,0.3925,0.07,-0.7,1.22,-61.32396,1000,3558.865,238
9.250017,0.22475,-0.3601667,0.3725,0.06,-0.44,1.16,-59.27746,1000,3588.797,238
9.300017,0.2243333,-0.3230834,0.37625,-0.07,-0.43,1.13,-56.88194,1000,3588.797,238
9.350018,0.2016667,-0.3083333,0.38475,-0.0,-0.08,1.21,-56.69135,1000,3618.285,238
9.400018,0.1905833,-0.256,0.3920834,-0.05,0.3,1.0,-55.12416,1000,3647.755,238
9.450018,0.1805833,-0.2395833,0.3593333,-0.08,0.55,0.8,-54.37998,1000,3647.755,238
9.500018,0.1645833,-0.2093333,0.406,0.06,-0.13,1.41,-52.71714,1000,3676.993,238
9.550018,0.1241667,-0.1825,0.3891666,0.04,-0.19,1.13,-53.52929,1000,3676.993,238
9.600019,0.1180833,-0.1691667,0.3733333,-0.05,-0.12,1.17,-54.22615,1000,3706.146,238
9.650019,0.0925,-0.1554167,0.3895833,0.01,0.19,1.07,-56.69793,1000,3735.368,238
9.700019,0.07058334,-0.1405833,0.3780833,-0.06,0.13,0.88,-59.22124,1000,3735.368,238
9.750019,0.05958333,-0.1333333,0.3758333,-0.09,0.66,0.92,-62.83374,1000,3765.09,238
9.800019,0.03641667,-0.0975,0.3516667,-0.08,0.13,0.98,-66.26012,1000,3765.09,238
9.850019,0.02125,-0.1141667,0.40875,0.04,0.34,0.98,-71.63219,1000,3795.516,238
9.90002,-0.005166667,-0.1285,0.3618333,-0.06,0.43,0.85,-80.4259,1000,3826.479,238
9.95002,0.0001666667,-0.1080833,0.3691667,-0.09,0.7,0.89,-87.22341,1000,3826.479,238
10.00002,-0.01641667,-0.1120833,0.4030833,0.04,0.51,0.75,-93.51563,1000,3859.002,238
10.05002,-0.03208333,-0.1104167,0.3426666,-0.07,0.43,0.69,-98.14883,1000,3859.002,238
10.10002,-0.02833333,-0.11375,0.3270833,-0.05,-0.6,0.87,-102.8406,1000,3892.617,238
10.15002,-0.03166667,-0.1051667,0.386,-0.18,-0.68,0.85,-105.6488,1000,3926.701,238
10.20002,-0.071,-0.1020833,0.3614167,0.05,-0.61,1.19,-111.8545,1000,3961.066,238
10.25002,-0.04891667,-0.11375,0.3380833,-0.13,-0.65,1.05,-114.9487,1000,3961.066,238
10.30002,-0.02458333,-0.1155833,0.3839167,-0.0,-0.77,1.17,-113.3652,1000,3996.361,238
10.35002,-0.025,-0.1229167,0.3418333,0.06,-0.5,1.2,-105.5911,1000,3996.361,238
10.40002,-0.001,-0.1120833,0.3639167,-0.07,-0.62,1.06,-98.005,1000,4030.72,238
10.45002,-0.001416667,-0.125,0.3643333,0.06,-0.35,1.31,-94.21902,1000,4064.321,238
10.50002,0.02541667,-0.12375,0.37,0.01,-0.43,1.14,-86.51803,1000,4064.321,238
10.55002,0.02791667,-0.12725,0.39125,-0.03,0.12,1.2,-82.22305,1000,4096.772,238
10.60002,0.006833333,-0.15875,0.3675,0.05,0.22,1.01,-81.18502,1000,4096.772,238
10.65002,0.05141666,-0.1268333,0.3733333,-0.08,0.09,0.89,-77.69814,1000,4128.691,238
10.70002,0.05583333,-0.1433333,0.37975,-0.06,0.36,0.99,-74.72852,1000,4160.261,238
10.75002,0.08558333,-0.1526667,0.3989167,0.05,-0.63,1.2,-65.79192,1000,4160.261,238
10.80002,0.1064167,-0.1543333,0.3925,-0.12,-0.68,1.06,-61.61853,1000,4190.64,238
10.85002,0.1025,-0.19475,0.37625,0.03,-0.53,1.18,-59.4599,1000,4190.64,238
10.90002,0.14,-0.1976667,0.3666667,0.06,-0.49,1.19,-57.44856,1000,4220.386,238
10.95002,0.1755833,-0.20125,0.4214167,-0.05,-0.59,1.16,-55.27646,1000,4249.931,238
11.00002,0.1468333,-0.2093333,0.3789167,0.06,0.17,1.3,-52.84695,1000,4249.931,238
11.05002,0.2008333,-0.21975,0.3720833,-0.06,0.04,0.91,-50.47488,1000,4279.016,238
11.10002,0.1814167,-0.2651667,0.3843333,-0.08,0.26,1.01,-52.71658,1000,4279.016,238
11.15002,0.18725,-0.2704167,0.3533333,0.07,0.56,0.9599999,-52.83207,1000,4308.087,238
11.20002,0.2176667,-0.28125,0.3683333,-0.06,0.49,0.7,-54.39457,1000,4337.17,238
11.25002,0.2054167,-0.2958333,0.3826667,-0.01,0.66,0.75,-54.26244,1000,4337.17,238
11.30002,0.21975,-0.3154167,0.3585,-0.01,0.06,0.69,-54.20771,1000,4366.396,238
11.35003,0.20625,-0.3235,0.37,-0.08,-0.05,1.1,-55.94683,1000,4366.396,238
11.40003,0.2239167,-0.3218333,0.38875,-0.02,0.31,1.03,-55.92896,1000,4395.791,238
11.45003,0.216,-0.3308333,0.3704167,0.01,0.25,0.91,-56.50377,1000,4425.184,238
11.50003,0.2379167,-0.33475,0.3601667,-0.08,0.65,0.88,-55.54289,1000,4425.184,238
11.55003,0.2543334,-0.3543334,0.3958333,0.06,0.6,0.9,-55.26235,1000,4454.539,238
11.60003,0.2066667,-0.3435,0.3520833,0.01,0.37,0.69,-55.96474,1000,4454.539,238
11.65003,0.2214167,-0.3533333,0.3529167,-0.12,0.16,0.71,-57.07447,1000,4483.935,238
11.70003,0.1941667,-0.34475,0.3439167,0.01,-0.06,0.85,-59.16826,1000,4513.442,238
11.75003,0.2429167,-0.3455833,0.3891666,-0.16,-0.08,0.79,-57.81131,1000,4513.442,238
11.80003,0.2033333,-0.3693333,0.3916667,-0.04,-0.65,0.89,-58.89088,1000,4543.023,238
11.85003,0.2276667,-0.3520833,0.3601667,0.0,-0.62,0.95,-57.7245,1000,4543.023,238
11.90003,0.2468333,-0.34,0.4079166,-0.13,-0.72,1.06,-57.43289,1000,4572.596,238
11.95003,0.2214167,-0.3266666,0.3768333,0.07,-0.43,1.25,-55.66787,1000,4602.139,238
12.00003,0.2045833,-0.3275,0.39725,-0.02,-0.14,0.72,-55.96638,1000,4602.139,238
12.05003,0.226,-0.3275,0.3855834,-0.2,-0.1,0.69,-56.42314,1000,4631.536,238
12.10003,0.2143333,-0.3191667,0.4120833,-0.01,-0.23,0.94,-56.50537,1000,4631.536,238
12.15003,0.1954167,-0.33475,0.3976667,-0.04,-0.64,0.92,-57.07778,1000,4660.986,238
12.20003,0.2239167,-0.3235,0.3729167,-0.18,-0.75,0.91,-57.05073,1000,4690.494,238
12.25003,0.2189167,-0.32875,0.3970833,0.08,-0.63,1.22,-57.12509,1000,4690.494,238
12.30003,0.2020833,-0.3314167,0.3704167,-0.08,-0.56,1.11,-56.75911,1000,4720.007,238
12.35003,0.2354167,-0.33225,0.39,0.02,-0.41,1.21,-56.54917,1000,4720.007,238
12.40003,0.216,-0.3601667,0.38475,0.06,-0.35,1.2,-57.45178,1000,4749.462,238
12.45003,0.2176667,-0.3179167,0.3639167,-0.08,-0.45,1.1,-56.44341,1000,4779.007,238
12.50003,0.25225,-0.3270833,0.3764167,0.0,0.37,1.25,-55.67002,1000,4779.007,238
12.55003,0.2214167,-0.3520833,0.3904166,0.01,0.28,0.87,-55.26577,1000,4808.375,238
12.60003,0.21725,-0.3658333,0.3675,0.02,0.34,1.03,-56.49716,1000,4837.701,238
12.65003,0.2126667,-0.3495833,0.3435,-0.01,0.44,0.89,-58.60576,1000,4837.701,238
12.70003,0.2420833,-0.34475,0.3976667,-0.08,0.69,0.9,-57.63519,1000,4867.362,238
12.75003,0.2316667,-0.3408333,0.3683333,0.05,0.56,0.89,-56.46843,1000,4896.809,238
12.80003,0.2366667,-0.3279166,0.36625,-0.01,0.4,0.68,-54.96674,1000,4896.809,238
12.85003,0.216,-0.3529167,0.381,-0.05,0.64,0.69,-56.16945,1000,4926.105,238
12.90003,0.2226667,-0.3154167,0.3741667,-0.01,-0.06,0.72,-55.83086,1000,4926.105,238
12.95003,0.2180833,-0.311,0.3904166,-0.22,-0.06,0.78,-56.09074,1000,4955.489,238
13.00003,0.20125,-0.3266666,0.4014167,-0.09,-0.17,0.88,-56.03487,1000,4984.892,238
13.05003,0.2205833,-0.3508333,0.3479167,-0.07,-0.27,0.87,-57.0551,1000,4984.892,238
13.10003,0.22725,-0.3991667,0.3993333,-0.19,-0.69,0.83,-58.85045,1000,5014.397,238
13.15003,0.1885,-0.426,0.3704167,0.05,-0.61,1.17,-61.43952,1000,5014.397,238
13.20003,0.22475,-0.4364167,0.3643333,-0.16,-0.75,1.0,-63.07661,1000,5044.341,238
13.25003,0.2354167,-0.4855834,0.3993333,-0.17,0.34,0.71,-64.3395,1000,5074.575,238
