Time,Hx,Hy,Hz,Ax,Ay,Az,PID_Output,Integral,Setpoint,XY-Heading,YZ-Heading,ZX-Heading
1.65,0.1375,-0.1441667,-0.4170833,0.0,-0.14,1.17,562.9334,108.7014,276,50.90131,232.6441,250.9321,161.7542
1.699999,0.1535,-0.16875,-0.42475,0.28,-0.13,1.16,441.0462,113.0369,276,43.35587,231.2906,248.3325,160.1307
1.749999,0.1135,-0.1891667,-0.3855834,0.33,0.08,1.13,441.0462,113.0369,276,43.35587,219.9638,243.8675,163.5977
1.799999,0.09875,-0.1675,-0.3843333,0.38,-0.07,1.08,671.2205,118.6406,276,56.03624,219.5216,246.4515,165.5902
1.849999,0.1180833,-0.1670833,-0.3904166,0.32,0.0,1.05,671.2205,118.6406,276,56.03624,224.2501,246.8309,163.1718
1.899999,0.1366667,-0.1630833,-0.401,0.11,-0.04,1.09,545.5932,123.8156,276,51.74988,228.9636,247.8688,161.1801
1.949999,0.1383333,-0.1470833,-0.3875,-0.05,-0.35,1.14,498.2044,128.5192,276,47.03641,232.244,249.2148,160.354
1.999999,0.151,-0.1618333,-0.421,-0.22,-0.59,1.05,474.3152,132.8948,276,43.75595,232.0167,248.9731,160.2686
2.049999,0.1505833,-0.1405833,-0.4201667,-0.33,-0.78,0.88,474.3152,132.8948,276,43.75595,235.967,251.5003,160.2828
2.099999,0.1205833,-0.15625,-0.4068333,-0.4,-0.38,0.77,436.4741,136.8981,276,40.03297,226.6586,248.99,163.4904
2.149999,0.1405833,-0.1530833,-0.4183333,-0.47,-0.5,0.86,522.9319,141.3418,276,44.43733,231.5627,249.9006,161.4248
2.199999,0.13375,-0.1554167,-0.4170833,-0.07,-0.08,0.9,522.9319,141.3418,276,44.43733,229.715,249.5632,162.22
2.249999,0.1329167,-0.1679167,-0.4218333,0.27,0.12,0.92,530.4772,145.9703,276,46.28505,227.3638,248.2943,162.5107
2.299999,0.1089167,-0.1691667,-0.41,0.18,0.08,1.08,530.4772,145.9703,276,46.28505,221.7751,247.5789,165.1229
2.349999,0.1308333,-0.16475,-0.3933333,-0.37,-0.65,0.78,642.5047,151.3928,276,54.22485,227.4542,247.2733,161.6015
2.399999,0.1375,-0.1675,-0.406,0.03,0.45,0.84,519.5613,156.2474,276,48.54578,228.3824,247.5808,161.2903
2.449999,0.1518333,-0.1630833,-0.3933333,0.36,0.3,1.17,519.5613,156.2474,276,48.54578,231.9541,247.4802,158.8925
2.499999,0.1583333,-0.16,-0.4230834,-0.22,-0.67,0.93,482.2211,160.652,276,44.04594,233.7,249.2846,159.4823
2.549999,0.1464167,-0.1675,-0.4358334,-0.22,-0.15,0.89,482.2211,160.652,276,44.04594,230.1577,248.9772,161.4304
2.599999,0.1143333,-0.1816667,-0.4251667,0.34,0.18,0.93,533.4999,165.2362,276,45.84235,221.1846,246.8638,164.9484
2.649999,0.1270833,-0.1670833,-0.3993333,0.05,-0.09,1.09,661.3066,170.7178,276,54.81541,226.2566,247.2953,162.3469
2.699999,0.16875,-0.1530833,-0.4393333,-0.36,-0.83,0.87,661.3066,170.7178,276,54.81541,236.7869,250.7894,158.988
2.749999,0.11725,-0.16625,-0.4145833,-0.01,0.41,0.82,383.9747,174.6391,276,39.21307,224.1939,248.149,164.2083
2.799999,0.12625,-0.15875,-0.4030833,-0.38,-0.9,0.83,383.9747,174.6391,276,39.21307,227.4944,248.5035,162.6089
2.849998,0.1193333,-0.161,-0.39125,0.18,0.33,0.9599999,603.3147,179.4896,276,48.50562,225.5459,247.6328,163.038
2.899998,0.1414167,-0.1595833,-0.4443334,0.14,-0.33,0.9700001,588.0979,184.535,276,50.45413,230.5461,250.2441,162.3454
2.949998,0.1304167,-0.15225,-0.4291667,-0.35,-0.45,0.92,588.0979,184.535,276,50.45413,229.5832,250.4675,163.0968
2.999998,0.1414167,-0.1679167,-0.4083333,0.25,0.38,0.91,519.6519,189.1767,276,46.41679,229.1035,247.6463,160.8977
3.049998,0.1383333,-0.1566667,-0.4170833,-0.12,-0.45,1.07,519.6519,189.1767,276,46.41679,230.4438,249.4126,161.6509
3.099998,0.09916667,-0.1643333,-0.4141666,-0.12,-0.07,0.8,528.7517,193.7323,276,45.55618,220.1088,248.3578,166.5348
3.149998,0.11475,-0.1618333,-0.4104167,0.37,-0.11,1.11,690.3155,199.3215,276,55.89119,224.339,248.48,164.3793
3.199998,0.1395833,-0.1493333,-0.41625,-0.47,-0.57,0.85,690.3155,199.3215,276,55.89119,232.0672,250.2641,161.4619
3.249998,0.1279167,-0.15875,-0.4235,-0.05,-0.37,0.95,461.022,203.7148,276,43.9328,227.861,249.4514,163.1932
3.299998,0.1341667,-0.1718333,-0.39125,-0.04,-0.07,0.88,599.0443,208.6165,276,49.01744,226.9826,246.2894,161.0722
3.349998,0.1476667,-0.151,-0.415,0.07,-0.11,1.11,599.0443,208.6165,276,49.01744,233.3606,250.0058,160.4133
3.399998,0.10125,-0.15625,-0.4091667,-0.36,-0.72,0.77,479.6565,212.8804,276,42.63943,221.9432,249.0995,166.1011
3.449998,0.1414167,-0.1679167,-0.4179167,0.36,0.6,1.14,479.6565,212.8804,276,42.63943,229.1035,248.11,161.3049
3.499998,0.105,-0.1566667,-0.4076666,-0.36,-0.91,0.83,577.2776,217.5701,276,46.89645,222.8305,248.9782,165.5566
3.549998,0.11475,-0.1751667,-0.4005833,0.35,0.37,1.04,652.215,222.8871,276,53.16949,222.2284,246.3813,164.0152
3.599998,0.141,-0.1655833,-0.3945833,-0.42,-0.48,0.9700001,652.215,222.8871,276,53.16949,229.4156,247.2351,160.3362
3.649998,0.1033333,-0.17,-0.406,0.27,0.27,0.88,523.9374,227.5455,276,46.58444,220.293,247.28,165.7205
3.699998,0.09958333,-0.1575,-0.38875,0.08,-0.11,1.14,695.9288,233.1162,276,55.70697,221.3042,247.9449,165.6319
3.749998,0.12625,-0.1675,-0.4264167,-0.14,-0.06,0.85,695.9288,233.1162,276,55.70697,226.0065,248.5547,163.5074
3.799998,0.1139167,-0.1479167,-0.4154167,0.2,-0.53,1.09,566.6141,238.1155,276,49.99352,226.6013,250.4008,164.6652
3.849998,0.1229167,-0.1739167,-0.4026667,-0.03,0.02,0.9,623.5837,243.2904,276,51.74901,224.251,246.6399,163.0248
3.899998,0.14475,-0.14625,-0.4291667,-0.21,-0.37,0.98,623.5837,243.2904,276,51.74901,233.7047,251.1821,161.3617
3.949997,0.105,-0.1614167,-0.40475,0.16,-0.07,0.82,474.6929,247.52,276,42.29533,222.0436,248.2576,165.4569
3.999997,0.1580833,-0.1675,-0.42475,0.08,-0.42,1.09,474.6929,247.52,276,42.29533,232.3433,248.4782,159.5858
4.049997,0.1254167,-0.1658333,-0.42875,-0.15,0.29,0.82,544.1277,251.8856,276,43.65668,226.0995,248.8544,163.6949
4.099998,0.1189167,-0.1558333,-0.3941667,-0.05,-0.93,0.93,632.9736,256.8757,276,49.90045,226.3473,248.4287,163.2119
4.149998,0.14725,-0.1570833,-0.4393333,0.24,-0.31,1.05,632.9736,256.8757,276,49.90045,232.1494,250.3255,161.4705
4.199998,0.111,-0.15875,-0.3989167,-0.06,-0.16,0.91,512.7617,261.2607,276,43.85065,223.9617,248.2998,164.4506
4.249998,0.1564167,-0.14975,-0.4468333,0.07,-0.03,1.07,512.7617,261.2607,276,43.85065,235.2474,251.4721,160.7071
4.299998,0.1020833,-0.1651667,-0.4064167,-0.22,-0.06,0.8,498.1701,265.336,276,40.75259,220.7187,247.8833,165.9002
4.349998,0.1229167,-0.14625,-0.40875,0.18,-0.06,1.15,733.8028,270.8641,276,55.28134,229.0456,250.3129,163.2632
4.399999,0.1270833,-0.1545833,-0.4108333,-0.29,0.13,0.83,733.8028,270.8641,276,55.28134,228.4237,249.3803,162.8116
4.449999,0.1358333,-0.1526667,-0.39975,-0.1,-0.46,0.88,547.4865,275.6218,276,47.57629,230.6607,249.0979,161.2325
4.499999,0.11475,-0.16475,-0.4341667,0.09,0.06,0.91,547.4865,275.6218,276,47.57629,223.8576,249.2201,165.1953
4.549999,0.1139167,-0.1630833,-0.3830833,-0.22,-0.26,1.08,656.5891,280.836,276,52.14241,223.935,246.94,163.4392
4.599999,0.1214167,-0.1493333,-0.41,0.3,0.55,1.11,634.68,286.0425,276,52.065,228.1131,249.987,163.504
4.65,0.1455833,-0.1651667,-0.4214167,-0.49,-0.83,0.77,634.68,286.0425,276,52.065,230.394,248.5982,160.9419
4.7,0.1514167,-0.1470833,-0.4018333,0.41,0.01,1.21,540.0061,290.6031,276,45.60599,234.8317,249.8958,159.3529
4.75,0.1666667,-0.1543333,-0.381,-0.16,-0.12,0.88,540.0061,290.6031,276,45.60599,236.2003,247.9484,156.3732
4.8,0.20125,-0.1405833,-0.4043333,-0.24,-0.34,0.9,486.7986,294.5831,276,39.79968,244.0638,250.8279,153.539
4.85,0.17975,-0.1458333,-0.3933333,0.19,0.12,0.87,399.156,297.7767,276,31.93625,239.9472,249.6571,155.44
4.900001,0.2614167,-0.1080833,-0.4280833,-0.21,-0.54,1.05,399.156,297.7767,276,31.93625,256.5372,255.83,148.5889
4.950001,0.2235,-0.1185,-0.39125,0.07,0.58,0.89,252.1495,299.723,276,19.46277,251.0674,253.1497,150.263
5.000001,0.2745833,-0.08141666,-0.4091667,-0.3,-1.08,0.75,225.8504,301.0746,276,13.51563,262.4844,258.7462,146.1353
5.050001,0.22225,-0.0675,-0.39,0.41,0.63,1.14,225.8504,301.0746,276,13.51563,262.1058,260.1807,150.3224
5.100001,0.2635,-0.0385,-0.39125,0.21,0.24,0.9599999,261.8199,302.464,276,13.89417,270.6873,264.3801,146.0404
5.150002,0.2404167,-0.03375,-0.3729167,-0.36,-0.56,1.07,261.8199,302.464,276,13.89417,271.009,264.8287,147.1904
5.200002,0.2855834,-0.01,-0.3651667,0.19,0.47,0.88,126.5798,302.9631,276,4.991028,276.9945,268.4314,141.9724
5.250002,0.2658334,-0.002666667,-0.3675,-0.33,-1.02,0.79,81.27226,302.8636,276,-0.9945374,278.4253,269.5843,144.1197
5.300002,0.2779167,0.01475,-0.3529167,0.41,0.85,1.18,81.27226,302.8636,276,-0.9945374,282.038,272.3932,141.7801
5.350002,0.26375,0.02558333,-0.3716667,-0.51,-0.68,0.91,35.30626,302.2599,276,-6.038025,284.5403,273.9377,144.6389
5.400002,0.2485,0.04125,-0.34475,0.27,-0.15,1.02,35.30626,302.2599,276,-6.038025,288.4249,276.8231,144.2155
5.450003,0.2754167,0.05016666,-0.3941667,-0.27,-0.38,0.84,0,301.0174,276,-12.42493,289.3232,277.2532,145.0568
5.500003,0.27625,0.06016667,-0.35,0.15,0.33,1.11,0,299.6851,276,-13.32315,291.287,279.7541,141.7165
5.550003,0.296,0.08141666,-0.3908334,-0.54,-0.48,0.81,0,297.8471,276,-18.37924,294.3792,281.7673,142.8613
5.600003,0.2716667,0.08016666,-0.3879167,0.2,-0.47,1.08,0,297.8471,276,-18.37924,295.4409,281.6763,144.9956
5.650003,0.2868333,0.08558333,-0.3741667,-0.07,0.01,0.89,0,295.903,276,-19.44092,295.6137,282.8837,142.5265
5.700004,0.2716667,0.07308333,-0.3776667,-0.18,-0.37,1.04,0,295.903,276,-19.44092,294.0571,280.9521,144.2714
5.750004,0.2951667,0.0875,-0.3585,-0.13,0.19,0.8,0,294.0973,276,-18.05713,295.5121,283.7162,140.5341
5.800004,0.2679167,0.081,-0.3764167,-0.08,-0.67,0.93,0,292.1151,276,-19.82178,295.8218,282.1441,144.5584
5.850004,0.2754167,0.08183333,-0.345,0.14,0.49,0.95,0,292.1151,276,-19.82178,295.548,283.3438,141.3993
5.900004,0.26225,0.1025,-0.36875,-0.42,-0.5,0.99,0,290.1603,276,-19.54803,300.348,285.5341,144.5801
5.950005,0.27125,0.10125,-0.3316667,0.25,0.24,0.91,0,290.1603,276,-19.54803,299.4692,286.9762,140.7224
6.000005,0.2818333,0.07666667,-0.36225,-0.23,-0.76,0.95,0,287.8134,276,-23.46918,294.2178,281.9498,142.1168
6.050005,0.275,0.07625,-0.3325,0.37,-0.23,1.22,0,285.9916,276,-18.21783,294.4973,282.916,140.407
6.100005,0.2835,0.0775,-0.3576667,-0.01,0.06,0.89,0,285.9916,276,-18.21783,294.2893,282.226,141.5983
6.150005,0.29225,0.06933332,-0.33475,-0.21,-0.37,0.89,0,284.1627,276,-18.28931,292.3461,281.7016,138.8777
6.200006,0.2830833,0.05583333,-0.3495833,0.19,0.1,0.87,0,284.1627,276,-18.28931,290.1574,279.0743,141.0004
6.250006,0.30375,0.04808333,-0.3516667,-0.11,-0.53,1.06,0,282.747,276,-14.15741,287.9952,277.7858,139.1814
6.300006,0.3083333,0.02916667,-0.39,0.06,0.61,0.92,3.47744,281.5475,276,-11.99524,284.4038,274.277,141.6702
6.350006,0.2901667,0.03166667,-0.3458333,-0.38,-0.76,0.82,3.47744,281.5475,276,-11.99524,285.2282,275.2318,140.0021
6.400006,0.2818333,0.04416667,-0.3868333,0.32,0.21,1.0,33.80289,280.6246,276,-9.22821,287.9065,276.5135,143.9242
6.450006,0.2725,0.04,-0.3316667,-0.32,-0.56,0.89,33.80289,280.6246,276,-9.22821,287.3508,276.8768,140.5932
6.500007,0.29725,0.0325,-0.40225,-0.2,-0.76,0.95,0,279.4896,276,-11.35077,285.2397,274.6192,143.5368
6.550007,0.2830833,0.02208333,-0.3670833,0.17,0.78,1.02,29.5848,278.5656,276,-9.239685,283.4606,273.4427,142.3617
6.600007,0.2605834,0.0385,-0.3585,-0.48,-0.81,0.91,29.5848,278.5656,276,-9.239685,287.4044,276.1296,143.9877
6.650007,0.2835,0.01083333,-0.37375,0.35,0.07,1.0,0,277.4251,276,-11.40439,281.1884,271.6603,142.8186
6.700007,0.2708333,0.02208333,-0.3839167,-0.34,-0.56,0.95,0,277.4251,276,-11.40439,283.6615,273.2921,144.799
6.750008,0.2391667,0.01308333,-0.3554167,0.26,0.29,1.1,52.76305,276.659,276,-7.661499,282.1312,272.1082,146.0626
6.800008,0.2914167,0.005583333,-0.406,-0.41,-0.42,0.82,56.75838,276.0459,276,-6.131165,280.0976,270.7879,144.3302
6.850008,0.2391667,0.009583333,-0.3618333,-0.1,-0.58,0.87,56.75838,276.0459,276,-6.131165,281.2946,271.5172,146.5359
6.900008,0.2808333,0.026,-0.3818333,0.22,0.24,0.93,61.4436,275.5164,276,-5.294586,284.2895,273.8954,143.666
6.950008,0.2630833,0.008333334,-0.3576667,-0.35,-0.47,1.09,64.27288,275.035,276,-4.81427,280.8143,271.3347,143.6635
7.000009,0.30625,0.0225,-0.3851667,-0.03,-0.21,1.14,64.27288,275.035,276,-4.81427,283.2019,273.3432,141.5114
7.050009,0.256,0.009166666,-0.3826667,0.13,0.41,0.98,25.76826,274.3148,276,-7.201935,281.0507,271.3723,146.2179
7.100009,0.30125,0.0235,-0.36625,-0.26,-0.99,0.73,25.76826,274.3148,276,-7.201935,283.4605,273.6713,140.5618
7.150009,0.2770833,0.009166666,-0.4018333,0.08,0.15,0.89,33.52953,273.5688,276,-7.46051,280.8948,271.3068,145.4119
7.200009,0.3,0.02725,-0.33975,-0.3,-0.5,1.03,73.11217,273.0793,276,-4.894806,284.1901,274.5857,138.5554
7.25001,0.2851667,0.02475,-0.3805833,0.13,0.44,0.9700001,73.11217,273.0793,276,-4.894806,283.9604,273.7208,143.1562
7.30001,0.2955833,0.03975,-0.3414166,-0.29,-1.11,0.73,13.98197,272.2833,276,-7.960358,286.6592,276.6409,139.1154
7.35001,0.28475,0.02125,-0.3855834,0.45,0.82,1.15,13.98197,272.2833,276,-7.960358,283.2679,273.1544,143.5544
7.40001,0.29225,0.02808333,-0.3430833,-0.2,-0.17,0.89,39.40614,271.5565,276,-7.267883,284.4889,274.6796,139.5745
7.45001,0.28725,0.03766667,-0.356,-0.35,-0.59,1.0,17.28909,270.7076,276,-8.488892,286.4705,276.0397,141.1006
7.50001,0.286,0.02875,-0.3716667,0.24,0.56,1.07,0,269.6606,276,-10.47049,284.7404,274.4233,142.4215
7.550011,0.2835,0.04808333,-0.361,-0.5,-0.87,0.8,0,269.6606,276,-10.47049,288.6261,277.5869,141.8568
7.600011,0.2951667,0.05016666,-0.35375,0.42,0.5,1.17,0,268.3979,276,-12.6261,288.6458,278.0715,140.1586
7.650011,0.2955833,0.05141666,-0.3789167,-0.12,0.04,0.93,0,268.3979,276,-12.6261,288.8679,277.7275,142.0431
7.700011,0.25725,0.04166667,-0.3491667,-0.21,-0.17,0.92,0,267.1112,276,-12.86786,288.2003,276.805,143.6189
7.750011,0.2901667,0.04291667,-0.40225,0.05,0.2,0.83,0,265.8911,276,-12.20026,287.4133,276.0899,144.1949
7.800012,0.2770833,0.04208333,-0.3333333,0.07,-0.74,1.14,0,265.8911,276,-12.20026,287.636,277.1955,140.265
7.850012,0.2720833,0.06375,-0.3733333,0.19,0.49,1.03,0,264.7275,276,-11.63605,292.1867,279.6903,143.9156
7.900012,0.2839167,0.03975,-0.3670833,-0.37,-0.81,0.8,0,264.7275,276,-11.63605,286.9699,276.1803,142.2802
7.950012,0.3095833,0.06666667,-0.3720833,-0.29,-0.31,0.89,0,263.6306,276,-10.96994,291.1527,280.158,140.2386
8.000012,0.2555833,0.03375,-0.3576667,0.17,0.25,0.86,0,262.1153,276,-15.15268,286.5224,275.3906,144.451
8.050013,0.3079167,0.07016667,-0.3895833,-0.25,-0.82,0.92,0,262.1153,276,-15.15268,291.8371,280.2099,141.6781
8.100013,0.25225,0.045,-0.3470833,0.22,0.86,1.07,0,260.5316,276,-15.8371,289.1148,277.3873,143.9914
8.150013,0.2729167,0.06058333,-0.39975,-0.4,-0.86,0.9,0,258.98,276,-15.51584,291.5158,278.6178,145.6779
8.200013,0.2601667,0.03975,-0.37,0.35,-0.12,1.05,0,258.98,276,-15.51584,287.6869,276.1319,144.8869
8.250013,0.3029167,0.0585,-0.3768333,-0.26,-0.31,0.91,5.400841,257.8113,276,-11.68686,289.9305,278.8242,141.206
8.300014,0.2501667,0.03291667,-0.37125,0.09,-0.18,1.1,5.400841,257.8113,276,-11.68686,286.4958,275.0669,146.026
8.350014,0.2939167,0.05058333,-0.3916667,-0.35,-0.0,0.82,3.701256,256.7617,276,-10.49585,288.765,277.3589,143.1145
8.400014,0.2601667,0.04808333,-0.3729167,-0.55,-0.4,0.87,0,255.4852,276,-12.76501,289.4711,277.3471,145.0983
8.450014,0.321,0.081,-0.3704167,0.03,-0.33,0.98,0,255.4852,276,-12.76501,293.1622,282.3349,139.0881
8.500014,0.2408333,0.1064167,-0.3333333,0.14,0.15,0.92,0,253.769,276,-17.16217,302.8391,287.7057,144.1519
8.550014,0.2918334,0.1414167,-0.3580833,-0.29,-0.42,0.9599999,0,253.769,276,-17.16217,304.8539,291.5504,140.8204
8.600015,0.2489167,0.1566667,-0.3185,0.22,0.35,0.93,0,250.8836,276,-28.85391,311.1861,296.1921,141.9914
8.650015,0.251,0.1779167,-0.36875,-0.3,-0.99,0.79,0,247.365,276,-35.18607,314.3302,295.7567,145.7578
8.700015,0.2420833,0.1764167,-0.3180833,0.3,0.78,1.1,0,247.365,276,-35.18607,315.0825,299.0138,142.7264
8.750015,0.2514167,0.2080833,-0.3368333,-0.49,-0.66,0.85,0,243.4568,276,-39.08246,318.6126,301.7063,143.2619
8.800015,0.21475,0.2093333,-0.30875,0.39,-0.02,1.08,0,243.4568,276,-39.08246,323.2682,304.1374,145.1796
8.850016,0.2276667,0.2270833,-0.3504167,-0.02,-0.22,0.86,0,238.73,276,-47.26822,323.9265,302.9448,146.9881
8.900016,0.1826667,0.231,-0.31125,-0.35,-0.69,0.99,0,233.9373,276,-47.92651,330.6643,306.5817,149.5921
8.950016,0.2016667,0.2245833,-0.35975,0.24,0.7,1.1,0,233.9373,276,-47.92651,327.0775,301.9756,150.7261
9.000016,0.195,0.225,-0.3385,-0.44,-0.86,0.85,0,228.8296,276,-51.07745,328.0856,303.6119,150.055
9.050016,0.1855833,0.2305833,-0.3605833,0.37,0.39,1.17,0,228.8296,276,-51.07745,330.1714,302.5978,152.7662
9.100017,0.1755833,0.2116667,-0.3351667,-0.19,-0.15,0.93,0,223.4124,276,-54.17139,329.3234,302.2735,152.3513
9.150017,0.1785,0.2314167,-0.356,-0.06,-0.05,0.9700001,0,218.0801,276,-53.32336,331.3557,303.0258,153.3706
9.200017,0.16375,0.20725,-0.3401667,-0.13,-0.04,0.82,0,218.0801,276,-53.32336,330.6874,301.3523,154.2947
9.250017,0.1876667,0.2129167,-0.3793334,0.04,-0.34,1.1,0,212.6113,276,-54.68744,327.6068,299.3051,153.6771
9.300017,0.1785,0.2116667,-0.3439167,0.03,0.53,0.89,0,212.6113,276,-54.68744,328.8588,301.6106,152.5697
9.350018,0.1880833,0.2289167,-0.37725,-0.29,-0.68,0.77,0,207.3255,276,-52.85883,329.5927,301.2495,153.5008
9.400018,0.1691667,0.20725,-0.3704167,0.28,0.31,0.9599999,0,201.9662,276,-53.59265,329.7771,299.2272,155.4541
9.450018,0.2108333,0.2185,-0.3333333,-0.31,-0.9,0.75,0,196.5885,276,-53.77713,325.023,303.2448,147.6866
9.500018,0.1855833,0.19725,-0.356,0.43,0.79,1.17,0,196.5885,276,-53.77713,325.7455,298.9897,152.4669
9.550018,0.2218333,0.2076667,-0.3516667,-0.52,-0.15,0.94,0,191.6139,276,-49.74551,322.1108,300.5628,147.756
9.600019,0.20125,0.2025,-0.3545833,0.16,-0.36,1.02,0,191.6139,276,-49.74551,324.1774,299.7304,150.4221
9.650019,0.24725,0.1964167,-0.3454167,-0.05,-0.18,0.83,0,186.7962,276,-48.17737,317.4638,299.6242,144.4048
9.700019,0.21475,0.1916667,-0.35125,-0.02,-0.1,1.13,0,182.6498,276,-41.46381,320.7492,298.62,148.5589
9.750019,0.2408333,0.2033333,-0.3266666,-0.15,0.37,0.84,0,182.6498,276,-41.46381,319.1741,301.9001,143.6007
9.800019,0.2180833,0.20725,-0.3405833,-0.05,-0.9599999,0.92,0,178.3324,276,-43.17407,322.541,301.3211,147.3676
9.850019,0.2626667,0.1891667,-0.35725,0.04,-0.25,0.9700001,0,178.3324,276,-43.17407,314.7606,297.9016,143.6749
9.90002,0.2429167,0.1739167,-0.3495833,0.1,-0.02,0.89,0,174.4563,276,-38.76059,314.6008,296.4502,145.2055
9.95002,0.275,0.20125,-0.3241667,-0.17,-0.65,1.12,0,170.5963,276,-38.60083,315.1973,301.8329,139.6911
10.00002,0.22725,0.1864167,-0.3254167,0.04,0.56,0.9,0,170.5963,276,-38.60083,318.3625,299.8065,145.072
10.05002,0.25725,0.18125,-0.3304167,-0.16,-1.12,0.8,0,166.36,276,-42.36255,314.1673,298.7469,142.097
10.10002,0.2383333,0.1655833,-0.3483333,0.29,0.57,1.03,0,166.36,276,-42.36255,313.7899,295.4245,145.6197
10.15002,0.2729167,0.1591667,-0.3226667,-0.44,-0.48,1.08,0,162.581,276,-37.78986,309.251,296.2564,139.7749
10.20002,0.2505833,0.1726667,-0.3580833,0.23,0.28,1.03,0,159.2559,276,-33.25101,313.5691,295.7432,145.016
10.25002,0.2654166,0.1735,-0.3291667,-0.32,-0.66,0.73,0,159.2559,276,-33.25101,312.1722,297.7932,141.1198
