Time,Hx,Hy,Hz,Ax,Ay,Az,Heading,PID_Output,Integral,Setpoint
5.000001,0.2143333,0.1980833,0.58725,0.19,0.5,0.68,39.52074,0,-214.2443,0
5.050001,0.2379167,0.2025,0.5616667,-0.44,-0.14,0.77,40.53659,0,-218.1964,0
5.100001,0.2341667,0.1980833,0.56,-0.45,-0.77,0.9,41.1247,0,-218.1964,0
5.150002,0.2501667,0.2033333,0.6118333,-0.02,-0.44,0.99,39.91147,0,-222.3088,0
5.200002,0.2370833,0.1916667,0.63225,0.26,0.02,0.99,39.42846,0,-222.3088,0
5.250002,0.226,0.1768333,0.5829167,0.38,0.32,0.61,38.69952,0,-226.2517,0
5.300002,0.22725,0.17875,0.5758333,0.19,0.36,0.59,38.39416,0,-230.1216,0
5.350002,0.22875,0.1933333,0.5518333,-0.3,-0.14,0.8,38.81092,0,-230.1216,0
5.400002,0.2464167,0.1941667,0.5416667,-0.39,-0.43,1.1,38.87605,0,-234.0027,0
5.450003,0.23,0.2004167,0.5616667,-0.2,-0.02,1.26,39.83615,0,-234.0027,0
5.500003,0.2454167,0.1933333,0.5918334,0.39,0.04,1.19,39.17835,0,-237.9863,0
5.550003,0.2493333,0.19725,0.6254167,0.03,-0.32,1.15,39.21539,0,-241.9041,0
5.600003,0.23875,0.1820833,0.5970833,0.26,0.1,0.9700001,37.9697,0,-245.7011,0
5.650003,0.2391667,0.1764167,0.59225,0.52,0.35,0.8,37.36418,0,-245.7011,0
5.700004,0.2164167,0.1735,0.5845833,0.31,0.66,0.58,37.48787,0,-249.4375,0
5.750004,0.2370833,0.1835,0.5375,-0.09,0.41,0.71,37.62402,0,-249.4375,0
5.800004,0.245,0.1843333,0.5501667,-0.32,-0.0,0.86,37.80518,0,-253.1999,0
5.850004,0.24,0.1933333,0.571,-0.32,-0.25,1.14,37.84999,0,-253.1999,0
5.900004,0.23875,0.1993333,0.5633333,-0.11,-0.49,1.28,38.55637,0,-256.9849,0
5.950005,0.2441667,0.1829167,0.57625,0.47,0.21,1.16,38.51687,0,-260.8406,0
6.000005,0.2480833,0.1775,0.6054167,0.52,0.72,1.12,37.4268,0,-260.8406,0
6.050005,0.2618333,0.1843333,0.57625,0.27,0.46,0.9,35.8559,0,-264.5833,0
6.100005,0.2235,0.1835,0.5935,0.02,-0.04,0.93,36.70536,0,-264.5833,0
6.150005,0.21475,0.17875,0.5868334,-0.36,-0.49,1.12,38.10189,0,-268.2538,0
6.200006,0.21475,0.19375,0.5689167,-0.3,-0.74,1.13,40.40563,0,-272.064,0
6.250006,0.2391667,0.18475,0.5591667,-0.42,0.13,0.83,39.83835,0,-272.064,0
6.300006,0.23375,0.19475,0.56375,-0.39,-0.26,1.04,39.84728,0,-276.0478,0
6.350006,0.2489167,0.2085,0.5293334,-0.25,-0.04,1.23,39.14508,0,-276.0478,0
6.400006,0.2585,0.2029167,0.566,0.29,-0.1,1.23,39.29373,0,-279.9623,0
6.450006,0.25475,0.1920833,0.59225,0.52,0.59,1.21,38.36607,0,-283.8917,0
6.500007,0.2458333,0.186,0.5795834,0.42,0.41,0.9599999,37.41973,0,-283.8917,0
6.550007,0.2535,0.1868333,0.55625,0.01,0.24,0.88,36.83961,0,-287.6337,0
6.600007,0.21,0.1943333,0.6,-0.24,-0.32,0.98,38.76112,0,-287.6337,0
6.650007,0.2155833,0.17475,0.5655833,-0.27,-0.69,0.9700001,39.39992,0,-291.5098,0
6.700007,0.22475,0.1941667,0.5739167,-0.18,-0.61,1.18,40.87783,0,-295.4498,0
6.750008,0.2530833,0.1825,0.5726666,0.41,-0.25,1.15,38.54934,0,-295.4498,0
6.800008,0.2079167,0.1868333,0.5854167,0.5,0.46,0.93,39.52095,0,-299.3047,0
6.850008,0.256,0.1916667,0.5420833,0.45,0.64,0.66,38.18683,0,-299.3047,0
6.900008,0.2429167,0.1885,0.5758333,0.45,0.63,1.21,38.85862,0,-303.1234,0
6.950008,0.2551667,0.1964167,0.58375,0.5,0.58,0.9599999,37.40689,0,-307.0092,0
7.000009,0.2329167,0.1816667,0.6105833,0.3,0.39,0.95,37.78383,0,-307.0092,0
7.050009,0.25475,0.1964167,0.58,-0.14,-0.02,0.99,37.72446,0,-310.7876,0
7.100009,0.2264167,0.1929167,0.5845833,-0.33,-0.57,0.9700001,38.67273,0,-310.7876,0
7.150009,0.1983333,0.1808333,0.6130834,-0.22,-0.79,1.22,40.1409,0,-314.6549,0
7.200009,0.2489167,0.1933333,0.5804167,-0.13,-0.42,1.11,40.20877,0,-318.669,0
7.25001,0.2468333,0.1941667,0.54725,0.46,-0.17,1.03,39.46119,0,-318.669,0
7.30001,0.2480833,0.1829167,0.5743333,0.51,0.58,0.81,37.47606,0,-322.6151,0
7.35001,0.24,0.19375,0.5433333,0.33,0.63,0.59,37.83513,0,-322.6151,0
7.40001,0.23125,0.2029167,0.5825,-0.04,0.49,0.7,38.86065,0,-326.3986,0
7.45001,0.2304167,0.1825,0.5816667,-0.36,-0.36,0.95,39.5202,0,-330.2847,0
7.50001,0.24725,0.1989167,0.5943334,-0.08,-0.33,1.13,39.48807,0,-330.2847,0
7.550011,0.2458333,0.1955833,0.5743333,0.31,0.25,1.05,38.56784,0,-334.2335,0
7.600011,0.211,0.1830833,0.59625,-0.09,-0.91,1.32,39.42357,0,-334.2335,0
7.650011,0.2243333,0.1904167,0.5901667,0.13,-0.57,1.24,39.92615,0,-338.1759,0
7.700011,0.2126667,0.1775,0.5354167,0.48,0.07,1.08,40.37421,0,-342.1685,0
7.750011,0.2041667,0.2025,0.591,0.55,0.35,0.85,41.64662,0,-342.1685,0
7.800012,0.2255833,0.2068333,0.5914166,0.35,0.71,0.59,42.37735,0,-346.3332,0
7.850012,0.2391667,0.1885,0.5501667,0.11,0.33,0.62,41.84195,0,-346.3332,0
7.900012,0.2441667,0.19975,0.5575,-0.36,0.17,0.83,40.01563,0,-350.5174,0
7.950012,0.21225,0.18,0.5770833,-0.3,-0.1,1.01,39.27652,0,-354.5189,0
8.000012,0.2366667,0.2025,0.58975,-0.14,0.03,1.26,40.04582,0,-354.5189,0
8.050013,0.2291667,0.1904167,0.58975,0.4,0.17,1.17,40.19158,0,-358.5235,0
8.100013,0.23875,0.18475,0.59225,0.53,0.69,1.2,39.33613,0,-358.5235,0
8.150013,0.2276667,0.18125,0.5995833,0.4,0.51,0.9700001,38.66033,0,-362.4571,0
8.200013,0.20375,0.1755833,0.6168333,0.17,0.24,0.88,39.00363,0,-366.3232,0
8.250013,0.2295833,0.1795833,0.5668333,-0.23,-0.27,0.98,39.10347,0,-366.3232,0
8.300014,0.221,0.2029167,0.5689167,0.02,0.57,0.65,40.44793,0,-370.2335,0
8.350014,0.2395833,0.1764167,0.5693333,-0.23,0.09,0.8,38.98546,0,-374.2783,0
8.400014,0.2354167,0.1880833,0.5501667,-0.36,-0.27,0.92,39.18202,0,-374.2783,0
8.450014,0.2530833,0.2080833,0.5816667,-0.29,-0.75,1.24,38.13849,0,-378.1965,0
8.500014,0.2375,0.18725,0.5775,0.21,-0.31,1.35,38.76749,0,-382.0732,0
8.550014,0.2168333,0.1985,0.5885,0.35,-0.52,1.24,40.05077,0,-382.0732,0
8.600015,0.2493333,0.18125,0.57875,0.43,0.03,1.02,38.91345,0,-386.0783,0
8.650015,0.2126667,0.1743333,0.6089167,0.28,-0.09,0.77,39.27684,0,-386.0783,0
8.700015,0.21475,0.2025,0.6,0.16,0.12,0.62,39.55878,0,-390.006,0
8.750015,0.2108333,0.1955833,0.591,-0.38,-0.39,0.77,41.83753,0,-390.006,0
8.800015,0.2176667,0.2008333,0.56125,-0.51,-0.16,0.78,42.95535,0,-394.1897,0
8.850016,0.2489167,0.1955833,0.5530834,-0.42,-0.05,0.93,41.23526,0,-398.4853,0
8.900016,0.2189167,0.1880833,0.555,-0.29,-0.11,1.16,40.50746,0,-398.4853,0
8.950016,0.2255833,0.2020833,0.5625,-0.39,-0.47,1.17,40.22685,0,-402.536,0
9.000016,0.2416667,0.2068333,0.5595833,-0.26,-0.82,1.22,41.02715,0,-402.536,0
9.050016,0.2433333,0.1925,0.5885,-0.21,-0.53,1.12,40.25371,0,-406.6387,0
9.100017,0.25225,0.1751667,0.6068334,0.35,-0.3,1.12,37.89437,0,-410.6641,0
9.150017,0.23125,0.1808333,0.59225,0.55,0.42,0.87,37.04963,0,-410.6641,0
9.200017,0.2283333,0.1951667,0.5876667,0.44,0.64,0.64,37.77451,0,-414.369,0
9.250017,0.23,0.19375,0.5876667,0.14,0.63,0.61,39.55241,0,-414.369,0
9.300017,0.22225,0.2004167,0.5730834,-0.15,0.23,0.75,40.89181,0,-418.3243,0
9.350018,0.2143333,0.18875,0.5530834,-0.4,-0.13,0.99,41.17393,0,-422.4135,0
9.400018,0.2243333,0.1989167,0.6004167,-0.12,-0.24,1.23,41.65825,0,-422.4135,0
9.450018,0.2143333,0.19125,0.5855833,0.04,0.25,1.33,41.55813,0,-426.5793,0
9.500018,0.2441667,0.1925,0.5505834,0.5,0.12,1.19,40.51938,0,-426.5793,0
9.550018,0.2493333,0.1904167,0.5554166,0.5,0.61,1.06,39.12126,0,-430.6312,0
9.600019,0.2425,0.2064167,0.5825,0.22,0.23,0.92,38.67524,0,-434.5434,0
9.650019,0.2383333,0.18125,0.5743333,0.51,0.59,0.81,38.34207,0,-434.5434,0
9.700019,0.2568333,0.20125,0.5668333,0.39,0.7,0.64,38.57958,0,-438.3776,0
9.750019,0.2304167,0.196,0.5855833,0.09,0.42,0.56,38.57327,0,-438.3776,0
9.800019,0.2366667,0.1993333,0.586,-0.14,-0.0,0.71,39.52436,0,-442.2349,0
9.850019,0.2218333,0.1908333,0.5685,-0.38,-0.62,0.9599999,40.39846,0,-446.1873,0
9.90002,0.2041667,0.1968333,0.5930833,-0.38,-0.71,1.18,41.58738,0,-446.1873,0
9.95002,0.2333333,0.1980833,0.5370833,-0.04,-0.9,1.37,41.66171,0,-450.3461,0
