Time,Hx,Hy,Hz,Ax,Ay,Az,Heading,PID_Output,Integral,Setpoint
0.9500002,0.18475,-0.1880833,0.321,-0.3,-0.43,0.65,310.0388,0,-170.8655,148,-160.2036
1.0,0.2008333,-0.19,0.301,0.11,0.76,0.7,314.594,0,-187.0694,148,-162.0388
1.05,0.1818333,-0.1904167,0.2943333,-0.02,-0.08,1.39,314.9182,0,-203.7288,148,-166.594
1.1,0.1530833,-0.2054167,0.3380833,-0.16,-0.21,0.7,312.3205,0,-203.7288,148,-166.594
1.15,0.165,-0.18875,0.3185,0.11,0.73,1.08,310.511,0,-220.1608,148,-164.3205
1.2,0.12875,-0.1968333,0.3758333,0.11,0.46,0.68,307.0143,0,-220.1608,148,-164.3205
1.25,0.1576667,-0.19725,0.34475,-0.15,-1.25,1.11,307.6614,0,-236.0623,148,-159.0143
1.3,0.1855833,-0.2004167,0.3393333,0.04,1.35,1.22,308.2082,0,-252.0284,148,-159.6614
1.35,0.13,-0.19975,0.34625,-0.02,-0.07,0.45,308.1641,0,-252.0284,148,-159.6614
1.4,0.1333333,-0.1820833,0.3266666,-0.23,-1.31,0.84,307.3567,0,-268.0448,148,-160.1641
1.45,0.1430833,-0.1830833,0.35975,-0.22,-0.22,1.22,305.7597,0,-268.0448,148,-160.1641
1.5,0.1620833,-0.18475,0.3345833,0.16,0.69,0.85,308.4944,0,-283.8208,148,-157.7597
1.55,0.1379167,-0.2116667,0.3316667,0.18,0.28,0.55,307.4522,0,-299.8702,148,-160.4944
1.6,0.13875,-0.1885,0.3189167,0.03,-0.73,0.64,306.9013,0,-299.8702,148,-160.4944
1.65,0.1354167,-0.1804167,0.3245833,-0.09,-1.42,0.85,305.4447,0,-315.7603,148,-158.9013
1.699999,0.1505833,-0.18,0.3205833,-0.15,-1.49,0.9599999,307.7206,0,-315.7603,148,-158.9013
1.749999,0.146,-0.1908333,0.2955833,-0.23,-1.11,0.9700001,308.0748,0,-331.7324,148,-159.7206
1.799999,0.1505833,-0.1543333,0.2980833,0.23,-0.07,0.72,310.5429,0,-347.7399,148,-160.0748
1.849999,0.1666667,-0.17,0.2980833,0.27,0.29,0.67,312.0488,0,-347.7399,148,-160.0748
1.899999,0.1535,-0.1566667,0.27725,0.18,-0.3,0.5,314.3811,0,-364.1448,148,-164.0488
1.949999,0.1426667,-0.1768333,0.2718333,0.04,0.14,0.52,312.5813,0,-364.1448,148,-164.0488
1.999999,0.1591667,-0.1635,0.30875,0.06,0.87,0.71,312.5139,0,-380.6029,148,-164.5813
2.049999,0.1625,-0.1864167,0.296,0.05,0.77,1.15,311.4018,0,-397.0543,148,-164.5139
2.099999,0.1539167,-0.1626667,0.29725,-0.02,-0.29,1.28,312.9087,0,-397.0543,148,-164.5139
2.149999,0.13375,-0.1739167,0.3058333,-0.39,-0.55,1.12,310.6858,0,-413.5452,148,-164.9087
2.199999,0.1241667,-0.1891667,0.3414166,-0.28,-0.46,1.26,308.0864,0,-413.5452,148,-164.9087
2.249999,0.1275,-0.1779167,0.356,0.02,-1.24,0.87,305.4896,0,-429.5538,148,-160.0864
2.299999,0.1476667,-0.1505833,0.3670833,0.07,0.31,0.47,307.7822,0,-445.3028,148,-157.4896
2.349999,0.156,-0.1530833,0.3129167,0.12,1.11,0.83,311.8689,0,-445.3028,148,-157.4896
2.399999,0.1476667,-0.1570833,0.3241667,-0.24,-0.64,1.06,314.4035,0,-461.6897,148,-163.8689
2.449999,0.13,-0.1775,0.2993333,-0.05,-0.84,1.01,311.6632,0,-478.33,148,-166.4035
2.499999,0.12625,-0.1779167,0.3368333,0.34,0.22,0.5,308.2695,0,-478.33,148,-166.4035
2.549999,0.1130833,-0.1816667,0.3435,-0.01,0.99,0.94,304.4933,0,-494.357,148,-160.2695
2.599999,0.146,-0.18725,0.3504167,-0.19,-0.82,1.46,305.0682,0,-510.0063,148,-156.4933
2.649999,0.1345833,-0.1626667,0.3201667,-0.17,-0.77,0.72,306.4826,0,-510.0063,148,-156.4933
2.699999,0.11725,-0.161,0.3054167,0.29,0.55,0.84,307.8703,0,-525.8546,148,-158.4826
2.749999,0.11225,-0.155,0.3401667,-0.03,0.61,0.93,307.193,0,-525.8546,148,-158.4826
2.799999,0.1218333,-0.17875,0.3108333,-0.38,-0.08,1.4,305.418,0,-541.7739,148,-159.193
2.849998,0.1325,-0.1539167,0.3151667,0.08,-0.63,0.43,306.9711,0,-557.5157,148,-157.418
2.899998,0.1275,-0.1535,0.3139167,0.07,1.15,1.11,308.2384,0,-557.5157,148,-157.418
2.949998,0.1279167,-0.1445833,0.3393333,-0.2,-0.7,1.35,310.6458,0,-573.5396,148,-160.2384
2.999998,0.1625,-0.1583333,0.3033333,0.31,0.6,0.9,312.3192,0,-573.5396,148,-160.2384
3.049998,0.1205833,-0.14625,0.3041667,-0.34,-0.14,1.06,312.2499,0,-589.9715,148,-164.3192
3.099998,0.141,-0.1695833,0.3129167,-0.06,-1.1,1.06,311.6638,0,-606.3965,148,-164.2499
3.149998,0.1476667,-0.145,0.3095833,0.1,0.77,0.51,311.5898,0,-606.3965,148,-164.2499
3.199998,0.09666666,-0.1566667,0.3001667,-0.1,-0.09,1.36,308.9798,0,-622.7555,148,-163.5898
3.249998,0.141,-0.1418333,0.3355833,-0.26,-0.82,0.81,310.6762,0,-622.7555,148,-163.5898
3.299998,0.1535,-0.1470833,0.3168334,0.38,0.44,0.85,310.9099,0,-639.0231,148,-162.6762
3.349998,0.1316667,-0.1614167,0.2943333,-0.26,0.16,1.06,313.4193,0,-655.3141,148,-162.9099
3.399998,0.1233333,-0.1643333,0.3116667,-0.1,-1.24,1.11,310.7718,0,-655.3141,148,-162.9099
3.449998,0.13125,-0.1566667,0.3129167,0.07,0.04,0.56,308.6825,0,-671.5912,148,-162.7718
3.499998,0.1526667,-0.14375,0.3241667,-0.11,-0.32,1.37,311.1889,0,-671.5912,148,-162.7718
3.549998,0.1176667,-0.1575,0.305,0.31,0.49,0.92,311.1471,0,-687.9102,148,-163.1889
3.599998,0.1476667,-0.1708333,0.3414166,-0.41,-0.31,1.09,311.442,0,-704.2249,148,-163.1471
3.649998,0.1245833,-0.1595833,0.3005833,0.05,-0.77,0.89,308.5271,0,-704.2249,148,-163.1471
3.699998,0.12625,-0.1595833,0.3341667,0.03,1.06,0.74,309.0555,0,-720.2776,148,-160.5271
3.749998,0.1304167,-0.1658333,0.33725,-0.21,-1.02,1.42,308.1698,0,-720.2776,148,-160.5271
3.799998,0.1189167,-0.1591667,0.3333333,0.03,0.08,0.64,307.765,0,-736.2946,148,-160.1698
3.849998,0.1201667,-0.2004167,0.336,0.13,0.4,0.94,305.2977,0,-752.2711,148,-159.765
3.899998,0.1214167,-0.1666667,0.3635,-0.41,-0.75,1.34,304.5946,0,-752.2711,148,-159.765
3.949997,0.1430833,-0.1591667,0.321,0.28,0.05,0.46,306.3245,0,-767.9305,148,-156.5946
3.999997,0.1155833,-0.196,0.3418333,-0.06,0.47,1.23,306.1852,0,-767.9305,148,-156.5946
4.049997,0.1576667,-0.18,0.3520833,-0.2,-1.07,0.83,307.8994,0,-783.7491,148,-158.1852
4.099998,0.1383333,-0.1795833,0.32875,0.33,0.66,0.89,306.4505,0,-799.739,148,-159.8994
4.149998,0.1443333,-0.1916667,0.3125,0.03,-0.55,0.98,308.6015,0,-799.739,148,-159.8994
4.199998,0.1608333,-0.1630833,0.3164167,0.08,0.84,0.98,309.7302,0,-815.7991,148,-160.6015
4.249998,0.1418333,-0.1751667,0.321,-0.14,-1.39,0.74,310.1935,0,-832.0185,148,-162.1935
4.299998,0.17125,-0.17875,0.3295834,0.11,0.85,0.61,312.4572,0,-832.0185,148,-162.1935
4.349998,0.1604167,-0.1726667,0.2854167,-0.19,-0.52,1.26,311.8878,0,-848.4642,148,-164.4572
4.399999,0.1341667,-0.1933333,0.3341667,-0.06,-0.5,0.94,310.4752,0,-848.4642,148,-164.4572
4.449999,0.1608333,-0.1779167,0.285,0.15,0.76,0.7,309.922,0,-864.7117,148,-162.4752
4.499999,0.1729167,-0.1714167,0.3125,-0.29,-0.86,1.2,310.7073,0,-880.9825,148,-162.7073
4.549999,0.1580833,-0.1675,0.3030833,0.09,0.15,0.59,313.5686,0,-880.9825,148,-162.7073
4.599999,0.1670833,-0.14975,0.31125,0.01,0.16,1.36,315.5748,0,-897.5394,148,-165.5686
4.65,0.1555833,-0.176,0.2895833,-0.03,-0.69,0.83,314.3171,0,-897.5394,148,-165.5686
4.7,0.15225,-0.1683333,0.3258333,0.15,0.44,0.77,313.912,0,-914.1711,148,-166.3171
4.75,0.1764167,-0.176,0.3116667,-0.3,-0.7,1.46,312.8907,0,-930.7623,148,-165.912
4.8,0.1485,-0.1726667,0.3151667,0.07,0.03,0.5,312.6308,0,-930.7623,148,-165.912
4.85,0.1535,-0.1775,0.33725,0.04,0.26,1.17,312.2058,0,-947.2253,148,-164.6308
4.900001,0.16,-0.1768333,0.2904167,-0.37,-0.71,0.91,311.2296,0,-963.6459,148,-164.2058
4.950001,0.1176667,-0.19,0.3189167,0.37,0.41,0.65,308.2539,0,-963.6459,148,-164.2058
5.000001,0.1430833,-0.18725,0.35375,-0.35,0.47,1.37,307.0978,0,-979.6713,148,-160.2539
5.050001,0.1518333,-0.1751667,0.3333333,0.04,-1.29,0.6,306.691,0,-979.6713,148,-160.2539
5.100001,0.1304167,-0.1743333,0.3458333,0.1,1.04,1.08,308.3676,0,-995.5404,148,-158.691
5.150002,0.13125,-0.1591667,0.3414166,-0.34,-0.88,0.9700001,309.0758,0,-1011.577,148,-160.3676
5.200002,0.11475,-0.17875,0.355,0.18,-0.12,0.83,306.3359,0,-1011.577,148,-160.3676
5.250002,0.1505833,-0.1876667,0.3479167,-0.06,0.63,1.18,306.9839,0,-1027.411,148,-158.3359
5.300002,0.1785,-0.1726667,0.3185,0.01,-1.32,0.82,309.1313,0,-1027.411,148,-158.3359
5.350002,0.1435,-0.1730833,0.3176667,-0.23,-1.14,1.39,311.4522,0,-1043.524,148,-161.1313
5.400002,0.146,-0.1891667,0.3120833,0.12,0.41,0.82,311.0914,0,-1059.869,148,-163.4522
5.450003,0.1291667,-0.1545833,0.3205833,-0.05,0.0,1.07,309.068,0,-1059.869,148,-163.4522
5.500003,0.12375,-0.1675,0.3380833,-0.17,-0.93,1.12,307.9999,0,-1075.976,148,-161.068
5.550003,0.1608333,-0.155,0.3054167,0.14,0.79,0.56,310.7989,0,-1075.976,148,-161.068
5.600003,0.1576667,-0.1658333,0.31125,-0.17,-0.76,1.25,312.0231,0,-1092.256,148,-162.7989
5.650003,0.1564167,-0.1639167,0.3125,0.12,0.11,0.62,314.4236,0,-1108.658,148,-164.0231
5.700004,0.1395833,-0.15625,0.2658334,0.06,0.18,1.12,312.9961,0,-1108.658,148,-164.0231
5.750004,0.1229167,-0.18725,0.2904167,-0.34,-0.78,1.1,309.5721,0,-1125.158,148,-164.9961
5.800004,0.15475,-0.1475,0.3214167,0.29,0.53,0.53,310.4773,0,-1125.158,148,-164.9961
5.850004,0.1168333,-0.16,0.2980833,-0.23,-0.35,1.41,308.5978,0,-1141.406,148,-162.4773
5.900004,0.1218333,-0.1543333,0.3193333,-0.06,0.89,1.31,310.2665,0,-1157.465,148,-160.5978
5.950005,0.1316667,-0.155,0.3104167,-0.21,-0.63,0.73,308.2573,0,-1157.465,148,-160.5978
6.000005,0.1295833,-0.14975,0.3079167,0.31,0.51,0.85,309.8351,0,-1173.491,148,-160.2573
6.050005,0.1505833,-0.161,0.3426666,-0.47,-0.47,1.26,311.4342,0,-1189.834,148,-163.4342
6.100005,0.13375,-0.1514167,0.33975,0.21,-0.19,0.46,311.8036,0,-1189.834,148,-163.4342
6.150005,0.1080833,-0.1714167,0.3504167,-0.18,0.52,1.43,308.9243,0,-1206.215,148,-163.8036
6.200006,0.13625,-0.17125,0.3589167,-0.05,-0.93,0.59,307.398,0,-1206.215,148,-163.8036
6.250006,0.11725,-0.1583333,0.3426666,0.18,0.61,1.0,305.7534,0,-1222.155,148,-159.398
6.300006,0.1379167,-0.176,0.3443333,-0.48,-0.37,1.23,307.7034,0,-1238.125,148,-159.7034
6.350006,0.1379167,-0.1630833,0.361,0.51,-0.31,0.67,308.2748,0,-1238.125,148,-159.7034
6.400006,0.1080833,-0.1618333,0.305,-0.22,0.61,1.31,307.3471,0,-1254.152,148,-160.2748
6.450006,0.07475,-0.141,0.3443333,-0.16,-1.2,0.56,303.9627,0,-1254.152,148,-160.2748
6.500007,0.03891666,-0.1289167,0.2964167,-0.3,-1.04,0.9700001,296.1551,0,-1269.749,148,-155.9627
6.550007,0.02458333,-0.1314167,0.3005833,0.3,0.62,0.88,288.4411,0,-1284.564,148,-148.1551
6.600007,-0.03808333,-0.08666667,0.2858333,-0.39,-0.41,1.06,271.2238,0,-1284.564,148,-148.1551
6.650007,-0.0485,-0.11975,0.2854167,0.14,-0.46,0.58,258.2751,0,-1296.887,148,-123.2238
6.700007,-0.08016666,-0.09516667,0.30375,-0.24,0.75,1.27,241.3732,0,-1296.887,148,-123.2238
6.750008,-0.1135,-0.1176667,0.2495833,-0.03,-0.81,0.66,234.6246,0,-1306.224,148,-93.37318
6.800008,-0.1695833,-0.1301667,0.2535,0.12,0.85,1.05,224.4771,0,-1314.886,148,-86.62465
6.850008,-0.1405833,-0.1164167,0.2101667,-0.39,-1.02,0.9599999,221.0565,0,-1314.886,148,-86.62465
6.900008,-0.1889167,-0.1393333,0.2380833,0.38,0.38,0.87,217.849,0,-1322.192,148,-73.05646
6.950008,-0.2226667,-0.1829167,0.2291667,-0.38,-0.08,1.18,218.4803,0,-1322.192,148,-73.05646
7.000009,-0.2366667,-0.1820833,0.2195833,0.08,-0.68,0.73,217.7954,0,-1329.24,148,-70.48027
7.050009,-0.2818333,-0.2166667,0.2,0.08,1.03,1.23,218.1761,0,-1336.22,148,-69.79539
7.100009,-0.2779167,-0.2483333,0.2351667,-0.24,-1.17,0.75,218.9694,0,-1336.22,148,-69.79539
7.150009,-0.2935,-0.2508333,0.2258333,0.34,0.56,0.9,219.9509,0,-1343.317,148,-70.96941
7.200009,-0.3029167,-0.2820833,0.2004167,-0.51,-0.46,1.19,221.7537,0,-1350.512,148,-71.95094
7.25001,-0.2725,-0.3251667,0.2633333,0.26,-0.8,0.55,224.5048,0,-1350.512,148,-71.95094
7.30001,-0.3176667,-0.3375,0.2291667,-0.09,1.01,1.21,226.5768,0,-1358.162,148,-76.50482
7.35001,-0.3239167,-0.3645833,0.2351667,-0.14,-1.36,0.74,228.3834,0,-1358.162,148,-76.50482
7.40001,-0.275,-0.37625,0.2483333,0.25,0.69,0.9700001,229.6504,0,-1366.2,148,-80.38341
7.45001,-0.3070833,-0.3818333,0.2176667,-0.5,-0.37,1.07,231.1366,0,-1374.365,148,-81.65044
7.50001,-0.3326667,-0.44125,0.2241667,0.05,-0.63,0.92,232.6721,0,-1374.365,148,-81.65044
7.550011,-0.2814167,-0.42725,0.2004167,-0.02,0.88,0.87,233.6025,0,-1382.833,148,-84.6721
7.600011,-0.3075,-0.4525,0.2105833,-0.18,-1.37,1.22,235.1389,0,-1382.833,148,-84.6721
7.650011,-0.2893333,-0.4533333,0.1833333,-0.26,-0.38,1.34,236.6275,0,-1391.547,148,-87.13887
7.700011,-0.2716667,-0.4975,0.176,0.16,-0.29,0.78,238.2056,0,-1400.409,148,-88.6275
7.750011,-0.2614167,-0.5004167,0.2245833,-0.09,0.16,0.9599999,240.4109,0,-1400.409,148,-88.6275
7.800012,-0.2679167,-0.5458333,0.1808333,-0.09,-0.92,1.08,242.5455,0,-1409.65,148,-92.41093
7.850012,-0.24125,-0.5505834,0.1714167,0.06,0.43,0.69,244.2041,0,-1419.271,148,-96.20409
7.900012,-0.2130833,-0.5470833,0.2008333,-0.23,-1.11,1.4,246.3048,0,-1419.271,148,-96.20409
7.950012,-0.24,-0.57,0.1879167,0.11,0.42,0.64,247.4081,0,-1429.101,148,-98.30476
8.000012,-0.2358333,-0.5941667,0.1889167,-0.07,-0.08,1.09,248.079,0,-1429.101,148,-98.30476
8.050013,-0.2108333,-0.5980833,0.16625,-0.12,-0.86,1.06,248.6998,0,-1439.109,148,-100.079
8.100013,-0.2395833,-0.60375,0.20375,0.09,0.86,0.99,249.0961,0,-1449.219,148,-101.0961
8.150013,-0.1901667,-0.611,0.1816667,-0.13,-1.05,1.12,250.5497,0,-1449.219,148,-101.0961
8.200013,-0.1745833,-0.646,0.18625,-0.01,0.18,1.42,251.9814,0,-1459.474,148,-102.5497
8.250013,-0.16375,-0.6430833,0.2295833,-0.01,-0.64,0.68,254.4343,0,-1459.474,148,-102.5497
8.300014,-0.13875,-0.641,0.1880833,0.09,0.52,0.88,256.1258,0,-1470.117,148,-106.4343
8.350014,-0.1143333,-0.67,0.2093333,-0.25,-1.04,1.27,257.9388,0,-1480.93,148,-108.1258
8.400014,-0.09416667,-0.6379167,0.2208333,0.14,0.69,0.5,259.9017,0,-1480.93,148,-108.1258
8.450014,-0.1439167,-0.6395833,0.2,-0.2,-0.62,1.44,259.7458,0,-1492.12,148,-111.9017
8.500014,-0.09083334,-0.656,0.23975,-0.0,0.0,0.57,260.3461,0,-1492.12,148,-111.9017
8.550014,-0.07975,-0.6439167,0.23975,0.1,0.26,1.04,260.7917,0,-1503.355,148,-112.3461
8.600015,-0.0975,-0.6747499,0.2825,-0.03,-0.87,0.98,262.2781,0,-1514.634,148,-112.7917
8.650015,-0.05416667,-0.646,0.2279167,0.03,0.88,0.8,263.3082,0,-1514.634,148,-112.7917
8.700015,-0.0575,-0.6655833,0.2126667,-0.21,-1.24,1.33,264.0157,0,-1526.165,148,-115.3082
8.750015,-0.0575,-0.6689167,0.2620833,0.1,0.67,0.58,265.1188,0,-1526.165,148,-115.3082
8.800015,-0.03766667,-0.6516666,0.2530833,-0.19,-0.47,0.7,265.6138,0,-1537.876,148,-117.1188
8.850016,-0.07308333,-0.6725,0.23975,0.26,0.54,0.78,265.1922,0,-1549.638,148,-117.6138
8.900016,-0.03766667,-0.6780834,0.2475,-0.4,-0.71,1.2,265.7701,0,-1549.638,148,-117.6138
8.950016,-0.01725,-0.65225,0.225,0.1,0.17,0.59,266.3678,0,-1561.415,148,-117.7701
9.000016,-0.041,-0.6583333,0.2389167,-0.1,0.03,1.44,267.2473,0,-1561.415,148,-117.7701
9.050016,-0.04766666,-0.6518333,0.2458333,0.04,-0.53,0.6,266.913,0,-1573.339,148,-119.2473
9.100017,-0.04016666,-0.6808333,0.2025,0.04,0.52,1.07,266.2925,0,-1585.231,148,-118.913
9.150017,-0.04141667,-0.68725,0.2441667,-0.24,-0.93,1.14,266.3308,0,-1585.231,148,-118.913
9.200017,-0.005583333,-0.6579166,0.2258333,0.17,0.75,0.54,267.5629,0,-1597.064,148,-118.3308
9.250017,-0.03083333,-0.6695833,0.2208333,-0.23,-0.75,1.44,267.8095,0,-1597.064,148,-118.3308
9.300017,-0.05016666,-0.6716667,0.2195833,0.03,0.14,0.52,267.5352,0,-1609.045,148,-119.8095
9.350018,-0.01725,-0.66475,0.2314167,-0.15,-0.14,1.04,267.2018,0,-1620.998,148,-119.5352
9.400018,-0.05183333,-0.6708333,0.2176667,0.21,-0.29,0.79,266.6079,0,-1632.859,148,-118.6079
9.450018,-0.02875,-0.6575,0.2016667,-0.09,0.7,1.05,267.1972,0,-1632.859,148,-118.6079
9.500018,-0.02125,-0.66,0.2016667,-0.14,-1.32,0.99,267.078,0,-1644.779,148,-119.1972
9.550018,-0.04225,-0.6789167,0.2305833,0.19,0.95,0.84,267.3637,0,-1644.779,148,-119.1972
9.600019,-0.041,-0.6691667,0.1893333,-0.37,-0.74,1.12,267.0296,0,-1656.715,148,-119.3637
9.650019,-0.03808333,-0.6733334,0.2168333,0.38,-0.22,0.74,266.5652,0,-1668.618,148,-119.0296
9.700019,-0.06833333,-0.6639166,0.2743333,-0.3,0.62,1.26,265.7934,0,-1668.618,148,-119.0296
9.750019,-0.065,-0.65875,0.2041667,-0.0,-1.32,0.64,265.0837,0,-1680.398,148,-117.7934
9.800019,-0.0735,-0.66475,0.2483333,0.1,1.01,1.06,264.0596,0,-1680.398,148,-117.7934
9.850019,-0.06375,-0.65475,0.24625,-0.41,-0.9700001,0.78,264.1648,0,-1692.004,148,-116.0596
9.90002,-0.1114167,-0.6716667,0.2380833,0.33,0.28,0.79,262.9037,0,-1703.62,148,-116.1648
9.95002,-0.051,-0.6708333,0.2330833,0.22,-0.85,0.67,263.5576,0,-1703.62,148,-116.1648
10.00002,-0.06666667,-0.6579166,0.2225,-0.09,0.66,1.1,263.4826,0,-1715.176,148,-115.5576
10.05002,-0.1029167,-0.6564167,0.2425,-0.12,-1.22,0.87,263.6519,0,-1715.176,148,-115.5576
10.10002,-0.065,-0.6504167,0.2066667,0.14,0.91,1.1,263.1988,0,-1726.741,148,-115.6519
10.15002,-0.07641666,-0.6635,0.2305833,-0.46,-0.75,0.95,262.9375,0,-1738.261,148,-115.1988
10.20002,-0.1020833,-0.6604167,0.2458333,0.39,-0.09,0.71,262.9788,0,-1738.261,148,-115.1988
10.25002,-0.08958333,-0.6564167,0.2176667,-0.34,0.49,1.32,262.2906,0,-1749.759,148,-114.9788
10.30002,-0.09083334,-0.6455833,0.2514167,0.04,-1.23,0.59,261.8109,0,-1749.759,148,-114.9788
10.35002,-0.1114167,-0.6676667,0.1858333,-0.08,0.74,1.35,261.5819,0,-1761.14,148,-113.8109
10.40002,-0.10975,-0.6526667,0.2126667,-0.16,-1.0,0.67,260.9906,0,-1772.498,148,-113.5819
10.45002,-0.08308333,-0.6470833,0.21725,0.25,0.47,0.9,261.2214,0,-1772.498,148,-113.5819
10.50002,-0.1226667,-0.6668334,0.1914167,0.07,-0.58,0.7,260.9049,0,-1783.82,148,-113.2214
10.55002,-0.1185,-0.6689167,0.2075,-0.19,0.87,1.18,260.7381,0,-1795.094,148,-112.7381
10.60002,-0.0785,-0.6685,0.1926667,-0.06,-1.06,0.79,260.9445,0,-1795.094,148,-112.7381
10.65002,-0.1354167,-0.6426666,0.2180833,0.15,0.98,0.9599999,260.4527,0,-1806.388,148,-112.9445
10.70002,-0.09333333,-0.6608334,0.2066667,-0.41,-0.9700001,1.03,261.1216,0,-1806.388,148,-112.9445
10.75002,-0.1008333,-0.6785,0.2020833,0.33,0.18,0.87,260.5364,0,-1817.701,148,-113.1216
10.80002,-0.11225,-0.6535,0.2368333,-0.22,0.23,1.32,261.2539,0,-1829.026,148,-113.2539
10.85002,-0.09458333,-0.6466666,0.1939167,0.15,-1.03,0.55,261.1598,0,-1829.026,148,-113.2539
10.90002,-0.1055833,-0.6508333,0.17475,-0.0,1.06,1.19,260.9059,0,-1840.342,148,-113.1598
10.95002,-0.09541666,-0.6816667,0.2229167,-0.24,-1.2,0.82,261.4986,0,-1840.342,148,-113.1598
11.00002,-0.11225,-0.65125,0.2180833,0.33,0.44,0.91,261.0125,0,-1851.692,148,-113.4986
11.05002,-0.1041667,-0.6620833,0.2135,0.14,-0.29,0.89,261.1037,0,-1862.993,148,-113.0125
11.10002,-0.0675,-0.65,0.1935,-0.27,0.66,1.21,261.7836,0,-1862.993,148,-113.0125
11.15002,-0.11475,-0.666,0.2326667,0.0,-1.34,0.72,261.7848,0,-1874.372,148,-113.7836
11.20002,-0.10375,-0.65125,0.20875,0.09,0.9599999,0.69,261.7479,0,-1874.372,148,-113.7836
11.25002,-0.08766666,-0.6508333,0.21725,-0.27,-0.88,1.27,261.167,0,-1885.746,148,-113.7479
11.30002,-0.1185,-0.67375,0.2633333,0.35,0.04,0.9,261.1006,0,-1897.063,148,-113.167
11.35003,-0.095,-0.6405833,0.2185,-0.31,0.43,1.08,261.3059,0,-1897.063,148,-113.167
11.40003,-0.11225,-0.6616667,0.2189167,0.04,-1.16,0.83,260.6536,0,-1908.394,148,-113.3059
11.45003,-0.1,-0.6470833,0.261,0.0,1.0,0.92,261.0504,0,-1908.394,148,-113.3059
11.50003,-0.1016667,-0.6708333,0.1880833,-0.2,-0.88,1.17,260.9896,0,-1919.699,148,-113.0504
11.55003,-0.1080833,-0.6845833,0.2245833,0.21,0.73,0.8,261.2085,0,-1930.998,148,-112.9896
11.60003,-0.05958333,-0.6620833,0.2458333,-0.28,-0.41,1.05,262.4227,0,-1930.998,148,-112.9896
11.65003,-0.08433333,-0.6483333,0.20975,0.18,0.26,0.62,262.8248,0,-1942.44,148,-114.4227
11.70003,-0.08433333,-0.6676667,0.1714167,-0.29,-0.85,1.46,263.4158,0,-1953.922,148,-114.8248
11.75003,-0.07558333,-0.6655833,0.22375,0.09,0.28,0.47,262.9704,0,-1953.922,148,-114.8248
11.80003,-0.08766666,-0.6539166,0.1939167,-0.24,-0.06,1.35,262.8955,0,-1965.419,148,-114.9704
11.85003,-0.05916667,-0.685,0.1893333,0.06,-0.52,0.79,263.6496,0,-1976.984,148,-115.6496
11.90003,-0.06458333,-0.65,0.1995833,-0.27,0.41,1.06,263.9178,0,-1976.984,148,-115.6496
11.95003,-0.09291667,-0.6785,0.2105833,0.02,-1.11,0.89,263.8638,0,-1988.576,148,-115.9178
12.00003,-0.07808333,-0.67,0.1833333,0.02,0.99,0.85,263.2935,0,-1988.576,148,-115.9178
12.05003,-0.06583333,-0.6825,0.185,-0.2,-1.33,1.26,263.3484,0,-2000.105,148,-115.2935
12.10003,-0.08058333,-0.6768333,0.2420833,0.15,0.68,0.93,263.6844,0,-2011.674,148,-115.6844
12.15003,-0.05708333,-0.6555833,0.225,-0.2,-0.35,1.1,264.2415,0,-2011.674,148,-115.6844
