Time,Hx,Hy,Hz,Ax,Ay,Az,PID_Output,Integral,Setpoint,XY-Heading,YZ-Heading,ZX-Heading
3.099998,-0.07516666,-0.10125,-0.42875,0.18,-0.59,0.99,1000,662.3213,267,94.96301,152.4103,256.713,189.9438
3.149998,-0.17375,-0.05541667,-0.41975,-0.11,-0.56,0.76,1000,673.7803,267,114.5897,116.6898,262.4791,202.4865
3.199998,-0.14,0.02916667,-0.3908334,-0.1,-0.06,0.92,1000,673.7803,267,114.5897,87.2317,274.2679,199.708
3.249998,-0.1505833,0.09266666,-0.4018333,-0.01,0.14,0.91,1000,691.7571,267,179.7683,67.39249,282.986,200.543
3.299998,-0.1135,0.1829167,-0.3529167,0.04,-0.36,1.07,1000,691.7571,267,179.7683,40.81964,297.3977,197.8281
3.349998,-0.05708333,0.2258333,-0.3776667,0.08,-0.03,0.74,1000,714.3751,267,226.1804,23.18538,300.8782,188.5951
3.399998,0.01058333,0.2391667,-0.3585,-0.08,-0.19,1.07,1000,738.7566,267,243.8146,6.466255,303.7085,178.3091
3.449998,0.09375,0.2616667,-0.366,-0.05,-0.69,0.91,1000,738.7566,267,243.8146,-10.71161,305.5623,165.6327
3.499998,0.1670833,0.2254167,-0.3651667,0.08,-0.07,0.87,1000,766.5278,267,277.7116,-27.54659,301.687,155.4133
3.549998,0.2425,0.1775,-0.34625,-0.24,-0.1,0.95,1000,766.5278,267,277.7116,-44.79741,297.1413,144.9941
3.599998,0.2489167,0.09041667,-0.35,0.01,-0.65,0.85,1000,797.7075,267,311.7974,-61.03692,284.4847,144.5799
3.649998,0.2695833,0.02308333,-0.3266666,0.11,0.16,0.8,1000,830.5112,267,328.0369,-76.10593,274.042,140.4687
3.699998,0.2564167,-0.07141667,-0.3966667,-0.07,-0.18,1.07,1000,830.5112,267,328.0369,263.4365,259.7937,147.1202
3.749998,0.18475,-0.1429167,-0.4185,-0.21,-0.74,0.86,0,830.8676,267,3.563477,241.2756,251.1451,156.1806
3.799998,0.09875,-0.1816667,-0.4125,0.08,-0.53,0.93,582.7099,833.44,267,25.7244,217.5275,246.2311,166.5371
3.849998,0.001833333,-0.1655833,-0.415,-0.02,0.01,0.76,1000,841.1766,267,77.36566,189.6343,248.2482,179.7469
3.899998,-0.06791667,-0.1285,-0.4255833,-0.23,-0.07,0.93,1000,841.1766,267,77.36566,161.142,253.1989,189.0671
3.949997,-0.1464167,-0.08433333,-0.3976667,0.29,-0.4,1.22,1000,851.7624,267,105.858,128.9412,258.0267,200.2132
3.999997,-0.1543333,0.01125,-0.40875,-0.19,-0.69,0.78,1000,851.7624,267,105.858,94.83084,271.5765,200.6852
4.049997,-0.1654167,0.0975,-0.3895833,-0.07,0.02,0.88,1000,868.9793,267,172.1692,68.48402,284.0507,203.006
4.099998,-0.1404167,0.1683333,-0.3814167,-0.1,0.17,0.98,1000,890.796,267,218.1665,48.83345,293.8137,200.2109
4.149998,-0.076,0.22975,-0.34475,-0.04,-0.6,1.14,1000,890.796,267,218.1665,27.30392,303.6805,192.432
4.199998,0.03725,0.27475,-0.386,-0.09,-0.46,0.72,1000,914.7656,267,239.6961,1.279037,305.4428,174.4879
4.249998,0.1016667,0.2470833,-0.3401667,-0.03,0.13,1.08,1000,914.7656,267,239.6961,-13.36555,305.9931,163.36
4.299998,0.1704167,0.19,-0.3614167,-0.05,-0.39,0.76,1000,942.8021,267,280.3655,-32.88988,297.7313,154.755
4.349998,0.2679167,0.1466667,-0.33375,-0.01,0.07,1.19,1000,972.7911,267,299.8899,-52.30222,293.7231,141.2444
4.399999,0.2468333,0.07308333,-0.38225,-0.21,-0.68,0.88,1000,972.7911,267,299.8899,-64.50684,280.8239,147.1481
4.449999,0.2464167,-0.02475,-0.3741667,0.07,0.03,0.79,1000,1005.942,267,331.5068,273.2645,266.2156,146.6321
4.499999,0.205,-0.08225,-0.3851667,-0.02,-0.12,1.16,1000,1005.942,267,331.5068,257.1384,257.9459,151.9764
4.549999,0.14725,-0.1358333,-0.4018333,-0.27,-0.68,0.66,0,1006.928,267,9.861633,236.3095,251.323,159.8749
4.599999,0.08141666,-0.18,-0.4043333,0.18,0.3,0.99,689.1365,1009.997,267,30.69052,213.338,246.0025,168.6151
4.65,0.03333333,-0.1614167,-0.4414167,-0.13,-0.29,1.0,689.1365,1009.997,267,30.69052,200.6678,249.9136,175.6815
4.7,-0.055,-0.16,-0.3895833,-0.02,-0.65,1.08,1000,1016.63,267,66.33215,170.0296,247.6723,188.0357
4.75,-0.09958333,-0.0935,-0.4154167,0.11,0.1,1.18,1000,1016.63,267,66.33215,142.1954,257.3155,193.4805
4.8,-0.16625,-0.04891667,-0.3929167,0.17,-0.33,1.02,1000,1029.111,267,124.8046,115.3958,262.9034,202.9341
4.85,-0.1695833,0.02683333,-0.4304167,-0.27,-0.63,0.83,1000,1044.271,267,151.6042,90.00858,273.5674,201.5043
4.900001,-0.1793333,0.09,-0.3639167,0.16,0.12,0.93,1000,1044.271,267,151.6042,72.34981,283.8911,206.2335
4.950001,-0.1164167,0.1855833,-0.3776667,-0.2,0.01,0.92,1000,1063.736,267,194.6502,41.1001,296.1693,197.132
5.000001,-0.05183333,0.2289167,-0.3435,0.25,-0.56,1.2,1000,1063.736,267,194.6502,21.75827,303.6805,188.5811
5.050001,0.02333333,0.27,-0.3708333,-0.33,-0.08,0.68,1000,1088.26,267,245.2417,4.060783,306.058,176.3996
5.100001,0.06958333,0.2526667,-0.3226667,0.16,0.16,1.27,1000,1114.554,267,262.9392,-6.397339,308.063,167.8305
5.150002,0.18225,0.2418333,-0.3418333,-0.27,-0.75,0.86,1000,1114.554,267,262.9392,-28.00235,305.2779,151.9355
5.200002,0.23,0.16225,-0.3830833,0.07,0.11,0.8,1000,1144.054,267,295.0023,-45.79953,292.9545,149.0197
5.250002,0.2783333,0.06625,-0.37975,-0.25,-0.75,0.76,1000,1177.516,267,334.6114,-67.61137,279.8961,143.7609
5.300002,0.25725,-0.02516667,-0.3695833,0.14,0.15,1.0,1000,1177.516,267,334.6114,273.4126,266.1045,145.16
5.350002,0.2425,-0.1039167,-0.3945833,0.08,-0.6,1.09,0,1176.874,267,-6.412567,255.8038,255.2457,148.4263
5.400002,0.1464167,-0.1591667,-0.4218333,-0.26,-0.18,0.69,0,1176.874,267,-6.412567,231.6108,249.3275,160.8583
5.450003,0.05875,-0.1670833,-0.3785,0.19,0.21,1.23,823.6863,1180.413,267,35.38919,208.3727,246.1816,171.1771
5.500003,-0.01225,-0.1675,-0.42225,0.13,-0.51,0.95,1000,1186.276,267,58.62726,184.8172,248.3625,181.6618
5.550003,-0.05416667,-0.1168333,-0.4345833,-0.32,-0.59,0.77,1000,1186.276,267,58.62726,164.1265,254.9524,187.1047
5.600003,-0.1245833,-0.06141667,-0.3830833,-0.1,0.1,0.98,1000,1196.563,267,102.8735,125.2422,260.8918,198.0152
5.650003,-0.1691667,-0.0005833333,-0.3891666,0.11,0.06,1.02,1000,1196.563,267,102.8735,99.19757,269.9141,203.4941
5.700004,-0.1695833,0.14225,-0.4068333,-0.27,-0.76,0.8,1000,1213.344,267,167.8024,59.00937,289.2723,202.6282
5.750004,-0.08516666,0.2004167,-0.3585,0.06,0.13,0.89,1000,1234.143,267,207.9906,32.02296,299.207,193.3637
5.800004,-0.01916667,0.2443333,-0.37725,-0.1,-0.24,0.99,1000,1259.494,267,253.5146,13.48536,302.9299,182.9085
5.850004,0.07391667,0.2479167,-0.33,-0.03,-0.59,0.92,1000,1259.494,267,253.5146,-7.60202,306.9162,167.3747
5.900004,0.11725,0.2535,-0.3454167,-0.23,0.11,0.69,1000,1286.954,267,274.602,-15.82171,306.2748,161.2505
5.950005,0.2058333,0.2004167,-0.3235,0.17,-0.3,1.18,1000,1286.954,267,274.602,-36.7639,301.7793,147.5326
6.000005,0.2505833,0.1293333,-0.41125,-0.33,-0.71,0.69,1000,1317.331,267,303.7639,-53.70042,287.4578,148.6452
6.050005,0.2626667,0.04766666,-0.3851667,0.12,0.21,1.0,1000,1349.401,267,320.7004,-70.71436,277.0548,145.7077
6.100005,0.2429167,-0.03975,-0.375,-0.19,-0.68,0.94,1000,1349.401,267,320.7004,269.7067,263.9492,147.0657
6.150005,0.2218333,-0.1064167,-0.4120833,-0.18,0.05,0.68,0,1349.13,267,-2.706696,253.3723,255.5203,151.7055
6.200006,0.1283333,-0.1666667,-0.4125,-0.16,-0.54,0.89,0,1349.13,267,-2.706696,226.5963,247.9993,162.7185
6.250006,0.04475,-0.1885,-0.406,0.06,0.23,1.02,934.3025,1353.171,267,40.40372,202.3548,245.0952,173.7101
6.300006,-0.03416667,-0.17,-0.435,-0.21,-0.52,0.9599999,1000,1359.635,267,64.64517,177.6361,248.6542,184.491
6.350006,-0.076,-0.1314167,-0.4014167,-0.1,-0.66,0.92,1000,1359.635,267,64.64517,158.9586,251.8725,190.7209
6.400006,-0.14475,-0.06975,-0.4030833,0.11,0.04,0.87,1000,1370.439,267,108.0414,124.7278,260.1827,199.7536
6.450006,-0.1818333,0.036,-0.4026667,-0.19,0.06,0.87,1000,1370.439,267,108.0414,87.80119,275.1089,204.3026
6.500007,-0.16,0.1085,-0.3614167,-0.01,-0.57,1.12,1000,1388.359,267,179.1988,64.85782,286.7101,203.8791
6.550007,-0.125,0.1843333,-0.3626667,0.08,-0.47,0.83,1000,1408.573,267,202.1422,43.14194,296.943,199.0175
6.600007,-0.03558333,0.235,-0.3630833,-0.35,-0.02,0.84,1000,1408.573,267,202.1422,17.61022,302.9123,185.5973
6.650007,0.05541667,0.2551667,-0.3651667,0.33,-0.2,1.21,1000,1433.512,267,249.3898,-3.25312,304.9446,171.3708
6.700007,0.1468333,0.24,-0.3418333,-0.21,0.07,0.82,1000,1433.512,267,249.3898,-22.45853,305.0726,156.7542
6.750008,0.235,0.1764167,-0.36225,0.1,-0.62,1.11,1000,1462.458,267,289.4585,-44.10411,295.9662,147.0276
6.800008,0.2754167,0.1025,-0.3801667,-0.25,-0.15,0.69,1000,1493.568,267,311.1041,-60.58658,285.0892,144.078
6.850008,0.25725,0.009166666,-0.3639167,0.27,0.05,1.23,1000,1493.568,267,311.1041,-78.95923,271.4429,144.7438
6.900008,0.2341667,-0.07141667,-0.4083333,-0.28,-0.64,0.81,1000,1528.164,267,345.9592,262.0392,260.0794,150.167
6.950008,0.1576667,-0.1454167,-0.4055833,0.07,0.11,0.9599999,263.0849,1531.233,267,30.68549,236.3145,250.2754,158.7569
7.000009,0.09541666,-0.1655833,-0.3780833,-0.02,-0.51,0.94,263.0849,1531.233,267,30.68549,218.9525,246.3488,165.836
7.050009,0.01016667,-0.14225,-0.4005833,-0.27,-0.08,0.89,1000,1536.038,267,48.04749,193.088,250.4497,178.5461
7.100009,-0.071,-0.11475,-0.44475,0.08,-0.67,0.88,1000,1536.038,267,48.04749,157.2534,255.5326,189.0702
7.150009,-0.1418333,-0.01,-0.4205833,-0.08,-0.49,1.08,1000,1547.012,267,109.7466,103.033,268.638,198.6357
7.200009,-0.1568333,0.08516666,-0.4001667,-0.39,-0.03,0.69,1000,1563.409,267,163.967,70.49629,282.0149,201.4012
7.25001,-0.1126667,0.1626667,-0.4145833,0.12,-0.61,0.94,1000,1563.409,267,163.967,43.70737,291.4232,195.2035
7.30001,-0.04308333,0.2383333,-0.3435,0.07,0.16,0.84,1000,1585.738,267,223.2926,19.24665,304.7544,187.149
7.35001,0.06208333,0.2668333,-0.3475,0.04,-0.55,1.14,1000,1585.738,267,223.2926,-4.097816,307.5194,169.8706
7.40001,0.1675,0.2414167,-0.34225,-0.28,-0.1,0.9,1000,1612.848,267,271.0978,-25.75374,305.1984,153.9225
7.45001,0.275,0.19975,-0.3401667,-0.17,-0.59,0.98,1000,1642.123,267,292.7537,-45.00671,300.422,141.047
7.50001,0.2626667,0.07708334,-0.3980833,-0.31,-0.3,0.66,1000,1642.123,267,292.7537,-64.64491,280.9589,146.582
7.550011,0.2725,-0.005166667,-0.4014167,0.04,-0.3,0.9599999,1000,1675.288,267,331.6449,277.9138,269.2626,145.8295
7.600011,0.2130833,-0.1305833,-0.4276667,-0.29,0.04,0.75,0,1674.196,267,-10.91379,247.4989,253.0205,153.5154
7.650011,0.09916667,-0.1770833,-0.4345833,-0.04,-0.72,0.85,0,1674.196,267,-10.91379,218.2488,247.8302,167.1459
7.700011,0.02541667,-0.1735,-0.4035,0.13,0.15,0.83,1000,1679.072,267,48.75116,197.3342,246.7329,176.3957
7.750011,-0.04933333,-0.1429167,-0.4108333,-0.03,-0.38,1.1,1000,1686.038,267,69.6658,169.9559,250.8188,186.8474
7.800012,-0.1266667,-0.09958333,-0.4091667,-0.26,-0.53,0.64,1000,1686.038,267,69.6658,137.1739,256.3213,197.2011
7.850012,-0.175,-0.036,-0.40725,0.12,0.07,1.0,1000,1699.021,267,129.8261,110.6244,264.9483,203.2538
7.900012,-0.1843333,0.03558333,-0.39,0.07,-0.54,0.9700001,1000,1699.021,267,129.8261,88.07413,275.2132,205.2978
7.950012,-0.1485,0.13625,-0.3851667,0.07,0.17,0.92,1000,1716.913,267,178.9259,56.46335,289.4809,201.084
8.000012,-0.1135,0.205,-0.34875,0.3,-0.6,1.18,1000,1737.967,267,210.5367,37.97148,300.4476,198.0274
8.050013,-0.02166667,0.2335,-0.3308333,-0.05,0.21,0.91,1000,1737.967,267,210.5367,14.30134,305.2142,183.747
8.100013,0.03125,0.27475,-0.3283334,-0.23,-0.65,0.7,1000,1763.237,267,252.6987,2.51107,309.9227,174.5631
8.150013,0.11975,0.27,-0.3585,-0.1,-0.02,0.93,1000,1791.429,267,281.9182,-14.91817,306.9848,161.5291
8.200013,0.1768333,0.2254167,-0.3329167,0.02,-0.37,0.81,1000,1791.429,267,281.9182,-29.11324,304.1018,152.0244
8.250013,0.2243333,0.1768333,-0.3235,0.08,0.23,0.92,1000,1821.04,267,296.1132,-42.75265,298.6621,145.2604
8.300014,0.2543334,0.1389167,-0.3270833,0.18,-0.59,1.01,1000,1821.04,267,296.1132,-52.35667,293.0116,142.1321
8.350014,0.2635,0.08433333,-0.35125,0.04,0.3,1.07,1000,1852.976,267,319.3567,-63.2527,283.5009,143.1236
8.400014,0.286,0.03,-0.35725,0.09,-0.53,1.0,1000,1887.177,267,342.0118,-75.01186,274.8001,141.3206
8.450014,0.2754167,-0.02516667,-0.3691667,-0.01,0.2,1.21,1000,1887.177,267,342.0118,273.779,266.1001,143.2752
8.500014,0.2485,-0.06416667,-0.3729167,0.05,-0.39,1.02,0,1886.499,267,-6.778992,264.5216,260.2369,146.3217
8.550014,0.21725,-0.1133333,-0.3958333,-0.13,-0.39,1.03,0,1886.499,267,-6.778992,251.4502,254.0228,151.2402
8.600015,0.2075,-0.1276667,-0.4141666,0.06,-0.04,0.8,573.2731,1888.054,267,15.5498,247.3976,252.8681,153.3888
8.650015,0.1493333,-0.1575,-0.4393333,0.03,0.04,1.21,613.0199,1890.014,267,19.60236,232.4754,250.2774,161.2266
8.700015,0.1233333,-0.16225,-0.375,0.15,-0.46,0.99,613.0199,1890.014,267,19.60236,226.2401,246.6035,161.7945
8.750015,0.1151667,-0.17125,-0.43975,-0.26,-0.61,0.78,988.3891,1894.09,267,40.75995,222.9211,248.7228,165.3243
8.800015,0.1379167,-0.1595833,-0.4383333,-0.0,-0.16,0.89,988.3891,1894.09,267,40.75995,229.8346,249.995,162.5344
8.850016,0.1283333,-0.1714167,-0.4079166,0.08,-0.02,0.93,892.5089,1897.807,267,37.16544,225.8208,247.2067,162.5361
8.900016,0.1164167,-0.1891667,-0.4104167,0.06,0.05,0.99,970.7656,1901.925,267,41.17917,220.6089,245.2544,164.1638
8.950016,0.1201667,-0.1643333,-0.38475,-0.0,-0.09,0.93,970.7656,1901.925,267,41.17917,225.1757,246.8719,162.6552
9.000016,0.1333333,-0.1591667,-0.3839167,-0.24,-0.52,0.8,976.9855,1906.107,267,41.82434,228.9528,247.4818,160.848
9.050016,0.1666667,-0.17,-0.43975,0.19,0.36,0.9599999,976.9855,1906.107,267,41.82434,233.4327,248.8643,159.2431
9.100017,0.1555833,-0.1479167,-0.39725,-0.06,-0.09,0.95,827.8938,1909.464,267,33.56726,235.447,249.5771,158.6122
9.150017,0.165,-0.1526667,-0.41975,-0.07,-0.44,0.74,804.4956,1912.619,267,31.55298,236.2234,250.0132,158.5406
9.200017,0.2066667,-0.1225,-0.3980833,0.24,-0.33,1.27,804.4956,1912.619,267,31.55298,248.343,252.8956,152.5637
9.250017,0.2075,-0.1091667,-0.4051667,-0.2,0.2,0.74,575.6689,1914.485,267,18.65698,251.2509,254.9205,152.8814
9.300017,0.2358333,-0.09308333,-0.3601667,0.12,-0.39,0.99,431.0346,1915.439,267,9.539124,257.4609,255.5093,146.7836
9.350018,0.23625,-0.06541667,-0.4051667,0.22,0.02,1.06,431.0346,1915.439,267,9.539124,263.5228,260.8284,149.7538
9.400018,0.2716667,-0.0225,-0.38225,-0.26,-0.03,0.74,335.6489,1915.786,267,3.477203,274.2654,266.6313,144.5984
9.450018,0.2585,0.005166667,-0.3655833,-0.05,-0.68,1.1,335.6489,1915.786,267,3.477203,-79.85497,270.8097,144.7363
9.500018,0.2614167,0.0425,-0.37375,0.15,0.37,1.17,1000,1950.472,267,346.855,-71.76588,276.4874,145.0294
9.550018,0.2804167,0.08391666,-0.3941667,-0.03,-0.09,0.75,1000,1984.349,267,338.7659,-64.33982,282.0186,144.5713
9.600019,0.2576667,0.1133333,-0.3491667,-0.22,-0.6,1.04,1000,2016.774,267,324.258,-57.25796,287.9825,143.5746
9.650019,0.24975,0.145,-0.35725,0.18,0.45,1.14,1000,2016.774,267,324.258,-50.86139,292.0912,145.043
9.700019,0.2379167,0.145,-0.3205833,-0.34,-0.39,0.75,1000,2048.561,267,317.8614,-49.63949,294.3373,143.4195
9.750019,0.23,0.1558333,-0.3516667,0.2,-0.15,0.92,1000,2048.561,267,317.8614,-46.88094,293.8995,146.8142
9.800019,0.2325,0.16225,-0.3304167,-0.2,-0.66,0.98,1000,2079.949,267,313.881,-46.09076,296.1532,144.8676
9.850019,0.2420833,0.1614167,-0.35725,-0.05,-0.34,0.95,1000,2111.258,267,313.0908,-47.30538,294.3149,145.8772
9.90002,0.2576667,0.1579167,-0.36225,0.29,-0.15,1.23,1000,2111.258,267,313.0908,-49.49704,293.554,144.5759
9.95002,0.2535,0.14225,-0.37,-0.3,-0.57,0.75,1000,2142.907,267,316.497,-51.7013,291.0297,145.5836
10.00002,0.2530833,0.1454167,-0.3651667,-0.19,-0.15,0.71,1000,2142.907,267,316.497,-51.11918,291.7134,145.2756
10.05002,0.2564167,0.1043333,-0.4001667,0.02,0.02,0.82,1000,2174.719,267,318.1192,-58.85909,284.6131,147.3493
10.10002,0.2618333,0.08516666,-0.3580833,0.14,0.44,0.9700001,1000,2207.305,267,325.8591,-62.98182,283.3787,143.8254
10.15002,0.2666667,0.06058333,-0.3814167,0.19,0.41,1.23,1000,2207.305,267,325.8591,-68.20038,279.0253,145.0408
10.20002,0.2589167,0.02308333,-0.3666667,0.28,0.21,1.27,1000,2240.825,267,335.2004,-75.90535,273.6023,144.7727
10.25002,0.2654166,0.003083333,-0.39125,0.32,-0.37,1.27,1000,2240.825,267,335.2004,-80.33443,270.4515,145.8478
10.30002,0.2641666,-0.02725,-0.39975,0.22,-0.36,0.94,1000,2275.559,267,347.3344,273.1105,266.1003,146.5421
