x,y,z,heading1,heading2,heading3
0.02133824,0.1845537,-0.4095161,6.595298,155.7407,-87.01724,3.389997
0.05453109,0.23554,-0.3824942,13.03519,148.3752,-81.88618,3.399997
0.08456269,0.277332,-0.3427515,16.95725,141.0225,-76.14091,3.409997
0.09114861,0.3044969,-0.3295566,16.66463,137.2633,-74.53964,3.419997
0.109589,0.320545,-0.3000853,18.87471,133.1119,-69.93816,3.429997
0.1249561,0.3421097,-0.2819127,20.0648,129.4899,-66.09496,3.439997
0.1427819,0.3784687,-0.2300022,20.66959,121.2878,-58.16861,3.449997
0.1504215,0.4137412,-0.1853608,19.97945,114.1329,-50.94044,3.459997
0.1447137,0.4241893,-0.1581018,18.83726,110.4412,-47.53152,3.469997
0.1419038,0.4353059,-0.1365317,18.05526,107.4138,-43.89469,3.479997
0.1414647,0.4436643,-0.1187541,17.68516,104.9849,-40.01215,3.489997
0.1438356,0.4496824,-0.09544576,17.73742,101.9833,-33.56727,3.499997
0.1328592,0.455784,-0.0741127,16.25118,99.23573,-29.15405,3.509997
0.1344398,0.4793548,-0.03444896,15.66667,94.1105,-14.37229,3.519997
0.131981,0.4772651,-0.01232576,15.45804,91.47938,-5.3354,3.529997
0.1337373,0.4816951,0.008217184,15.51672,89.02269,3.515989,3.539997
0.139445,0.4764293,0.07521886,16.31411,81.02817,28.34312,3.549997
0.131981,0.4877131,0.1022408,15.14225,78.16035,37.7636,3.559997
0.135757,0.4842027,0.1005025,15.66202,78.27402,36.51299,3.569997
0.1201264,0.4858743,0.1182801,13.88719,76.31818,44.55628,3.579997
0.1221461,0.4850385,0.1210455,14.13476,75.98756,44.7407,3.589997
0.1087109,0.4829489,0.1332922,12.68574,74.57068,50.79989,3.599997
0.1045838,0.4918924,0.1393761,12.00321,74.18008,53.1165,3.609997
0.1030032,0.4854564,0.1389811,11.97925,74.02414,53.45671,3.619997
0.07622058,0.4793548,0.1472773,9.034772,72.92091,62.63702,3.629997
0.07341063,0.482113,0.1472773,8.657838,73.01299,63.50595,3.639997
0.06524413,0.471665,0.145697,7.87559,72.83411,65.87684,3.649997
0.03652967,0.4755935,0.1514649,4.392185,72.33459,76.44057,3.659997
0.01808922,0.4755935,0.145697,2.178198,72.96766,82.92258,3.669997
-0.02406041,0.4729188,0.1374009,-2.912493,73.79941,99.93242,3.679997
-0.03881278,0.4747576,0.1415885,-4.673698,73.39367,105.3296,3.689997
-0.07323498,0.4630558,0.1344774,-8.987222,73.80602,118.5722,3.699997
-0.1090622,0.4478436,0.1370058,-13.68668,72.98991,128.5212,3.709997
-0.1281173,0.4501003,0.1374009,-15.88856,73.02428,132.9975,3.719997
-0.1630664,0.4327984,0.1305269,-20.64501,73.21731,141.3244,3.729997
-0.1775553,0.4215146,0.1393761,-22.84237,71.70324,141.869,3.739997
-0.219705,0.4047977,0.1366107,-28.491,71.35154,148.127,3.749997
-0.2273446,0.3914243,0.1439588,-30.1486,69.80739,147.6572,3.759997
-0.2684405,0.3671849,0.1415885,-36.16968,68.91309,152.1907,3.769997
-0.2780119,0.3571548,0.1411934,-37.89745,68.42971,153.0754,3.779997
-0.297594,0.3071715,0.1468822,-44.09269,64.44396,153.7306,3.789997
-0.3148929,0.2869442,0.1484624,-47.65885,62.64334,154.7575,3.799997
-0.3403583,0.2484955,0.1504377,-53.86683,58.80953,156.1546,3.809997
-0.3465051,0.2348713,0.1534402,-55.86943,56.84362,156.1152,3.819997
-0.3649456,0.1895687,0.1407984,-62.55066,53.39762,158.9031,3.829997
-0.3660871,0.1650786,0.1439588,-65.7281,48.90954,158.5334,3.839997
-0.3783808,0.1222835,0.1435637,-72.09042,40.42341,159.2224,3.849997
-0.3717949,0.09236041,0.1419835,-76.04911,33.04404,159.0988,3.859997
-0.3697752,0.05792379,0.1526501,-81.0972,20.77949,157.5683,3.869997
-0.3674043,0.01696756,0.1652919,-87.35583,5.861005,155.7774,3.879997
-0.3551106,-0.02841858,0.1705856,-94.57547,-9.458282,154.3416,3.889997
-0.3498419,-0.03719491,0.1614993,-96.06884,-12.96963,155.2203,3.899997
-0.3276256,-0.07079572,0.1739831,-102.1934,-22.14196,152.0298,3.909997
-0.3074289,-0.07731526,0.1862299,-104.1165,-22.54628,148.7939,3.919997
-0.3059361,-0.1036443,0.1808571,-108.7152,-29.81584,149.4101,3.929997
-0.2911837,-0.1161819,0.1850447,-111.7519,-32.123,147.5644,3.939997
-0.2762557,-0.1497827,0.1621314,-118.466,-42.73283,149.5918,3.949997
-0.2741482,-0.153544,0.1625265,-119.2521,-43.37213,149.3388,3.959997
-0.2637864,-0.1847208,0.1283146,-125.0023,-55.21459,154.0602,3.969997
-0.2671233,-0.2011869,0.1222307,-126.9856,-58.71931,155.412,3.979997
-0.2519319,-0.2308592,0.1050062,-132.5008,-65.54161,157.3734,3.989997
-0.2334914,-0.2344533,0.0809077,-135.1178,-70.96091,160.8881,3.999997
-0.2236565,-0.272902,0.04716981,-140.6637,-80.19359,168.0907,4.009997
-0.2207587,-0.2737379,0.03784646,-141.1152,-82.1283,170.2719,4.019997
-0.2188268,-0.2885323,0.007032014,-142.8228,-88.60388,178.1594,4.029997
-0.2207587,-0.3033266,-0.008928263,-143.9532,-91.68597,-177.684,4.039998
-0.2089041,-0.317118,-0.04551055,-146.6248,-98.16692,-167.7099,4.049998
-0.222954,-0.3212972,-0.07869536,-145.2425,-103.7625,-160.5586,4.059998
-0.21549,-0.3033266,-0.1412724,-144.6092,-114.9734,-146.7517,4.069998
-0.219705,-0.3091775,-0.1720868,-144.602,-119.1001,-141.9297,4.079998
-0.2267299,-0.2932965,-0.2177554,-142.2945,-126.5917,-136.1567,4.089999
-0.219705,-0.2839351,-0.2483328,-142.2678,-131.1733,-131.4998,4.099999
-0.1966105,-0.2733199,-0.2623968,-144.271,-133.8319,-126.8437,4.109999
-0.1917808,-0.2716483,-0.2991371,-144.7783,-137.7572,-122.6645,4.119999
-0.1810678,-0.2517553,-0.3103568,-144.2755,-140.9517,-120.2601,4.13
-0.1507728,-0.1441825,-0.4186024,-133.72,-160.9943,-109.8081,4.14
-0.145504,-0.1088265,-0.4201827,-126.7938,-165.4796,-109.1003,4.15
-0.1261854,-0.06937479,-0.4442811,-118.8013,-171.1249,-105.8557,4.16
-0.09299261,-0.02716482,-0.464429,-106.284,-176.6525,-101.3226,4.170001
-0.08640673,0.00083584,-0.4557378,-89.44577,179.8949,-100.7357,4.180001
-0.05655075,0.04973254,-0.4427009,-48.67057,173.5903,-97.27955,4.190001
-0.04144713,0.0846707,-0.4419108,-26.0822,169.1535,-95.35813,4.200001
-0.00605901,0.1529589,-0.4209728,-2.268415,160.0316,-90.82458,4.210001
0.006234652,0.1757773,-0.4110963,2.031374,156.8493,-89.13112,4.220002
0.05119424,0.2164828,-0.3862077,13.30498,150.7279,-82.4491,4.230002
0.08789955,0.2388833,-0.3840744,20.2016,148.1196,-77.10925,4.240002
0.1069547,0.2535105,-0.3664549,22.87461,145.3248,-73.72942,4.250002
0.1432209,0.2712303,-0.3390379,27.83592,141.3402,-67.09918,4.260003
0.1489287,0.2881979,-0.3271862,27.32804,138.6252,-65.52591,4.270003
0.1739551,0.3113507,-0.3004804,29.19257,133.9821,-59.93245,4.280003
0.1815947,0.3274825,-0.2857052,29.00912,131.1024,-57.5599,4.290003
0.2103969,0.3364259,-0.2688758,32.02139,128.6323,-51.95661,4.300004
0.206182,0.3441993,-0.2601845,30.92241,127.0861,-51.60511,4.310004
0.1981033,0.3372618,-0.2605796,30.42943,127.6909,-52.75642,4.320004
0.1902002,0.3497994,-0.2459625,28.53473,125.1131,-52.28559,4.330004
0.1938883,0.3585757,-0.2483328,28.40088,124.7047,-52.0187,4.340004
0.1877415,0.3765463,-0.2250245,26.50029,120.8626,-50.16122,4.350005
0.1910783,0.3801404,-0.207879,26.68648,118.6719,-47.41138,4.360005
0.1943274,0.3947676,-0.1999779,26.20907,116.8654,-45.821,4.370005
0.2046892,0.3968573,-0.200768,27.28356,116.8346,-44.44591,4.380005
0.1995961,0.3903377,-0.2003729,27.08257,117.1729,-45.11128,4.390006
0.2013523,0.3899198,-0.1889163,27.31157,115.8502,-43.17487,4.400006
0.2051282,0.3890839,-0.1957903,27.79856,116.7119,-43.66574,4.410006
0.1989814,0.3935139,-0.1889163,26.82356,115.6445,-43.51363,4.420006
0.1995961,0.3818121,-0.1995828,27.59876,117.5972,-44.99809,4.430007
0.2074991,0.3849047,-0.179988,28.32876,115.0616,-40.93888,4.440007
0.2112751,0.3951856,-0.1976075,28.12995,116.5667,-43.08551,4.450007
0.206621,0.3918422,-0.2064568,27.80298,117.7842,-44.97722,4.460007
0.2152266,0.38223,-0.2070889,29.38304,118.4484,-43.89609,4.470007
0.2226906,0.3627549,-0.2339528,31.54522,122.8193,-46.4128,4.480008
0.2297155,0.3567369,-0.2380614,32.77891,123.7164,-46.02213,4.490008
0.2386723,0.3364259,-0.2503081,35.35321,126.65,-46.36316,4.500008
0.2307693,0.3330826,-0.2586043,34.71534,127.8256,-48.25541,4.510008
0.2553565,0.3234704,-0.2556809,38.28853,128.3239,-45.03637,4.520009
0.2615033,0.3075895,-0.256629,40.37019,129.839,-44.46101,4.530009
0.2845978,0.3007355,-0.2639771,43.42075,131.2757,-42.84728,4.540009
0.2935546,0.299231,-0.2589994,44.45136,130.8778,-41.42154,4.550009
0.3049702,0.293213,-0.2487279,46.12599,130.3074,-39.20004,4.560009
0.3276256,0.2919593,-0.2394836,48.29459,129.3608,-36.16558,4.57001
0.338602,0.2967235,-0.2327676,48.77129,128.1127,-34.50607,4.58001
0.3550228,0.3057506,-0.2003729,49.26451,123.2387,-29.44014,4.59001
0.3747805,0.299231,-0.1897064,51.39555,122.3739,-26.84762,4.60001
0.3932209,0.3157807,-0.1507537,51.23338,115.5198,-20.97591,4.610011
0.4075343,0.3109329,-0.1229417,52.65777,111.5737,-16.78709,4.620011
0.4305409,0.3132731,-0.08280394,53.95935,104.8057,-10.8865,4.630011
0.4268528,0.3149448,-0.05080433,53.57898,99.16354,-6.787455,4.640011
0.4287847,0.314109,-0.04290319,53.77512,97.77773,-5.713864,4.650012
0.4308043,0.3105149,-0.02733794,54.21671,95.03138,-3.631001,4.660012
0.4378293,0.3145269,-0.02733794,54.30737,94.96753,-3.572894,4.670012
0.4292237,0.3182882,0.004503663,53.44144,89.18934,0.6011582,4.680012
0.4305409,0.320545,0.01611835,53.33169,87.12135,2.144006,4.690012
0.445908,0.3251421,0.07024117,53.90164,77.8096,8.951896,4.700013
0.4301019,0.314109,0.08865082,53.85886,74.23936,11.64647,4.710013
0.4329997,0.3049147,0.1332922,54.84711,66.38764,17.11017,4.720013
0.4329997,0.3019893,0.1464872,55.10671,64.12318,18.69108,4.730013
0.4189498,0.2998997,0.1595241,54.40351,61.99038,20.8454,4.740014
0.4259747,0.2998997,0.1611043,54.85324,61.75558,20.71669,4.750014
0.4366878,0.3003176,0.173193,55.48303,60.02797,21.63358,4.760014
0.4423955,0.294216,0.1775386,56.37403,58.89197,21.86619,4.770014
0.4382683,0.2752424,0.2021902,57.87025,53.69938,24.76571,4.780015
0.4316825,0.2627048,0.2071679,58.67697,51.74083,25.63672,4.790015
0.4344925,0.2530926,0.2049556,59.77913,50.99928,25.25385,4.800015
0.4444151,0.2497492,0.2055877,60.66519,50.53959,24.82539,4.810015
0.4444151,0.2221665,0.2182295,63.43918,45.51219,26.15329,4.820015
0.4444151,0.2238382,0.2116716,63.26701,46.60023,25.46811,4.830016
0.4529329,0.214644,0.2194147,64.64382,44.37029,25.84698,4.840016
0.4467861,0.2117185,0.2288961,64.64513,42.76743,27.12683,4.850016
0.4316825,0.2125544,0.2312664,63.78502,42.58577,28.17941,4.860016
0.4373902,0.2043631,0.2518094,64.95647,39.06205,29.92941,4.870017
0.4329997,0.1870612,0.2448564,66.63506,37.37849,29.48766,4.880017
0.4308043,0.1897359,0.2628709,66.23023,35.82113,31.39097,4.890017
0.4185107,0.1826312,0.2747227,66.42432,33.61532,33.28206,4.900017
0.4185107,0.187897,0.2665845,65.82155,35.17737,32.49647,4.910017
0.4066562,0.1646606,0.2861793,67.95629,29.91508,35.13549,4.920018
0.4028802,0.1650786,0.2928953,67.71883,29.40602,36.01728,4.930018
0.3811907,0.1590605,0.3075124,67.35055,27.35022,38.89365,4.940018
0.375922,0.1598964,0.304747,66.95778,27.68535,39.03049,4.950018
0.3706533,0.1696757,0.3134383,65.40289,28.42832,40.2191,4.960019
0.3688971,0.1703444,0.3177839,65.21408,28.19301,40.74303,4.970019
0.3743415,0.1638248,0.3207073,66.36414,27.05901,40.58746,4.980019
0.3640675,0.161568,0.3199172,66.06902,26.79518,41.30676,4.990019
0.3747805,0.1646606,0.3124111,66.2816,27.7921,39.81406,5.00002
0.3719705,0.1594784,0.3165987,66.79327,26.7355,40.40241,5.01002
0.3734633,0.1383317,0.311621,69.67525,23.93691,39.84191,5.02002
0.3710924,0.1352391,0.3138333,69.97649,23.31248,40.22124,5.03002
0.3844398,0.1128385,0.2993742,73.64228,20.65216,37.90891,5.04002
0.3904109,0.1055667,0.2989792,74.86912,19.44764,37.44512,5.050021
0.3809273,0.0846707,0.2917101,77.46829,16.1857,37.44451,5.060021
0.3996312,0.07606154,0.2891028,79.22382,14.7402,35.88287,5.070021
0.4070951,0.05625211,0.2661894,82.13273,11.93239,33.17967,5.080021
0.4070951,0.04413239,0.2608957,83.81283,9.601108,32.65465,5.090022
0.4189498,0.03410232,0.2582883,85.34641,7.521371,31.6544,5.100022
0.4274675,0.01780341,0.2379824,87.61509,4.278315,29.10583,5.110022
0.4279066,-0.004764277,0.2292911,90.63789,-1.190337,28.18436,5.120022
0.4489814,-0.0041792,0.2103284,90.5333,-1.138311,25.10106,5.130023
0.4501229,-0.009361397,0.1903385,91.19143,-2.815703,22.9215,5.140023
0.4669827,-0.03694417,0.1668721,94.52338,-12.48348,19.66389,5.150023
0.4707587,-0.04404881,0.1518599,95.34558,-16.17544,17.87895,5.160023
0.4669827,-0.08107656,0.1148826,99.84938,-35.21192,13.8209,5.170023
0.4608359,-0.1017218,0.09236434,102.4475,-47.76027,11.3335,5.180024
0.4612751,-0.1287195,0.06534245,105.5918,-63.08607,8.062655,5.190024
0.4661047,-0.1502006,0.04179706,107.8614,-74.44945,5.124185,5.200024
0.4685634,-0.1619024,0.01082457,109.0615,-86.17497,1.323389,5.210024
0.4520548,-0.1924106,-0.02196516,113.0563,-96.51256,-2.781791,5.220025
0.4476642,-0.2106319,-0.04590563,115.1976,-102.2949,-5.854919,5.230025
0.4185107,-0.2392177,-0.08596439,119.752,-109.7662,-11.60742,5.240025
0.4116614,-0.2494985,-0.1084827,121.2191,-113.4995,-14.76318,5.250025
0.3825079,-0.2769977,-0.1582599,125.9106,-119.7411,-22.47697,5.260026
0.3517738,-0.2924607,-0.1914446,129.7397,-123.2087,-28.5562,5.270026
0.3374605,-0.3033266,-0.2017161,131.9508,-123.6244,-30.86876,5.280026
0.3201616,-0.3187897,-0.2339528,134.877,-126.2741,-36.15685,5.290026
0.2799438,-0.3240555,-0.270061,139.177,-129.8071,-43.97058,5.300026
0.2426238,-0.3236376,-0.3086186,143.1419,-133.6392,-51.82696,5.310027
0.2345452,-0.3232197,-0.3192851,144.0334,-134.6491,-53.69919,5.320027
0.1985423,-0.3094283,-0.367245,147.314,-139.8836,-61.60317,5.330027
0.1972251,-0.3019057,-0.3813091,146.8447,-141.6292,-62.65055,5.340027
0.173516,-0.2778335,-0.4137037,148.0139,-146.1156,-67.2458,5.350028
0.1594661,-0.1951688,-0.4595303,140.7489,-156.9884,-70.86221,5.360028
0.1385669,-0.1748579,-0.4725672,141.6048,-159.6947,-73.65772,5.370028
0.1504215,-0.1130057,-0.4931102,126.9161,-167.0924,-73.03586,5.380028
0.139006,-0.08667669,-0.4948484,121.9454,-170.065,-74.30962,5.390028
0.1574465,-0.00334336,-0.4952435,91.21648,-179.6132,-72.36364,5.400029
0.1758869,0.01379139,-0.491925,85.51657,178.3941,-70.32558,5.410029
0.1910783,0.08425278,-0.4674314,66.20573,169.7823,-67.76606,5.420029
0.2009132,0.1028085,-0.4563699,62.90092,167.3046,-66.23888,5.430029
0.2312083,0.1582247,-0.4184443,55.61467,159.2871,-61.07748,5.44003
0.2345452,0.1741056,-0.4073828,53.41306,156.8593,-60.06939,5.45003
0.2793291,0.2275995,-0.3726178,50.82658,148.5829,-53.14331,5.46003
0.3128732,0.266884,-0.3086186,49.53549,139.1477,-44.60777,5.47003
0.3407973,0.2869442,-0.276619,49.90333,133.9504,-39.0656,5.480031
0.382947,0.299231,-0.2213109,51.99628,126.4866,-30.02428,5.490031
0.4022655,0.3117687,-0.1881261,52.22317,121.1074,-25.06392,5.500031
0.4402002,0.3308258,-0.1282355,53.07386,111.1874,-16.24146,5.510031
0.4397612,0.3262287,-0.0929174,53.43081,105.8982,-11.93058,5.520031
0.4590797,0.3283183,-0.03681931,54.42892,96.3987,-4.585445,5.530032
0.4703197,0.314109,0.00371355,56.26251,89.32265,0.4523866,5.540032
0.4735687,0.3128552,0.02623181,56.54992,85.20716,3.170475,5.550032
0.4898139,0.3007355,0.05546603,58.45094,79.5501,6.460595,5.560032
0.5010538,0.2933801,0.06984611,59.6499,76.60866,7.935802,5.570033
0.5014928,0.2614511,0.1127493,62.46491,66.67215,12.67097,5.580033
0.5045662,0.2428118,0.1389811,64.3018,60.21395,15.40004,5.590033
0.4988584,0.2173186,0.1780917,66.46053,50.66552,19.64649,5.600033
0.4927116,0.198763,0.1850447,68.03054,47.04702,20.58437,5.610034
0.4865648,0.1966734,0.2140419,67.99104,42.57848,23.7449,5.620034
0.4826133,0.1809596,0.2162542,69.44608,39.92228,24.13667,5.630034
0.4665437,0.1469408,0.2452514,72.51785,30.92767,27.72988,5.640034
0.453811,0.1441826,0.2518094,72.37416,29.79486,29.02489,5.650034
0.4387074,0.1174356,0.2902879,75.01409,22.02574,33.49217,5.660035
0.4296628,0.1032264,0.2810436,76.49073,20.16811,33.1888,5.670035
0.4079733,0.07898698,0.3104358,79.04263,14.27537,37.2683,5.680035
0.4090271,0.0809094,0.3084606,78.81081,14.69762,37.02113,5.690035
0.3905866,0.06143431,0.3173888,81.06133,10.95479,39.09715,5.700036
0.3809273,0.05667003,0.3142283,81.53824,10.22321,39.51934,5.710036
0.3693362,0.03886659,0.3264751,83.99266,6.789062,41.47511,5.720036
0.3570425,0.03426948,0.3248949,84.51746,6.021216,42.30098,5.730036
0.3324552,0.02549315,0.3317689,85.61505,4.393978,44.9408,5.740036
0.3304355,0.02908728,0.3474132,84.96938,4.785944,46.43475,5.750037
0.3124341,0.01989301,0.3466231,86.35683,3.284652,47.96958,5.760037
0.3133123,0.01253763,0.3558674,87.70845,2.017764,48.63871,5.770037
0.3071654,0.008191244,0.3436206,88.47244,1.365561,48.2062,5.780037
0.3001405,0.01571381,0.3493885,87.00302,2.575152,49.33593,5.790038
0.3021601,0.01905717,0.3452009,86.39114,3.159864,48.80379,5.800038
0.3172638,0.04287864,0.3428305,82.30303,7.129101,47.21806,5.810038
0.3238497,0.05056839,0.3501786,81.12505,8.217132,47.23695,5.820038
0.3214788,0.06143431,0.3513638,79.18126,9.917645,47.54317,5.830039
0.3285037,0.06268806,0.339512,79.19619,10.46136,45.9441,5.840039
0.3431683,0.05583419,0.3375368,80.75883,9.392621,44.52599,5.850039
0.3508957,0.046222,0.3317689,82.49586,7.931386,43.39511,5.860039
0.3513348,0.03594115,0.3242628,84.15902,6.324823,42.70532,5.870039
0.3702143,0.03677699,0.3199172,84.32687,6.557812,40.83163,5.88004
0.3479979,0.04246072,0.3124111,83.04348,7.739813,41.91555,5.89004
0.3636284,0.03075896,0.3067223,85.16492,5.726633,40.14779,5.90004
0.375483,0.04722503,0.297399,82.83146,9.022861,38.38077,5.91004
0.3927819,0.04329656,0.2925002,83.70965,8.419913,36.67464,5.920041
0.3993677,0.04287864,0.2863374,83.87183,8.516682,35.63964,5.930041
0.4121005,0.03970243,0.2543377,84.49701,8.872338,31.68181,5.940041
0.4325606,0.04496823,0.2533896,84.06495,10.06332,30.36134,5.950041
0.450562,0.03552323,0.2375873,85.492,8.503673,27.80327,5.960042
0.4599578,-0.03401873,0.1468822,94.22992,-13.0401,17.71028,5.970042
0.4685634,-0.05432964,0.1336873,96.61388,-22.1165,15.92414,5.980042
0.4854233,-0.08333334,0.09655195,99.74109,-40.79725,11.24946,5.990042
0.483667,-0.09152456,0.08169781,100.7154,-48.24686,9.587521,6.000042
0.480418,-0.1065697,0.03610823,102.5072,-71.28246,4.29827,6.010043
0.4887601,-0.1134236,0.005451788,103.065,-87.24815,0.639069,6.020043
0.4959607,-0.1203611,-0.05198947,103.641,-113.3617,-5.98422,6.030043
0.4906919,-0.1389167,-0.07711514,105.807,-119.0354,-8.931319,6.040043
0.4812961,-0.1583918,-0.1412724,108.2161,-131.7303,-16.35828,6.050044
0.4590797,-0.1579739,-0.1930248,108.9888,-140.7027,-22.80482,6.060044
0.4567089,-0.1631561,-0.2086691,109.6589,-141.9785,-24.55554,6.070044
0.4213207,-0.1688398,-0.242644,111.8379,-145.1685,-29.93819,6.080044
0.4279066,-0.1822133,-0.2548908,113.0655,-144.4402,-30.78096,6.090044
0.4088514,-0.1761117,-0.2787522,113.3038,-147.7159,-34.28591,6.100045
0.386196,-0.1886493,-0.2947916,116.0346,-147.3831,-37.35526,6.110045
0.3750439,-0.2049482,-0.3157296,118.655,-147.0114,-40.09225,6.120045
0.3465051,-0.1980943,-0.3435416,119.7563,-150.0312,-44.75393,6.130045
0.348437,-0.1782013,-0.3565785,117.0866,-153.4462,-45.66162,6.140046
0.3440464,-0.1571381,-0.3798868,114.5478,-157.5278,-47.83428,6.150046
0.3357043,-0.1380809,-0.3909484,112.3582,-160.547,-49.34758,6.160046
0.348437,-0.08542294,-0.3972693,103.775,-167.8647,-48.74664,6.170046
0.3471198,-0.06954195,-0.402247,101.3287,-170.1914,-49.20739,6.180047
0.3645065,-0.01061519,-0.3787016,91.66809,-178.3944,-46.0942,6.190047
0.3873376,0.04012038,-0.3656648,84.0864,173.7386,-43.35138,6.200047
0.3895328,0.06920763,-0.3493094,79.92548,168.7933,-41.88383,6.210047
0.4185107,0.0951187,-0.3143074,77.19539,163.1626,-36.90705,6.220047
0.4321215,0.1114176,-0.290999,75.54184,159.0492,-33.95708,6.230048
0.4595188,0.1278837,-0.2541007,74.44817,153.2848,-28.94133,6.240048
0.4747102,0.1558843,-0.22858,71.82096,145.7072,-25.7115,6.250048
0.4963997,0.1628218,-0.1964224,71.84023,140.3434,-21.58841,6.260048
0.5045662,0.1817954,-0.1446699,70.18588,128.5122,-15.99872,6.270049
0.5100105,0.198763,-0.1122752,68.70798,119.4608,-12.41523,6.280049
0.5194942,0.2238382,-0.04669575,66.68989,101.7837,-5.136339,6.290049
0.5199333,0.2267637,-0.01011346,66.43606,92.55364,-1.114346,6.300049
0.5144011,0.2298562,0.05009325,65.92288,77.70559,5.562021,6.31005
0.5170355,0.2133902,0.07916943,67.57315,69.64474,8.705617,6.32005
0.5086934,0.2056169,0.131317,67.99115,57.43571,14.47465,6.33005
0.5076396,0.1951688,0.138191,68.97007,54.69927,15.2282,6.34005
0.4854233,0.1858074,0.1617364,69.05444,48.96201,18.42736,6.35005
0.4861258,0.1671682,0.1747733,71.02301,43.7259,19.77466,6.360051
0.4760274,0.1517051,0.1927089,72.32344,38.21068,22.03944,6.370051
0.4915701,0.1546306,0.2108815,72.53826,36.25104,23.21912,6.380051
0.4764665,0.124791,0.2326096,75.32335,28.21279,26.0215,6.390051
0.4615385,0.1149281,0.2436712,76.0171,25.25103,27.832,6.400052
0.4439761,0.1044801,0.2574982,76.75762,22.0849,30.11296,6.410052
0.4217597,0.07856905,0.2822287,79.4474,15.55656,33.78923,6.420052
0.4112224,0.07564361,0.2853892,79.57706,14.84513,34.76073,6.430052
0.4075343,0.06878972,0.3084606,80.41908,12.5718,37.12188,6.440053
0.3890938,0.04806087,0.3138333,82.95849,8.70671,38.88877,6.450053
0.3631893,0.02632899,0.3296356,85.85365,4.566691,42.22731,6.460053
0.3631893,0.02866936,0.3317689,85.48656,4.938867,42.4113,6.470053
0.3418511,0.02992312,0.3367466,84.9975,5.077933,44.56902,6.480053
0.3308746,0.0295052,0.3478082,84.90422,4.848895,46.42927,6.490054
0.3021601,0.0336844,0.3568945,83.639,5.391714,49.74751,6.500054
0.2979452,0.04078904,0.3616352,82.2046,6.435225,50.51546,6.510054
0.2955743,0.04329656,0.3813881,81.66641,6.476696,52.22445,6.520054
0.2977696,0.0509863,0.3723018,80.28362,7.798081,51.34693,6.530055
0.2885494,0.06753595,0.3772005,76.82686,10.15098,52.58487,6.540055
0.2850369,0.07815114,0.3752252,74.66749,11.76525,52.77816,6.550055
0.2889884,0.08299899,0.3723018,73.97565,12.5677,52.18064,6.560055
0.2860906,0.09846206,0.3732499,71.00838,14.77778,52.53036,6.570055
0.2992624,0.1227015,0.3645587,67.70573,18.60196,50.61778,6.580056
0.2955743,0.1189402,0.3711166,68.07996,17.77028,51.46457,6.590056
0.3030383,0.1136744,0.3679561,69.43814,17.16773,50.52609,6.600056
0.3030383,0.1114176,0.3592649,69.81313,17.23005,49.85252,6.610056
0.3074289,0.1064025,0.3588698,70.90903,16.51474,49.4147,6.620057
0.3201616,0.09904714,0.3501786,72.8097,15.79342,47.56392,6.630057
0.3295574,0.1011367,0.3482033,72.93945,16.1961,46.57586,6.640057
0.3479979,0.08650953,0.3337442,76.0397,14.53176,43.80225,6.650057
0.3501932,0.1011367,0.3333492,73.89114,16.87757,43.58838,6.660058
0.3750439,0.08943499,0.3067223,76.58743,16.25578,39.27734,6.670058
0.3873376,0.09804415,0.2968459,75.79545,18.27768,37.46566,6.680058
0.4099052,0.06795387,0.2723523,80.58714,14.00967,33.60116,6.690058
0.4321215,0.05224007,0.2468317,83.10684,11.94988,29.73539,6.700058
0.4510011,0.04012038,0.2202048,84.91644,10.32579,26.02431,6.710059
0.4703197,0.007773325,0.1820423,89.05311,2.445082,21.15947,6.720059
0.480857,0.00041792,0.1682153,89.9502,0.1423473,19.28106,6.730059
0.5021075,-0.0267469,0.1133024,93.04921,-13.28245,12.71602,6.740059
0.5054443,-0.03360079,0.08667553,93.80329,-21.18941,9.730654,6.75006
0.5034247,-0.05558341,0.03982177,96.30053,-54.38095,4.522779,6.76006
0.5199333,-0.08107656,-0.02259727,98.86311,-105.574,-2.488615,6.77006
0.5100105,-0.08793045,-0.04709077,99.78214,-118.1711,-5.275331,6.78006
0.5076396,-0.1019726,-0.1008185,101.3582,-134.674,-11.23293,6.790061
0.4949069,-0.1088265,-0.1114851,102.4016,-135.6914,-12.69482,6.800061
0.4927116,-0.120779,-0.1697165,103.7734,-144.5624,-19.00647,6.810061
0.4797155,-0.1295553,-0.1823583,105.1131,-144.6084,-20.81372,6.820061
0.4615385,-0.1299732,-0.2189406,105.7277,-149.3047,-25.37832,6.830061
0.4558307,-0.1213641,-0.2335577,104.909,-152.5422,-27.12961,6.840062
0.446347,-0.1263791,-0.2647672,105.809,-154.4838,-30.67586,6.850062
0.4268528,-0.111334,-0.2963718,104.6185,-159.411,-34.77296,6.860062
0.4325606,-0.09963223,-0.3115419,102.9708,-162.2655,-35.76246,6.870062
0.420267,-0.07773319,-0.3143074,100.4791,-166.1086,-36.79191,6.880063
0.4243941,-0.06201939,-0.3249739,98.31413,-169.1953,-37.44259,6.890063
0.4239551,-0.04404881,-0.3139123,95.93172,-172.0123,-36.51764,6.900063
0.4308043,-0.0041792,-0.3090136,90.55579,-179.2252,-35.65166,6.910063
0.4415174,0.008776351,-0.2906039,88.86124,178.2702,-33.35266,6.920063
