Time,Hx,Hy,Hz,Ax,Ay,Az,Heading,PID_Output,Integral,Setpoint
2.149999,0.1830833,-0.3620833,0.6004167,-0.28,-1.1,1.14,296.8847,0,-59.66557,270,-26.9455
2.199999,0.18725,-0.3318333,0.5680833,0.29,1.35,1.19,297.6695,0,-59.66557,270,-26.9455
2.249999,0.20125,-0.33125,0.5885,-0.19,-0.45,0.4,299.1797,0,-62.43252,270,-27.66946
2.299999,0.1526667,-0.3580833,0.5966667,-0.18,-0.84,1.33,297.9356,0,-65.35049,270,-29.17972
2.349999,0.1914167,-0.321,0.56475,0.33,0.5,0.85,298.3932,0,-65.35049,270,-29.17972
2.399999,0.1641667,-0.3114166,0.5820833,-0.3,-1.09,0.45,297.2318,0,-68.1898,270,-28.39319
2.449999,0.2029167,-0.3135,0.56725,0.06,-0.88,1.63,300.506,0,-70.91298,270,-27.23178
2.499999,0.1926667,-0.3226667,0.5918334,0.42,0.92,1.0,300.5172,0,-70.91298,270,-27.23178
2.549999,0.2004167,-0.30975,0.5595833,0.03,-0.07,0.65,302.2197,0,-73.9647,270,-30.51721
2.599999,0.205,-0.3026667,0.5395833,-0.28,-0.67,1.06,302.6187,0,-77.18667,270,-32.21973
2.649999,0.18225,-0.3014167,0.6033334,0.09,0.81,1.25,302.7244,0,-77.18667,270,-32.21973
2.699999,0.1535,-0.3018333,0.5505834,-0.03,0.71,0.28,300.7418,0,-80.45911,270,-32.7244
2.749999,0.1843333,-0.2929167,0.5579166,-0.43,-0.86,0.65,300.0991,0,-80.45911,270,-32.7244
2.799999,0.17975,-0.291,0.58725,-0.1,-0.73,1.2,300.2806,0,-83.46902,270,-30.09912
2.849998,0.175,-0.3033333,0.6126667,0.28,0.45,1.04,301.2892,0,-86.49708,270,-30.28064
2.899998,0.156,-0.2914167,0.5570833,0.08,-0.43,0.44,299.9486,0,-86.49708,270,-30.28064
2.949998,0.1826667,-0.2976667,0.5718333,-0.22,-1.74,1.36,299.8928,0,-89.49194,270,-29.94864
2.999998,0.1843333,-0.2808333,0.5497499,-0.41,-0.69,0.56,300.9923,0,-89.49194,270,-29.94864
3.049998,0.1716667,-0.3005833,0.5758333,-0.51,-1.12,1.01,301.5157,0,-92.59117,270,-30.99228
3.099998,0.156,-0.2945833,0.56475,-0.19,-0.53,1.24,300.3051,0,-95.74274,270,-31.51572
3.149998,0.1266667,-0.28975,0.54475,0.23,0.85,0.9599999,297.0827,0,-95.74274,270,-31.51572
3.199998,0.1551667,-0.2868333,0.546,0.13,0.18,0.29,296.6429,0,-98.45102,270,-27.08273
3.249998,0.165,-0.2780833,0.5583333,-0.37,-0.9599999,0.62,297.5691,0,-98.45102,270,-27.08273
3.299998,0.1764167,-0.2820833,0.5735,-0.49,-1.22,0.99,300.3722,0,-101.2079,270,-27.56912
3.349998,0.1320833,-0.2680833,0.5876667,-0.34,-0.28,1.21,299.6447,0,-104.2452,270,-30.37222
3.399998,0.1325,-0.27375,0.5685,0.25,0.76,1.08,298.0264,0,-104.2452,270,-30.37222
3.449998,0.1405833,-0.2575,0.5633333,0.09,0.83,0.28,296.8965,0,-107.0478,270,-28.0264
3.499998,0.14475,-0.2583333,0.5595833,-0.22,0.05,0.35,297.9077,0,-107.0478,270,-28.0264
3.549998,0.1414167,-0.2504167,0.596,0.42,0.8,0.77,299.1167,0,-109.8386,270,-27.90775
3.599998,0.1168333,-0.24225,0.5766666,0.31,0.11,0.73,298.1549,0,-112.7502,270,-29.11667
3.649998,0.1045833,-0.2283333,0.63225,-0.07,-0.94,0.78,296.6037,0,-112.7502,270,-29.11667
3.699998,0.13125,-0.2455833,0.5930833,-0.23,-1.36,1.2,296.1595,0,-115.4106,270,-26.60367
3.749998,0.1275,-0.2285,0.5668333,0.03,-0.8,1.61,297.2973,0,-115.4106,270,-26.60367
3.799998,0.1205833,-0.235,0.5420833,0.22,-0.19,1.43,298.1487,0,-118.1403,270,-27.29733
3.849998,0.1341667,-0.2285,0.5485,0.29,0.21,1.2,298.9147,0,-120.9552,270,-28.14871
3.899998,0.1485,-0.2275,0.5579166,0.24,0.24,0.72,300.2392,0,-120.9552,270,-28.14871
3.949997,0.14,-0.2366667,0.5868334,0.07,-0.57,0.3,301.3869,0,-123.9791,270,-30.23917
3.999997,0.1130833,-0.2551667,0.5804167,-0.25,-1.45,0.43,299.2142,0,-123.9791,270,-30.23917
4.049997,0.1143333,-0.2458333,0.5541667,-0.45,-1.51,1.06,296.4835,0,-126.9006,270,-29.21417
4.099998,0.1418333,-0.2343333,0.57475,-0.48,-0.95,1.14,296.6764,0,-129.5489,270,-26.48352
4.149998,0.12375,-0.2475,0.53225,-0.14,-0.58,0.88,297.5641,0,-129.5489,270,-26.48352
4.199998,0.1295833,-0.2241667,0.5616667,-0.2,-1.53,1.29,299.2603,0,-132.3053,270,-27.56412
4.249998,0.1501667,-0.2258333,0.5575,-0.13,-1.5,1.62,300.0725,0,-132.3053,270,-27.56412
4.299998,0.1383333,-0.2218333,0.5404167,-0.08,-0.2,1.54,301.8666,0,-135.3126,270,-30.07251
4.349998,0.13375,-0.2475,0.5791667,0.02,0.09,1.31,301.3186,0,-138.4992,270,-31.86658
4.399999,0.1291667,-0.2504167,0.57475,0.18,0.61,1.07,299.2064,0,-138.4992,270,-31.86658
4.449999,0.1358333,-0.2358333,0.5889167,0.15,0.79,0.62,298.5376,0,-141.4199,270,-29.20642
4.499999,0.1241667,-0.2343333,0.56975,-0.08,0.45,0.29,298.3812,0,-141.4199,270,-29.20642
4.549999,0.1316667,-0.2301667,0.5705833,-0.23,0.12,0.43,299.2101,0,-144.258,270,-28.38123
4.599999,0.1180833,-0.2418333,0.5701666,-0.27,-0.15,0.61,297.905,0,-147.179,270,-29.21011
4.65,0.1045833,-0.2455833,0.5845833,-0.26,-0.81,0.98,296.2881,0,-147.179,270,-29.21011
4.7,0.10725,-0.2189167,0.6068334,-0.03,0.36,0.27,295.0645,0,-149.8078,270,-26.28809
4.75,0.1176667,-0.2366667,0.5854167,-0.23,0.06,0.38,295.2012,0,-152.3142,270,-25.06445
4.8,0.1126667,-0.22975,0.58125,-0.31,-0.13,0.53,296.2198,0,-152.3142,270,-25.06445
4.85,0.1126667,-0.225,0.5730834,-0.27,-0.54,0.82,296.3859,0,-154.9362,270,-26.21982
4.900001,0.1214167,-0.2370833,0.5539167,-0.25,-0.66,1.27,296.6133,0,-157.5748,270,-26.38586
4.950001,0.09458333,-0.2270833,0.5739167,-0.14,-0.22,1.64,295.4432,0,-157.5748,270,-26.38586
5.000001,0.1266667,-0.2180833,0.5539167,-0.01,0.14,1.62,296.6265,0,-160.1191,270,-25.44321
5.050001,0.116,-0.2105833,0.5535,0.07,0.16,1.44,297.2031,0,-160.1191,270,-25.44321
5.100001,0.1214167,-0.2120833,0.5918334,0.28,0.37,1.08,299.596,0,-162.8394,270,-27.20313
5.150002,0.14225,-0.24225,0.5743333,0.24,0.3,0.63,299.6869,0,-165.799,270,-29.59598
5.200002,0.1126667,-0.21375,0.5668333,0.08,-0.21,0.3,299.3353,0,-165.799,270,-29.59598
5.250002,0.1226667,-0.2245833,0.5841666,-0.3,-0.52,0.47,298.9528,0,-168.7326,270,-29.33533
5.300002,0.13625,-0.2289167,0.5535,0.41,0.94,0.81,299.0659,0,-168.7326,270,-29.33533
5.350002,0.1226667,-0.2358333,0.5489166,0.4,0.43,1.02,298.9616,0,-171.6391,270,-29.06589
5.400002,0.095,-0.2258333,0.5620833,0.19,0.06,0.62,297.0188,0,-174.5353,270,-28.96164
5.450003,0.1358333,-0.2145833,0.5651667,-0.1,-0.5,0.54,297.5432,0,-174.5353,270,-28.96164
5.500003,0.11975,-0.2339167,0.5539167,-0.31,-1.69,0.56,297.4195,0,-177.2896,270,-27.54324
5.550003,0.1205833,-0.215,0.56125,-0.45,-1.43,0.66,299.5766,0,-177.2896,270,-27.54324
5.600003,0.1435,-0.2258333,0.5370833,-0.5,-0.9,0.82,299.6095,0,-180.2473,270,-29.57657
5.650003,0.1254167,-0.215,0.57225,-0.32,-0.39,1.25,300.6584,0,-183.2082,270,-29.60947
5.700004,0.1468333,-0.2405833,0.6054167,-0.03,0.18,1.35,301.362,0,-183.2082,270,-29.60947
5.750004,0.1155833,-0.23225,0.5855833,0.2,1.34,1.33,299.3704,0,-186.3444,270,-31.36197
5.800004,0.1101667,-0.2495833,0.5820833,0.32,1.06,1.25,297.2238,0,-186.3444,270,-31.36197
5.850004,0.11725,-0.2470833,0.5705833,0.42,0.51,0.86,295.2203,0,-189.0668,270,-27.22379
5.900004,0.1064167,-0.2318333,0.5575,0.02,0.59,1.06,294.6197,0,-191.5889,270,-25.22031
5.950005,0.095,-0.2245833,0.5579166,0.19,0.9599999,0.87,294.3236,0,-191.5889,270,-25.22031
6.000005,0.1218333,-0.2189167,0.5579166,0.28,1.38,0.72,295.5607,0,-194.0212,270,-24.32364
6.050005,0.09833334,-0.2180833,0.58125,0.39,0.88,0.72,295.4321,0,-194.0212,270,-24.32364
6.100005,0.1025,-0.2170833,0.5570833,0.43,0.38,0.8,296.2143,0,-196.5644,270,-25.4321
6.150005,0.1168333,-0.1925,0.5758333,0.04,-0.27,0.77,296.9335,0,-199.1859,270,-26.21429
6.200006,0.1266667,-0.2093333,0.5864167,-0.16,-1.15,0.95,299.2359,0,-199.1859,270,-26.21429
6.250006,0.1270833,-0.2068333,0.5770833,-0.27,-1.68,1.05,301.3334,0,-202.1095,270,-29.23593
6.300006,0.1241667,-0.2270833,0.59225,-0.43,-1.37,1.04,300.4716,0,-202.1095,270,-29.23593
6.350006,0.1020833,-0.21375,0.5930833,-0.3,-0.84,1.04,298.5884,0,-205.1566,270,-30.47165
6.400006,0.1180833,-0.2354167,0.5497499,-0.15,-0.19,1.18,296.9453,0,-208.0155,270,-28.58844
6.450006,0.08766666,-0.2266667,0.57875,-0.2,-1.48,1.31,294.437,0,-208.0155,270,-28.58844
6.500007,0.1041667,-0.2054167,0.55625,-0.18,-1.65,1.53,294.8907,0,-210.4592,270,-24.43701
6.550007,0.12225,-0.20975,0.55875,-0.23,-1.38,1.52,296.0898,0,-210.4592,270,-24.43701
6.600007,0.1,-0.23875,0.5651667,-0.29,-0.84,1.26,296.617,0,-213.0681,270,-26.08981
6.650007,0.141,-0.2245833,0.5416667,-0.17,0.34,1.18,298.3611,0,-215.7298,270,-26.617
6.700007,0.116,-0.21625,0.55225,0.1,1.06,1.04,297.686,0,-215.7298,270,-26.617
6.750008,0.1395833,-0.2201667,0.5514167,0.23,1.36,0.48,300.902,0,-218.4984,270,-27.686
6.800008,0.14,-0.2114167,0.585,0.3,1.08,0.51,301.3655,0,-218.4984,270,-27.686
6.850008,0.1055833,-0.2414167,0.58,0.38,0.31,0.71,299.8363,0,-221.635,270,-31.36554
6.900008,0.1218333,-0.2275,0.61475,0.21,-0.39,0.69,298.435,0,-224.6186,270,-29.8363
6.950008,0.1245833,-0.2354167,0.59225,-0.18,-1.27,1.09,296.5602,0,-224.6186,270,-29.8363
7.000009,0.1055833,-0.2305833,0.58,-0.25,-1.78,1.23,296.8871,0,-227.2746,270,-26.56018
7.050009,0.12375,-0.2120833,0.5566667,0.44,0.79,0.92,297.5847,0,-229.9633,270,-26.88708
7.100009,0.13,-0.2279167,0.5645833,0.36,0.19,0.81,298.1887,0,-229.9633,270,-26.88708
7.150009,0.1068333,-0.2439167,0.5743333,0.15,-0.43,0.51,297.872,0,-232.7822,270,-28.18869
7.200009,0.1329167,-0.22375,0.5770833,-0.21,-1.13,0.37,298.0216,0,-235.5694,270,-27.87204
7.25001,0.11225,-0.22225,0.5914166,-0.36,-1.38,0.81,297.0539,0,-235.5694,270,-27.87204
7.30001,0.1180833,-0.23225,0.5825,-0.49,-1.07,0.83,298.153,0,-238.2748,270,-27.05386
7.35001,0.08833333,-0.2258333,0.5845833,-0.45,-0.73,1.11,295.0365,0,-238.2748,270,-27.05386
7.40001,0.1054167,-0.2391667,0.54725,-0.25,-0.29,1.4,294.0331,0,-240.7784,270,-25.0365
7.45001,0.08791667,-0.21375,0.5833333,0.05,0.21,1.62,292.5022,0,-243.1817,270,-24.03305
7.50001,0.1093333,-0.2214167,0.56475,0.23,0.37,1.36,294.1412,0,-243.1817,270,-24.03305
7.550011,0.1164167,-0.2054167,0.5651667,0.3,0.8,1.27,296.0597,0,-245.5959,270,-24.1412
7.600011,0.1135,-0.2176667,0.5705833,0.27,0.46,1.04,297.7869,0,-245.5959,270,-24.1412
7.650011,0.1130833,-0.221,0.5501667,-0.32,-0.4,1.35,298.0598,0,-248.3745,270,-27.7869
7.700011,0.1164167,-0.2241667,0.56475,-0.03,0.94,1.45,297.3606,0,-251.1805,270,-28.05981
7.750011,0.13,-0.2335,0.5743333,0.16,1.3,1.4,297.8831,0,-251.1805,270,-28.05981
7.800012,0.17125,-0.2370833,0.5620833,0.27,0.86,1.28,300.7974,0,-253.9688,270,-27.88309
7.850012,0.1901667,-0.2595833,0.58375,0.33,0.43,0.79,303.7246,0,-253.9688,270,-27.88309
7.900012,0.1776667,-0.3135,0.6054167,0.11,0.04,0.46,303.8695,0,-257.3413,270,-33.72464
7.950012,0.1975,-0.3805833,0.58725,-0.24,-0.45,0.38,301.0646,0,-260.7283,270,-33.86948
8.000012,0.1851667,-0.43375,0.58975,-0.41,-0.5,0.57,296.6951,0,-260.7283,270,-33.86948
8.050013,0.17,-0.4689167,0.5539167,-0.38,-0.66,0.8,293.4905,0,-263.3978,270,-26.69507
8.100013,0.1725,-0.4995833,0.5514167,-0.29,-0.58,1.26,290.6981,0,-263.3978,270,-26.69507
8.150013,0.1229167,-0.5320833,0.56,-0.11,-1.14,1.66,287.3281,0,-265.4676,270,-20.69806
8.200013,0.1379167,-0.57125,0.5285,0.07,-0.82,1.6,285.2101,0,-267.2004,270,-17.32813
8.250013,0.13,-0.5925,0.5354167,-0.47,-1.16,0.7,282.9854,0,-267.2004,270,-17.32813
8.300014,0.08183333,-0.61625,0.5439167,-0.34,-0.88,1.03,281.1708,0,-268.4989,270,-12.98535
8.350014,0.03975,-0.611,0.5616667,-0.24,-0.15,1.53,277.8872,0,-269.2876,270,-7.887207
8.400014,0.02166667,-0.6345834,0.5264167,0.02,-0.8,1.65,274.414,0,-269.2876,270,-7.887207
8.450014,-0.008916667,-0.65,0.5420833,0.15,-0.54,1.51,271.6306,0,-269.729,270,-4.413971
8.500014,-0.05458333,-0.6620833,0.51875,0.18,-0.26,1.31,268.8189,0,-269.729,270,-4.413971
8.550014,-0.06416667,-0.6568334,0.5183333,0.23,0.33,1.0,266.3072,47.24365,-269.6109,270,1.181091
8.600015,-0.09916667,-0.65725,0.4843333,0.23,1.01,0.98,263.7091,251.6345,-268.9818,270,6.290863
8.650015,-0.12625,-0.6414166,0.5141666,0.28,1.27,0.84,261.5684,251.6345,-268.9818,270,6.290863
8.700015,-0.1055833,-0.6414166,0.4958333,0.36,1.23,0.77,260.3123,337.2656,-268.1387,270,8.431641
8.750015,-0.1451667,-0.6379167,0.49875,0.45,0.88,0.82,258.899,337.2656,-268.1387,270,8.431641
8.800015,-0.1304167,-0.6154166,0.50225,-0.09,0.03,1.24,258.6225,444.0381,-267.0286,270,11.10095
8.850016,-0.1316667,-0.6125,0.4733333,-0.27,-0.39,1.25,257.6943,455.1013,-265.8908,270,11.37753
8.900016,-0.1068333,-0.6201667,0.4876667,-0.04,0.15,1.31,258.7097,455.1013,-265.8908,270,11.37753
8.950016,-0.1358333,-0.6434999,0.5145833,0.15,0.52,1.33,258.7248,451.6125,-264.7618,270,11.29031
9.000016,-0.1143333,-0.6466666,0.4958333,0.29,0.64,1.26,259.4267,451.6125,-264.7618,270,11.29031
9.050016,-0.12375,-0.6479167,0.52,0.35,0.46,1.23,259.0804,422.9333,-263.7044,270,10.57333
9.100017,-0.1055833,-0.6466666,0.5093333,0.19,0.35,1.25,259.9625,436.7859,-262.6125,270,10.91965
9.150017,-0.1114167,-0.64625,0.5301667,0.22,0.54,1.05,260.044,436.7859,-262.6125,270,10.91965
9.200017,-0.1118333,-0.641,0.5133333,0.23,0.73,0.8,260.3495,398.241,-261.6169,270,9.956024
9.250017,-0.1041667,-0.64475,0.5285,0.1,0.76,0.52,260.3813,398.241,-261.6169,270,9.956024
9.300017,-0.1185,-0.6579166,0.5268333,-0.05,0.64,0.4,260.2385,384.7473,-260.655,270,9.618683
9.350018,-0.03416667,-0.6575,0.5225,0.41,1.02,1.16,262.5459,390.459,-259.6789,270,9.761475
9.400018,-0.04433333,-0.6516666,0.5141666,0.35,0.46,1.22,264.3077,227.6917,-259.1097,270,5.692291
9.450018,-0.02,-0.6539166,0.5239167,0.25,0.54,1.0,267.1272,227.6917,-259.1097,270,5.692291
9.500018,-0.03208333,-0.66,0.54125,0.23,0.59,0.71,267.1911,114.9109,-258.8224,270,2.872772
9.550018,-0.008500001,-0.6764167,0.5191667,0.19,1.18,0.41,268.2484,114.9109,-258.8224,270,2.872772
9.600019,-0.0035,-0.676,0.51875,0.11,1.11,0.32,268.7335,70.06348,-258.6472,270,1.751587
9.650019,0.009333333,-0.6504167,0.52475,0.37,1.15,0.65,269.9352,50.66162,-258.5206,270,1.266541
9.700019,0.0,-0.6491666,0.51625,0.44,0.74,0.76,270.1752,50.66162,-258.5206,270,1.266541
9.750019,-0.008083333,-0.6326666,0.5183333,0.36,0.08,0.76,270.0301,0,-258.5381,270,-0.1751709
9.800019,0.05333333,-0.6414166,0.5080833,0.14,-0.51,0.63,271.3404,0,-258.5381,270,-0.1751709
9.850019,0.04933333,-0.6375,0.5208333,-0.06,-1.22,0.58,272.8154,0,-258.6721,270,-1.340393
9.90002,0.03975,-0.6226666,0.51875,0.11,1.07,0.6,274.277,0,-258.9537,270,-2.815399
9.95002,0.07016667,-0.6158333,0.5239167,0.31,0.81,0.55,274.8593,0,-258.9537,270,-2.815399
10.00002,0.05833333,-0.6218333,0.5358334,0.41,0.56,0.68,275.1707,0,-259.4396,270,-4.859283
10.05002,0.08433333,-0.6175,0.52475,0.06,0.1,0.66,276.5454,0,-259.4396,270,-4.859283
10.10002,0.071,-0.6508333,0.5383334,-0.1,-0.61,0.86,276.454,0,-260.0941,270,-6.54541
10.15002,0.06083333,-0.6080833,0.54725,-0.21,-1.37,1.11,276.5719,0,-260.7395,270,-6.453979
10.20002,0.081,-0.6129167,0.5629167,-0.26,-1.46,1.25,276.489,0,-260.7395,270,-6.453979
10.25002,0.03375,-0.6189167,0.5535,-0.37,-1.21,1.31,275.4542,0,-261.3884,270,-6.489014
10.30002,0.095,-0.5968333,0.51875,-0.1,-0.79,1.23,276.5646,0,-261.3884,270,-6.489014
10.35002,0.065,-0.6166667,0.5101666,-0.04,-0.24,1.19,276.0608,0,-262.0449,270,-6.564575
10.40002,0.06208333,-0.6145833,0.5345833,-0.15,0.49,1.24,276.9431,0,-262.651,270,-6.060822
10.45002,0.06125,-0.6089167,0.5195833,-0.17,-1.33,1.3,275.8431,0,-262.651,270,-6.060822
10.50002,0.046,-0.6289167,0.4975,-0.25,-1.14,1.42,275.2318,0,-263.2353,270,-5.843109
10.55002,0.04516667,-0.6101666,0.5216666,-0.35,-0.83,1.36,274.7202,0,-263.2353,270,-5.843109
10.60002,0.07183333,-0.6089167,0.5408334,0.06,-0.4,1.31,275.0482,0,-263.7073,270,-4.720245
10.65002,0.081,-0.625,0.5166667,0.13,0.22,1.05,276.1153,0,-264.2121,270,-5.048248
10.70002,0.07433333,-0.6189167,0.52975,0.24,0.9599999,0.76,276.987,0,-264.2121,270,-5.048248
10.75002,0.0575,-0.62975,0.5455833,0.22,1.39,0.54,276.4833,0,-264.9108,270,-6.986969
10.80002,0.06875,-0.6470833,0.5239167,0.26,0.69,0.47,276.0434,0,-264.9108,270,-6.986969
10.85002,0.01725,-0.64475,0.5264167,0.37,0.48,0.61,274.2714,0,-265.5152,270,-6.043427
10.90002,0.03166667,-0.66125,0.5255833,-0.04,-0.0,0.69,273.4463,0,-265.9423,270,-4.271423
10.95002,0.02625,-0.6258333,0.52125,-0.15,-0.79,0.95,272.2254,0,-265.9423,270,-4.271423
11.00002,0.01683333,-0.6434999,0.5158333,-0.2,-1.32,1.25,272.214,0,-266.1649,270,-2.225372
11.05002,0.003916667,-0.635,0.5314167,-0.03,-0.46,0.27,271.4179,0,-266.1649,270,-2.225372
11.10002,0.051,-0.625,0.5089167,-0.13,0.4,0.39,272.1723,0,-266.3066,270,-1.417877
11.15002,0.02583333,-0.6305833,0.515,-0.12,0.17,0.56,272.4548,0,-266.5239,270,-2.172302
11.20002,0.02458333,-0.6279167,0.50225,-0.16,-0.38,0.8,273.0844,0,-266.5239,270,-2.172302
11.25002,0.03291667,-0.6318333,0.5379167,-0.21,-1.08,1.14,272.5234,0,-266.8323,270,-3.084351
11.30002,0.0385,-0.64475,0.5229167,-0.19,-1.02,1.45,272.8805,0,-266.8323,270,-3.084351
11.35003,0.02833333,-0.6443334,0.5330833,-0.18,-0.8,1.57,272.9724,0,-267.1204,270,-2.880493
11.40003,0.004333333,-0.6530833,0.5480833,0.12,-0.55,1.51,272.1051,0,-267.4176,270,-2.972443
11.45003,-0.01475,-0.641,0.5558333,0.17,-0.21,1.31,270.5266,0,-267.4176,270,-2.972443
11.50003,-0.01308333,-0.65,0.5089167,0.21,0.34,1.02,269.3029,0,-267.4703,270,-0.5266113
11.55003,0.0001666667,-0.64,0.5505834,0.24,0.98,0.7,269.1812,0,-267.4703,270,-0.5266113
11.60003,-0.006833333,-0.6495833,0.53875,-0.28,-1.74,0.58,269.4197,32.75146,-267.3884,270,0.8187866
11.65003,0.01266667,-0.6583333,0.53375,-0.42,-0.93,0.65,270.1715,23.21167,-267.3304,270,0.5802917
11.70003,-0.01058333,-0.6635,0.5216666,-0.46,-0.78,0.62,269.8619,5.522461,-267.3166,270,0.1380615
11.75003,-0.01916667,-0.6591667,0.5220833,-0.24,-0.58,0.85,269.5077,5.522461,-267.3166,270,0.1380615
11.80003,-0.041,-0.6591667,0.52125,-0.25,-1.26,1.26,267.9538,19.6936,-267.2674,270,0.4923401
11.85003,0.01433333,-0.6551667,0.4954167,-0.17,-1.45,1.57,268.6762,19.6936,-267.2674,270,0.4923401
11.90003,-0.04183333,-0.6595833,0.5129167,-0.09,-1.28,1.65,268.0217,52.95288,-267.135,270,1.323822
11.95003,0.01016667,-0.6491666,0.5008333,-0.07,-0.9599999,1.34,269.5072,19.71313,-267.0857,270,0.4928284
12.00003,-0.004333333,-0.6439167,0.5076666,-0.42,-0.93,1.23,268.9609,19.71313,-267.0857,270,0.4928284
12.05003,-0.03041667,-0.6326666,0.5016666,-0.27,-0.37,1.2,269.2531,41.56372,-266.9818,270,1.039093
12.10003,0.00975,-0.6335,0.52975,-0.03,0.85,1.16,269.2479,41.56372,-266.9818,270,1.039093
