x,y,z,heading1,heading2,heading3
0.2430589,0.1382003,-0.4332828,60.37798,162.3093,299.2911,1.559999
0.2095165,0.1504112,-0.4199468,54.32556,160.2941,296.5152,1.569999
0.2064672,0.1799536,-0.4126035,48.92509,156.436,296.5834,1.579999
0.1927888,0.1905889,-0.4130255,45.32878,155.2292,295.0219,1.589999
0.1785877,0.2035876,-0.423745,41.25735,154.3381,292.853,1.599999
0.1777165,0.2150106,-0.4172458,39.57535,152.7375,293.0705,1.609999
0.1485302,0.2232825,-0.4271212,33.63233,152.4012,289.175,1.619999
0.1296245,0.2214706,-0.423745,30.34001,152.4061,287.009,1.629999
0.1084536,0.2354934,-0.4258552,24.72785,151.0579,284.2879,1.639999
0.1036618,0.2339178,-0.436237,23.90075,151.799,283.3671,1.649999
0.07360429,0.23959,-0.4311727,17.07745,150.9404,279.6874,1.659999
0.05687664,0.2415595,-0.4379251,13.24931,151.1189,277.4,1.669999
0.03744816,0.2380144,-0.4456903,8.941374,151.8962,274.8029,1.679999
0.01070134,0.2521947,-0.4324388,2.429766,149.7496,271.4176,1.689999
-0.01134083,0.2461287,-0.4328608,357.3618,150.377,268.4992,1.699999
-0.04157258,0.227773,-0.4328608,349.6564,152.2465,264.5141,1.709999
-0.05655776,0.2281669,-0.43936,346.0782,152.5564,262.6648,1.719999
-0.06178515,0.2161923,-0.4245891,344.0507,153.0157,261.7206,1.729999
-0.08966457,0.2157984,-0.4349709,337.437,153.613,258.3523,1.739999
-0.0860054,0.2118594,-0.4290625,337.9051,153.7211,258.6653,1.749999
-0.09707005,0.1891708,-0.435393,332.8361,156.5159,257.4316,1.759999
-0.1099643,0.1681366,-0.43936,326.8146,159.0589,255.9485,1.769999
-0.1258207,0.1689244,-0.4328608,323.32,158.6817,253.7923,1.779999
-0.1297413,0.153326,-0.43936,319.7628,160.7622,253.5483,1.789999
-0.1487341,0.1438724,-0.4539621,314.0481,162.4152,251.8594,1.799999
-0.1526546,0.1252016,-0.4448463,309.3573,164.2808,251.0597,1.809999
-0.1741741,0.08754483,-0.4418921,296.6854,168.794,248.4879,1.819999
-0.177659,0.07690955,-0.4418921,293.4081,170.1268,248.0978,1.829999
-0.1927313,0.05390584,-0.4448463,285.626,173.0907,246.5751,1.839999
-0.1763522,0.04579151,-0.4379251,284.5559,174.0306,248.0654,1.849999
-0.1814053,0.04421592,-0.4448463,283.6982,174.3237,247.8147,1.859999
-0.1827121,0.03184748,-0.4473785,279.8876,175.9281,247.7846,1.869999
-0.1931669,0.01790345,-0.4444243,275.2953,177.6931,246.5081,1.879999
-0.1866327,0.009631563,-0.4505859,272.9543,178.7754,247.5007,1.889999
-0.184019,-0.005572948,-0.4414701,268.2654,180.7233,247.3721,1.899999
-0.203796,-0.01400239,-0.4435802,266.0695,181.808,245.3243,1.909999
-0.1822765,-0.01439629,-0.439782,265.4841,181.8749,247.4875,1.919999
-0.1914245,-0.0112451,-0.439782,266.6381,181.4647,246.4779,1.929998
-0.1922957,-0.02306208,-0.4387691,263.1612,183.0088,246.334,1.939999
-0.1680754,-0.01518409,-0.4299066,264.8379,182.0228,248.6466,1.949998
-0.1949094,-0.02014722,-0.4469564,264.0984,182.581,246.4389,1.959999
-0.2146864,-0.01518409,-0.4514299,265.9544,181.9265,244.5657,1.969998
-0.2007466,-0.006754648,-0.4461124,268.0729,180.8675,245.7727,1.979998
