Time,Hx,Hy,Hz,Ax,Ay,Az,PID_Output,Integral,Setpoint,error,XY-Heading,YZ-Heading,ZXHeading
10.35002,0.2804167,0.009166666,-0.225,-0.3,-1.2,0.92,1300,-1293.541,219,209.0903,10.8723,272.333,128.7428
10.40002,0.2839167,0.007916666,-0.2445833,-0.23,-0.36,0.7,1300,-1281.053,219,208.1277,10.59721,271.8539,130.7436
10.45002,0.28225,0.0135,-0.25475,0.19,1.16,0.84,1300,-1268.549,219,208.4028,11.73837,273.0334,132.0684
10.50002,0.3079167,-0.01833333,-0.27475,0.42,1.08,1.13,1300,-1256.113,219,207.2616,365.5927,266.1825,131.7421
10.55002,0.30375,-0.03808333,-0.2704167,0.37,0.45,1,0,-1267.766,219,-142.8537,361.8537,261.9836,131.6774
10.60002,0.2864167,-0.05974999,-0.25725,-0.3,-1.14,1.01,0,-1281.958,219,-138.2164,357.2164,256.9241,131.9291
10.65002,0.2826667,-0.08474999,-0.2718333,-0.42,-0.59,0.73,0,-1290.251,219,-138.2164,352.3101,252.684,133.8807
10.70002,0.2741667,-0.08875,-0.2801666,-0.33,0.27,0.73,0,-1298.25,219,-133.3101,351.0628,252.4231,135.6201
10.75002,0.25725,-0.1108333,-0.2845833,0.07,0.37,0.87,0,-1306.174,219,-132.0628,345.6917,248.7212,137.8879
10.80002,0.2425,-0.1035,-0.2625,0.41,0.71,1.03,0,-1313.775,219,-126.6917,345.887,248.4814,137.2679
10.85002,0.2480833,-0.1055833,-0.27475,0.38,0.37,1.05,0,-1321.388,219,-126.887,345.9456,248.9788,137.9198
10.90002,0.24725,-0.12,-0.2841667,0,-0.49,1.1,0,-1329.005,219,-126.9456,343.1109,247.1063,138.9738
10.95002,0.246,-0.1043333,-0.27725,-0.37,-0.83,0.94,0,-1336.452,219,-124.1109,346.0173,249.3779,138.4178
11.00002,0.2308333,-0.1220833,-0.2751667,-0.41,-0.26,0.82,0,-1344.073,219,-127.0173,341.1265,246.0746,140.0072
11.05002,0.2255833,-0.1264167,-0.29475,0.4,0.66,1.27,0,-1351.4,219,-122.1265,339.7338,246.7858,142.5718
11.10002,0.2264167,-0.1341667,-0.29125,0.11,-1.04,1.07,0,-1358.644,219,-120.7338,338.3505,245.2665,142.1386
11.15002,0.2383333,-0.12125,-0.27475,-0.28,-0.8,0.87,0,-1365.805,219,-119.3505,342.0357,246.1877,139.0598
11.20002,0.2626667,-0.1220833,-0.2768333,0.3,0.62,0.86,0,-1373.187,219,-123.0357,344.0717,246.2026,136.5042
11.25002,0.2464167,-0.1020833,-0.2616667,0.24,-0.18,1.14,0,-1380.692,219,-125.0717,346.4972,248.6879,136.7192
11.30002,0.24975,-0.1155833,-0.2805833,-0.27,-1.25,0.89,0,-1388.342,219,-127.4972,344.1655,247.6113,138.3274
11.35003,0.2304167,-0.1168333,-0.2683333,0.06,0.58,0.75,0,-1398.314,219,-123.1126,342.1126,246.4715,139.3474
11.40003,0.2501667,-0.1120833,-0.2718333,0.27,0.05,1.05,0,-1405.756,219,-125.866,344.866,247.5925,137.3768
11.45003,0.261,-0.1055833,-0.2429167,-0.39,-1.27,0.78,0,-1413.35,219,-127.975,346.975,246.5079,132.9448
11.50003,0.2670834,-0.1051667,-0.2935,0.09,-0.25,1.17,0,-1421.028,219,-127.975,347.5075,250.2864,137.698
11.55003,0.2543334,-0.09,-0.27,-0.33,-0.24,0.87,0,-1428.739,219,-128.5075,349.5128,251.5651,136.7114
11.60003,0.2618333,-0.08791667,-0.2420833,0.19,1.05,0.83,0,-1436.569,219,-130.5128,350.4393,250.0406,132.7556
11.65003,0.265,-0.07225,-0.2526667,0.01,-0.27,1.03,0,-1444.456,219,-131.4393,353.7495,254.0421,133.6352
11.70003,0.2720833,-0.06708333,-0.2718333,-0.38,-0.48,0.75,0,-1452.541,219,-134.7495,355.1497,256.1375,134.9737
11.75003,0.27875,-0.055,-0.30875,0.4,0.69,0.95,0,-1460.71,219,-136.1497,357.8384,259.8994,137.9232
11.80003,0.27,-0.03891666,-0.2829167,-0.12,-0.86,1.1,0,-1469.04,219,-138.8384,360.7981,262.1678,136.3382
11.85003,0.2968333,-0.02641666,-0.2641666,-0.1,0.04,0.91,0,-1477.548,219,-141.7981,363.9144,264.2894,131.6675
11.90003,0.2880833,-0.01708333,-0.2916667,0.37,0.55,1.16,0,-1486.243,219,-144.9144,365.6063,266.6479,135.3541
11.95003,0.2675,-0.03125,-0.2508333,0.25,0.21,0.93,0,-1495.039,219,-146.6063,362.3368,262.8984,133.1583
12.00003,0.2851667,0.01266667,-0.2295833,0.19,-0.64,1.39,0,-1503.639,219,-143.3368,11.54332,273.158,128.837
12.05003,0.2851667,0.02641666,-0.27475,-0.26,-0.08,0.88,1300,-1491.192,219,207.4567,14.29254,275.492,133.9342
12.10003,0.2995833,0.0235,-0.2951667,0.31,0.9,1.02,1300,-1474.799,219,205.5148,13.48523,274.5521,134.5745
12.15003,0.2601667,0.02433333,-0.2535,0.36,-0.18,1.23,1300,-1462.485,219,204.6567,14.34332,275.483,134.2564
12.20003,0.2868333,0.01916667,-0.2818333,-0.07,-0.52,1,1300,-1450.175,219,206.1771,12.82291,273.8905,134.4962
12.25003,0.2826667,-0.003083333,-0.2879167,-0.02,-0.89,1.12,0,-1444.916,219,-149.375,368.375,269.3864,135.5272
12.30003,0.2741667,-0.02958333,-0.28225,-0.31,-0.77,0.9,0,-1453.768,219,-143.8415,362.8415,264.0165,135.8323
12.35003,0.28725,-0.0585,-0.2825,-0.19,-1.14,1.13,0,-1462.398,219,-143.8415,357.4888,258.3006,134.5223
12.40003,0.2754167,-0.0775,-0.2683333,0.3,0.99,1.2,0,-1476.163,219,-134.2838,353.2838,253.8902,134.2537
12.45003,0.2568333,-0.08266666,-0.2605834,0.37,0.23,1.22,0,-1484.177,219,-132.1583,351.1583,252.399,135.4152
12.50003,0.2675,-0.09916667,-0.28225,-0.08,-0.16,1.06,0,-1492.107,219,-132.1583,348.6594,250.6414,136.5369
12.55003,0.256,-0.10725,-0.2695833,-0.29,-0.9599999,1.1,0,-1499.886,219,-129.6594,346.269,248.3056,136.4804
12.60003,0.2654166,-0.11,-0.2629167,-0.29,-1.19,0.91,0,-1507.523,219,-127.269,346.4888,247.2964,134.7289
12.65003,0.2501667,-0.1055833,-0.2801666,-0.27,-0.39,0.72,0,-1515.172,219,-127.4888,346.1177,249.3506,138.2377
12.70003,0.2291667,-0.1255833,-0.2825,0.03,0.85,0.73,0,-1522.799,219,-127.1177,340.2773,246.0328,140.9507
12.75003,0.2325,-0.1505833,-0.3083333,0.29,1.15,0.9700001,0,-1530.076,219,-121.2773,336.0701,243.9701,142.9817
12.80003,0.22725,-0.131,-0.281,-0.25,-1.31,1.09,0,-1537.1,219,-117.0701,339.0384,245.0054,141.0369
12.85003,0.2308333,-0.1475,-0.2926667,-0.13,-0.08,0.83,0,-1544.302,219,-120.0384,336.4219,243.2525,141.7363
12.90003,0.23125,-0.1276667,-0.2691667,0.38,0.76,0.87,0,-1551.347,219,-117.4219,340.0981,244.6249,139.333
12.95003,0.2551667,-0.1389167,-0.2718333,0.1,0.19,1.07,0,-1558.613,219,-121.0981,340.4355,242.9313,136.8114
13.00003,0.251,-0.1285,-0.2666667,-0.15,-1.09,1,0,-1565.9,219,-121.4355,341.8897,244.2718,136.7335
13.05003,0.2251667,-0.1141667,-0.2854167,-0.33,0.07,0.7,0,-1573.273,219,-122.8897,342.1135,248.1986,141.7299
13.10003,0.24725,-0.1280833,-0.2875,0.34,0.88,0.9,0,-1580.66,219,-123.1135,341.6144,245.9867,139.3045
13.15003,0.2354167,-0.1080833,-0.2780833,0.13,-0.2,1.06,0,-1588.016,219,-122.6144,344.3394,248.7603,139.7498
13.20003,0.2130833,-0.1068333,-0.2483333,-0.37,-0.91,0.77,0,-1595.537,219,-125.3394,342.3723,246.7226,139.3686
13.25003,0.2666667,-0.09224999,-0.2535,0.09,0.18,1.29,0,-1605.558,219,-130.9176,349.9176,250.0033,133.55
13.30003,0.2539167,-0.09475,-0.2870833,-0.26,-0.2,0.89,0,-1613.385,219,-129.5367,348.5367,251.7349,138.5082
13.35003,0.2404167,-0.07308333,-0.2726667,0.28,1.15,0.98,0,-1621.157,219,-129.5367,352.0915,254.9956,138.5966
13.40003,0.25975,-0.06291667,-0.2470833,-0.19,-0.81,1.08,0,-1629.143,219,-133.0915,355.3841,255.714,133.5684
13.45003,0.281,-0.046,-0.2535,-0.18,0.34,0.78,0,-1637.326,219,-136.3841,359.7031,259.7151,132.0547
13.50003,0.2754167,-0.03375,-0.26875,0.26,0.78,1.04,0,-1645.768,219,-140.7031,362.0137,262.8422,134.2981
13.55003,0.2564167,-0.03516667,-0.265,-0.39,-0.73,0.91,0,-1654.349,219,-143.0137,361.1908,262.4408,135.9431
13.60003,0.2783333,-0.01475,-0.2658334,0.07,0.56,0.65,0,-1662.88,219,-142.1908,365.9665,266.8242,133.6841
13.65003,0.3041667,0.009166666,-0.2854167,0.22,-0.17,1.04,0,-1671.698,219,-146.9665,10.7262,271.8395,133.1785
13.70003,0.2830833,0.01083333,-0.2985,0.01,1.1,0.65,1300,-1659.202,219,208.2738,11.19159,272.0785,136.5184
13.75003,0.2641666,0.0225,-0.2543334,0.19,0.86,1.09,1300,-1646.733,219,207.8084,13.86833,275.0556,133.9135
13.80003,0.26875,0.008333334,-0.256,0.02,-0.35,1.19,1300,-1634.425,219,205.1317,10.77604,271.8644,133.6081
13.85003,0.2658334,0.01266667,-0.23975,-0.05,-1.18,1.2,1300,-1621.932,219,208.224,11.72802,273.0243,132.0467
13.90003,0.27625,-0.0035,-0.2589167,-0.26,-0.58,0.93,1300,-1609.496,219,207.272,368.2741,269.2255,133.1449
13.95004,0.2814167,-0.01391667,-0.2780833,0.25,-0.56,1.26,0,-1618.452,219,-149.2741,366.1689,267.135,134.6586
14.00004,0.2826667,-0.04166667,-0.2854167,-0.1,-0.37,0.98,0,-1627.282,219,-147.1689,360.6147,261.6943,135.2774
14.05004,0.27875,-0.06416667,-0.2508333,-0.02,-0.39,1.22,0,-1635.779,219,-141.6147,356.0367,255.6507,131.9825
14.10004,0.28975,-0.07875,-0.2825,-0.15,-1.02,0.94,0,-1646.697,219,-134.7951,353.7951,254.4236,134.2741
14.15004,0.275,-0.09083334,-0.2776667,-0.07,-0.81,0.9700001,0,-1660.115,219,-131.7215,350.7215,251.8855,135.2765
14.20004,0.251,-0.09141666,-0.2376667,-0.32,-0.78,0.94,0,-1667.984,219,-129.9879,348.9879,248.9612,133.4371
14.25004,0.2641666,-0.09833334,-0.2726667,-0.16,-0.16,0.82,0,-1675.775,219,-129.5827,348.5827,250.1689,135.9071
14.30004,0.2375,-0.1025,-0.2625,0.06,0.83,0.77,0,-1683.492,219,-126.656,345.656,248.6705,137.8624
14.35004,0.2501667,-0.11125,-0.2951667,0.26,1.15,1.13,0,-1691.091,219,-126.656,345.0251,249.3483,139.7173
14.40004,0.2325,-0.11975,-0.2955833,0.31,-0.03,1.32,0,-1698.652,219,-126.0251,341.7491,247.9456,141.8121
14.45004,0.2108333,-0.14625,-0.27725,-0.11,-1.31,1.21,0,-1706.017,219,-122.7491,334.2519,242.1883,142.749
14.50004,0.2083333,-0.1208333,-0.2641666,-0.3,-1.2,0.81,0,-1712.932,219,-115.2519,338.8863,245.42,141.7392
14.55004,0.21225,-0.1401667,-0.305,-0.02,0.24,0.78,0,-1720.125,219,-119.8863,335.5598,245.3183,145.1659
14.60004,0.2264167,-0.1433333,-0.2776667,-0.16,-0.55,1.11,0,-1727.119,219,-116.5598,336.6641,242.6969,140.8053
14.65004,0.23375,-0.1301667,-0.27975,-0.32,-0.45,0.91,0,-1734.179,219,-117.6641,339.8882,245.0476,140.119
14.70004,0.2404167,-0.1385,-0.2935,0.13,0.86,0.87,0,-1741.432,219,-120.8882,339.0545,244.7378,140.6778
14.75004,0.2468333,-0.13725,-0.2908333,0.38,0.92,1.28,0,-1748.635,219,-120.0545,339.924,244.7365,139.6784
14.80004,0.23375,-0.1345833,-0.2904167,-0.15,-1.01,1.2,0,-1755.891,219,-120.924,339.0685,245.1363,141.1702
14.85004,0.2205833,-0.13375,-0.2764167,-0.14,0.05,0.88,0,-1763.095,219,-120.0685,337.7696,244.179,141.4098
14.90004,0.2268333,-0.1380833,-0.2704167,0.31,0.91,1.01,0,-1772.596,219,-118.7696,337.6693,242.9497,140.0091
14.95004,0.2358333,-0.1193333,-0.2768333,0.15,-0.76,1.34,0,-1779.717,219,-118.6693,342.1603,246.6808,139.5724
15.00004,0.2458333,-0.12375,-0.29475,0.26,0.52,0.93,0,-1787.106,219,-123.1603,342.2798,247.225,140.1705
15.05004,0.2280833,-0.1020833,-0.2793333,0.31,-0.34,1.29,0,-1794.503,219,-123.2798,344.8881,249.925,140.7674
15.10004,0.2691667,-0.116,-0.29125,-0.28,-0.95,0.94,0,-1802.057,219,-125.8881,345.6859,248.2834,137.2566
15.15004,0.26625,-0.1133333,-0.2768333,0.36,0.71,1.03,0,-1809.658,219,-126.6859,345.9422,247.7362,136.1164
15.20004,0.275,-0.1068333,-0.2964167,0.05,-0.17,1.34,0,-1817.274,219,-126.9422,347.7696,250.18,137.1464
15.25004,0.2555833,-0.09791667,-0.2535,-0.31,-0.21,0.88,0,-1825,219,-128.7696,348.0376,248.8805,134.7655
15.30004,0.2605834,-0.07791667,-0.2508333,0.23,1.27,0.89,0,-1832.743,219,-129.0376,352.3529,252.7436,133.9078
15.35004,0.25725,-0.0485,-0.2491667,-0.33,-0.65,0.95,0,-1840.744,219,-133.3529,358.3232,258.9852,134.0855
15.40004,0.2489167,-0.04683333,-0.2793333,-0.1,0,0.62,0,-1849.104,219,-139.3232,358.3445,260.4822,138.2955
15.45004,0.28725,-0.04041667,-0.2580833,-0.38,-0.66,0.93,0,-1860.304,219,-141.9909,360.9909,261.0996,131.9385
15.50004,0.2930833,-0.01308333,-0.2401667,0.18,1.25,0.76,0,-1868.933,219,-147.444,366.444,266.8818,129.3329
15.55004,0.28475,-0.01266667,-0.27125,-0.2,-0.75,0.89,0,-1877.779,219,-147.453,366.453,267.3264,133.6091
15.60004,0.2914167,-0.006666667,-0.2535,0,0.48,0.73,0,-1886.651,219,-148.6895,367.6895,268.4936,131.0196
15.65004,0.3008333,0.02725,-0.261,0.02,-0.44,1.14,0,-1895.573,219,-148.6895,14.17583,275.9604,130.9446
15.70004,0.2943333,0.02475,-0.2951667,-0.04,-0.42,0.85,1300,-1883.283,219,204.8242,13.8066,274.7931,135.081
15.75004,0.2670834,0.02958333,-0.2675,0.38,0.73,1.09,1300,-1870.972,219,205.1934,15.32057,276.3108,135.0446
15.80004,0.27625,0.03041667,-0.2593333,0.29,-0.37,1.25,1300,-1858.751,219,203.6794,15.28328,276.6895,133.1909
15.85004,0.2783333,0.0075,-0.2530833,-0.18,-0.51,0.9700001,1300,-1846.528,219,203.7167,10.54352,271.6974,132.2797
15.90004,0.2576667,-0.0235,-0.2539167,-0.06,0.26,0.89,0,-1832.747,219,-144.7889,363.7889,264.7123,134.58
15.95004,0.2675,-0.03433333,-0.2755833,-0.08,0.8,0.8,0,-1841.434,219,-144.7889,361.6861,262.8984,135.8527
16.00004,0.26875,-0.06458333,-0.2879167,0.08,0.36,0.88,0,-1849.995,219,-142.6861,355.4875,257.3571,136.972
16.05004,0.2526667,-0.07875,-0.2695833,-0.07,0.84,0.74,0,-1858.185,219,-136.4875,351.689,253.716,136.8553
16.10004,0.256,-0.09683333,-0.28875,0.15,0.71,0.94,0,-1866.146,219,-132.689,348.2806,251.4609,138.4404
16.15004,0.2683333,-0.10125,-0.27975,0.32,0.78,0.86,0,-1873.903,219,-129.2806,348.3271,250.1033,136.1933
16.20004,0.26375,-0.1241667,-0.3026667,0.28,1.1,0.98,0,-1881.662,219,-129.3271,343.7902,247.6945,138.9304
16.25004,0.2530833,-0.12725,-0.31375,0.39,0.9,1.1,0,-1889.15,219,-124.7902,342.3068,247.9236,141.1089
16.30004,0.2333333,-0.1401667,-0.2980833,0.42,0.49,1.27,0,-1896.548,219,-123.3068,338.0062,244.8159,141.9469
16.35004,0.2108333,-0.141,-0.2764167,-0.42,-0.63,0.83,0,-1903.689,219,-119.0062,335.2264,242.9739,142.6659
16.40004,0.2214167,-0.1489167,-0.30225,-0.19,0.24,0.82,0,-1910.663,219,-116.2264,335.0767,243.7708,143.7749
16.45004,0.1991667,-0.1714167,-0.2891667,0.27,0.59,0.99,0,-1917.627,219,-116.0767,328.2824,239.3407,145.4424
16.50003,0.2126667,-0.1670833,-0.3014167,0.37,0.63,1.14,0,-1924.184,219,-109.2824,330.8448,240.9992,144.7948
16.55003,0.1945833,-0.19,-0.2789166,0.2,-0.58,1.22,0,-1930.895,219,-111.8448,324.6828,235.737,145.0988
16.60003,0.1716667,-0.1718333,-0.2925,-0.35,-1.1,0.86,0,-1937.236,219,-105.6828,323.9722,239.5673,149.5915
16.65003,0.1785,-0.1755833,-0.28225,-0.22,0.56,0.65,0,-1943.534,219,-104.9722,324.472,238.1149,147.69
16.70003,0.1995833,-0.1575,-0.2580833,0.28,1.06,0.94,0,-1949.863,219,-105.472,330.7215,238.6056,142.2842
16.75003,0.2066667,-0.1755833,-0.2825,-0.19,-0.52,1.09,0,-1958.759,219,-109.6489,328.6489,238.1377,143.8122
16.80003,0.1805833,-0.1670833,-0.2908333,0.41,0.64,1.03,0,-1965.338,219,-109.6489,326.2237,240.1227,148.1631
16.85003,0.1780833,-0.1751667,-0.285,0.01,-0.59,1.17,0,-1971.772,219,-107.2237,324.4731,238.4243,148.0006
16.90003,0.1641667,-0.1670833,-0.2691667,-0.26,-0.99,0.8,0,-1978.1,219,-105.4731,323.4955,238.1703,148.6207
16.95003,0.2,-0.1601667,-0.28875,0.41,0.58,0.99,0,-1984.37,219,-104.4955,330.3111,240.9833,145.2919
17.00003,0.19875,-0.1639167,-0.2768333,0.25,-0.57,1.32,0,-1991.049,219,-111.3111,329.4863,239.3697,144.3239
17.05003,0.18975,-0.17125,-0.2976667,-0.27,-0.77,0.91,0,-1997.678,219,-110.4863,326.9337,240.0878,147.4842
17.10003,0.1926667,-0.1626667,-0.2825,0.39,0.66,1.03,0,-2004.154,219,-107.9337,328.8259,240.0662,145.7058
17.15002,0.2155833,-0.1485,-0.2633333,0.28,-0.3,1.33,0,-2010.743,219,-109.8259,334.4398,240.5803,140.6938
17.20002,0.2139167,-0.15875,-0.2858333,-0.3,-0.72,0.95,0,-2017.67,219,-115.4398,332.4205,240.9525,143.1889
17.25002,0.1914167,-0.1489167,-0.2866667,0.33,-0.22,1.31,0,-2024.475,219,-113.4205,331.1181,242.5492,146.2677
17.30002,0.2091667,-0.1429167,-0.2551667,-0.31,-0.66,0.9700001,0,-2031.202,219,-112.1181,334.6565,240.7472,140.6576
17.35002,0.2308333,-0.1314167,-0.2726667,0.31,1.05,1,0,-2038.141,219,-115.6565,339.3465,244.2674,139.7495
17.40002,0.245,-0.1314167,-0.3070833,-0.12,-0.39,1.09,0,-2045.362,219,-120.3465,340.7911,246.8315,141.4161
17.45002,0.2375,-0.1485,-0.2568333,-0.31,0.17,0.72,0,-2052.67,219,-121.7911,336.9838,239.9637,137.2397
17.50002,0.2551667,-0.1241667,-0.2716667,0.3,0.35,0.99,0,-2059.749,219,-117.9838,343.052,245.437,136.7939
17.55002,0.2383333,-0.1176667,-0.2679167,-0.37,-1.13,0.75,0,-2067.192,219,-124.052,342.7242,246.2893,138.3443
17.60002,0.2420833,-0.1254167,-0.2593333,0.41,0.56,1.01,0,-2077.067,219,-122.6126,341.6126,244.191,136.9703
17.65002,0.27,-0.07183333,-0.2645833,0.39,0.52,1.15,0,-2086.875,219,-122.6126,354.1016,254.8106,134.4194
17.70002,0.2754167,-0.09141666,-0.2920833,-0.39,-0.78,0.99,0,-2094.982,219,-135.1016,350.6379,252.6208,136.6822
17.75002,0.28,-0.0875,-0.2479167,0.18,1.3,1.06,0,-2102.88,219,-131.6379,351.646,250.56,131.5222
17.80001,0.29725,-0.05416667,-0.2726667,-0.41,-0.75,0.88,0,-2110.839,219,-132.646,358.6725,258.7642,132.5301
17.85001,0.2976667,-0.0485,-0.2993333,0.27,0.83,0.81,0,-2122.034,219,-140.7459,359.7459,260.7965,135.16
17.90001,0.2741667,-0.03,-0.22875,-0.18,-1.25,1.01,0,-2130.539,219,-143.7554,362.7554,262.5284,129.8398
17.95001,0.2880833,-0.01183333,-0.2514167,0.3,0.56,0.98,0,-2139.242,219,-147.6478,366.6478,267.3053,131.1119
18.00001,0.3045833,-0.009166666,-0.2755833,0.01,-0.94,1.36,0,-2148.113,219,-148.2762,367.2762,268.0949,132.1384
18.05001,0.2885,-0.007916666,-0.2833333,0.17,0.63,0.87,0,-2157.01,219,-148.2762,367.4282,268.3995,134.4823
18.10001,0.2935,0.03083333,-0.2641666,-0.36,-0.77,0.9700001,0,-2165.916,219,-148.4282,14.99715,276.6574,131.989
18.15001,0.261,0.036,-0.2654166,0.2,1.25,0.92,1300,-2153.675,219,204.0029,16.85331,277.7242,135.4807
18.20001,0.261,0.04,-0.2429167,-0.33,-0.29,1.09,1300,-2141.546,219,202.1467,17.71317,279.3507,132.9448
18.25001,0.2766667,0.03433333,-0.245,-0.42,-0.64,0.93,1300,-2129.469,219,201.2868,16.07403,277.9773,131.5262
18.30001,0.2733333,0.0035,-0.2401667,-0.19,-0.44,0.87,1300,-2117.294,219,202.926,9.733625,270.8349,131.3044
18.35001,0.2766667,-0.009583333,-0.25225,-0.25,-0.14,0.79,1300,-2104.738,219,209.2664,367.0161,267.8243,132.3569
18.40001,0.2880833,-0.02266667,-0.27475,-0.35,0.24,0.74,0,-2113.618,219,-148.0161,364.5012,265.2838,133.6429
18.45,0.26625,-0.04725,-0.2393333,-0.06,-0.31,0.85,0,-2122.348,219,-145.5012,358.9368,258.8321,131.9525
18.5,0.2543334,-0.06333333,-0.2614167,-0.1,0.15,0.72,0,-2130.745,219,-139.9368,355.0168,256.3814,135.7868
18.55,0.2630833,-0.11,-0.29,0.36,-0.34,1.23,0,-2138.905,219,-136.0168,346.3093,249.2278,137.7862
18.6,0.2468333,-0.1241667,-0.2891667,-0.1,-0.53,1.06,0,-2146.544,219,-127.3093,342.2958,246.7616,139.5158
18.65,0.2416667,-0.1293333,-0.2904167,-0.31,-0.95,1.05,0,-2156.378,219,-121.8456,340.8456,245.9948,140.2349
18.7,0.2155833,-0.131,-0.25225,-0.29,-0.67,0.78,0,-2163.626,219,-118.7149,337.7149,242.556,139.4814
18.75,0.2468333,-0.1566667,-0.2730833,0.17,0.53,0.74,0,-2170.727,219,-117.5964,336.5964,240.1573,137.8903
18.8,0.2354167,-0.1558333,-0.2764167,0.27,1.11,1.03,0,-2177.761,219,-116.4976,335.4976,240.5873,139.5798
18.85,0.2180833,-0.1630833,-0.2716667,0,0.03,1.25,0,-2184.75,219,-116.4976,332.2108,239.0233,141.2439
18.9,0.2366667,-0.1554167,-0.31,-0.33,-1.16,0.99,0,-2191.543,219,-113.2108,335.7075,243.3734,142.6404
18.95,0.2029167,-0.151,-0.2666667,0.08,-0.16,0.83,0,-2198.546,219,-116.7075,332.3453,240.4793,142.7311
19,0.205,-0.1691667,-0.2908333,-0.27,-0.29,1.04,0,-2205.346,219,-113.3453,329.4704,239.8151,144.8211
19.05,0.1805833,-0.1679167,-0.2576667,-0.32,-0.64,0.83,0,-2211.975,219,-110.4704,326.0816,236.9084,144.9756
19.09999,0.2058333,-0.1768333,-0.2704167,0.21,0.83,0.91,0,-2218.399,219,-107.0816,328.3338,236.8182,142.7227
19.14999,0.2020833,-0.1614167,-0.281,0.34,0.92,1.1,0,-2227.188,219,-111.3835,330.3835,240.1254,144.2779
19.19999,0.18475,-0.1535,-0.2768333,-0.18,-1.07,1.09,0,-2233.849,219,-110.2784,329.2784,240.9923,146.2821
19.24999,0.2276667,-0.1554167,-0.3030833,-0.1,0.15,0.85,0,-2240.573,219,-115.6806,334.6806,242.8519,143.0873
19.29999,0.211,-0.1475,-0.2870833,0.39,0.8,1.09,0,-2247.515,219,-115.6806,334.0444,242.8064,143.6849
19.34999,0.2185,-0.1370833,-0.265,-0.17,-1.21,1.21,0,-2254.417,219,-115.0444,336.8965,242.6477,140.4934
19.39999,0.24,-0.1225,-0.2658334,0.01,0.37,0.86,0,-2261.491,219,-117.8965,341.9595,245.259,137.9236
19.44999,0.21975,-0.1151667,-0.3026667,-0.38,-0.75,0.91,0,-2271.328,219,-122.9595,341.3419,249.1679,144.0186
19.49999,0.2243333,-0.1125,-0.2576667,-0.03,0.9599999,0.63,0,-2281.135,219,-123.3669,342.3669,246.4134,138.9561
19.54999,0.2354167,-0.0975,-0.276,0.03,-0.22,1,0,-2288.62,219,-127.5027,346.5027,250.5437,139.5372
19.59999,0.2358333,-0.1104167,-0.2939167,-0.39,-0.46,0.67,0,-2296.218,219,-124.9111,343.9111,249.4102,141.2571
19.64999,0.23,-0.09708333,-0.28875,0.28,0.67,1.01,0,-2303.757,219,-127.1153,346.1153,251.4164,141.4614
19.69999,0.2383333,-0.1043333,-0.2543334,-0.32,-1.33,0.84,0,-2311.384,219,-127.1153,345.358,247.6954,136.8601
19.74998,0.2641666,-0.09,-0.29975,0.39,0.51,0.92,0,-2318.965,219,-126.358,350.1863,253.2876,138.6106
19.79998,0.2526667,-0.07875,-0.2593333,0.02,-0.57,1.26,0,-2326.836,219,-131.1863,351.689,253.1084,135.746
19.84998,0.2551667,-0.06833333,-0.2593333,0.08,-0.07,0.92,0,-2334.798,219,-132.689,354.008,255.2383,135.464
