Time,Hx,Hy,Hz,Ax,Ay,Az,PID_Output,Integral,Setpoint,error,XY-Heading,YZ-Heading,ZXHeading
0,0.111,-0.211,-0.2925,0.01,-0.03,0.9700001,0,0,219,0,306.7473,234.1945,159.2189
0.05,0.1530833,-0.1675,-0.3589167,0.15,-0.14,1.05,0,-5.264841,219,-87.74734,321.4251,244.9824,156.901
0.1,0.1580833,-0.1941667,-0.3295834,0.03,-0.06,0.98,0,-11.41035,219,-102.4251,318.1512,239.4965,154.3755
0.15,0.071,-0.2275,-0.2589167,0.01,0,0.98,0,-17.35942,219,-99.15121,296.3325,228.6955,164.6653
0.2,0.1168333,-0.2089167,-0.2620833,0.06,-0.13,0.9,0,-21.99937,219,-77.33252,308.2154,231.4403,155.9733
0.25,0.1118333,-0.2180833,-0.2716667,-0.13,-0.13,0.91,0,-30.92092,219,-89.21542,306.1488,231.2439,157.6252
0.3,0.09958333,-0.2129167,-0.2968333,0.22,0.11,1.05,0,-36.14985,219,-87.1488,304.066,234.3484,161.4541
0.35,0.09708333,-0.2241667,-0.2751667,-0.15,-0.17,0.86,0,-41.25381,219,-85.06598,302.4167,230.8318,160.5663
0.4,0.08349999,-0.2326667,-0.2555833,-0.2,-0.24,0.93,0,-46.25882,219,-83.41675,298.7422,227.6873,161.9076
0.45,0.08958333,-0.221,-0.2916667,-0.22,-0.03,0.82,0,-51.04335,219,-79.74219,301.0654,232.8483,162.926
0.5,0.07391667,-0.2201667,-0.3116667,0.06,0.21,0.9,0,-55.96727,219,-82.0654,297.5585,234.762,166.6579
0.5500001,0.05666667,-0.2189167,-0.27,0.19,-0.1,1.08,0,-60.68079,219,-78.55847,293.5125,230.9648,168.147
0.6000001,0.07475,-0.2345833,-0.3070833,-0.31,0.01,0.91,0,-65.15154,219,-74.51251,296.6745,232.6235,166.3192
0.6500001,0.07266667,-0.2375,-0.29125,0.06,-0.08,1.01,0,-69.812,219,-77.6745,296.0123,230.8045,165.9907
0.7000001,0.07891667,-0.225,-0.3041667,0.34,0.16,0.83,0,-74.43274,219,-77.01227,298.3279,233.5087,165.4552
0.7500001,0.071,-0.21625,-0.26875,0.15,0.06,0.86,0,-79.19241,219,-79.32785,297.1762,231.1781,165.2014
0.8000001,0.05416667,-0.21375,-0.2585,0.01,-0.3,0.87,0,-85.36737,219,-74.22006,293.2201,230.4131,168.1653
0.8500002,0.05225,-0.2241667,-0.2751667,-0.02,-0.2,0.79,0,-89.79858,219,-73.12054,292.1205,230.8318,169.2484
0.9000002,0.03891666,-0.2330833,-0.2470833,0.23,0.27,1.03,0,-94.18581,219,-73.12054,288.4789,226.6701,171.0492
0.9500002,0.07016667,-0.2170833,-0.2755833,0.09,-0.47,1.15,0,-98.35455,219,-69.47894,296.9121,231.7717,165.7153
1,0.08641666,-0.2283333,-0.2916667,-0.32,-0.57,0.89,0,-103.0293,219,-77.91211,299.73,231.9441,163.4962
1.05,0.1064167,-0.2041667,-0.3005833,-0.08,0.39,0.94,0,-107.8731,219,-80.73001,306.5296,235.8143,160.5043
1.1,0.07891667,-0.2125,-0.3176667,0.31,-0.18,0.95,0,-113.1249,219,-87.52963,299.3736,236.2198,166.0486
1.15,0.06666667,-0.2076667,-0.2805833,-0.33,-0.31,1.05,0,-117.9473,219,-80.37363,296.7981,233.494,166.6343
1.2,0.08433333,-0.2170833,-0.2818333,0.38,0.38,0.83,0,-122.6152,219,-77.79807,300.2303,232.3946,163.3412
1.25,0.07683333,-0.2226667,-0.3054167,-0.29,-0.74,1.06,0,-127.489,219,-81.23035,298.0375,233.9058,165.8792
1.3,0.086,-0.2201667,-0.2866667,0.14,0.38,1.12,0,-132.2312,219,-79.03751,300.3363,232.4749,163.3008
1.35,0.04641667,-0.2218333,-0.2670834,0.29,0.67,1.13,0,-137.1114,219,-81.33627,290.8181,230.2878,170.141
1.4,0.055,-0.2064167,-0.2985,-0.19,0.04,0.68,0,-141.4205,219,-71.81815,293.9199,235.3356,169.5601
1.45,0.07391667,-0.221,-0.29,-0.37,-0.92,0.79,0,-145.9157,219,-74.91989,297.4933,232.6901,165.7006
1.5,0.05916667,-0.2145833,-0.2870833,0.26,-0.36,1.04,0,-150.6253,219,-78.49326,294.415,233.2234,168.3546
1.55,0.06625,-0.21725,-0.2989167,0.39,0.3,1.08,0,-155.1502,219,-75.41504,295.959,233.9907,167.5033
1.6,0.06666667,-0.2314167,-0.2555833,0.34,0.49,0.9700001,0,-159.7677,219,-76.95898,295.0707,227.8409,165.3806
1.65,0.02375,-0.23625,-0.2716667,0.15,0.47,0.9,0,-164.332,219,-76.07068,284.7406,228.9887,175.0037
1.699999,0.03041667,-0.2241667,-0.2718333,-0.09,0.36,0.69,0,-168.2764,219,-65.7406,286.7271,230.4894,173.6155
1.749999,0.04933333,-0.2258333,-0.29125,-0.24,0.3,0.72,0,-173.7865,219,-72.32269,291.3227,232.2102,170.3862
1.799999,0.06916667,-0.2176667,-0.3041667,0.12,-0.7,0.9700001,0,-179.5723,219,-72.32269,296.6284,234.4119,167.1889
1.849999,0.05416667,-0.2176667,-0.28225,-0.25,-0.49,0.94,0,-184.23,219,-77.62839,292.9743,232.3612,169.1364
1.899999,0.08349999,-0.2145833,-0.3018333,-0.4,-0.7,1.05,0,-190.2937,219,-81.26233,300.2623,234.5897,164.5363
1.949999,0.07433333,-0.20975,-0.30625,-0.25,-1.09,1.01,0,-195.1345,219,-79.51382,298.5138,235.5928,166.3569
1.999999,0.08683333,-0.2218333,-0.29125,-0.27,-1.05,0.91,0,-199.9426,219,-81.37714,300.3771,232.705,163.3985
2.049999,0.07558333,-0.206,-0.29975,-0.14,0.7,0.73,0,-204.8006,219,-80.14856,299.1486,235.5016,165.8476
2.099999,0.09208334,-0.2025,-0.3079167,-0.21,0.36,0.79,0,-209.6095,219,-80.14856,303.4529,236.6693,163.3506
2.149999,0.04808333,-0.2016667,-0.2751667,0.31,0.64,0.99,0,-214.6767,219,-84.45285,292.4106,233.7627,170.0881
2.199999,0.1008333,-0.1993333,-0.3075,0.41,0.8,0.98,0,-219.0814,219,-73.41064,305.8327,237.0471,161.845
2.249999,0.05333333,-0.215,-0.285,-0.31,-0.84,1.18,0,-224.2913,219,-86.8327,292.9317,232.9696,169.4006
2.299999,0.05875,-0.2170833,-0.3155833,-0.21,-0.29,0.76,0,-228.7272,219,-73.9317,294.1434,235.4767,169.4543
2.349999,0.07558333,-0.21625,-0.2980833,0.18,1.11,0.78,0,-233.2358,219,-75.1434,298.2654,234.0403,165.7717
2.399999,0.05708333,-0.2064167,-0.26625,0.25,-0.29,1.26,0,-239.5009,219,-75.45847,294.4585,232.2145,167.8991
2.449999,0.07766667,-0.2085,-0.2679167,-0.38,-0.63,0.9,0,-244.1279,219,-80.43048,299.4305,232.109,163.8336
2.499999,0.09875,-0.2008333,-0.2829167,-0.1,-0.13,0.89,0,-249.0688,219,-86.18341,305.1834,234.6303,160.7588
2.549999,0.1080833,-0.2145833,-0.3001667,0.25,1.21,0.98,0,-254.2508,219,-86.73392,305.7339,234.4398,160.1972
2.599999,0.07808333,-0.2145833,-0.2976667,0.11,-0.78,1.38,0,-259.32,219,-79.99561,298.9956,234.2128,165.3014
2.649999,0.065,-0.2241667,-0.2691667,0.19,1.03,0.84,0,-264.1198,219,-79.99561,295.1702,230.2119,166.4238
2.699999,0.09333333,-0.221,-0.2708333,0.08,-0.08,1.14,0,-268.69,219,-76.1702,301.8954,230.7856,160.9853
2.749999,0.08916666,-0.20125,-0.27225,-0.36,-0.77,0.94,0,-273.6637,219,-82.89545,302.8964,233.5278,161.8655
2.799999,0.07266667,-0.2101667,-0.281,0.09,0.36,0.79,0,-278.6974,219,-83.89642,298.0732,233.2063,165.5009
2.849998,0.08916666,-0.2116667,-0.305,0.23,0.67,1.11,0,-283.4418,219,-79.07321,301.8438,235.2398,163.7037
2.899998,0.07766667,-0.2283333,-0.2735,-0.27,-1.23,0.92,0,-288.4124,219,-82.84375,297.7855,230.143,164.1469
2.949998,0.08958333,-0.22975,-0.2768333,-0.06,0.52,0.76,0,-293.1395,219,-78.78552,300.3016,230.31,162.0684
2.999998,0.07683333,-0.2275,-0.2993333,0.28,0.45,1.07,0,-298.0176,219,-81.30164,297.6613,232.7644,165.604
3.049998,0.10375,-0.22975,-0.3075,-0.28,-0.84,1.13,0,-302.7373,219,-78.66132,303.3029,233.2346,161.3557
3.099998,0.08558333,-0.22975,-0.26875,0.21,1.26,0.9599999,0,-307.7955,219,-84.30289,299.4307,229.4734,162.3359
3.149998,0.1151667,-0.231,-0.2989167,-0.21,-1.35,0.99,0,-312.6213,219,-80.43069,305.4989,232.3035,158.9293
3.199998,0.1068333,-0.2089167,-0.281,0.17,0.9,0.84,0,-317.8112,219,-86.49887,306.0837,233.3701,159.1837
3.249998,0.08766666,-0.1916667,-0.27,-0.06,-0.48,1.05,0,-323.0363,219,-87.08374,303.5789,234.63,162.0118
3.299998,0.0925,-0.19375,-0.2568333,-0.14,-0.22,0.89,0,-329.8214,219,-85.52072,304.5207,232.9698,160.1932
3.349998,0.1258333,-0.18875,-0.2814167,0.21,0.9700001,1.14,0,-335.1161,219,-93.69006,312.6901,236.1497,155.9085
3.399998,0.09416667,-0.2141667,-0.3041667,-0.23,-1.35,0.8,0,-340.5384,219,-83.73456,302.7346,234.8503,162.798
3.449998,0.12225,-0.2120833,-0.2875,0.25,1.03,1.08,0,-345.687,219,-89.96021,308.9602,233.5845,156.964
3.499998,0.13,-0.1980833,-0.2870833,-0.23,-0.67,0.9700001,0,-351.0845,219,-89.96021,312.2765,235.3949,155.6375
3.549998,0.13125,-0.1943333,-0.2989167,-0.02,-0.15,1.1,0,-358.5467,219,-93.27646,313.0345,236.9711,156.2944
3.599998,0.1320833,-0.2029167,-0.28375,-0.21,-0.25,0.78,0,-364.1887,219,-94.03455,312.0611,234.4305,155.0384
3.649998,0.1514167,-0.1951667,-0.3230834,0.32,0.42,1.18,0,-371.7285,219,-97.80548,316.8055,238.8649,154.8893
3.699998,0.16,-0.19975,-0.31475,-0.35,-0.37,0.77,0,-377.6146,219,-98.69476,317.6948,237.5995,153.0539
3.749998,0.14475,-0.1791667,-0.2616667,0.43,0.47,1.04,0,-383.5411,219,-98.935,317.935,235.6,151.0493
3.799998,0.1683333,-0.1916667,-0.30375,-0.33,-1.11,0.9700001,0,-389.5243,219,-101.2916,320.2916,237.748,151.0055
3.849998,0.1485,-0.19475,-0.27975,0.14,1.13,0.64,0,-395.5225,219,-97.32611,316.3261,235.156,152.0392
3.899998,0.1708333,-0.1933333,-0.2895833,-0.01,-1.14,1.28,0,-401.3621,219,-97.32611,320.4645,236.2719,149.4624
3.949997,0.1435,-0.206,-0.2475,0.05,0.71,0.77,0,-407.45,219,-101.4645,313.8611,230.2286,149.8949
3.999997,0.1741667,-0.196,-0.2801666,-0.33,-0.43,0.92,0,-413.1416,219,-94.86115,320.6245,235.024,148.1327
4.049997,0.1839167,-0.1825,-0.27475,0.34,0.91,0.9,0,-419.2391,219,-101.6245,324.2215,236.4063,146.2018
4.099998,0.165,-0.1755833,-0.2875,-0.09,-1.21,1.35,0,-425.5524,219,-105.2215,322.2202,238.5866,150.1479
4.149998,0.1654167,-0.1770833,-0.26375,0.02,0.38,0.67,0,-431.7456,219,-103.2202,322.0491,236.1223,147.9052
4.199998,0.2066667,-0.1783333,-0.2845833,0.19,-0.39,1.21,0,-437.9285,219,-103.0491,328.209,237.9268,144.0125
4.249998,0.1966667,-0.1714167,-0.325,-0.21,-0.17,0.88,0,-444.481,219,-109.209,327.9243,242.1912,148.8207
4.299998,0.181,-0.1779167,-0.28875,0.24,1.08,0.98,0,-451.0165,219,-108.9243,324.4922,238.3602,147.9189
4.349998,0.1826667,-0.1670833,-0.2730833,-0.17,-1.44,1.18,0,-457.346,219,-105.4922,326.5511,238.54,146.2213
4.399999,0.20375,-0.1579167,-0.3083333,0.19,0.84,0.82,0,-463.7991,219,-107.5511,331.2225,242.8802,146.5428
4.449999,0.2235,-0.15225,-0.3014167,-0.11,-0.11,0.79,0,-470.5325,219,-112.2225,334.737,243.201,143.4431
4.499999,0.2164167,-0.14225,-0.281,0.12,0.39,1.04,0,-477.4767,219,-115.737,335.6832,243.1502,142.3977
4.549999,0.2251667,-0.1376667,-0.2980833,-0.16,-0.49,0.88,0,-486.8488,219,-118.5584,337.5584,245.2106,142.9333
4.599999,0.2033333,-0.1433333,-0.2675,0.26,0.59,1.12,0,-493.8875,219,-114.8193,333.8193,241.8165,142.7606
4.65,0.2375,-0.1333333,-0.27725,-0.35,-0.33,0.77,0,-500.8941,219,-120.69,339.69,244.3165,139.4157
4.7,0.2058333,-0.135,-0.2768333,0.32,0.01,1.15,0,-508.0565,219,-116.7403,335.7403,244.0034,143.3682
4.75,0.2189167,-0.1245833,-0.2535,-0.32,-0.51,0.93,0,-515.0609,219,-116.7403,339.3562,243.828,139.1869
4.8,0.24975,-0.1268333,-0.3026667,0.26,0.98,0.93,0,-522.2822,219,-120.3562,342.0767,247.2637,140.4717
4.85,0.2214167,-0.1151667,-0.261,-0.24,-1.45,0.9599999,0,-529.6668,219,-123.0767,341.5195,246.1905,139.6907
4.900001,0.2429167,-0.1039167,-0.24375,0.15,-0.68,1.33,0,-537.0179,219,-122.5195,345.8394,246.9102,135.0981
4.950001,0.2514167,-0.09516667,-0.2870833,-0.03,0.49,0.8,0,-544.6284,219,-126.8394,348.2673,251.6599,138.7894
5.000001,0.2454167,-0.1030833,-0.2445833,-0.01,-0.24,1.04,0,-552.3843,219,-129.2673,346.2159,247.1463,134.9026
5.050001,0.2704167,-0.09308333,-0.2704167,-0.04,-0.74,0.82,0,-560.0173,219,-127.2159,350.0054,251.0054,135
5.100001,0.24,-0.09516667,-0.2780833,0.24,0.78,1.08,0,-567.8776,219,-131.0054,347.3703,251.1078,139.2041
5.150002,0.2745833,-0.0975,-0.2730833,-0.36,-0.43,0.78,0,-575.5798,219,-128.3703,349.4509,250.3517,134.8431
5.200002,0.2618333,-0.075,-0.2704167,0.33,0.57,1.17,0,-583.4068,219,-130.4509,353.0161,254.4987,135.9239
5.250002,0.26225,-0.08791667,-0.2633333,-0.4,-0.71,0.9700001,0,-591.4477,219,-134.0161,350.4668,251.5379,135.1181
5.300002,0.30625,-0.06058333,-0.2976667,0.34,1.06,0.86,0,-599.3357,219,-131.4668,357.8101,258.4959,134.1857
5.350002,0.2716667,-0.06225,-0.2764167,0.11,0.71,0.68,0,-613.2166,219,-138.8101,356.094,257.3085,135.4965
5.400002,0.27125,-0.04725,-0.276,-0.22,-0.88,1,0,-621.4423,219,-137.094,359.1186,260.2854,135.4973
5.450003,0.2889167,-0.05891666,-0.2951667,0.11,0.57,0.85,0,-629.8494,219,-140.1186,357.4741,258.7119,135.6131
5.500003,0.2795833,-0.0325,-0.2580833,-0.18,0.02,1.06,0,-638.1578,219,-138.4741,362.3694,262.8226,132.7101
5.550003,0.2985,-0.036,-0.2793333,0.02,-0.21,0.72,0,-646.7599,219,-143.3694,362.1232,262.6563,133.1002
5.600003,0.2564167,-0.03333333,-0.2614167,0.07,-0.04,1.38,0,-655.3474,219,-143.1232,361.5933,262.7334,135.5532
5.650003,0.2880833,-0.03083333,-0.2475,-0.21,0.29,0.73,0,-663.903,219,-142.5933,362.8909,262.8987,130.6667
5.700004,0.2791667,-0.009166666,-0.2904167,0.1,-0.45,1.1,0,-672.5364,219,-143.8909,367.1193,268.1921,136.1315
5.750004,0.2766667,-0.00625,-0.2466667,-0.06,-0.47,0.86,0,-681.4236,219,-148.1193,367.7059,268.5486,131.7191
5.800004,0.2779167,0.000583333,-0.2593333,-0.26,-1.24,1.01,0,-690.3459,219,-148.7059,9.120261,270.1289,133.0189
5.850004,0.2745833,-0.01958333,-0.2818333,0.31,1.13,1.17,1300,-677.7532,219,209.8797,364.9206,266.0252,135.7465
5.900004,0.2716667,-0.007916666,-0.2530833,-0.36,-0.72,0.98,0,-689.475,219,-148.3308,367.3308,268.2083,132.9718
5.950005,0.2864167,-0.01,-0.28875,0.15,0.87,0.76,0,-698.3683,219,-148.0004,367.0004,268.0165,135.2324
6.000005,0.28725,-0.04083333,-0.2989167,-0.23,-0.52,1.01,0,-707.1265,219,-141.9095,360.9095,262.2213,136.1402
6.050005,0.26375,-0.03433333,-0.24375,-0.22,0.32,0.67,0,-715.6546,219,-142.5833,361.5833,261.9824,132.7432
6.100005,0.296,-0.04683333,-0.2704167,0.23,-0.08,1.08,0,-724.2097,219,-142.5833,360.0092,260.1744,132.4139
6.150005,0.275,-0.03,-0.2891667,-0.24,-1.1,0.91,0,-732.6702,219,-141.0092,362.7742,264.077,136.4384
6.200006,0.2654166,-0.0325,-0.2420833,-0.06,-0.39,1.09,0,-741.2967,219,-143.7742,362.019,262.3537,132.3676
6.250006,0.2939167,-0.03333333,-0.2483333,-0.03,-0.56,0.82,0,-749.8777,219,-143.019,362.5297,262.355,130.1948
6.300006,0.2766667,-0.046,-0.2751667,0.32,0.78,1.26,0,-758.4896,219,-143.5297,359.5601,260.5096,134.8443
6.350006,0.2770833,-0.04083333,-0.261,-0.38,-0.81,1.03,0,-769.7556,219,-141.6168,360.6168,261.1082,133.2879
6.400006,0.2851667,-0.04541667,-0.2555833,0.08,1.16,0.87,0,-778.2393,219,-140.9509,359.9509,259.9238,131.8686
6.450006,0.2641666,-0.03891666,-0.2768333,-0.36,-0.83,0.89,0,-786.7097,219,-141.6195,360.6195,261.9979,136.3412
6.500007,0.2733333,-0.03808333,-0.2475,0.31,0.79,0.81,0,-795.2159,219,-142.0681,361.0681,261.2524,132.1604
6.550007,0.29225,-0.03558333,-0.2695833,0.03,-1.12,1.32,0,-803.74,219,-142.0681,362.058,262.4808,132.6897
6.600007,0.2729167,-0.02208333,-0.2576667,0.1,0.6,0.87,0,-812.3234,219,-143.058,364.3739,265.1014,133.3537
6.650007,0.2876667,-0.03516667,-0.2416667,-0.27,-1.23,0.9599999,0,-821.0458,219,-145.3739,362.0303,261.7206,130.0334
6.700007,0.31125,-0.03516667,-0.2955833,0.17,1.24,1.01,0,-829.6276,219,-143.0303,362.5538,263.2152,133.5211
6.750008,0.28475,-0.02433333,-0.2683333,-0.3,-0.75,0.93,0,-838.2409,219,-143.5538,364.1157,264.8184,133.2998
6.800008,0.25975,-0.0175,-0.2314167,0.25,0.22,0.81,0,-846.9479,219,-145.1157,365.1457,265.6755,131.6985
6.850008,0.2826667,-0.01183333,-0.28875,0.22,-0.32,1.32,0,-855.7166,219,-146.1457,366.6028,267.6533,135.6099
6.900008,0.2851667,-0.0135,-0.2789166,-0.17,-0.22,0.77,0,-864.5727,219,-147.6028,366.2896,267.229,134.3652
6.950008,0.27625,-0.01433333,-0.2314167,0.36,0.49,0.9700001,0,-873.4101,219,-147.2896,366.0298,266.4558,129.9532
7.000009,0.2964167,0.003083333,-0.27725,-0.23,-1.25,0.95,0,-882.2319,219,-147.0298,9.59597,270.6372,133.0864
7.050009,0.2770833,-0.00625,-0.2943333,0.15,1.02,1.04,1300,-869.6676,219,209.404,367.7078,268.7835,136.7291
7.100009,0.305,0.0035,-0.2616667,-0.01,0.42,0.63,0,-884.5385,219,-148.7078,9.657464,270.7663,130.6271
7.150009,0.2754167,0.005166667,-0.27475,0.02,0.38,1.06,1300,-871.978,219,209.3425,10.07471,271.0773,134.9306
7.200009,0.2691667,-0.009166666,-0.281,-0.43,-0.76,0.93,1300,-859.4424,219,208.9253,367.0495,268.1316,136.2322
7.25001,0.27,-0.02958333,-0.27125,-0.37,-0.28,0.81,0,-868.3254,219,-148.0495,362.7472,263.7758,135.1323
7.30001,0.25725,-0.06375,-0.2539167,0.04,0.73,0.82,0,-876.9503,219,-143.7472,355.0817,255.9063,134.6264
7.35001,0.2441667,-0.061,-0.2470833,0.44,1.04,1.14,0,-885.1151,219,-136.0817,354.973,256.1321,135.3402
7.40001,0.2626667,-0.06933332,-0.24125,0.12,-0.32,1.32,0,-893.2736,219,-135.973,354.2135,253.9658,132.5664
7.45001,0.24975,-0.09308333,-0.2739167,-0.23,-1.37,1.04,0,-901.3864,219,-135.2135,348.5593,251.231,137.6423
7.50001,0.2404167,-0.09708333,-0.2708333,-0.01,0.19,0.83,0,-909.16,219,-129.5593,347.0105,250.2792,138.4048
7.550011,0.2304167,-0.10725,-0.2708333,-0.24,-0.55,1.04,0,-916.8405,219,-128.0105,344.0399,248.3965,139.6099
7.600011,0.235,-0.1305833,-0.27975,-0.34,-0.04,0.77,0,-926.7617,219,-120.9402,339.9402,244.9775,139.9685
7.650011,0.2408333,-0.13625,-0.2491667,0.31,1.25,1.07,0,-934.0094,219,-120.5013,339.5013,241.3292,135.9743
7.700011,0.2420833,-0.12125,-0.2708333,-0.12,-0.4,1.1,0,-941.2974,219,-123.3955,342.3955,245.8823,138.2082
7.750011,0.2408333,-0.13625,-0.2866667,-0.34,-0.15,0.77,0,-948.6432,219,-120.5013,339.5013,244.5787,139.9658
7.800012,0.2251667,-0.1429167,-0.2751667,0.23,1.25,0.83,0,-955.8152,219,-117.5961,336.5961,242.5535,140.7068
7.850012,0.2341667,-0.1635,-0.2935,-0.2,-0.52,1.01,0,-962.871,219,-117.5961,334.0765,240.8792,141.4157
7.900012,0.24375,-0.1518333,-0.2641666,-0.31,0.09,0.71,0,-969.7755,219,-115.0765,337.081,240.1113,137.3019
7.950012,0.2264167,-0.1380833,-0.29725,-0.23,-0.29,1.13,0,-976.8604,219,-118.081,337.6225,245.0834,142.7033
8.000012,0.2139167,-0.1426667,-0.3033333,-0.15,-0.09,0.74,0,-983.9777,219,-118.6225,335.2996,244.811,144.8078
8.050013,0.216,-0.1514167,-0.27475,0.33,1.04,0.92,0,-990.9557,219,-116.2996,333.9694,241.1405,141.8267
8.100013,0.2083333,-0.1345833,-0.25975,-0.24,-1.04,0.95,0,-997.8538,219,-114.9694,336.1375,242.6101,141.2685
8.150013,0.22225,-0.14225,-0.281,0.11,-0.07,0.79,0,-1004.882,219,-117.1375,336.3789,243.1502,141.6586
8.200013,0.20875,-0.1479167,-0.2704167,0.39,0.28,1.19,0,-1011.925,219,-117.3789,333.6793,241.3216,142.3334
8.250013,0.2193333,-0.1285,-0.2620833,-0.35,-1.01,1.01,0,-1018.806,219,-114.6793,338.6354,243.8812,140.0746
8.300014,0.2139167,-0.1276667,-0.2829167,0.19,0.87,0.81,0,-1025.984,219,-119.6354,338.171,245.7126,142.9066
8.350014,0.19875,-0.1366667,-0.3030833,-0.02,-0.28,1.01,0,-1033.134,219,-119.171,334.4864,245.7284,146.7447
8.400014,0.2341667,-0.11975,-0.26875,0.3,1.31,1.09,0,-1040.063,219,-115.4864,341.9153,245.9832,138.9338
8.450014,0.25225,-0.1029167,-0.2789166,-0.4,-0.53,0.89,0,-1049.994,219,-127.8048,346.8048,249.7466,137.8741
8.500014,0.2354167,-0.11975,-0.28375,0.27,1.15,0.79,0,-1057.567,219,-123.0388,342.0388,247.119,140.3188
8.550014,0.2268333,-0.1055833,-0.2551667,-0.11,-1.16,0.88,0,-1064.99,219,-125.0396,344.0396,247.5211,138.3641
8.600015,0.256,-0.08958333,-0.28225,0.22,0.46,0.9599999,0,-1072.605,219,-130.7133,349.7133,252.3911,137.792
8.650015,0.26625,-0.09475,-0.2883333,0.15,-0.5,1.34,0,-1080.442,219,-130.4109,349.4109,251.8088,137.2803
8.700015,0.2704167,-0.08558333,-0.2504167,-0.2,0.34,0.77,0,-1088.267,219,-130.4109,351.4381,251.1314,132.8009
8.750015,0.2725,-0.061,-0.2841667,0.21,0.23,1.03,0,-1096.213,219,-132.4381,356.3822,257.8846,136.2006
8.800015,0.2783333,-0.06791667,-0.26625,-0.29,-0.77,0.81,0,-1104.456,219,-137.3822,355.2871,255.6898,133.7289
8.850016,0.2601667,-0.04416667,-0.23475,-0.38,-0.65,0.93,0,-1118.166,219,-140.3651,359.3651,259.3447,132.0601
8.900016,0.2808333,-0.04808333,-0.2539167,0.26,1.19,1.03,0,-1126.587,219,-140.2842,359.2842,259.2771,132.1184
8.950016,0.2783333,-0.03433333,-0.2555833,-0.23,-1.28,0.8,0,-1135.057,219,-142.9679,361.9679,262.3491,132.5601
9.000016,0.3004167,-0.026,-0.2695833,0.43,0.61,1.06,0,-1143.635,219,-142.9679,364.0536,264.4911,131.9037
9.050016,0.26225,-0.01791667,-0.2716667,-0.29,-1.3,1.1,0,-1152.339,219,-145.0536,365.0917,266.2267,136.0104
9.100017,0.28,0.001416667,-0.2114167,0.17,1.23,0.8,0,-1161.104,219,-146.0917,9.289886,270.3839,127.055
9.150017,0.3,0.01516667,-0.2683333,-0.06,-0.52,1.05,1300,-1148.522,219,209.7101,11.89416,273.235,131.8109
9.200017,0.29875,-0.004333333,-0.2891667,-0.37,-0.49,0.75,1300,-1136.095,219,207.1059,368.169,269.1415,134.0661
9.250017,0.2589167,0.01125,-0.27125,0.28,0.93,0.81,0,-1145.046,219,-149.169,11.48795,272.375,136.3326
9.300017,0.2691667,-0.009583333,-0.2789166,-0.31,-0.61,1.09,1300,-1132.595,219,207.5121,366.9609,268.0322,136.0191
9.350018,0.2733333,-0.0225,-0.25725,-0.31,-0.65,0.88,0,-1141.473,219,-147.9609,364.2942,265.0014,133.2637
9.400018,0.2551667,-0.03641667,-0.23725,0.07,0.31,0.87,0,-1150.19,219,-145.2942,360.8777,261.2735,132.9162
9.450018,0.2855834,-0.04641667,-0.256,0.41,0.56,1.03,0,-1158.703,219,-141.8777,359.7683,259.7231,131.8734
9.500018,0.2830833,-0.03208333,-0.2568333,0.21,0.11,1.19,0,-1167.149,219,-140.7683,362.534,262.8796,132.2166
9.550018,0.2964167,-0.05058333,-0.2930833,-0.3,-1.21,0.87,0,-1175.761,219,-143.534,359.3158,260.2078,134.676
9.600019,0.2679167,-0.05208333,-0.2825,-0.32,-0.4,0.76,0,-1184.18,219,-140.3158,357.9988,259.5539,136.5177
9.650019,0.28975,-0.05625,-0.3133333,0.35,0.88,0.91,0,-1192.52,219,-138.9988,358.0137,259.8226,137.2394
9.700019,0.2708333,-0.04975,-0.2891667,-0.14,-0.25,1,0,-1200.861,219,-139.0137,358.5912,260.2381,136.8751
9.750019,0.27125,-0.051,-0.2601667,0.24,1.04,0.92,0,-1212.023,219,-139.3517,358.3517,258.9091,133.8052
9.800019,0.28725,-0.05416667,-0.2768333,0.02,-0.36,1.3,0,-1220.384,219,-139.3517,358.3211,258.9291,133.942
9.850019,0.2645833,-0.051,-0.2866667,-0.17,-0.6,0.9,0,-1228.743,219,-139.3211,358.0897,259.9122,137.2941
9.90002,0.2514167,-0.04766666,-0.27225,0.38,1.04,1.05,0,-1237.089,219,-139.0897,358.2646,260.0691,137.2782
9.95002,0.2635,-0.05058333,-0.2551667,-0.05,-0.28,1.26,0,-1245.444,219,-139.2646,358.1333,258.7873,134.0795
10.00002,0.2691667,-0.05625,-0.256,-0.12,-0.26,0.83,0,-1253.792,219,-139.1333,357.1963,257.6075,133.5638
10.05002,0.2930833,-0.03375,-0.28225,0.2,1.28,0.83,0,-1262.084,219,-138.1963,362.431,263.1812,133.9213
10.10002,0.2783333,-0.0225,-0.251,-0.21,-0.21,1.02,0,-1270.69,219,-143.431,364.3784,264.8776,132.044
10.15002,0.28,-0.00625,-0.2589167,-0.28,-0.61,0.7,0,-1279.413,219,-145.3784,367.7213,268.6172,132.7596
10.20002,0.2885,-0.01308333,-0.2433333,-0.14,-0.43,1.06,0,-1288.336,219,-148.7213,366.4034,266.9223,130.1457
10.25002,0.2889167,-0.007916666,-0.2691667,-0.32,0.12,0.71,0,-1297.18,219,-147.4034,367.4304,268.3153,132.9732
10.30002,0.2729167,0.004333333,-0.2526667,0.35,0.52,0.99,0,-1306.086,219,-148.4304,9.909658,270.9825,132.7935
