Time,Hx,Hy,Hz,Ax,Ay,Az,PID_Output,Integral,Setpoint,XY-Heading,YZ-Heading,ZX-Heading
2.299999,-0.05141666,-0.1401667,-0.4354167,-0.08,-0.0,0.66,-471.7427,292.9096,281,-40.94543,348.8557,252.1559,186.7346
2.349999,-0.04975,-0.16,-0.4068333,0.45,-0.32,1.23,-500,286.1241,281,-67.85571,351.7276,248.5312,186.9719
2.399999,0.016,-0.1583333,-0.3941667,-0.01,-0.48,1.06,-500,279.0513,281,-70.7276,14.7703,248.1151,177.6755
2.449999,0.09125,-0.1591667,-0.4091667,-0.38,-0.53,0.92,-500,279.0513,281,-70.7276,38.82558,248.7439,167.4279
2.499999,0.1114167,-0.1489167,-0.4179167,0.26,0.3,1.19,1000,303.2687,281,242.1744,45.80315,250.3875,165.0721
2.549999,0.1366667,-0.1289167,-0.40725,0.31,-0.25,1.22,1000,303.2687,281,242.1744,55.67148,252.4346,161.4491
2.599999,0.2020833,-0.12125,-0.4039166,-0.18,-0.49,0.99,1000,325.8016,281,225.3285,68.03624,253.291,153.4207
2.649999,0.2329167,-0.08958333,-0.3966667,-0.38,-0.6,0.84,1000,347.098,281,212.9638,77.96249,257.2738,149.5792
2.699999,0.245,-0.05416667,-0.36225,-0.52,-0.3,0.81,1000,347.098,281,212.9638,86.53311,261.4957,145.9284
2.749999,0.2618333,-0.05166667,-0.37125,-0.42,-0.28,0.86,1000,366.5446,281,194.4669,87.83743,262.0771,144.8056
2.799999,0.256,-0.03291667,-0.4083333,-0.49,-0.37,0.68,1000,366.5446,281,194.4669,91.67307,265.3912,147.9148
2.849998,0.2626667,-0.0035,-0.3868333,-0.25,-0.45,0.8,1000,385.4774,281,189.3269,98.23659,269.4816,145.8228
2.899998,0.2968333,0.0075,-0.3929167,-0.42,-0.31,0.87,1000,403.7537,281,182.7634,100.4474,271.0935,142.9304
2.949998,0.2695833,0.00225,-0.366,-0.14,-0.06,0.95,1000,403.7537,281,182.7634,99.4782,270.3522,143.6259
2.999998,0.2695833,0.00225,-0.4005833,0.33,-0.21,1.02,1000,421.9059,281,181.5218,99.4782,270.3218,146.0603
3.049998,0.2914167,0.01683333,-0.3830833,-0.3,-0.41,0.83,1000,421.9059,281,181.5218,102.3059,272.5161,142.7393
3.099998,0.2618333,0.001833333,-0.3580833,-0.03,-0.03,1.24,1000,439.7753,281,178.6941,99.40118,270.2933,143.8254
3.149998,0.2804167,-0.004333333,-0.3785,-0.01,0.23,0.75,1000,457.9352,281,181.5988,98.11467,269.3441,143.4666
3.199998,0.2733333,-0.03375,-0.3704167,-0.14,0.01,1.09,1000,457.9352,281,181.5988,91.961,264.7939,143.5761
3.249998,0.27875,-0.036,-0.3614167,-0.26,0.12,0.63,1000,476.8391,281,189.039,91.6411,264.3116,142.358
3.299998,0.27,-0.04,-0.3920834,-0.09,-0.48,1.07,1000,495.8818,281,190.427,90.57303,264.1749,145.4476
3.349998,0.2464167,-0.06266666,-0.4145833,-0.17,-0.46,0.85,1000,495.8818,281,190.427,84.73148,261.4045,149.2739
3.399998,0.2408333,-0.07833333,-0.4076666,0.32,-0.31,1.08,1000,515.5086,281,196.2685,80.98239,259.1232,149.4271
3.449998,0.2118333,-0.0975,-0.361,0.17,-0.47,1.22,1000,515.5086,281,196.2685,74.28492,254.886,149.5957
3.499998,0.2075,-0.126,-0.3891666,-0.17,-0.51,1.06,1000,536.1801,281,206.7151,67.73267,252.0597,151.9339
3.549998,0.1876667,-0.1345833,-0.3933333,-0.44,-0.17,0.7,1000,557.5068,281,213.2673,63.35417,251.1111,154.4933
3.599998,0.1616667,-0.151,-0.4104167,-0.44,-0.08,0.65,1000,557.5068,281,213.2673,55.9539,249.8005,158.5001
3.649998,0.1254167,-0.1535,-0.4175,-0.38,0.06,0.74,1000,580.0115,281,225.0461,48.25043,249.8133,163.2798
3.699998,0.09458333,-0.1691667,-0.4358334,-0.19,-0.48,0.79,1000,580.0115,281,225.0461,38.21014,248.7865,167.7557
3.749998,0.03558333,-0.1595833,-0.3970833,-0.29,-0.63,0.82,1000,604.2905,281,242.7899,21.56998,248.1054,174.8793
3.799998,-0.05583333,-0.1354167,-0.4308333,-0.36,-0.58,0.66,1000,630.2335,281,259.43,346.5933,252.5514,187.384
3.849998,-0.06291667,-0.12,-0.4383333,-0.38,-0.1,0.74,-500,624.2003,281,-60.33173,341.3317,254.6896,188.1682
3.899998,-0.08833333,-0.09183332,-0.39625,-0.12,-0.04,1.11,-500,624.2003,281,-60.33173,325.1129,256.9517,192.5671
3.949997,-0.1029167,-0.06375,-0.4193334,-0.18,-0.54,1.07,-200.3453,619.789,281,-44.11292,310.7755,261.3557,193.7895
3.999997,-0.13,-0.01916667,-0.4325,-0.15,-0.5,0.8,-200.3453,619.789,281,-44.11292,287.387,267.4626,196.7296
4.049997,-0.1539167,-0.02266667,-0.4104167,0.47,-0.39,1.27,359.6453,619.1503,281,-6.387024,287.3775,266.8389,200.5573
4.099998,-0.1295833,-0.01041667,-0.42875,-0.02,-0.39,0.86,170.9226,618.5125,281,-6.377502,283.5959,268.6082,196.8167
4.149998,-0.1539167,-0.01683333,-0.3851667,-0.28,-0.41,0.95,170.9226,618.5125,281,-6.377502,285.2415,267.4976,201.7822
4.199998,-0.1254167,-0.01916667,-0.4239167,-0.03,-0.02,1.06,207.0181,618.0884,281,-4.241455,287.689,267.4113,196.481
4.249998,-0.1025,-0.03083333,-0.4541667,-0.46,-0.16,0.87,207.0181,618.0884,281,-4.241455,295.742,266.1161,192.7179
4.299998,-0.111,-0.04725,-0.4214167,-0.49,-0.34,0.71,17.23888,616.6142,281,-14.742,302.0583,263.6026,194.7564
4.349998,-0.1395833,-0.06849999,-0.4170833,-0.03,0.0,0.92,-38.47754,614.5084,281,-21.05829,305.1393,260.6732,198.5036
4.399999,-0.11725,-0.09558333,-0.41375,0.45,-0.04,0.98,-38.47754,614.5084,281,-21.05829,318.1873,256.9919,195.8219
4.449999,-0.06166667,-0.1329167,-0.41375,-0.04,-0.3,1.04,-282.576,610.7896,281,-37.18726,344.1111,252.1905,188.4772
4.499999,-0.03083333,-0.1264167,-0.41975,-0.24,-0.2,0.94,-282.576,610.7896,281,-37.18726,355.293,253.2392,184.2012
4.549999,0.008500001,-0.1601667,-0.446,0.45,-0.4,1.08,-500,603.3603,281,-74.29303,12.03783,250.2459,178.9082
4.599999,0.04433333,-0.16875,-0.395,-0.4,-0.17,0.76,1000,630.2565,281,268.9622,23.71989,246.8671,173.5961
4.65,0.09458333,-0.1626667,-0.4443334,0.33,-0.05,1.12,1000,630.2565,281,268.9622,39.17608,249.8928,167.983
4.7,0.09958333,-0.1535,-0.3835,0.04,-0.13,0.95,1000,654.4389,281,241.8239,41.97355,248.1857,165.4435
4.75,0.1826667,-0.13975,-0.40225,0.17,-0.11,1.08,1000,654.4389,281,241.8239,61.58204,250.8417,155.5766
4.8,0.2083333,-0.11725,-0.4341667,-0.38,-0.71,0.82,1000,676.3807,281,219.418,69.62919,254.8874,154.3661
4.85,0.1933333,-0.1080833,-0.4014167,-0.31,0.05,0.8,1000,697.5178,281,211.3708,69.79256,254.9302,154.2832
4.900001,0.20125,-0.09083334,-0.38875,0.05,-0.19,0.93,1000,697.5178,281,211.3708,74.70817,256.8485,152.6301
4.950001,0.2276667,-0.0875,-0.3801667,0.1,0.29,0.95,1000,718.147,281,206.2918,77.97655,257.0384,149.0843
5.000001,0.2416667,-0.08558333,-0.4083333,0.18,0.22,0.8,1000,738.2971,281,201.501,79.49902,258.1626,149.3814
5.050001,0.2379167,-0.08141666,-0.4455833,-0.01,-0.17,0.81,1000,738.2971,281,201.501,80.10871,259.6452,151.9003
5.100001,0.245,-0.09683333,-0.4166667,-0.23,-0.45,0.82,1000,758.3862,281,200.8913,77.43418,256.9167,149.5445
5.150002,0.2016667,-0.09875,-0.3785,-0.2,-0.26,0.71,1000,758.3862,281,200.8913,72.91042,255.3776,151.9511
5.200002,0.2029167,-0.1143333,-0.4304167,-0.49,-0.69,0.78,1000,779.1951,281,208.0896,69.60093,255.1238,154.7588
5.250002,0.1966667,-0.1180833,-0.3835,0.27,-0.49,1.16,1000,800.335,281,211.3991,68.0184,252.8859,152.8503
5.300002,0.1535,-0.155,-0.415,0.12,-0.39,0.86,1000,800.335,281,211.3991,53.72142,249.5197,159.7016
5.350002,0.1666667,-0.1366667,-0.4235,-0.29,-0.64,1.01,1000,823.0629,281,227.2786,59.64825,252.1147,158.5181
5.400002,0.08349999,-0.1530833,-0.4104167,0.2,-0.39,0.91,1000,823.0629,281,227.2786,37.61046,249.5447,168.5
5.450003,0.09208334,-0.1470833,-0.4104167,-0.13,-0.6,1.09,1000,847.4018,281,243.3895,41.04913,250.2836,167.3542
5.500003,0.05375,-0.1489167,-0.42225,-0.09,-0.45,0.66,1000,871.3969,281,239.9509,28.84655,250.5736,172.7456
5.550003,0.03641667,-0.1626667,-0.4201667,0.18,0.16,1.0,1000,871.3969,281,239.9509,21.61891,248.8362,175.0464
5.600003,-0.001,-0.1414167,-0.40475,-0.39,-0.03,0.89,1000,897.335,281,259.3811,368.5948,250.741,180.1416
5.650003,-0.08058333,-0.11125,-0.39625,-0.05,-0.58,0.94,-500,888.5755,281,-87.59485,333.0825,254.3176,191.4952
5.700004,-0.121,-0.106,-0.4239167,-0.31,-0.16,0.61,-500,888.5755,281,-87.59485,320.2194,255.9611,195.9305
5.750004,-0.1101667,-0.09641666,-0.3941667,0.13,0.01,1.11,125.1055,884.6536,281,-39.21942,320.1921,256.2549,195.6153
5.800004,-0.1101667,-0.06849999,-0.43975,-0.04,0.02,0.67,-117.8745,880.7344,281,-39.19208,310.8727,261.1462,194.0643
5.850004,-0.13,-0.04766666,-0.3925,-0.49,-0.29,0.68,-117.8745,880.7344,281,-39.19208,299.1363,263.0757,198.3254
5.900004,-0.1155833,-0.04541667,-0.4091667,-0.44,-0.72,0.82,239.2112,878.9207,281,-18.13632,300.4516,263.6662,195.7742
5.950005,-0.146,-0.05974999,-0.41375,-0.35,-0.52,1.02,239.2112,878.9207,281,-18.13632,301.2567,261.7827,199.4364
6.000005,-0.1193333,-0.05666667,-0.4005833,-0.5,-0.08,0.78,97.07654,876.895,281,-20.25665,304.4012,261.9484,196.5887
6.050005,-0.14,-0.055,-0.3785,-0.09,-0.34,0.85,53.28513,874.5549,281,-23.40118,300.4478,261.7322,200.2985
6.100005,-0.081,-0.08875,-0.4185,0.2,-0.65,1.12,53.28513,874.5549,281,-23.40118,326.6141,258.0269,190.9541
6.150005,-0.06916667,-0.11125,-0.4554167,-0.49,0.05,0.72,-310.4359,869.9935,281,-45.61407,337.1299,256.2725,188.6358
6.200006,-0.10375,-0.1193333,-0.3989167,0.48,0.15,1.27,-310.4359,869.9935,281,-45.61407,327.9958,253.3458,194.5785
6.250006,-0.05833333,-0.1254167,-0.415,-0.48,-0.56,0.79,-224.7415,865.2939,281,-46.99585,344.0561,253.1847,188.0012
6.300006,-0.02708333,-0.1370833,-0.4476667,0.46,0.08,1.02,-493.379,858.9883,281,-63.05609,357.8241,252.9745,183.4621
6.350006,0.01958333,-0.1426667,-0.4205833,-0.41,0.21,0.85,-493.379,858.9883,281,-63.05609,16.81594,251.2625,177.3341
6.400006,0.01558333,-0.16225,-0.4079166,-0.34,-0.38,0.91,1000,885.4067,281,264.1841,14.48616,248.3097,177.8122
6.450006,0.06125,-0.1514167,-0.4285,0.33,0.07,1.24,1000,885.4067,281,264.1841,31.02397,250.5384,171.8652
6.500007,0.07808333,-0.1505833,-0.4079166,0.17,-0.64,1.04,1000,910.4044,281,249.976,36.4085,249.7383,169.1635
6.550007,0.1229167,-0.1591667,-0.4276667,0.39,0.36,1.25,1000,934.8635,281,244.5915,46.67717,249.586,163.9647
6.600007,0.13625,-0.1433333,-0.4183333,-0.09,-0.48,0.88,1000,934.8635,281,244.5915,52.54871,251.087,161.9597
6.650007,0.1241667,-0.14625,-0.4120833,-0.44,-0.23,0.83,1000,957.7087,281,228.4513,49.33136,250.46,163.2317
6.700007,0.1439167,-0.1479167,-0.4325,-0.1,-0.07,0.75,1000,980.8755,281,231.6686,53.21473,251.1191,161.5948
6.750008,0.11225,-0.1630833,-0.4145833,0.28,-0.18,1.09,1000,980.8755,281,231.6686,43.53958,248.527,164.8502
6.800008,0.13875,-0.1539167,-0.40725,0.28,0.4,1.0,1000,1004.622,281,237.4604,51.03345,249.2964,161.186
6.850008,0.1214167,-0.1558333,-0.4051667,0.23,0.24,0.81,1000,1004.622,281,237.4604,46.92374,248.9625,163.3181
6.900008,0.1114167,-0.1566667,-0.4264167,0.22,-0.22,0.86,1000,1028.029,281,234.0763,44.4193,249.8265,165.3568
6.950008,0.1041667,-0.145,-0.4205833,-0.16,-0.32,0.84,1000,1051.687,281,236.5807,44.69312,250.9779,166.0894
7.000009,0.1105833,-0.161,-0.4183333,-0.42,-0.6,0.81,1000,1051.687,281,236.5807,43.48335,248.9503,165.193
7.050009,0.0925,-0.1535,-0.3904166,-0.51,-0.62,0.69,1000,1075.439,281,237.5166,40.07341,248.5368,166.6709
7.100009,0.041,-0.1591667,-0.4243333,0.07,-0.4,1.02,1000,1075.439,281,237.5166,23.44489,249.439,174.4811
7.150009,0.02541667,-0.1658333,-0.3970833,0.21,-0.0,0.8,1000,1101.194,281,257.5551,17.71371,247.3332,176.3376
7.200009,-0.01016667,-0.1618333,-0.41975,-0.46,-0.35,0.77,1000,1127.523,281,263.2863,365.4053,248.916,181.3875
7.25001,-0.02458333,-0.1489167,-0.3868333,0.27,0.06,0.98,1000,1127.523,281,263.2863,359.6261,248.9451,183.6363
7.30001,-0.04766666,-0.1333333,-0.4405833,-0.49,-0.09,0.77,-500,1119.66,281,-78.6261,349.328,253.1627,186.1748
7.35001,-0.08683333,-0.1225,-0.3868333,0.33,0.24,1.15,-500,1119.66,281,-78.6261,333.6693,252.4284,192.6516
7.40001,-0.0975,-0.1125,-0.4193334,0.27,0.43,0.88,-56.49042,1114.393,281,-52.66931,328.0856,254.9822,193.0894
7.45001,-0.1025,-0.10725,-0.4276667,-0.01,0.1,0.74,-93.23526,1109.685,281,-47.08563,325.2973,255.9217,193.478
7.50001,-0.09666666,-0.1020833,-0.41125,-0.4,-0.47,0.94,-75.52393,1105.255,281,-44.2973,325.5612,256.0594,193.2276
7.550011,-0.08308333,-0.08958333,-0.41,-0.4,-0.09,0.8,-75.52393,1105.255,281,-44.2973,326.1559,257.6748,191.4554
7.600011,-0.08683333,-0.09125,-0.4104167,-0.02,-0.14,0.86,-105.8677,1100.74,281,-45.15588,325.4207,257.465,191.9461
7.650011,-0.07683333,-0.1043333,-0.39975,0.46,-0.17,1.26,-105.8677,1100.74,281,-45.15588,332.6313,255.3723,190.8798
7.700011,-0.05708333,-0.1116667,-0.4320833,-0.5,-0.37,0.69,-213.7214,1095.576,281,-51.63126,341.9242,255.5097,187.5259
7.750011,-0.07308333,-0.1405833,-0.3941667,0.43,0.17,1.25,-341.7609,1089.484,281,-60.92416,341.532,250.3707,190.5041
7.800012,-0.04725,-0.1401667,-0.4464167,-0.51,-0.69,0.79,-341.7609,1089.484,281,-60.92416,350.3711,252.5687,186.0419
7.850012,-0.008083333,-0.1595833,-0.4116667,0.49,-0.06,1.04,-441.6695,1082.547,281,-69.37112,366.1003,248.8111,181.1249
7.900012,0.02875,-0.16,-0.4480834,-0.17,0.43,0.81,-441.6695,1082.547,281,-69.37112,19.18664,250.3496,176.3288
7.950012,0.05291667,-0.1558333,-0.4095833,-0.2,-0.13,0.9,1000,1108.728,281,261.8134,27.75607,249.1698,172.6384
8.000012,0.07933333,-0.1618333,-0.4325,-0.31,-0.43,0.78,1000,1134.053,281,253.2439,35.11485,249.4851,169.6058
8.050013,0.08875,-0.1570833,-0.3929167,0.1,0.4,1.0,1000,1134.053,281,253.2439,38.46587,248.2091,167.2719
8.100013,0.135,-0.145,-0.42725,0.16,-0.62,1.03,1000,1158.306,281,242.5341,51.95459,251.2538,162.4648
8.150013,0.1135,-0.1389167,-0.42875,-0.44,-0.06,0.8,1000,1181.211,281,229.0454,48.25008,252.0475,165.1726
8.200013,0.12375,-0.1485,-0.3980833,0.24,-0.12,1.01,1000,1181.211,281,229.0454,48.80557,249.5426,162.7314
8.250013,0.156,-0.1679167,-0.4030833,0.41,0.07,1.24,1000,1204.43,281,232.1944,51.89308,247.3843,158.8427
8.300014,0.1375,-0.155,-0.39125,0.03,-0.08,0.9599999,1000,1204.43,281,232.1944,50.57613,248.3882,160.6366
8.350014,0.1395833,-0.1485,-0.3985,-0.01,-0.61,0.99,1000,1227.472,281,230.4239,52.22717,249.5622,160.6961
8.400014,0.1430833,-0.1493333,-0.4108333,-0.55,-0.48,0.66,1000,1250.35,281,228.7728,52.77557,250.0244,160.798
8.450014,0.1164167,-0.16,-0.3895833,-0.47,-0.64,0.84,1000,1250.35,281,228.7728,45.0398,247.6723,163.3626
8.500014,0.09458333,-0.1708333,-0.4076666,-0.35,-0.67,0.9700001,1000,1273.946,281,235.9602,37.97149,247.2638,166.9378
8.550014,0.076,-0.1679167,-0.44725,0.24,-0.51,1.27,1000,1273.946,281,235.9602,33.35177,249.4217,170.356
8.600015,0.04933333,-0.1526667,-0.39975,0.46,-0.05,1.21,1000,1298.711,281,247.6482,26.90794,249.0979,172.9647
8.650015,0.0135,-0.1714167,-0.4043333,-0.2,-0.37,0.85,1000,1324.12,281,254.0921,13.50307,247.0255,178.0877
8.700015,0.002666667,-0.1518333,-0.4304167,-0.2,-0.46,1.11,1000,1324.12,281,254.0921,10.0062,250.5693,179.645
8.750015,-0.04516667,-0.1530833,-0.3993333,0.32,-0.35,1.06,1000,1351.219,281,270.9938,352.5615,249.0258,186.453
8.800015,-0.05458333,-0.1264167,-0.43125,-0.33,-0.72,0.81,1000,1351.219,281,270.9938,345.6466,253.662,187.2136
8.850016,-0.1130833,-0.1314167,-0.4043333,0.34,-0.39,0.92,-500,1344.754,281,-64.64661,328.2882,251.9948,195.6252
8.900016,-0.12225,-0.09041667,-0.4170833,0.09,0.32,0.73,55.34375,1340.026,281,-47.28821,315.4868,257.7685,196.3362
8.950016,-0.1151667,-0.06849999,-0.4141666,-0.42,0.1,0.68,55.34375,1340.026,281,-47.28821,309.7438,260.6087,195.5396
9.000016,-0.1151667,-0.06458333,-0.3980833,-0.52,-0.38,0.65,282.6574,1337.151,281,-28.74377,308.2829,260.7849,196.1353
9.050016,-0.11225,-0.04975,-0.4039166,-0.48,-0.54,0.81,282.6574,1337.151,281,-28.74377,302.9033,262.9783,195.5308
9.100017,-0.1270833,-0.05708333,-0.4091667,-0.21,-0.2,0.9700001,305.3478,1334.961,281,-21.90326,303.1887,262.0579,197.2543
9.150017,-0.09583333,-0.04725,-0.4179167,0.28,0.51,0.9,265.4059,1332.742,281,-22.18866,305.2453,263.5495,192.9153
9.200017,-0.1118333,-0.05808333,-0.4116667,0.13,-0.51,0.99,265.4059,1332.742,281,-22.18866,306.4462,261.969,195.1982
9.250017,-0.1126667,-0.07416666,-0.4464167,-0.41,-0.06,0.79,210.4369,1330.197,281,-25.4462,312.3563,260.5672,194.1645
9.300017,-0.09416667,-0.09266666,-0.4451667,0.02,-0.59,1.09,124.9992,1327.062,281,-31.35626,323.54,258.2411,191.9438
9.350018,-0.07516666,-0.1051667,-0.3993333,0.42,-0.0,1.02,-206.059,1321.817,281,-52.44513,333.4451,255.2458,190.6601
9.400018,-0.04683333,-0.1254167,-0.4426667,-0.57,0.02,0.77,-206.059,1321.817,281,-52.44513,348.5233,254.1815,186.0393
9.450018,-0.003083333,-0.1514167,-0.4455833,-0.02,-0.36,1.02,-359.6442,1315.065,281,-67.52328,367.8334,251.2314,180.3965
9.500018,-0.02208333,-0.1570833,-0.41375,0.51,0.11,1.28,-359.6442,1315.065,281,-67.52328,360.9976,249.2104,183.0552
9.550018,0.02208333,-0.1626667,-0.4401667,-0.12,-0.02,0.98,-499.517,1307.065,281,-79.99762,16.73112,249.7179,177.1279
9.600019,0.09208334,-0.1614167,-0.4179167,-0.48,-0.29,0.85,1000,1333.492,281,264.2689,38.70346,248.8814,167.5741
9.650019,0.1185,-0.1595833,-0.406,-0.44,-0.85,0.75,1000,1333.492,281,264.2689,45.59606,248.5421,163.7289
9.700019,0.1568333,-0.1475,-0.43875,0.41,-0.38,1.06,1000,1357.032,281,235.4039,55.75661,251.4183,160.3303
9.750019,0.19375,-0.1345833,-0.3966667,0.43,0.26,1.26,1000,1357.032,281,235.4039,64.21524,251.2587,153.967
9.800019,0.1633333,-0.1164167,-0.4030833,-0.52,-0.35,0.81,1000,1378.711,281,216.7848,63.52044,253.8905,157.9417
9.850019,0.19875,-0.1143333,-0.3716667,0.39,0.16,1.05,1000,1400.459,281,217.4796,69.08981,252.9009,151.8642
9.90002,0.2218333,-0.09141666,-0.4018333,-0.49,-0.56,0.91,1000,1400.459,281,217.4796,76.60363,257.1834,151.099
9.95002,0.216,-0.10125,-0.41375,-0.11,0.25,0.75,1000,1420.898,281,204.3964,73.88516,256.2492,152.433
10.00002,0.20375,-0.1120833,-0.386,0.42,-0.16,1.21,1000,1420.898,281,204.3964,70.18471,253.8082,152.1727
10.05002,0.2333333,-0.1076667,-0.39375,0.1,0.09,1.13,1000,1441.98,281,210.8153,74.23006,254.7069,149.3493
10.10002,0.2020833,-0.1080833,-0.3764167,-0.15,-0.37,0.87,1000,1462.657,281,206.7699,70.86011,253.9792,151.7704
