Time,Hx,Hy,Hz,Ax,Ay,Az,PID_Output,Integral,Setpoint,XY-Heading,YZ-Heading,ZX-Heading
5.400002,0.3994167,-0.1329167,-0.27975,-0.24,0.22,1.01,0,94.23244,240,-110.5938,350.5938,244.5864,125.0072
5.450003,0.3504167,-0.16,-0.2658334,0.21,0.38,1.13,0,87.59681,240,-110.5938,344.4586,238.9571,127.1847
5.500003,0.3719167,-0.1885833,-0.2645833,-0.16,0.22,0.9700001,0,81.32929,240,-104.4586,342.1123,234.5204,125.4282
5.550003,0.3220833,-0.1948333,-0.2470833,0.04,-1.05,1.07,0,75.20256,240,-102.1123,337.8296,231.7431,127.4933
5.600003,0.36525,-0.2073333,-0.2768333,0.38,0.85,0.94,0,69.33279,240,-97.82959,339.4187,233.1688,127.1595
5.650003,0.3031667,-0.2215,-0.24125,-0.4,-0.31,1.0,0,63.36768,240,-99.4187,332.8474,227.4439,128.5116
5.700004,0.3225,-0.2344167,-0.2751667,-0.05,-0.54,0.83,0,57.79683,240,-92.84735,332.9876,229.5721,130.4718
5.750004,0.3479167,-0.25,-0.2576667,0.44,0.88,1.15,0,52.21757,240,-92.98761,333.3004,225.8652,126.5236
5.800004,0.3073333,-0.2548333,-0.251,0.28,0.74,0.98,0,44.75354,240,-93.30038,329.3353,224.5658,129.2386
5.850004,0.345,-0.2366667,-0.29725,-0.14,0.37,0.83,0,37.50241,240,-94.55026,334.5503,231.4736,130.748
5.900004,0.3410833,-0.23275,-0.2780833,-0.47,-0.13,0.91,0,31.82658,240,-94.69098,334.691,230.0714,129.1902
5.950005,0.369,-0.2210833,-0.285,-0.45,-1.14,0.91,0,26.07749,240,-98.07242,338.0724,232.1982,127.681
6.000005,0.38625,-0.219,-0.27475,-0.46,-1.04,0.77,0,20.16565,240,-99.44717,339.4472,231.4421,125.4253
6.050005,0.355,-0.22275,-0.2408333,-0.54,-1.0,0.82,0,14.2499,240,-96.89319,336.8932,227.2338,124.1531
6.100005,0.3866667,-0.1916667,-0.2739167,-0.39,-0.9,0.93,0,8.32152,240,-102.6329,342.6329,235.0185,125.3139
6.150005,0.3719167,-0.1820833,-0.2376667,-0.42,-0.91,1.01,0,2.157915,240,-102.9145,342.9145,232.5432,122.5799
6.200006,0.3781667,-0.1615,-0.2368333,-0.4,-1.11,1.0,0,-4.076157,240,-105.8746,345.8746,235.7094,122.0575
6.250006,0.4073333,-0.14275,-0.2614167,0.14,0.63,0.86,0,-10.42863,240,-105.8746,349.687,241.3627,122.6914
6.300006,0.3985834,-0.11375,-0.2466667,-0.08,0.41,0.78,0,-17.00985,240,-109.687,353.072,245.2433,121.7516
6.350006,0.3975,-0.0865,-0.2364167,0.06,1.05,0.8,0,-23.79417,240,-113.072,356.7233,249.9035,120.7424
6.400006,0.41625,-0.06299999,-0.2789166,0.38,0.85,0.95,0,-30.79757,240,-116.7233,360.3935,257.272,123.8248
6.450006,0.3925,-0.03799999,-0.2266667,0.16,-0.19,1.0,0,-38.02118,240,-120.3935,363.4701,260.483,120.0062
6.500007,0.3941667,-0.0115,-0.2416667,-0.37,-0.67,0.91,0,-45.42939,240,-123.4701,367.3289,267.2756,121.5128
6.550007,0.3765,0.02516668,-0.25,-0.56,-0.56,0.88,0,-53.06912,240,-127.3289,12.82418,275.7484,123.5846
6.600007,0.3470833,0.04241666,-0.2314167,-0.43,0.41,0.88,1300,-34.95792,240,224.0325,15.9675,280.3865,123.6932
6.650007,0.33775,0.06575,-0.2518333,0.05,0.4,1.02,1300,-21.59694,240,219.984,20.01603,284.6324,126.709
6.700007,0.3545834,0.07141667,-0.2376667,-0.05,0.28,0.99,1300,-8.405331,240,219.6124,20.3876,286.725,123.8328
6.750008,0.34625,0.07016666,-0.2433333,0.36,0.9700001,1.09,1300,4.771412,240,219.6124,20.45571,286.0852,125.0983
6.800008,0.29775,0.0545,-0.2241667,-0.02,0.11,0.86,1300,17.94407,240,219.5443,19.37257,283.6648,126.9749
6.850008,0.3448334,0.04766667,-0.2739167,-0.48,-0.9,0.9599999,1300,31.18172,240,220.6274,16.87018,279.8717,128.4617
6.900008,0.35875,0.03933333,-0.2585,0.29,0.33,0.87,1300,44.5695,240,223.1298,15.25691,278.6518,125.7749
6.950008,0.3435833,0.02683334,-0.2605834,-0.3,-0.13,0.89,1300,58.05409,240,224.7431,13.46565,275.8793,127.1777
7.000009,0.3760834,-0.00175,-0.2479167,0.48,0.27,1.12,1300,71.64615,240,226.5343,368.7334,269.5956,123.3931
7.050009,0.369,-0.0115,-0.2508333,-0.47,-0.63,1.0,0,63.92214,240,-128.7334,367.2149,267.375,124.2065
7.100009,0.3710834,-0.04758333,-0.26375,0.36,0.65,0.95,0,56.28924,240,-127.2149,361.6929,259.7733,125.4036
7.150009,0.3866667,-0.0705,-0.2429167,-0.34,-1.03,1.05,0,48.98767,240,-121.6929,358.6669,253.8161,122.1384
7.200009,0.36525,-0.08633333,-0.256,0.48,0.88,1.15,0,41.86766,240,-118.6669,355.7012,251.3639,125.0262
7.25001,0.4073333,-0.1038333,-0.2508333,0.19,0.62,0.9700001,0,34.92558,240,-115.7012,354.6993,247.5127,121.6245
7.30001,0.3715,-0.1181667,-0.2555833,-0.42,-0.88,0.86,0,28.04362,240,-114.6993,351.3552,245.187,124.5271
7.35001,0.3920834,-0.13625,-0.2708333,0.37,0.17,1.05,0,21.36231,240,-111.3552,349.8375,243.2941,124.6349
7.40001,0.39125,-0.1510833,-0.2470833,0.35,0.6,1.02,0,14.77206,240,-109.8375,347.8857,238.5556,122.2733
7.45001,0.3808333,-0.1644167,-0.2718333,-0.52,-0.32,0.89,0,8.298922,240,-107.8857,345.6487,238.8326,125.5187
7.50001,0.3525,-0.1406667,-0.23725,-0.31,-1.14,1.06,0,1.959996,240,-105.6487,347.2453,239.3361,123.9425
7.550011,0.4060833,-0.1316667,-0.2718333,0.36,-0.53,1.06,0,-4.474722,240,-107.2453,351.0355,244.1561,123.7985
7.600011,0.3816667,-0.1310833,-0.23225,0.33,0.61,0.99,0,-11.13685,240,-111.0355,350.045,240.5594,121.3211
7.650011,0.3845834,-0.1570833,-0.23225,0.42,1.02,1.13,0,-17.73955,240,-110.045,346.7824,235.9274,121.1278
7.700011,0.3731667,-0.1310833,-0.2504167,0.01,-1.09,0.9700001,0,-28.41779,240,-106.7824,349.645,242.3697,123.8639
7.750011,0.3760834,-0.1145833,-0.26875,-0.21,-0.63,0.81,0,-34.99649,240,-109.645,352.0553,246.9087,125.5497
7.800012,0.3735833,-0.12125,-0.2616667,-0.14,-0.65,0.9,0,-41.71981,240,-112.0553,351.0187,245.1381,125.0083
7.850012,0.42375,-0.1034167,-0.2980833,-0.02,-0.49,1.0,0,-48.38094,240,-111.0187,355.285,250.8664,125.1241
7.900012,0.3870833,-0.07525,-0.251,0.05,-0.51,1.06,0,-55.29803,240,-115.285,357.9988,253.3112,122.961
7.950012,0.3845834,-0.06858334,-0.2616667,-0.22,-0.71,1.07,0,-62.37796,240,-117.9988,358.8886,255.313,124.231
8.000012,0.38,-0.05966666,-0.2589167,-0.31,-1.23,1.08,0,-69.51127,240,-118.8886,360.0764,257.0229,124.2689
8.050013,0.3715,-0.05525,-0.2445833,-0.43,-1.07,1.01,0,-76.71585,240,-120.0764,360.5409,257.2709,123.3596
8.100013,0.3625,-0.02883333,-0.2568333,-0.32,-0.62,1.01,0,-83.94831,240,-120.5409,364.4523,263.5945,125.3178
8.150013,0.3541667,-0.01191667,-0.24125,-0.07,0.27,1.02,0,-91.41544,240,-124.4523,367.0729,267.1721,124.2618
8.200013,0.3504167,0.009500004,-0.211,0.18,-0.05,0.9599999,0,-99.03982,240,-127.0729,10.55294,272.5779,121.0538
8.250013,0.3491667,0.02241667,-0.2254167,-0.07,-1.12,0.93,1300,-85.27299,240,229.4471,12.67338,275.6791,122.8457
8.300014,0.3220833,0.036,-0.2258333,-0.17,-1.03,0.77,1300,-71.63339,240,227.3266,15.37761,279.0573,125.0368
8.350014,0.3319167,0.04075,-0.21725,-0.28,-0.43,0.99,1300,-58.15605,240,224.6224,15.99928,280.6236,123.206
8.400014,0.3294167,0.04641667,-0.25975,0.39,-0.5,1.19,1300,-44.71601,240,224.0007,17.0205,280.1317,128.2563
8.450014,0.3694167,0.03558333,-0.2605834,0.31,0.85,0.91,1300,-31.33723,240,222.9795,14.50193,277.7758,125.1988
8.500014,0.3706667,0.03641666,-0.2404167,-0.38,-0.09,0.99,1300,-17.80735,240,225.4981,14.6111,278.6133,122.9677
8.550014,0.3583333,0.008250006,-0.2589167,-0.3,-0.36,0.9700001,1300,-4.284014,240,225.3889,10.3189,271.825,125.8503
8.600015,0.3820833,0.001000002,-0.2193333,0.16,0.23,0.89,1300,9.496851,240,229.6811,9.149956,270.2612,119.8578
8.650015,0.4010834,-0.06483333,-0.27225,-0.52,-0.4,0.9599999,0,20.9515,240,-119.8178,359.8178,256.6051,124.1681
8.700015,0.38875,-0.09775,-0.2376667,0.36,0.3,0.9599999,0,13.86107,240,-114.8858,354.8858,247.6431,121.44
8.750015,0.4119167,-0.109,-0.2833333,-0.27,-0.36,0.93,0,6.982071,240,-114.1783,354.1783,248.958,124.5218
8.800015,0.3975,-0.1410833,-0.2625,0.37,0.08,1.08,0,0.2257609,240,-109.4589,349.4589,241.7437,123.4399
8.850016,0.3895833,-0.1635833,-0.2930833,-0.04,0.7,0.91,0,-6.27705,240,-106.2228,346.2228,240.8321,126.9541
8.900016,0.3735833,-0.18125,-0.2475,-0.42,-1.11,0.99,0,-12.58834,240,-103.1189,343.1189,233.7838,123.5246
8.950016,0.3715,-0.2085833,-0.2976667,0.37,0.23,1.06,0,-18.77547,240,-103.1189,339.6874,234.98,128.7037
9.000016,0.3760834,-0.2098333,-0.28875,0.31,0.72,1.0,0,-24.75672,240,-99.68744,339.8409,233.9943,127.5164
9.050016,0.35125,-0.2283333,-0.2470833,-0.61,-0.1,0.92,0,-30.74718,240,-99.84094,335.9738,227.2585,125.1241
9.100017,0.33025,-0.2415,-0.28375,-0.46,-0.03,0.81,0,-36.5056,240,-95.97375,332.8233,229.5989,130.6691
9.150017,0.36,-0.2354167,-0.2833333,-0.57,-0.85,0.9,0,-42.07501,240,-92.82333,335.8179,230.2774,128.2041
9.200017,0.3406667,-0.2270833,-0.25,-0.09,-1.29,1.12,0,-47.82409,240,-95.81793,335.3132,227.7501,126.2733
9.250017,0.3620833,-0.2294167,-0.26375,0.37,-0.34,1.0,0,-53.54288,240,-95.31317,336.6416,228.9824,126.0705
9.300017,0.3348333,-0.199,-0.2291667,0.38,0.36,0.93,0,-59.34137,240,-96.64157,338.2759,229.0302,124.3885
9.350018,0.3570833,-0.1998333,-0.2708333,0.34,1.02,1.01,0,-65.23792,240,-98.27591,339.7675,233.5784,127.1789
9.400018,0.3631667,-0.1891667,-0.27,0.52,0.9700001,1.16,0,-71.22396,240,-99.76746,341.4858,234.9843,126.6293
9.450018,0.3891667,-0.1829167,-0.2985,0.42,0.8,1.11,0,-77.31311,240,-101.4858,343.8255,238.5006,127.4891
9.500018,0.3620833,-0.1519167,-0.28875,0.35,0.61,1.05,0,-83.54263,240,-103.8255,346.2389,242.2503,128.5712
9.550018,0.3608334,-0.1329167,-0.2568333,0.36,0.8,1.01,0,-89.91697,240,-106.2389,348.7782,242.6375,125.4424
9.600019,0.38375,-0.1059167,-0.2585,-0.49,-0.19,0.88,0,-100.7948,240,-108.7782,353.5703,247.7193,123.9648
9.650019,0.399,-0.0915,-0.2605834,-0.35,0.47,0.89,0,-107.609,240,-113.5703,356.0841,250.652,123.1482
9.700019,0.3808333,-0.07483334,-0.2429167,0.2,0.74,1.0,0,-114.5741,240,-116.0841,357.8831,252.8779,122.532
9.750019,0.3773334,-0.03841666,-0.2258333,0.34,1.06,1.06,0,-121.647,240,-117.8831,363.1867,260.3458,120.9004
9.800019,0.3854167,-0.01758333,-0.2208333,0.42,0.64,1.08,0,-129.0382,240,-123.1867,366.3879,265.4476,119.8115
9.850019,0.37025,0.01183333,-0.2433333,0.01,-0.03,1.07,0,-136.6215,240,-126.3879,10.83057,272.7841,123.3135
9.90002,0.3710834,0.02808334,-0.2301667,-0.35,-0.87,0.9599999,1300,-122.8713,240,229.1694,13.32786,276.9565,121.8095
9.95002,0.36125,0.04366668,-0.2266667,-0.48,-0.9599999,0.99,1300,-109.271,240,226.6721,15.89228,280.9043,122.1062
10.00002,0.3470833,0.06183333,-0.2075,-0.37,-1.17,1.05,1300,-95.82455,240,224.1077,19.10134,286.5936,120.8726
10.05002,0.33025,0.05016666,-0.2380833,-0.62,-0.29,0.91,1300,-82.57063,240,220.8987,17.63749,281.8988,125.7885
10.10002,0.3435833,0.051,-0.2376667,-0.38,-1.16,0.88,1300,-69.22887,240,222.3625,17.44308,282.1112,124.6727
10.15002,0.3579167,0.046,-0.24375,0.36,0.27,1.08,1300,-55.87546,240,222.5569,16.3236,280.6871,124.2558
10.20002,0.35375,0.03158334,-0.2433333,-0.16,0.28,0.81,1300,-42.45488,240,223.6764,14.10193,277.3953,124.5228
10.25002,0.3545834,0.003916666,-0.2425,0.1,-0.65,1.06,1300,-28.901,240,225.8981,9.632854,270.9253,124.3683
10.30002,0.3804167,-0.02341666,-0.2504167,-0.06,0.27,0.92,1300,-15.07897,240,230.3671,365.4776,264.6578,123.3557
10.35002,0.3985834,-0.05233333,-0.23725,0.18,-0.2,0.83,0,-22.60763,240,-125.4776,361.52,257.5607,120.7625
